pair,sigma_scatt,sigma_res,theta_d,n_trk,solver,n_true,n_false,auc,youden_J,tau_J,eer,tau_EER,tau_wp99,eff_abs,far_abs,eff_J,far_J,eff_EER,far_EER,eff_wp99,far_wp99,tau_m99,eff_m99,far_m99,tau_m999,eff_m999,far_m999,n_solves,n_excluded,excluded_frac
clean,0.0001,0.0,1e-06,400,classical,30397,12129598,0.9998840798264618,0.9997886857212942,0.4990000000000001,0.00010672889787283202,0.25049999999999994,0.9995,0.9998684080665855,0.031329678735339116,0.9998684080665855,0.030835459183673468,0.9998684080665855,0.03163831007455553,0.9996052241997565,0.0003290014805066623,0.9995,0.9996052241997565,0.0003290014805066623,0.9995,0.9996052241997565,0.0003290014805066623,20,1,0.05
clean,0.0001,0.0,1e-06,400,quantum,30400,12129600,0.9999623232425875,0.9998830134546893,0.22799999999999998,7.494064107638199e-05,0.5245,0.5535000000000001,0.9999671052631579,0.032464432349852,0.9999671052631579,0.032464432349852,0.9999342105263158,0.03246546565662996,0.999671052631579,0.03247373447946514,0.5535000000000001,0.999671052631579,0.03247373447946514,0.5535000000000001,0.999671052631579,0.03247373447946514,20,1,0.05
clean,0.0001,0.0,1e-06,700,classical,55984,39143990,0.9998206102730426,0.9996954220785135,0.5,0.00018428620987398503,0.25049999999999994,0.9995,0.9997856530437268,0.0962637646526948,0.9997856530437268,0.05935735412745362,0.9997856530437268,0.0973568352981019,0.9995534438410975,0.0006250669714612279,0.9995,0.9995534438410975,0.0006250669714612279,0.9995,0.9995534438410975,0.0006250669714612279,20,0,0.0
clean,0.0001,0.0,1e-06,700,quantum,56000,39144000,0.999924648891638,0.9997713570406703,0.0004999999999999449,0.00015896433680773203,0.5150000000000001,0.5455000000000001,0.9999285714285714,0.09901850362027353,0.9999285714285714,0.09901850362027353,0.9998392857142857,0.09902647035159708,0.9995535714285714,0.09902296907946626,0.5455000000000001,0.9995535714285714,0.09902296907946627,0.5455000000000001,0.9995535714285714,0.09902296907946627,20,0,0.0
clean,0.0001,0.0,1e-06,1000,classical,79992,79919997,0.9997801859304501,0.9996233859196139,0.5035000000000001,0.00023385885168231146,0.25049999999999994,0.9995,0.9997374737473748,0.17700754340286712,0.9996249624962497,0.0015732694036559784,0.9997499749974997,0.17867926466057307,0.9994124412441244,0.0011744274666100275,0.9995,0.9994124412441244,0.0011744274666100275,0.9995,0.9994124412441244,0.0011744274666100275,20,0,0.0
clean,0.0001,0.0,1e-06,1000,quantum,80000,79920000,0.9999191657072698,0.9997283908908909,0.0004999999999999449,0.0002108045545545778,0.5085,0.5369999999999999,0.99995,0.18126643945674312,0.99995,0.18126643945674312,0.9998,0.18128870464199806,0.99925,0.1813620071684588,0.5369999999999999,0.99925,0.1813620071684588,0.5369999999999999,0.99925,0.1813620071684588,20,0,0.0
clean,0.0001,0.0,1e-05,10,classical,800,7200,1.0,1.0,0.25049999999999994,0.0,0.25049999999999994,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,20,0,0.0
clean,0.0001,0.0,1e-05,10,quantum,800,7200,1.0,1.0,0.0004999999999999449,0.0,0.0004999999999999449,0.558,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.558,1.0,0.0,0.558,1.0,0.0,20,0,0.0
clean,0.0001,0.0,1e-05,20,classical,1600,30400,1.0,1.0,0.25049999999999994,0.0,0.25049999999999994,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9975,0.0,1.0,0.9975,0.0,0.9995,1.0,0.0,20,0,0.0
clean,0.0001,0.0,1e-05,20,quantum,1600,30400,1.0,1.0,0.0004999999999999449,0.0,0.0004999999999999449,0.558,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.558,1.0,0.0,0.558,1.0,0.0,20,0,0.0
clean,0.0001,0.0,1e-05,50,classical,4000,196000,0.9998749987244899,0.99975,0.2849999999999999,0.0001301020408162601,0.25049999999999994,1.0,0.99975,0.0,0.99975,0.0,0.99975,0.0004998750312421895,0.99875,0.0,1.0,0.99875,0.0,0.9995,0.99925,0.0,20,0,0.0
clean,0.0001,0.0,1e-05,50,quantum,4000,196000,0.9999974489795919,0.9999897959183673,0.0004999999999999449,5.102040816273856e-06,0.0004999999999999449,0.554,1.0,0.0004997501249375312,1.0,0.0004997501249375312,1.0,0.0004997501249375312,1.0,0.0004997501249375312,0.554,1.0,0.0004997501249375312,0.554,1.0,0.0004997501249375312,20,0,0.0
clean,0.0001,0.0,1e-05,100,classical,8000,792000,1.0,1.0,0.5005,0.0,0.5005,1.0,1.0,0.002742458239840439,1.0,0.0,1.0,0.0,0.99925,0.0,1.0,0.99925,0.0,1.0,0.99925,0.0,20,0,0.0
clean,0.0001,0.0,1e-05,100,quantum,8000,792000,0.9999924242424242,0.999969696969697,0.0004999999999999449,1.5151515151523576e-05,0.0004999999999999449,0.5569999999999999,1.0,0.0029910269192422734,1.0,0.0029910269192422734,1.0,0.0029910269192422734,1.0,0.0029910269192422734,0.5569999999999999,1.0,0.0029910269192422734,0.5569999999999999,1.0,0.0029910269192422734,20,0,0.0
clean,0.0001,0.0,1e-05,200,classical,15195,3024796,0.9998015715024856,0.9997704983554375,0.5,0.00012367704408267066,0.25049999999999994,0.9995,0.9998025666337611,0.009066597090861652,0.9998025666337611,0.006344430636405259,0.9998025666337611,0.009841621586391187,0.9989470220467259,0.0001976024239230668,0.9995,0.9989470220467259,0.00019760242392306683,0.9990000000000001,0.9990128331688055,0.0001975894092076665,20,1,0.05
clean,0.0001,0.0,1e-05,200,quantum,15200,3024800,0.9999839618365373,0.9999385083311293,0.0004999999999999449,3.0745834435297326e-05,0.0004999999999999449,0.5555000000000001,1.0,0.012088911997920187,1.0,0.012088911997920187,1.0,0.012088911997920187,0.999671052631579,0.01209284181782719,0.5555000000000001,0.999671052631579,0.01209284181782719,0.5555000000000001,0.999671052631579,0.01209284181782719,20,1,0.05
clean,0.0001,0.0,1e-05,400,classical,31997,12767998,0.9999052955738496,0.9998196183895272,0.26350000000000007,9.301035455022699e-05,0.25049999999999994,0.9995,0.9998749882801513,0.03124905374716124,0.9999062412101134,0.03341389728096677,0.9999062412101134,0.03551187748703726,0.9993124355408319,0.0003751524056648013,0.9995,0.9993124355408319,0.0003751524056648013,0.9995,0.9993124355408319,0.0003751524056648013,20,0,0.0
clean,0.0001,0.0,1e-05,400,quantum,32000,12768000,0.999973710895892,0.9998958333333333,0.22799999999999998,0.00013020833333327042,0.5265,0.5535000000000001,1.0,0.039903990399039906,1.0,0.039903990399039906,0.99984375,0.03990997749437359,0.99971875,0.039914768464331805,0.5535000000000001,0.99971875,0.039914768464331805,0.5535000000000001,0.99971875,0.039914768464331805,20,0,0.0
clean,0.0001,0.0,1e-05,700,classical,50395,35229597,0.9999199532807013,0.9997607741152684,0.546,0.0001388957848158512,0.49,0.9995,0.9998610973310844,0.0964872958094999,0.9997618811390019,0.0007734718971877355,0.9998610973310844,0.08851142345471319,0.999027681317591,0.0005161597713015167,0.9995,0.999027681317591,0.0005161597713015167,0.9995,0.999027681317591,0.0005161597713015167,20,2,0.1
clean,0.0001,0.0,1e-05,700,quantum,50400,35229600,0.9999495708914824,0.9997998274178531,0.0004999999999999449,0.00022905454504162925,0.5145,0.5449999999999999,1.0,0.12274594444057649,1.0,0.12274594444057649,0.9997420634920635,0.12277372516931005,0.9992460317460318,0.12279662788267261,0.5449999999999999,0.9992460317460318,0.12279662788267261,0.5449999999999999,0.9992460317460318,0.12279662788267261,20,2,0.1
clean,0.0001,0.0,1e-05,1000,classical,71992,71927996,0.9997908193682119,0.999665072512759,0.5010000000000001,0.00022226933243330027,0.28049999999999997,0.9995,0.9997360817868652,0.1748770449516778,0.9996666296255139,0.0015538290788013318,0.999777753083676,0.18176547490479167,0.9989859984442716,0.0009584930821803634,0.9995,0.9989859984442716,0.0009584930821803634,0.9984999999999999,0.9990415601733525,0.0009584398266474053,20,2,0.1
clean,0.0001,0.0,1e-05,1000,quantum,72000,71928000,0.9999261439048037,0.9997200950950951,0.4265000000000001,0.00028578578578580816,0.5075000000000001,0.5369999999999999,1.0,0.218538014869485,1.0,0.2185210510891863,0.9997083333333333,0.21857087024491922,0.9992083333333334,0.2186393553011708,0.5369999999999999,0.9992083333333334,0.2186393553011708,0.5369999999999999,0.9992083333333334,0.2186393553011708,20,2,0.1
clean,0.0001,0.0,5e-05,10,classical,800,7200,1.0,1.0,0.25049999999999994,0.0,0.25049999999999994,0.9910000000000001,1.0,0.0,1.0,0.0,1.0,0.0,0.99125,0.0,0.9910000000000001,0.99125,0.0,0.9545000000000001,1.0,0.0,20,0,0.0
clean,0.0001,0.0,5e-05,10,quantum,800,7200,1.0,1.0,0.0004999999999999449,0.0,0.0004999999999999449,0.5545,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5545,1.0,0.0,0.5545,1.0,0.0,20,0,0.0
clean,0.0001,0.0,5e-05,20,classical,1600,30400,1.0,1.0,0.25049999999999994,0.0,0.25049999999999994,0.986,1.0,0.0,1.0,0.0,1.0,0.0,0.990625,0.0,0.9884999999999999,0.99,0.0,0.8095000000000001,1.0,0.0,20,0,0.0
clean,0.0001,0.0,5e-05,20,quantum,1600,30400,1.0,1.0,0.0004999999999999449,0.0,0.0004999999999999449,0.5515000000000001,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5515000000000001,1.0,0.0,0.5515000000000001,1.0,0.0,20,0,0.0
clean,0.0001,0.0,5e-05,50,classical,4000,196000,1.0,1.0,0.32200000000000006,0.0,0.32200000000000006,0.9875,0.99975,0.0,1.0,0.0,1.0,0.0,0.9905,0.0,0.9875,0.9905,0.0,0.8095000000000001,0.99925,0.0,20,0,0.0
clean,0.0001,0.0,5e-05,50,quantum,4000,196000,0.9999948979591836,0.9999795918367347,0.0004999999999999449,1.0204081632658735e-05,0.0004999999999999449,0.5535000000000001,1.0,0.000999000999000999,1.0,0.000999000999000999,1.0,0.000999000999000999,1.0,0.000999000999000999,0.5535000000000001,1.0,0.000999000999000999,0.5535000000000001,1.0,0.000999000999000999,20,0,0.0
clean,0.0001,0.0,5e-05,100,classical,8000,792000,0.9999999999999999,1.0,0.5005,0.0,0.5005,0.9815,1.0,0.002742458239840439,1.0,0.0,1.0,0.0,0.99025,0.0,0.982,0.99,0.0,0.8714999999999999,0.999,0.0,20,0,0.0
clean,0.0001,0.0,5e-05,100,quantum,8000,792000,0.9999835858585858,0.9999343434343434,0.0004999999999999449,3.282828282824557e-05,0.0004999999999999449,0.5555000000000001,1.0,0.006458022851465474,1.0,0.006458022851465474,1.0,0.006458022851465474,1.0,0.006458022851465474,0.5555000000000001,1.0,0.0064580228514654735,0.5555000000000001,1.0,0.0064580228514654735,20,0,0.0
clean,0.0001,0.0,5e-05,200,classical,15996,3183996,0.999935596677499,0.9998922581836227,0.3560000000000001,6.26648890856285e-05,0.26049999999999995,0.9825000000000002,0.9999374843710928,0.009106678230702514,0.9999374843710928,0.008922485903711506,0.9999374843710928,0.01234949058351343,0.990060015003751,0.0003787161522438932,0.9825000000000002,0.990060015003751,0.0003787161522438932,0.7875000000000001,0.9991247811952988,0.0004378009881793733,20,0,0.0
clean,0.0001,0.0,5e-05,200,quantum,16000,3184000,0.9999644550094221,0.9998693467336683,0.0004999999999999449,0.000190326633165816,0.5195000000000001,0.554,1.0,0.025341130604288498,1.0,0.025341130604288498,0.99975,0.02534730684864733,0.9991875,0.025361214411997804,0.554,0.9991875,0.025361214411997807,0.554,0.9991875,0.025361214411997807,20,0,0.0
clean,0.0001,0.0,5e-05,400,classical,30397,12129598,0.9999005571756211,0.9998116905490791,0.3045,9.873030991092158e-05,0.272,0.984,0.9998684080665855,0.030278859038989216,0.9999013060499391,0.034528763381087006,0.9999013060499391,0.0379209926563687,0.9902292989439747,0.00029891394599621375,0.984,0.9902292989439747,0.00029891394599621375,0.8355000000000001,0.9990130604993914,0.0002962865420068475,20,1,0.05
clean,0.0001,0.0,5e-05,400,quantum,30400,12129600,0.9999381263087818,0.9997548146682496,0.0004999999999999449,0.0002541716132436478,0.5230000000000001,0.5525,1.0,0.08911128423323546,1.0,0.08911128423323546,0.9997368421052631,0.08913265000299707,0.9994407894736842,0.08912939201343087,0.5525,0.9994407894736842,0.08912939201343087,0.5525,0.9994407894736842,0.08912939201343087,20,1,0.05
clean,0.0001,0.0,5e-05,700,classical,53186,37186792,0.9999241249019515,0.9998668536151866,0.5095000000000001,0.00011279681065573532,0.4485000000000001,0.9844999999999999,0.9999059902981988,0.09245891568115497,0.9998683864174783,0.001070704034863626,0.9998871883578385,0.07309931327779133,0.9900349716090701,0.0005314706552273935,0.9844999999999999,0.9900349716090701,0.0005314706552273935,0.7615000000000001,0.999003497160907,0.0006206974382123914,20,1,0.05
clean,0.0001,0.0,5e-05,700,quantum,53200,37186800,0.9998816017013192,0.9995519108931126,0.0004999999999999449,0.0004120144782557289,0.512,0.5435000000000001,1.0,0.2385096546097362,1.0,0.2385096546097362,0.999624060150376,0.23857795340979052,0.9984398496240602,0.23873880329630956,0.5435000000000001,0.9984398496240602,0.23873880329630956,0.5135000000000001,0.9991165413533835,0.23867021886100606,20,1,0.05
clean,0.0001,0.0,5e-05,1000,classical,75992,75923996,0.9998149631475055,0.9997350494786055,0.532,0.00019899227080272253,0.361,0.9844999999999999,0.9998157700810612,0.17098931794127595,0.999736814401516,0.0017607021785404568,0.999802610801137,0.16698279737300864,0.9901436993367723,0.0009029225478349776,0.9844999999999999,0.9901436993367723,0.0009029225478349776,0.7870000000000001,0.999026213285609,0.0010789473684210526,20,1,0.05
clean,0.0001,0.0,5e-05,1000,quantum,76000,75924000,0.9998326170541214,0.9993648648648649,0.24750000000000005,0.000685988620199196,0.5045,0.536,1.0,0.38819210767818907,1.0,0.38819210767818907,0.9992631578947369,0.3883671858640852,0.9983026315789474,0.38852666446376904,0.536,0.9983026315789474,0.38852666446376904,0.5055000000000001,0.9991315789473684,0.3883984664454396,20,1,0.05
clean,0.0001,0.0,0.0001,10,classical,800,7200,1.0,1.0,0.25049999999999994,0.0,0.25049999999999994,0.839,1.0,0.0,1.0,0.0,1.0,0.0,0.99125,0.0,0.845,0.99,0.0,0.8005,1.0,0.0,20,0,0.0
clean,0.0001,0.0,0.0001,10,quantum,800,7200,1.0,1.0,0.0004999999999999449,0.0,0.0004999999999999449,0.5305,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5305,1.0,0.0,0.5305,1.0,0.0,20,0,0.0
clean,0.0001,0.0,0.0001,20,classical,1600,30400,1.0,1.0,0.25049999999999994,0.0,0.25049999999999994,0.8345,1.0,0.0,1.0,0.0,1.0,0.0,0.990625,0.0,0.8405,0.99,0.0,0.7085000000000001,0.999375,0.0,20,0,0.0
clean,0.0001,0.0,0.0001,20,quantum,1600,30400,0.9999671052631579,0.9998684210526316,0.0004999999999999449,6.578947368418575e-05,0.0004999999999999449,0.5369999999999999,1.0,0.0024937655860349127,1.0,0.0024937655860349127,1.0,0.0024937655860349127,1.0,0.0024937655860349127,0.5369999999999999,1.0,0.0024937655860349127,0.5369999999999999,1.0,0.0024937655860349127,20,0,0.0
clean,0.0001,0.0,0.0001,50,classical,4000,196000,1.0,1.0,0.3275000000000001,0.0,0.3275000000000001,0.8540000000000001,1.0,0.0,1.0,0.0,1.0,0.0,0.99025,0.0,0.8545,0.99,0.0,0.7085000000000001,0.99925,0.0,20,0,0.0
clean,0.0001,0.0,0.0001,50,quantum,4000,196000,0.9999859693877551,0.9999438775510204,0.0004999999999999449,2.8061224489839276e-05,0.0004999999999999449,0.5389999999999999,1.0,0.002742458239840439,1.0,0.002742458239840439,1.0,0.002742458239840439,0.99975,0.002743142144638404,0.5389999999999999,0.99975,0.002743142144638404,0.5389999999999999,0.99975,0.002743142144638404,20,0,0.0
clean,0.0001,0.0,0.0001,100,classical,8000,792000,0.9999999984217172,0.9999873737373738,0.472,6.313131313162579e-06,0.472,0.8335000000000001,1.0,0.002742458239840439,1.0,0.0012484394506866417,1.0,0.0012484394506866417,0.990125,0.0,0.8365,0.99,0.0,0.6965000000000001,0.999,0.0,20,0,0.0
clean,0.0001,0.0,0.0001,100,quantum,8000,792000,0.9999658768939393,0.9998661616161616,0.0004999999999999449,0.0001919191919191321,0.506,0.5369999999999999,1.0,0.01307673328398717,1.0,0.01307673328398717,0.99975,0.013079960513326752,0.9995,0.013083189335966429,0.5369999999999999,0.9995,0.01308318933596643,0.5369999999999999,0.9995,0.01308318933596643,20,0,0.0
clean,0.0001,0.0,0.0001,200,classical,15996,3183996,0.9999974781175398,0.9999846105334304,0.47950000000000004,7.694733284879796e-06,0.47950000000000004,0.8375000000000001,1.0,0.008676251859196828,1.0,0.0030539108756622003,1.0,0.0030539108756622003,0.9901225306326582,0.0005679308386445384,0.8375000000000001,0.9901225306326582,0.0005679308386445384,0.663,0.9990622655663915,0.0006253517603652054,20,0,0.0
clean,0.0001,0.0,0.0001,200,quantum,16000,3184000,0.9999318911746231,0.9997405778894473,0.0004999999999999449,0.0003172110552763785,0.5050000000000001,0.5389999999999999,1.0,0.049090692975157495,1.0,0.049090692975157495,0.999625,0.04910820451843044,0.9993125,0.04900969487896271,0.5389999999999999,0.9993125,0.04900969487896271,0.5389999999999999,0.9993125,0.04900969487896271,20,0,0.0
clean,0.0001,0.0,0.0001,400,classical,31996,12767998,0.99987410782542,0.9998425556540942,0.5005,0.00012496866285965913,0.2695000000000001,0.8355000000000001,0.9998749843730467,0.02954559242856276,0.9998437304663083,0.0004686621258514029,0.9998749843730467,0.047488611665227616,0.9900300037504688,0.00044176580101606136,0.8355000000000001,0.9900300037504688,0.0004417658010160614,0.6839999999999999,0.9990311288911113,0.0004377872979142563,20,0,0.0
clean,0.0001,0.0,0.0001,400,quantum,32000,12768000,0.9998664766065555,0.9994953007518796,0.21849999999999992,0.0005023496240601499,0.506,0.538,1.0,0.16762043491832276,1.0,0.16762043491832276,0.9995,0.16769022587696472,0.9986875,0.16771706859732277,0.538,0.9986875,0.16771706859732277,0.5065,0.9994375,0.16769895383334202,20,0,0.0
clean,0.0001,0.0,0.0001,700,classical,55988,39143993,0.9999278068535244,0.9998097665476305,0.49950000000000006,0.0001072309888869305,0.403,0.8400000000000001,0.9999285561191684,0.08935048880068969,0.9998213902979209,0.008062658373646624,0.9998928341787526,0.06978830879665016,0.9900157176537829,0.0006670753254245845,0.8400000000000001,0.9900157176537829,0.0006670753254245845,0.6540000000000001,0.9990176466385654,0.0008931282710822929,20,0,0.0
clean,0.0001,0.0,0.0001,700,quantum,56000,39144000,0.9997582723050057,0.9990983292458614,0.42999999999999994,0.0009240496627835326,0.49950000000000006,0.5310000000000001,1.0,0.38662402243203575,1.0,0.386603866586341,0.9990535714285714,0.38682843427368974,0.9970714285714286,0.3871785584932995,0.5310000000000001,0.9970714285714286,0.3871785584932995,0.49950000000000006,0.9990535714285714,0.38682843427368974,20,0,0.0
clean,0.0001,0.0,0.0001,1000,classical,79992,79919992,0.9998742142731235,0.9997728253453823,0.5055000000000001,0.00014707332377972282,0.4099999999999999,0.8405,0.9998749874987499,0.16593321792812898,0.9997749774977498,0.002146083397799017,0.9998499849984999,0.12589208625230877,0.990011501150115,0.0010343740145064648,0.8405,0.990011501150115,0.0010343740145064648,0.655,0.999012401240124,0.0014120410866468398,20,0,0.0
clean,0.0001,0.0,0.0001,1000,quantum,80000,79920000,0.9996739759933371,0.9987196446446447,0.39050000000000007,0.0011964276776776361,0.49049999999999994,0.522,1.0,0.5612303102101707,1.0,0.5612254971863585,0.9988875,0.5614995857043301,0.9968,0.5619376174205386,0.522,0.9968,0.5619376174205386,0.49,0.9996,0.5613240150526073,20,0,0.0
clean,0.0001,0.0,0.00014159802,10,classical,800,7200,1.0,1.0,0.25049999999999994,0.0,0.25049999999999994,0.7190000000000001,1.0,0.0,1.0,0.0,1.0,0.0,0.99125,0.0,0.7230000000000001,0.99,0.0,0.6839999999999999,1.0,0.0,20,0,0.0
clean,0.0001,0.0,0.00014159802,10,quantum,800,7200,1.0,1.0,0.0004999999999999449,0.0,0.0004999999999999449,0.48550000000000004,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.48550000000000004,1.0,0.0,0.48550000000000004,1.0,0.0,20,0,0.0
clean,0.0001,0.0,0.00014159802,20,classical,1600,30400,1.0,1.0,0.25049999999999994,0.0,0.25049999999999994,0.7090000000000001,1.0,0.0,1.0,0.0,1.0,0.0,0.990625,0.0,0.7095,0.99,0.0,0.6565000000000001,0.999375,0.0,20,0,0.0
clean,0.0001,0.0,0.00014159802,20,quantum,1600,30400,0.9999506578947368,0.9998026315789473,0.0004999999999999449,9.868421052627863e-05,0.0004999999999999449,0.492,1.0,0.0037359900373599006,1.0,0.0037359900373599006,1.0,0.0037359900373599006,1.0,0.0037359900373599006,0.492,1.0,0.0037359900373599006,0.492,1.0,0.0037359900373599006,20,0,0.0
clean,0.0001,0.0,0.00014159802,50,classical,4000,196000,1.0,1.0,0.3295000000000001,0.0,0.3295000000000001,0.7304999999999999,1.0,0.0,1.0,0.0,1.0,0.0,0.99025,0.0,0.7304999999999999,0.99025,0.0,0.6325000000000001,0.999,0.0,20,0,0.0
clean,0.0001,0.0,0.00014159802,50,quantum,4000,196000,0.9999757295918368,0.9999132653061225,0.0004999999999999449,4.336734693877187e-05,0.0004999999999999449,0.49750000000000005,1.0,0.004232013940751805,1.0,0.004232013940751805,1.0,0.004232013940751805,0.99925,0.004235176880916791,0.49750000000000005,0.99925,0.004235176880916791,0.49750000000000005,0.99925,0.004235176880916791,20,0,0.0
clean,0.0001,0.0,0.00014159802,100,classical,8000,792000,0.9999999971590908,0.9999873737373738,0.4405000000000001,6.313131313162579e-06,0.4405000000000001,0.7210000000000001,1.0,0.002742458239840439,1.0,0.0012484394506866417,1.0,0.0012484394506866417,0.990125,0.0,0.7210000000000001,0.990125,0.0,0.6120000000000001,0.999,0.0,20,0,0.0
clean,0.0001,0.0,0.00014159802,100,quantum,8000,792000,0.99994186489899,0.9997702020202021,0.0004999999999999449,0.00023989898989901226,0.4690000000000001,0.49249999999999994,1.0,0.022243950134441456,1.0,0.022243950134441456,0.99975,0.022249388753056234,0.9995,0.022254830031792613,0.49249999999999994,0.9995,0.022254830031792613,0.49249999999999994,0.9995,0.022254830031792613,20,0,0.0
clean,0.0001,0.0,0.00014159802,200,classical,15996,3183997,0.9999359203204724,0.999921466768061,0.44700000000000006,6.282191454537456e-05,0.29699999999999993,0.7210000000000001,0.9999374843710928,0.008430971421486579,0.9999374843710928,0.0031783622086501307,0.9999374843710928,0.012410471721412695,0.990060015003751,0.0004418076243372886,0.7210000000000001,0.990060015003751,0.0004418076243372886,0.5875000000000001,0.9990622655663915,0.00043782837127845885,20,0,0.0
clean,0.0001,0.0,0.00014159802,200,quantum,16000,3184000,0.9998997759009893,0.9996127512562815,0.37250000000000005,0.00038112437185933157,0.4710000000000001,0.49849999999999994,1.0,0.07165651290977662,1.0,0.07154877270353392,0.999625,0.07157369245951123,0.999375,0.07142857142857142,0.49849999999999994,0.999375,0.07142857142857142,0.49849999999999994,0.999375,0.07142857142857142,20,0,0.0
clean,0.0001,0.0,0.00014159802,400,classical,31992,12767997,0.9999992910793093,0.9999602052161221,0.49049999999999994,3.129307130828041e-05,0.45500000000000007,0.7225000000000001,1.0,0.02883856475016696,0.9999687421855464,0.003395638629283489,0.9999687421855464,0.01234910932049026,0.9900287571892973,0.00041027583159755095,0.7225000000000001,0.9900287571892973,0.000410275831597551,0.6100000000000001,0.999031007751938,0.00043784206411258793,20,0,0.0
clean,0.0001,0.0,0.00014159802,400,quantum,32000,12768000,0.9997995217303512,0.9992102913533835,0.46050000000000013,0.0008479793233083233,0.46950000000000003,0.49950000000000006,1.0,0.23963407389806343,1.0,0.23959793740940522,0.99909375,0.23976316164930803,0.997625,0.23995905054400876,0.49950000000000006,0.997625,0.23995905054400876,0.46950000000000003,0.99909375,0.23976316164930803,20,0,0.0
