setout,regime,T,rep,family,degree,gamma,occ_alpha,eps_scale,kernel,fork_beta,eps,lam_min,lam_max,far_e990,eff_e990,far_e995,eff_e995,far_e999,eff_e999,eff_f001,eff_f010,cos_C,notes
fork_b0.5_mod,moderate,200,0,classical_invA,,3.0,0.0,3.0,step,0.5,0.0031777035588293387,2.066321712177774,6.421836884983929,0.2976618705035971,0.9949044585987261,0.30338078291814946,0.9974522292993631,0.9948682077297213,1.0,0.4878980891719745,0.9668789808917198,1.0,fixed-tau 0.350: eff 0.9745 far 0.0142
fork_b0.5_mod,moderate,200,0,fitted_moment,32.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,2.066321712177774,6.421836884983929,0.2990152193375112,0.9974522292993631,0.2990152193375112,0.9974522292993631,0.994869113369718,1.0,0.4853503184713376,0.9745222929936306,0.1317378170633207,mu=30
fork_b0.5_mod,moderate,200,0,fitted_moment,40.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,2.066321712177774,6.421836884983929,0.3046181172291297,0.9974522292993631,0.3046181172291297,0.9974522292993631,0.994869113369718,1.0,0.9617834394904459,0.9770700636942675,0.11591618604916859,mu=0.3
fork_b0.5_mod,moderate,200,0,fitted_moment,44.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,2.066321712177774,6.421836884983929,0.2990152193375112,0.9974522292993631,0.2990152193375112,0.9974522292993631,0.994869113369718,1.0,0.49044585987261147,0.9770700636942675,0.12231610968261795,mu=6.46
fork_b0.5_mod,moderate,200,0,fitted_moment,80.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,2.066321712177774,6.421836884983929,0.29964221824686943,0.9974522292993631,0.29964221824686943,0.9974522292993631,0.9948679057786727,1.0,0.9592356687898089,0.9770700636942675,0.11949207424875878,mu=3
fork_b0.5_mod,moderate,200,0,fitted_moment,160.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,2.066321712177774,6.421836884983929,0.29964221824686943,0.9974522292993631,0.29964221824686943,0.9974522292993631,0.9948678722263627,1.0,0.9656050955414013,0.9745222929936306,0.11461980800405491,mu=0.003
fork_b0.5_mod,moderate,200,0,comb_prod,40.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,2.066321712177774,6.421836884983929,0.9950001273852895,1.0,0.9950001273852895,1.0,0.9950001273852895,1.0,0.9477707006369427,0.9503184713375796,0.20054798254078088,
fork_b0.5_mod,moderate,200,0,comb_prod,44.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,2.066321712177774,6.421836884983929,0.994999426685862,1.0,0.994999426685862,1.0,0.994999426685862,1.0,0.9477707006369427,0.9503184713375796,0.3054129621644438,
fork_b0.5_mod,moderate,200,0,normalized_half_comb,40.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,2.066321712177774,6.421836884983929,0.32322357019064124,0.9949044585987261,0.8486078886310905,0.9974522292993631,0.9950003184510541,1.0,0.46496815286624205,0.9452229299363057,0.19436595425536543,
fork_b0.5_mod,moderate,200,0,normalized_half_comb,44.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,2.066321712177774,6.421836884983929,0.32350390286209885,0.9936305732484076,0.8486078886310905,0.9974522292993631,0.9950003821363972,1.0,0.46496815286624205,0.9452229299363057,0.12441659170490019,
fork_b0.5_mod,moderate,200,1,classical_invA,,3.0,0.0,3.0,step,0.5,0.0031777035588293387,1.9602456251798503,6.66594406841642,0.9948567570429994,1.0,0.9948567570429994,1.0,0.9948567570429994,1.0,0.002574002574002574,0.972972972972973,1.0,fixed-tau 0.350: eff 0.9627 far 0.0027
fork_b0.5_mod,moderate,200,1,fitted_moment,32.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,1.9602456251798503,6.66594406841642,0.9950010293890575,1.0,0.9950010293890575,1.0,0.9950010293890575,1.0,0.9665379665379665,0.9742599742599742,0.11633103872870239,mu=0.646
fork_b0.5_mod,moderate,200,1,fitted_moment,40.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,1.9602456251798503,6.66594406841642,0.9948583226352916,1.0,0.9948583226352916,1.0,0.9948583226352916,1.0,0.9678249678249679,0.9742599742599742,0.11554664087791523,mu=0.3
fork_b0.5_mod,moderate,200,1,fitted_moment,44.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,1.9602456251798503,6.66594406841642,0.9948583226352916,1.0,0.9948583226352916,1.0,0.9948583226352916,1.0,0.9678249678249679,0.9742599742599742,0.1143442159476983,mu=0.003
fork_b0.5_mod,moderate,200,1,fitted_moment,80.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,1.9602456251798503,6.66594406841642,0.9948573697796016,1.0,0.9948573697796016,1.0,0.9948573697796016,1.0,0.9678249678249679,0.9742599742599742,0.11467903558747618,mu=0.003
fork_b0.5_mod,moderate,200,1,fitted_moment,160.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,1.9602456251798503,6.66594406841642,0.994857097470248,1.0,0.994857097470248,1.0,0.994857097470248,1.0,0.9678249678249679,0.9742599742599742,0.1146794794626487,mu=0.003
fork_b0.5_mod,moderate,200,1,comb_prod,40.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,1.9602456251798503,6.66594406841642,0.9950006755843804,1.0,0.9950006755843804,1.0,0.9950006755843804,1.0,0.9420849420849421,0.9510939510939511,0.3898336766860031,
fork_b0.5_mod,moderate,200,1,comb_prod,44.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,1.9602456251798503,6.66594406841642,0.9949997425864909,1.0,0.9949997425864909,1.0,0.9949997425864909,1.0,0.9420849420849421,0.9510939510939511,0.21322072124840655,
fork_b0.5_mod,moderate,200,1,normalized_half_comb,40.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,1.9602456251798503,6.66594406841642,0.9950010293890575,1.0,0.9950010293890575,1.0,0.9950010293890575,1.0,0.9266409266409267,0.9433719433719434,0.19452987378716416,
fork_b0.5_mod,moderate,200,1,normalized_half_comb,44.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,1.9602456251798503,6.66594406841642,0.9950010293890575,1.0,0.9950010293890575,1.0,0.9950010293890575,1.0,0.9266409266409267,0.9369369369369369,0.12353734320295534,
fork_b0.5_mod,moderate,200,2,classical_invA,,3.0,0.0,3.0,step,0.5,0.0031777035588293387,2.0663217121777735,6.3717879306046505,0.2956366874443455,0.9974779319041615,0.2956366874443455,0.9974779319041615,0.3019366197183099,1.0,0.49558638083228246,0.9798234552332913,1.0,fixed-tau 0.350: eff 0.9823 far 0.0114
fork_b0.5_mod,moderate,200,2,fitted_moment,32.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,2.0663217121777735,6.3717879306046505,0.015037593984962405,0.9911727616645649,0.2982300884955752,1.0,0.2982300884955752,1.0,0.9760403530895334,0.9848675914249685,0.11679887438117843,mu=0.646
fork_b0.5_mod,moderate,200,2,fitted_moment,40.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,2.0663217121777735,6.3717879306046505,0.016270337922403004,0.9911727616645649,0.2982300884955752,1.0,0.2982300884955752,1.0,0.9760403530895334,0.9836065573770492,0.1167683582967921,mu=0.646
fork_b0.5_mod,moderate,200,2,fitted_moment,44.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,2.0663217121777735,6.3717879306046505,0.016270337922403004,0.9911727616645649,0.2982300884955752,1.0,0.2982300884955752,1.0,0.9760403530895334,0.9848675914249685,0.11621659660682312,mu=0.3
fork_b0.5_mod,moderate,200,2,fitted_moment,80.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,2.0663217121777735,6.3717879306046505,0.0175,0.9911727616645649,0.2976085031000886,1.0,0.2976085031000886,1.0,0.9760403530895334,0.9848675914249685,0.11533528345462464,mu=0.003
fork_b0.5_mod,moderate,200,2,fitted_moment,160.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,2.0663217121777735,6.3717879306046505,0.015037593984962405,0.9911727616645649,0.2963620230700976,1.0,0.2963620230700976,1.0,0.9760403530895334,0.9848675914249685,0.11581360617760346,mu=0.139
fork_b0.5_mod,moderate,200,2,comb_prod,40.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,2.0663217121777735,6.3717879306046505,0.8328732214907624,0.9924337957124842,0.8425337569499602,1.0,0.8425337569499602,1.0,0.9672131147540983,0.9709962168978562,0.2050020573849571,
fork_b0.5_mod,moderate,200,2,comb_prod,44.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,2.0663217121777735,6.3717879306046505,0.8328732214907624,0.9924337957124842,0.9949992432650591,1.0,0.9949992432650591,1.0,0.9672131147540983,0.9709962168978562,0.30787752655414286,
fork_b0.5_mod,moderate,200,2,normalized_half_comb,40.0,3.0,0.0,3.0,step,0.5,0.0031777035588293387,2.0663217121777735,6.3717879306046505,0.3133159268929504,0.9949558638083228,0.31364031277150306,0.9962168978562421,0.8431256181998021,1.0,0.47540983606557374,0.9709962168978562,0.19432369535559618,
