setout,regime,T,rep,family,degree,gamma,occ_alpha,kernel,eps,n_seg,n_true,lam_min,lam_max,far_e970,eff_e970,far_e980,eff_e980,far_e990,eff_e990,far_e995,eff_e995,eff_f001,eff_f010,eff_f100,cos_C,notes
base,heavy,200,6,fitted_moment,80.0,3.0,0.0,step,0.006312668537322595,156816,785,0.8282553596440795,7.171744640355919,0.04125,0.9770700636942675,0.05289052890528905,0.9808917197452229,0.641049240681086,0.9936305732484076,0.9949941013295922,1.0,0.02165605095541401,0.9528662420382166,0.9859872611464968,0.12503578106602728,mu=0.646
base,heavy,200,6,fitted_moment,84.0,3.0,0.0,step,0.006312668537322595,156816,785,0.8282553596440795,7.171744640355919,0.04125,0.9770700636942675,0.05289052890528905,0.9808917197452229,0.641049240681086,0.9936305732484076,0.9949940694070682,1.0,0.02165605095541401,0.9528662420382166,0.9859872611464968,0.12503575815934118,mu=0.646
base,heavy,200,6,fitted_moment,160.0,3.0,0.0,step,0.006312668537322595,156816,785,0.8282553596440795,7.171744640355919,0.04125,0.9770700636942675,0.07117008443908324,0.9808917197452229,0.641049240681086,0.9936305732484076,0.9949940055607989,1.0,0.02165605095541401,0.9528662420382166,0.9808917197452229,0.12503571833807806,mu=0.646
base,heavy,200,6,comb_prod,40.0,3.0,0.0,step,0.006312668537322595,156816,785,0.8282553596440795,7.171744640355919,0.12009237875288684,0.9707006369426752,0.125,0.9808917197452229,0.9949974923161996,0.9910828025477707,0.994994133251709,1.0,0.8764331210191083,0.8764331210191083,0.9337579617834395,0.4866598128568657,
base,heavy,200,6,comb_prod,44.0,3.0,0.0,step,0.006312668537322595,156816,785,0.8282553596440795,7.171744640355919,0.9950995524000618,0.9707006369426752,0.9950485499324803,0.9808917197452229,0.9950257639916331,0.9936305732484076,0.9950130731458453,0.9961783439490446,0.8764331210191083,0.8764331210191083,0.9337579617834395,0.8194368156872295,
base,heavy,200,6,normalized_half_comb,40.0,3.0,0.0,step,0.006312668537322595,156816,785,0.8282553596440795,7.171744640355919,0.04505632040050062,0.9719745222929936,0.6314285714285715,0.9859872611464968,0.6418732782369146,0.9936305732484076,0.994994133251709,1.0,0.0,0.4445859872611465,0.978343949044586,0.1982532658089768,
base,heavy,200,6,normalized_half_comb,44.0,3.0,0.0,step,0.006312668537322595,156816,785,0.8282553596440795,7.171744640355919,0.04505632040050062,0.9719745222929936,0.6314285714285715,0.9859872611464968,0.6384758364312267,0.9910828025477707,0.994994133251709,1.0,0.0,0.4445859872611465,0.978343949044586,0.1305802196849703,
base,heavy,200,7,classical_invA,,3.0,0.0,step,0.006312668537322595,158801,794,1.5219022471685026,6.478097752831494,0.12666666666666668,0.9899244332493703,0.12666666666666668,0.9899244332493703,0.21739130434782608,0.9974811083123426,0.21739130434782608,0.9974811083123426,0.0025188916876574307,0.0025188916876574307,0.5062972292191436,1.0,reference only (tau_abs 0.350)
base,heavy,200,7,fitted_moment,40.0,3.0,0.0,step,0.006312668537322595,158801,794,1.5219022471685026,6.478097752831494,0.06904761904761905,0.9848866498740554,0.06904761904761905,0.9848866498740554,0.1447084233261339,0.9974811083123426,0.1447084233261339,0.9974811083123426,0.12468513853904283,0.5277078085642317,0.9861460957178841,0.11394878404878642,mu=0.03
base,heavy,200,7,fitted_moment,80.0,3.0,0.0,step,0.006312668537322595,158801,794,1.5219022471685026,6.478097752831494,0.05896510228640193,0.9848866498740554,0.05896510228640193,0.9848866498740554,0.14099783080260303,0.9974811083123426,0.14099783080260303,0.9974811083123426,0.13476070528967254,0.5377833753148614,0.9899244332493703,0.09332696237869202,mu=0.00646
