setout,regime,T,rep,family,degree,gamma,eps,n_seg,n_true,lam_min,lam_max,far_e970,eff_e970,far_e980,eff_e980,far_e990,eff_e990,far_e995,eff_e995,far_e999,eff_e999,eff_f001,eff_f010,eff_f100,notes
base,heavy,700,0,onebqf_cos,1.0,3.0,0.006312668537322595,1923070,2747,0.4203133967029775,7.579686603297024,0.862047633776678,0.9741536221332363,0.8608968425383112,0.9847105933745904,0.9545794361470603,0.9952675646159447,0.9545794361470603,0.9952675646159447,0.9985715548575975,1.0,0.0010921004732435385,0.0010921004732435385,0.0010921004732435385,
base,heavy,700,0,comb_prod,40.0,3.0,0.006312668537322595,1923070,2747,0.4203133967029775,7.579686603297024,0.9986137401498825,0.9701492537313433,0.998595661217312,0.9828904259191845,0.9985849799863854,0.9905351292318894,0.9985782986176112,0.9952675646159447,0.9985725933768332,0.9992719330178377,0.0,0.0,0.0,
base,heavy,700,1,classical_invA,,3.0,0.006312668537322595,1914773,2735,0.3284478167882493,7.6715521832117535,0.7912833307344457,0.9787934186471664,0.8116729349491573,0.9886654478976235,0.957309813259807,0.9963436928702011,0.957309813259807,0.9963436928702011,0.9985716322509248,1.0,0.0,0.0,0.0,reference only (tau_abs 0.350)
base,heavy,700,1,onebqf_cos,1.0,3.0,0.006312668537322595,1914773,2735,0.3284478167882493,7.6715521832117535,0.8743747050495517,0.973308957952468,0.8729240178781463,0.9875685557586837,0.9572991099410806,0.9963436928702011,0.9572991099410806,0.9963436928702011,0.9985716322509248,1.0,0.004753199268738574,0.004753199268738574,0.006946983546617916,
base,heavy,700,1,comb_prod,40.0,3.0,0.006312668537322595,1914773,2735,0.3284478167882493,7.6715521832117535,0.9986116945790775,0.9714808043875686,0.9985935882881222,0.9842778793418647,0.998578058428112,0.9952468007312614,0.998578058428112,0.9952468007312614,0.9985726745248776,0.9992687385740402,0.0,0.0,0.0,
base,heavy,700,2,classical_invA,,3.0,0.006312668537322595,1929328,2756,0.6327818341300516,7.367218165869947,0.7726816203548711,0.9854862119013063,0.7726816203548711,0.9854862119013063,0.9553937187073281,0.9956458635703919,0.9553937187073281,0.9956458635703919,0.9985715233490625,1.0,0.0,0.0,0.0,reference only (tau_abs 0.350)
base,heavy,700,2,onebqf_cos,1.0,3.0,0.006312668537322595,1929328,2756,0.6327818341300516,7.367218165869947,0.8665971601628438,0.9749637155297532,0.8653026850292281,0.9865747460087083,0.9553850156087409,0.9956458635703919,0.9553850156087409,0.9956458635703919,0.9985715233490625,1.0,0.000725689404934688,0.000725689404934688,0.000725689404934688,
base,heavy,700,2,comb_prod,40.0,3.0,0.006312668537322595,1929328,2756,0.6327818341300516,7.367218165869947,0.9986061348726497,0.9756894049346879,0.9985999385237723,0.9800435413642961,0.9985854877993787,0.9902031930333817,0.9985782503927564,0.9952830188679245,0.998572039443847,0.9996371552975326,0.0,0.0,0.0,
base,heavy,1000,0,classical_invA,,3.0,0.006312668537322595,3937245,3937,0.06447994045241046,7.935520059547586,0.9091100999202515,0.984251968503937,0.9091100999202515,0.984251968503937,0.9770225436981982,0.9956819913639827,0.9770225436981982,0.9956819913639827,0.9990000622262522,1.0,0.000254000508001016,0.000254000508001016,0.000254000508001016,reference only (tau_abs 0.350)
base,heavy,1000,0,onebqf_cos,1.0,3.0,0.006312668537322595,3937245,3937,0.06447994045241046,7.935520059547586,0.9430183897206177,0.9822199644399289,0.9430183897206177,0.9822199644399289,0.9770151336581705,0.9956819913639827,0.9770151336581705,0.9956819913639827,0.9990000622262522,1.0,0.000508001016002032,0.000508001016002032,0.000508001016002032,
base,heavy,1000,0,comb_prod,40.0,3.0,0.006312668537322595,3937245,3937,0.06447994045241046,7.935520059547586,0.9990290314264314,0.9700279400558801,0.9990186437351335,0.9804419608839218,0.9990088670952005,0.9908559817119634,0.9990047092140353,0.9951739903479807,0.9990008224039288,0.9992379984759969,0.0,0.0,0.0,
base,heavy,1000,1,classical_invA,,3.0,0.006312668537322595,3933285,3933,0.42551705624102915,7.574482943758961,0.8956796910617072,0.9890668700737351,0.8956796910617072,0.9890668700737351,0.9372417895092192,0.9926264937706585,0.9755482763999376,0.9964403763030766,0.9990000724585175,1.0,0.0,0.0,0.0,reference only (tau_abs 0.350)
base,heavy,1000,1,onebqf_cos,1.0,3.0,0.006312668537322595,3933285,3933,0.42551705624102915,7.574482943758961,0.9379350725391972,0.9702517162471396,0.9371377546878805,0.9844902110348335,0.936858491024955,0.9900839054157132,0.9755433934711657,0.9964403763030766,0.9990000724585175,1.0,0.0010170353419781336,0.0010170353419781336,0.0010170353419781336,
base,heavy,1000,1,comb_prod,40.0,3.0,0.006312668537322595,3933285,3933,0.42551705624102915,7.574482943758961,0.999028739340815,0.9705059750826341,0.9990192753729743,0.9801678108314263,0.9990074287752602,0.9926264937706585,0.9990048929064932,0.9951690821256038,0.9990008339096124,0.9992372234935164,0.0,0.0,0.0,
base,heavy,1000,2,classical_invA,,3.0,0.006312668537322595,3926344,3926,0.5759606877567619,7.424039312243241,0.8893977558964965,0.9842078451349975,0.8893977558964965,0.9842078451349975,0.9349171825330433,0.9908303616912888,0.9761881561959513,0.9959246051961284,0.9990000876133115,1.0,0.0,0.0,0.0,reference only (tau_abs 0.350)
base,heavy,1000,2,onebqf_cos,1.0,3.0,0.006312668537322595,3926344,3926,0.5759606877567619,7.424039312243241,0.9348339019877442,0.977840040753948,0.9343565964936031,0.9880285277636272,0.9343079263140105,0.9900662251655629,0.9761819189697919,0.9959246051961284,0.9990000876133115,1.0,0.0012735608762098828,0.0012735608762098828,0.002292409577177789,
base,heavy,1000,2,comb_prod,40.0,3.0,0.006312668537322595,3926344,3926,0.5759606877567619,7.424039312243241,0.9990032391456695,0.9701986754966887,0.9990180845644422,0.9819154355578197,0.9990099824435529,0.9900662251655629,0.9990049099936378,0.9951604686704024,0.999000844812072,0.9992358634742741,0.0,0.0,0.0,
