regime,setout,family,degree,eff_f010,far_e990,eff_e990
moderate,fork_b0.5,comb_prod,12.0,0.9730936293436293,0.5283501859600186,0.9955533964259039
moderate,fork_b0.5,comb_prod,16.0,0.9692693603521629,0.9950002868870025,0.9993622448979592
moderate,fork_b0.5,comb_prod,20.0,0.9692693603521629,0.9950128597415455,0.996807962315361
moderate,fork_b0.5,comb_prod,24.0,0.9692498621070049,0.9950006384420038,0.9993622448979592
moderate,fork_b0.5,comb_prod,28.0,0.9602695808052951,0.9950032416019288,0.9987253022228
moderate,fork_b0.5,comb_prod,32.0,0.9581113418818856,0.9950004793058282,0.9993630573248409
moderate,fork_b0.5,comb_prod,36.0,0.9581113418818856,0.9949992827840975,1.0
moderate,fork_b0.5,comb_prod,40.0,0.9581113418818856,0.9317632172118371,0.9974522292993631
moderate,fork_b0.5,comb_prod,44.0,0.9581113418818856,0.994999266834626,0.994893065922021
moderate,fork_b0.5,comb_prod,48.0,0.9581113418818856,0.8167671472315241,0.9942634537891589
moderate,fork_b0.5,comb_prod,56.0,0.9581113418818856,0.8167671472315241,0.9949012088911998
moderate,fork_b0.5,comb_prod,64.0,0.9581113418818856,0.8167671472315241,0.9949012088911998
moderate,fork_b0.5,comb_prod,80.0,0.9581113418818856,0.8167671472315241,0.9949012088911998
moderate,fork_b0.5,comb_prod,120.0,0.9581113418818856,0.8167671472315241,0.9949012088911998
moderate,fork_b0.5,fitted_moment,4.0,0.9725800389517204,0.32118001657749984,0.9949526633060215
moderate,fork_b0.5,fitted_moment,8.0,0.9796048355647992,0.3246977547495682,0.9949237842930418
moderate,fork_b0.5,fitted_moment,12.0,0.9808575105478358,0.33003427667686736,0.9949012088911998
moderate,fork_b0.5,fitted_moment,16.0,0.9808575105478358,0.31807991469932884,0.9949237842930418
moderate,fork_b0.5,fitted_moment,20.0,0.9802181243585775,0.3215926872934056,0.9949012088911998
moderate,fork_b0.5,fitted_moment,24.0,0.9802181243585775,0.3106574354527277,0.9949012088911998
moderate,fork_b0.5,fitted_moment,28.0,0.9802181243585775,0.3233544027898867,0.9949012088911998
moderate,fork_b0.5,fitted_moment,32.0,0.9802181243585775,0.3174333501583077,0.9949012088911998
moderate,fork_b0.5,fitted_moment,36.0,0.9802181243585775,0.3174333501583077,0.9949012088911998
moderate,fork_b0.5,fitted_moment,40.0,0.9795787381693192,0.3208844854918677,0.9949333376117055
moderate,fork_b0.5,fitted_moment,44.0,0.9795787381693192,0.3075636517002792,0.9949333376117055
moderate,fork_b0.5,fitted_moment,48.0,0.9795787381693192,0.307263963744128,0.9949333376117055
moderate,fork_b0.5,fitted_moment,56.0,0.9795787381693192,0.30757746319880713,0.9949333376117055
moderate,fork_b0.5,fitted_moment,64.0,0.9795787381693192,0.30757746319880713,0.9949333376117055
moderate,fork_b0.5,fitted_moment,80.0,0.9795787381693192,0.30757746319880713,0.9949333376117055
moderate,fork_b0.5,fitted_moment,84.0,0.9802181243585775,0.30757746319880713,0.9949333376117055
moderate,fork_b0.5,fitted_moment,96.0,0.9795787381693192,0.30757746319880713,0.9949333376117055
moderate,fork_b0.5,fitted_moment,120.0,0.9795787381693192,0.30757746319880713,0.9949333376117055
moderate,fork_b0.5,fitted_moment,160.0,0.9795787381693192,0.30757746319880713,0.9949333376117055
moderate,fork_b0.5,onebqf_cos,1.0,0.49175114947619314,0.3187921703842873,0.9949333376117055
moderate,occ0.05_fork0.5,classical_invA,,0.4942900057027654,0.0269220514429109,0.9910771155595997
moderate,occ0.05_fork0.5,comb_prod,4.0,0.0057479513544548,0.9950427587239057,0.9910771155595997
moderate,occ0.05_fork0.5,comb_prod,8.0,0.49070945945945943,0.3132627176744823,0.9910771155595997
moderate,occ0.05_fork0.5,comb_prod,12.0,0.30561502910262517,0.32963853236648616,0.9910771155595997
moderate,occ0.05_fork0.5,comb_prod,16.0,0.48749770178341606,0.9926331581225771,0.9910771155595997
moderate,occ0.05_fork0.5,comb_prod,20.0,0.4882100610945015,0.3256366857362084,0.9910771155595997
moderate,occ0.05_fork0.5,comb_prod,24.0,0.48948394644481996,0.9800980881938034,0.9910771155595997
moderate,occ0.05_fork0.5,comb_prod,28.0,0.4913955868971792,0.3236013986013986,0.9910771155595997
moderate,occ0.05_fork0.5,comb_prod,32.0,0.3708631223189912,0.3290738225851604,0.9910771155595997
moderate,occ0.05_fork0.5,comb_prod,36.0,0.48911623179139097,0.9256481704922512,0.9910771155595997
moderate,occ0.05_fork0.5,comb_prod,40.0,0.4910401757535515,0.3250512418615866,0.9910771155595997
moderate,occ0.05_fork0.5,comb_prod,44.0,0.49199071520500093,0.32475374845385707,0.9910771155595997
moderate,occ0.05_fork0.5,comb_prod,48.0,0.494614866274126,0.3250512418615866,0.9910771155595997
moderate,occ0.05_fork0.5,comb_prod,56.0,0.8532294040439015,0.22129953379953377,0.9910771155595997
moderate,occ0.05_fork0.5,comb_prod,64.0,0.49197922412208117,0.9950438938549835,0.9910771155595997
moderate,occ0.05_fork0.5,comb_prod,80.0,0.8441612476224747,0.9933866145093122,0.9910771155595997
moderate,occ0.05_fork0.5,comb_prod,120.0,0.9500692685406062,0.994236511631966,0.9910771155595997
moderate,occ0.05_fork0.5,fitted_moment,4.0,0.975665018977121,0.0287206184826949,0.9910771155595997
moderate,occ0.05_fork0.5,fitted_moment,8.0,0.9802425906668399,0.03055323924343615,0.9910771155595997
moderate,occ0.05_fork0.5,fitted_moment,12.0,0.9796877821925232,0.0335765179677819,0.9910771155595997
moderate,occ0.05_fork0.5,fitted_moment,16.0,0.9821200219218122,0.0406756180733162,0.9910771155595997
moderate,occ0.05_fork0.5,fitted_moment,20.0,0.98151728844404,0.0723216418844355,0.9910771155595997
moderate,occ0.05_fork0.5,fitted_moment,24.0,0.9821542311191993,0.0648350536328678,0.9910771155595997
moderate,occ0.05_fork0.5,fitted_moment,28.0,0.9821542311191993,0.1280409650665996,0.9910771155595997
moderate,occ0.05_fork0.5,fitted_moment,32.0,0.9821542311191993,0.04531626410668465,0.9910771155595997
moderate,occ0.05_fork0.5,fitted_moment,36.0,0.9821542311191993,0.12303853589773245,0.9910771155595997
moderate,occ0.05_fork0.5,fitted_moment,40.0,0.9815051020408164,0.07319642141960235,0.9910771155595997
moderate,occ0.05_fork0.5,fitted_moment,44.0,0.9821200219218122,0.06343533616260885,0.9910771155595997
moderate,occ0.05_fork0.5,fitted_moment,48.0,0.9821542311191993,0.0539491658732458,0.9910771155595997
moderate,occ0.05_fork0.5,fitted_moment,56.0,0.9821542311191993,0.04008957168779605,0.9910771155595997
moderate,occ0.05_fork0.5,fitted_moment,64.0,0.9827707820874128,0.03479406929456985,0.9910771155595997
moderate,occ0.05_fork0.5,fitted_moment,80.0,0.9867416059930205,0.01635456273764255,0.9910771155595997
moderate,occ0.05_fork0.5,fitted_moment,84.0,0.9853741419615172,0.01752190237797245,0.9910771155595997
moderate,occ0.05_fork0.5,fitted_moment,96.0,0.9860404068058655,0.016366866533422147,0.9910771155595997
moderate,occ0.05_fork0.5,fitted_moment,120.0,0.9853234398162478,0.0225101689612015,0.9910771155595997
moderate,occ0.05_fork0.5,fitted_moment,160.0,0.9866692252122088,0.01946375372393245,0.9910771155595997
moderate,occ0.05_fork0.5,onebqf_cos,1.0,0.0,0.9950438072838329,0.9910771155595997
moderate,occ_a0.05,classical_invA,,0.4949044585987261,0.02202604438952515,0.9910771155595997
moderate,occ_a0.05,comb_prod,4.0,0.014591704445714851,0.9950438255799957,0.9910771155595997
moderate,occ_a0.05,comb_prod,8.0,0.4933072273495386,0.32359487719744373,0.9910771155595997
moderate,occ_a0.05,comb_prod,12.0,0.4894224581724581,0.32535570322252283,0.9910771155595997
moderate,occ_a0.05,comb_prod,16.0,0.4884596152112075,0.9950437803899823,0.9910771155595997
moderate,occ_a0.05,comb_prod,20.0,0.49203334199922005,0.3244728069857603,0.9910771155595997
moderate,occ_a0.05,comb_prod,24.0,0.4936626098802241,0.9340423094149385,0.9910771155595997
moderate,occ_a0.05,comb_prod,28.0,0.49075783179513843,0.324744204147943,0.9910771155595997
moderate,occ_a0.05,comb_prod,32.0,0.3678235242014059,0.33126976129451535,0.9910771155595997
moderate,occ_a0.05,comb_prod,36.0,0.49171974522292994,0.9934163799647004,0.9910771155595997
moderate,occ_a0.05,comb_prod,40.0,0.48730704502081534,0.32446478055644246,0.9910771155595997
moderate,occ_a0.05,comb_prod,44.0,0.4871922878292305,0.33608597407371366,0.9910771155595997
moderate,occ_a0.05,comb_prod,48.0,0.4914229331450849,0.32446478055644246,0.9910771155595997
moderate,occ_a0.05,comb_prod,56.0,0.7225571899904213,0.3195794229347076,0.9910771155595997
moderate,occ_a0.05,comb_prod,64.0,0.48531369069366875,0.9934059788503364,0.9910771155595997
moderate,occ_a0.05,comb_prod,80.0,0.5983685470865167,0.9950447723326438,0.9910771155595997
moderate,occ_a0.05,comb_prod,120.0,0.24170194559538816,0.9907484240959171,0.9910771155595997
moderate,occ_a0.05,fitted_moment,4.0,0.0290452330202801,0.02192144573475615,0.9910771155595997
moderate,occ_a0.05,fitted_moment,8.0,0.9744535939226204,0.01954526372032665,0.9910771155595997
moderate,occ_a0.05,fitted_moment,12.0,0.9789466825223581,0.02631189994748305,0.9910771155595997
moderate,occ_a0.05,fitted_moment,16.0,0.9815908379909889,0.0249758879327296,0.9910771155595997
moderate,occ_a0.05,fitted_moment,20.0,0.9821428571428572,0.023271453556898948,0.9910771155595997
moderate,occ_a0.05,fitted_moment,24.0,0.9809641910989072,0.04368325380595315,0.9910771155595997
moderate,occ_a0.05,fitted_moment,28.0,0.9810000160438961,0.07867617217005055,0.9910771155595997
moderate,occ_a0.05,fitted_moment,32.0,0.9810000160438961,0.13613760871812286,0.9910771155595997
moderate,occ_a0.05,fitted_moment,36.0,0.9797261306935776,0.022611123753176247,0.9910771155595997
moderate,occ_a0.05,fitted_moment,40.0,0.9827919862212401,0.01830571865389795,0.9910771155595997
moderate,occ_a0.05,fitted_moment,44.0,0.9834394904458599,0.02570636011416995,0.9910771155595997
moderate,occ_a0.05,fitted_moment,48.0,0.9873816582650536,0.016989376095105,0.9910771155595997
moderate,occ_a0.05,fitted_moment,56.0,0.9866242038216559,0.01751100597936785,0.9910771155595997
moderate,occ_a0.05,fitted_moment,64.0,0.9892270674560482,0.0113565162907268,0.9910771155595997
moderate,occ_a0.05,fitted_moment,80.0,0.9904961765672209,0.01018220185151565,0.9910771155595997
moderate,occ_a0.05,fitted_moment,84.0,0.9898410691710312,0.010770194616910651,0.9910771155595997
moderate,occ_a0.05,fitted_moment,96.0,0.9898280204732913,0.01139256935286675,0.9910771155595997
moderate,occ_a0.05,fitted_moment,120.0,0.9872285870870087,0.01078321004833155,0.9910771155595997
moderate,occ_a0.05,fitted_moment,160.0,0.9885565230324527,0.01146498675806195,0.9910771155595997
moderate,occ_a0.05,onebqf_cos,1.0,0.0,0.9950440702544932,0.9910771155595997
