setout,regime,T,rep,family,degree,gamma,occ_alpha,fork_beta,kernel,eps,n_seg,n_true,lam_min,lam_max,far_e970,eff_e970,far_e980,eff_e980,far_e990,eff_e990,far_e995,eff_e995,eff_f001,eff_f010,eff_f100,cos_C,notes
base,clean,200,0,fitted_moment,96.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11592290483418655,mu=0.003
base,clean,200,0,fitted_moment,120.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11592290483366845,mu=0.003
base,clean,200,0,fitted_moment,160.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11592290483356847,mu=0.003
base,clean,200,0,comb_prod,4.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9948397731456898,
base,clean,200,0,comb_prod,8.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8817299591808325,
base,clean,200,0,comb_prod,12.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9176285225781121,
base,clean,200,0,comb_prod,16.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9016461324845498,
base,clean,200,0,comb_prod,20.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4464527867216397,
base,clean,200,0,comb_prod,24.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6084967045203231,
base,clean,200,0,comb_prod,28.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3185550997418898,
base,clean,200,0,comb_prod,32.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2543195808186286,
base,clean,200,0,comb_prod,36.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.22026292725234373,
base,clean,200,0,comb_prod,40.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.12036053611983925,
base,clean,200,0,comb_prod,44.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.13652880885345428,
base,clean,200,0,comb_prod,48.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.12402327959634048,
base,clean,200,0,comb_prod,56.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11796213380260474,
base,clean,200,0,comb_prod,64.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11594228087653718,
base,clean,200,0,comb_prod,80.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11626290801325528,
base,clean,200,0,comb_prod,120.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11604302351056253,
base,clean,200,0,onebqf_cos,1.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.30452203930699795,
base,clean,200,1,classical_invA,,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9999999999999998,reference only (tau_abs 0.350)
base,clean,200,1,fitted_moment,4.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11592290507148088,mu=0.003
base,clean,200,1,fitted_moment,8.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11592290487527022,mu=0.003
base,clean,200,1,fitted_moment,12.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11592290488480039,mu=0.003
base,clean,200,1,fitted_moment,16.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1159229048390418,mu=0.003
base,clean,200,1,fitted_moment,20.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1159229048490461,mu=0.003
base,clean,200,1,fitted_moment,24.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11592290484043798,mu=0.003
base,clean,200,1,fitted_moment,28.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11592290484217338,mu=0.003
base,clean,200,1,fitted_moment,32.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11592290483791212,mu=0.003
base,clean,200,1,fitted_moment,36.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11592290484020622,mu=0.003
base,clean,200,1,fitted_moment,40.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11592290483509993,mu=0.003
base,clean,200,1,fitted_moment,44.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,0.9975,0.0,0.9975,0.0,0.9975,0.0,0.9975,1.0,1.0,1.0,0.11592290483625489,mu=0.003
base,clean,200,1,fitted_moment,48.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,0.9975,0.0,0.9975,0.0,0.9975,0.0,0.9975,1.0,1.0,1.0,0.11592290483392514,mu=0.003
base,clean,200,1,fitted_moment,56.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11592290483550985,mu=0.003
base,clean,200,1,fitted_moment,64.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,0.9975,0.0,0.9975,0.0,0.9975,0.0,0.9975,1.0,1.0,1.0,0.11592290483499387,mu=0.003
base,clean,200,1,fitted_moment,80.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11592290483451287,mu=0.003
base,clean,200,1,fitted_moment,84.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,0.9975,0.0,0.9975,0.0,0.9975,0.0,0.9975,1.0,1.0,1.0,0.11592290483383441,mu=0.003
base,clean,200,1,fitted_moment,96.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,0.9975,0.0,0.9975,0.0,0.9975,0.0,0.9975,1.0,1.0,1.0,0.1159229048341865,mu=0.003
base,clean,200,1,fitted_moment,120.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11592290483366857,mu=0.003
base,clean,200,1,fitted_moment,160.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1159229048335662,mu=0.003
base,clean,200,1,comb_prod,4.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9948397731456889,
base,clean,200,1,comb_prod,8.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8817299591808315,
base,clean,200,1,comb_prod,12.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9176285225781122,
base,clean,200,1,comb_prod,16.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9016461324845506,
base,clean,200,1,comb_prod,20.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.44645278672164146,
base,clean,200,1,comb_prod,24.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6084967045203233,
base,clean,200,1,comb_prod,28.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.31855509974186974,
base,clean,200,1,comb_prod,32.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25431958081862394,
base,clean,200,1,comb_prod,36.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.220262927252354,
base,clean,200,1,comb_prod,40.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.12036053611984902,
base,clean,200,1,comb_prod,44.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1365288088534699,
base,clean,200,1,comb_prod,48.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.12402327959634754,
base,clean,200,1,comb_prod,56.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11796213380260777,
base,clean,200,1,comb_prod,64.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11594228087652422,
base,clean,200,1,comb_prod,80.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11626290801325742,
base,clean,200,1,comb_prod,120.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11604302351055033,
base,clean,200,1,onebqf_cos,1.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,2.381966011250104,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3045220393070016,
base,clean,200,2,classical_invA,,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.008674101610904586,1.0,0.008674101610904586,1.0,0.008674101610904586,1.0,0.008674101610904586,1.0,0.005,1.0,1.0,0.9999999999999998,reference only (tau_abs 0.350)
base,clean,200,2,fitted_moment,4.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.00375,0.99625,0.00375,0.99625,0.00375,0.99625,0.00375,0.99625,0.00125,1.0,1.0,0.11753099321744429,mu=1.39
base,clean,200,2,fitted_moment,8.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99,0.0,0.99,0.0,0.99,0.0,0.995,0.99625,1.0,1.0,0.11617703229746709,mu=0.03
base,clean,200,2,fitted_moment,12.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.995,0.0,0.995,0.0,0.995,0.0,0.995,0.99625,1.0,1.0,0.11637615295330145,mu=0.003
base,clean,200,2,fitted_moment,16.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.995,0.0,0.995,0.0,0.995,0.0,0.995,0.99625,1.0,1.0,0.11639289225654367,mu=0.003
base,clean,200,2,fitted_moment,20.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.995,0.0,0.995,0.0,0.995,0.0,0.995,0.99625,1.0,1.0,0.11640082912348627,mu=0.003
base,clean,200,2,fitted_moment,24.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.99625,1.0,1.0,0.1164033825761942,mu=0.003
base,clean,200,2,fitted_moment,28.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.99625,1.0,1.0,0.11640389726445251,mu=0.003
base,clean,200,2,fitted_moment,32.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99375,0.0,0.99375,0.0,0.99375,0.0,0.99625,0.99625,1.0,1.0,0.11640440290506925,mu=0.003
base,clean,200,2,fitted_moment,36.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.99625,1.0,1.0,0.11640465313388797,mu=0.003
base,clean,200,2,fitted_moment,40.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.99625,1.0,1.0,0.1164047852750248,mu=0.003
base,clean,200,2,fitted_moment,44.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.99625,1.0,1.0,0.11640493124311176,mu=0.003
base,clean,200,2,fitted_moment,48.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.99625,1.0,1.0,0.11640500027475795,mu=0.003
base,clean,200,2,fitted_moment,56.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.99625,1.0,1.0,0.11640505541429828,mu=0.003
base,clean,200,2,fitted_moment,64.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.99625,1.0,1.0,0.11640508029672132,mu=0.003
base,clean,200,2,fitted_moment,80.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.99625,1.0,1.0,0.1164051199246878,mu=0.003
base,clean,200,2,fitted_moment,84.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.99625,1.0,1.0,0.11640512840273978,mu=0.003
base,clean,200,2,fitted_moment,96.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.99625,1.0,1.0,0.11640515345013595,mu=0.003
base,clean,200,2,fitted_moment,120.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.99625,1.0,1.0,0.11640517142579143,mu=0.003
base,clean,200,2,fitted_moment,160.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.0,0.99625,0.99625,1.0,1.0,0.11640518483875063,mu=0.003
base,clean,200,2,comb_prod,4.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.012468827930174564,0.99,0.012468827930174564,0.99,0.012468827930174564,0.99,0.9950247201405079,0.995,0.495,0.495,0.99125,0.9998738978272841,
base,clean,200,2,comb_prod,8.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99,0.0,0.99,0.0,0.99,0.9950247201405079,0.995,0.99,0.99,0.99125,0.997385215861399,
base,clean,200,2,comb_prod,12.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99125,0.0,0.99125,0.0,0.99125,0.9950247201405079,0.995,0.9925,0.9925,0.99375,0.9900345062019623,
base,clean,200,2,comb_prod,16.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99,0.0,0.99,0.0,0.99,0.9950244402495281,0.995,0.99125,0.99125,0.99125,0.9777736646376031,
base,clean,200,2,comb_prod,20.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99,0.0,0.99,0.0,0.99,0.9950244402495281,0.995,0.99125,0.99375,0.99375,0.92042487362749,
base,clean,200,2,comb_prod,24.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99,0.0,0.99,0.0,0.99,0.995024502450245,0.995,0.99,0.9925,0.9925,0.8528788262748308,
base,clean,200,2,comb_prod,28.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99,0.0,0.99,0.0,0.99,0.0037546933667083854,0.995,0.99,0.995,0.995,0.42353288880704204,
base,clean,200,2,comb_prod,32.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99,0.0,0.99,0.0,0.99,0.995024471350081,0.995,0.99,0.9925,0.9925,0.772510136414489,
base,clean,200,2,comb_prod,36.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99,0.0,0.99,0.0,0.99,0.005,0.995,0.99,0.995,0.995,0.5478123229633276,
base,clean,200,2,comb_prod,40.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99,0.0,0.99,0.0,0.99,0.005,0.995,0.99,0.9975,0.9975,0.36955181317944424,
base,clean,200,2,comb_prod,44.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99,0.0,0.99,0.0,0.99,0.005,0.995,0.99,1.0,1.0,0.15022286155708087,
base,clean,200,2,comb_prod,48.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99,0.0,0.99,0.0,0.99,0.005,0.995,0.99,0.9975,0.9975,0.3171594984342676,
base,clean,200,2,comb_prod,56.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99,0.0,0.99,0.0,0.99,0.005,0.995,0.99,0.9975,1.0,0.1449342560667746,
base,clean,200,2,comb_prod,64.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99,0.0,0.99,0.0,0.99,0.005,0.995,0.99,0.9975,1.0,0.1428161515075512,
base,clean,200,2,comb_prod,80.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99,0.0,0.99,0.0,0.99,0.005,0.995,0.99,0.9975,1.0,0.11754397411668886,
base,clean,200,2,comb_prod,120.0,3.0,0.0,0.0,step,0.0004247940677551889,160000,800,1.6351290221155992,6.364870977884402,0.0,0.99,0.0,0.99,0.0,0.99,0.005,0.995,0.99,0.9975,1.0,0.1156453604346023,
