setout,regime,T,rep,family,degree,gamma,occ_alpha,fork_beta,eps,n_seg,n_true,lam_min,lam_max,far_e970,eff_e970,far_e980,eff_e980,far_e990,eff_e990,far_e995,eff_e995,far_e999,eff_e999,eff_f001,eff_f010,eff_f100,notes,eff_fixed_tau,far_fixed_tau
base,clean_eps2mrad,100,1,comb_prod,40.0,3.0,0.0,0.0,0.002,40000,400,2.381966011250105,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
base,clean_eps2mrad,100,1,onebqf_cos,1.0,3.0,0.0,0.0,0.002,40000,400,2.381966011250105,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
base,clean_eps2mrad,100,2,classical_invA,,3.0,0.0,0.0,0.002,40000,400,2.1522409349774287,5.847759065022573,0.004975124378109453,1.0,0.004975124378109453,1.0,0.004975124378109453,1.0,0.004975124378109453,1.0,0.004975124378109453,1.0,0.5,1.0,1.0,fixed-tau 0.350,1.0,0.004975124378109453
base,clean_eps2mrad,100,2,fitted_moment,40.0,3.0,0.0,0.0,0.002,40000,400,2.1522409349774287,5.847759065022573,0.0,0.995,0.0,0.995,0.0,0.995,0.0,0.995,0.004975124378109453,1.0,0.995,1.0,1.0,mu=0.003,,
base,clean_eps2mrad,100,2,comb_prod,40.0,3.0,0.0,0.0,0.002,40000,400,2.1522409349774287,5.847759065022573,0.0,0.98,0.0,0.98,0.0,0.99,0.005,0.995,0.004975124378109453,1.0,0.99,1.0,1.0,,,
base,clean_eps2mrad,100,2,onebqf_cos,1.0,3.0,0.0,0.0,0.002,40000,400,2.1522409349774287,5.847759065022573,0.005,0.995,0.005,0.995,0.005,0.995,0.005,0.995,0.004975124378109453,1.0,0.5,1.0,1.0,,,
occ_a0.05,clean_eps2mrad,100,0,classical_invA,,3.0,0.05,0.0,0.002,40000,400,2.396931819771434,24.01821364062494,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.386,0.0,0.0
occ_a0.05,clean_eps2mrad,100,0,fitted_moment,40.0,3.0,0.05,0.0,0.002,40000,400,2.396931819771434,24.01821364062494,0.0,0.9725,0.0,0.9825,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
occ_a0.05,clean_eps2mrad,100,0,comb_prod,40.0,3.0,0.05,0.0,0.002,40000,400,2.396931819771434,24.01821364062494,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,,,
occ_a0.05,clean_eps2mrad,100,0,onebqf_cos,1.0,3.0,0.05,0.0,0.002,40000,400,2.396931819771434,24.01821364062494,0.990297089126738,0.97,0.9901980396079216,0.98,0.9900990099009901,0.99,0.9900495024751238,0.995,0.99,1.0,0.0,0.0,0.0,,,
occ_a0.05,clean_eps2mrad,100,1,classical_invA,,3.0,0.05,0.0,0.002,40000,400,2.3969366401734518,24.018001508314967,0.0,0.97,0.0,0.9825,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.386,0.0,0.0
occ_a0.05,clean_eps2mrad,100,1,fitted_moment,40.0,3.0,0.05,0.0,0.002,40000,400,2.3969366401734518,24.018001508314967,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
occ_a0.05,clean_eps2mrad,100,1,comb_prod,40.0,3.0,0.05,0.0,0.002,40000,400,2.3969366401734518,24.018001508314967,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,,,
occ_a0.05,clean_eps2mrad,100,1,onebqf_cos,1.0,3.0,0.05,0.0,0.002,40000,400,2.3969366401734518,24.018001508314967,0.990297089126738,0.97,0.9901980396079216,0.98,0.9900990099009901,0.99,0.9900495024751238,0.995,0.99,1.0,0.0,0.0,0.0,,,
occ_a0.05,clean_eps2mrad,100,2,classical_invA,,3.0,0.05,0.0,0.002,40000,400,2.1834408561706358,24.018441054979846,0.005128205128205128,0.97,0.005076142131979695,0.98,0.005025125628140704,0.99,0.005,0.995,0.004975124378109453,1.0,0.5025,1.0,1.0,fixed-tau 0.386,0.0,0.0
occ_a0.05,clean_eps2mrad,100,2,fitted_moment,40.0,3.0,0.05,0.0,0.002,40000,400,2.1834408561706358,24.018441054979846,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.004975124378109453,1.0,0.9975,1.0,1.0,mu=0.003,,
occ_a0.05,clean_eps2mrad,100,2,comb_prod,40.0,3.0,0.05,0.0,0.002,40000,400,2.1834408561706358,24.018441054979846,0.0,0.97,0.0,0.98,0.0,0.99,0.005,0.995,0.004975124378109453,1.0,0.9925,1.0,1.0,,,
occ_a0.05,clean_eps2mrad,100,2,onebqf_cos,1.0,3.0,0.05,0.0,0.002,40000,400,2.1834408561706358,24.018441054979846,0.990297089126738,0.97,0.9901980396079216,0.98,0.9900990099009901,0.99,0.9900495024751238,0.995,0.99,1.0,0.0,0.0,0.0,,,
fork_b0.5,clean_eps2mrad,100,0,classical_invA,,3.0,0.0,0.5,0.002,40000,400,2.3819660112501033,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.350,1.0,0.0
fork_b0.5,clean_eps2mrad,100,0,fitted_moment,40.0,3.0,0.0,0.5,0.002,40000,400,2.3819660112501033,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
fork_b0.5,clean_eps2mrad,100,0,comb_prod,40.0,3.0,0.0,0.5,0.002,40000,400,2.3819660112501033,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
fork_b0.5,clean_eps2mrad,100,0,onebqf_cos,1.0,3.0,0.0,0.5,0.002,40000,400,2.3819660112501033,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
fork_b0.5,clean_eps2mrad,100,1,classical_invA,,3.0,0.0,0.5,0.002,40000,400,2.381966011250104,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.350,1.0,0.0
fork_b0.5,clean_eps2mrad,100,1,fitted_moment,40.0,3.0,0.0,0.5,0.002,40000,400,2.381966011250104,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
fork_b0.5,clean_eps2mrad,100,1,comb_prod,40.0,3.0,0.0,0.5,0.002,40000,400,2.381966011250104,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
fork_b0.5,clean_eps2mrad,100,1,onebqf_cos,1.0,3.0,0.0,0.5,0.002,40000,400,2.381966011250104,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
fork_b0.5,clean_eps2mrad,100,2,classical_invA,,3.0,0.0,0.5,0.002,40000,400,2.2553557140949603,6.0,0.0,0.995,0.0,0.995,0.0,0.995,0.0,0.995,0.004975124378109453,1.0,0.995,1.0,1.0,fixed-tau 0.350,0.995,0.0
fork_b0.5,clean_eps2mrad,100,2,fitted_moment,40.0,3.0,0.0,0.5,0.002,40000,400,2.2553557140949603,6.0,0.0,0.995,0.0,0.995,0.0,0.995,0.0,0.995,0.004975124378109453,1.0,0.995,1.0,1.0,mu=0.003,,
fork_b0.5,clean_eps2mrad,100,2,comb_prod,40.0,3.0,0.0,0.5,0.002,40000,400,2.2553557140949603,6.0,0.0,0.98,0.0,0.98,0.0,0.99,0.0,0.995,0.004975124378109453,1.0,0.995,1.0,1.0,,,
fork_b0.5,clean_eps2mrad,100,2,onebqf_cos,1.0,3.0,0.0,0.5,0.002,40000,400,2.2553557140949603,6.0,0.004975124378109453,1.0,0.004975124378109453,1.0,0.004975124378109453,1.0,0.004975124378109453,1.0,0.004975124378109453,1.0,0.5,1.0,1.0,,,
occ0.05_fork0.5,clean_eps2mrad,100,0,classical_invA,,3.0,0.05,0.5,0.002,40000,400,2.396933987278543,24.018589629470608,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.386,0.0,0.0
occ0.05_fork0.5,clean_eps2mrad,100,0,fitted_moment,40.0,3.0,0.05,0.5,0.002,40000,400,2.396933987278543,24.018589629470608,0.0,0.9725,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
occ0.05_fork0.5,clean_eps2mrad,100,0,comb_prod,40.0,3.0,0.05,0.5,0.002,40000,400,2.396933987278543,24.018589629470608,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,,,
occ0.05_fork0.5,clean_eps2mrad,100,0,onebqf_cos,1.0,3.0,0.05,0.5,0.002,40000,400,2.396933987278543,24.018589629470608,0.990297089126738,0.97,0.9901980396079216,0.98,0.9900990099009901,0.99,0.9900495024751238,0.995,0.99,1.0,0.0,0.0,0.0,,,
occ0.05_fork0.5,clean_eps2mrad,100,1,classical_invA,,3.0,0.05,0.5,0.002,40000,400,2.39693664017345,24.018001508314967,0.0,0.97,0.0,0.9825,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.386,0.0,0.0
occ0.05_fork0.5,clean_eps2mrad,100,1,fitted_moment,40.0,3.0,0.05,0.5,0.002,40000,400,2.39693664017345,24.018001508314967,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
occ0.05_fork0.5,clean_eps2mrad,100,1,comb_prod,40.0,3.0,0.05,0.5,0.002,40000,400,2.39693664017345,24.018001508314967,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,,,
occ0.05_fork0.5,clean_eps2mrad,100,1,onebqf_cos,1.0,3.0,0.05,0.5,0.002,40000,400,2.39693664017345,24.018001508314967,0.990297089126738,0.97,0.9901980396079216,0.98,0.9900990099009901,0.99,0.9900495024751238,0.995,0.99,1.0,0.0,0.0,0.0,,,
occ0.05_fork0.5,clean_eps2mrad,100,2,classical_invA,,3.0,0.05,0.5,0.002,40000,400,2.2849878646338753,24.02147184172783,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.004975124378109453,1.0,0.9975,1.0,1.0,fixed-tau 0.386,0.0,0.0
occ0.05_fork0.5,clean_eps2mrad,100,2,fitted_moment,40.0,3.0,0.05,0.5,0.002,40000,400,2.2849878646338753,24.02147184172783,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.004975124378109453,1.0,0.9975,1.0,1.0,mu=0.0139,,
occ0.05_fork0.5,clean_eps2mrad,100,2,comb_prod,40.0,3.0,0.05,0.5,0.002,40000,400,2.2849878646338753,24.02147184172783,0.0,0.97,0.0,0.98,0.0,0.99,0.005,0.995,0.004975124378109453,1.0,0.9925,1.0,1.0,,,
occ0.05_fork0.5,clean_eps2mrad,100,2,onebqf_cos,1.0,3.0,0.05,0.5,0.002,40000,400,2.2849878646338753,24.02147184172783,0.990297089126738,0.97,0.9901980396079216,0.98,0.9900990099009901,0.99,0.9900495024751238,0.995,0.99,1.0,0.0,0.0,0.0,,,
base,clean_eps2mrad,200,0,classical_invA,,3.0,0.0,0.0,0.002,160000,800,2.3819660112501038,5.618033988749896,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.350,1.0,0.0
base,clean_eps2mrad,200,0,fitted_moment,40.0,3.0,0.0,0.0,0.002,160000,800,2.3819660112501038,5.618033988749896,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
base,clean_eps2mrad,200,0,comb_prod,40.0,3.0,0.0,0.0,0.002,160000,800,2.3819660112501038,5.618033988749896,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
base,clean_eps2mrad,200,0,onebqf_cos,1.0,3.0,0.0,0.0,0.002,160000,800,2.3819660112501038,5.618033988749896,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
base,clean_eps2mrad,200,1,classical_invA,,3.0,0.0,0.0,0.002,160000,800,2.381966011250105,5.618033988749897,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.350,1.0,0.0
base,clean_eps2mrad,200,1,fitted_moment,40.0,3.0,0.0,0.0,0.002,160000,800,2.381966011250105,5.618033988749897,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
base,clean_eps2mrad,200,1,comb_prod,40.0,3.0,0.0,0.0,0.002,160000,800,2.381966011250105,5.618033988749897,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
base,clean_eps2mrad,200,1,onebqf_cos,1.0,3.0,0.0,0.0,0.002,160000,800,2.381966011250105,5.618033988749897,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
base,clean_eps2mrad,200,2,classical_invA,,3.0,0.0,0.0,0.002,160000,800,0.7639320225002074,7.23606797749979,0.009900990099009901,1.0,0.009900990099009901,1.0,0.009900990099009901,1.0,0.009900990099009901,1.0,0.009900990099009901,1.0,0.0,1.0,1.0,fixed-tau 0.350,1.0,0.009900990099009901
base,clean_eps2mrad,200,2,fitted_moment,40.0,3.0,0.0,0.0,0.002,160000,800,0.7639320225002074,7.23606797749979,0.0,0.99,0.0,0.99,0.0,0.99,0.005,0.995,0.009900990099009901,1.0,0.99,1.0,1.0,mu=0.003,,
base,clean_eps2mrad,200,2,comb_prod,40.0,3.0,0.0,0.0,0.002,160000,800,0.7639320225002074,7.23606797749979,0.0,0.99,0.0,0.99,0.0,0.99,0.005,0.995,0.009900990099009901,1.0,0.99,1.0,1.0,,,
base,clean_eps2mrad,200,2,onebqf_cos,1.0,3.0,0.0,0.0,0.002,160000,800,0.7639320225002074,7.23606797749979,0.009900990099009901,1.0,0.009900990099009901,1.0,0.009900990099009901,1.0,0.009900990099009901,1.0,0.009900990099009901,1.0,0.0,1.0,1.0,,,
occ_a0.05,clean_eps2mrad,200,0,classical_invA,,3.0,0.05,0.0,0.002,160000,800,2.389731647371714,44.00940795368735,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.386,0.0,0.0
occ_a0.05,clean_eps2mrad,200,0,fitted_moment,40.0,3.0,0.05,0.0,0.002,160000,800,2.389731647371714,44.00940795368735,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
occ_a0.05,clean_eps2mrad,200,0,comb_prod,40.0,3.0,0.05,0.0,0.002,160000,800,2.389731647371714,44.00940795368735,0.15468409586056645,0.97,0.15334773218142547,0.98,0.15203426124197003,0.99,0.1513859275053305,0.995,0.15074309978768577,1.0,0.5,0.5,0.5,,,
occ_a0.05,clean_eps2mrad,200,0,onebqf_cos,1.0,3.0,0.05,0.0,0.002,160000,800,2.389731647371714,44.00940795368735,0.9951449628990077,0.97,0.9950951564670112,0.98,0.9950453550203315,0.99,0.9950204561662517,0.995,0.9949955585582204,1.0,0.0,0.0,0.0,,,
occ_a0.05,clean_eps2mrad,200,1,classical_invA,,3.0,0.05,0.0,0.002,160000,800,2.3897298455164373,44.00954493676723,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.386,0.0,0.0
occ_a0.05,clean_eps2mrad,200,1,fitted_moment,40.0,3.0,0.05,0.0,0.002,160000,800,2.3897298455164373,44.00954493676723,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
occ_a0.05,clean_eps2mrad,200,1,comb_prod,40.0,3.0,0.05,0.0,0.002,160000,800,2.3897298455164373,44.00954493676723,0.17270788912579957,0.97,0.17124735729386892,0.98,0.16981132075471697,0.99,0.16910229645093947,0.995,0.1683991683991684,1.0,0.5,0.5,0.5,,,
occ_a0.05,clean_eps2mrad,200,1,onebqf_cos,1.0,3.0,0.05,0.0,0.002,160000,800,2.3897298455164373,44.00954493676723,0.9951443553130515,0.97,0.9950945426787301,0.98,0.9950447350309704,0.99,0.9950198330768172,0.995,0.9949949323690236,1.0,0.0,0.0,0.0,,,
occ_a0.05,clean_eps2mrad,200,2,classical_invA,,3.0,0.05,0.0,0.002,160000,800,0.819513488931543,44.00958460392139,0.01020408163265306,0.97,0.010101010101010102,0.98,0.01,0.99,0.009950248756218905,0.995,0.009900990099009901,1.0,0.0,1.0,1.0,fixed-tau 0.386,0.0,0.0
occ_a0.05,clean_eps2mrad,200,2,fitted_moment,40.0,3.0,0.05,0.0,0.002,160000,800,0.819513488931543,44.00958460392139,0.0,0.97,0.0,0.98,0.0,0.99,0.005,0.995,0.009900990099009901,1.0,0.99,1.0,1.0,mu=0.003,,
occ_a0.05,clean_eps2mrad,200,2,comb_prod,40.0,3.0,0.05,0.0,0.002,160000,800,0.819513488931543,44.00958460392139,0.14537444933920704,0.97,0.14410480349344978,0.98,0.14285714285714285,0.99,0.1459227467811159,0.995,0.995,1.0,0.495,0.495,0.495,,,
occ_a0.05,clean_eps2mrad,200,2,onebqf_cos,1.0,3.0,0.05,0.0,0.002,160000,800,0.819513488931543,44.00958460392139,0.9951468758012971,0.97,0.9950970888965324,0.98,0.9950473069731667,0.99,0.9950227602421089,0.995,0.994997874096491,1.0,0.0,0.0,0.0,,,
fork_b0.5,clean_eps2mrad,200,0,classical_invA,,3.0,0.0,0.5,0.002,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.350,1.0,0.0
fork_b0.5,clean_eps2mrad,200,0,fitted_moment,40.0,3.0,0.0,0.5,0.002,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
fork_b0.5,clean_eps2mrad,200,0,comb_prod,40.0,3.0,0.0,0.5,0.002,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
fork_b0.5,clean_eps2mrad,200,0,onebqf_cos,1.0,3.0,0.0,0.5,0.002,160000,800,2.3819660112501038,5.618033988749894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
fork_b0.5,clean_eps2mrad,200,1,classical_invA,,3.0,0.0,0.5,0.002,160000,800,2.3819660112501064,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.350,1.0,0.0
fork_b0.5,clean_eps2mrad,200,1,fitted_moment,40.0,3.0,0.0,0.5,0.002,160000,800,2.3819660112501064,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
fork_b0.5,clean_eps2mrad,200,1,comb_prod,40.0,3.0,0.0,0.5,0.002,160000,800,2.3819660112501064,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
fork_b0.5,clean_eps2mrad,200,1,onebqf_cos,1.0,3.0,0.0,0.5,0.002,160000,800,2.3819660112501064,5.618033988749895,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
fork_b0.5,clean_eps2mrad,200,2,classical_invA,,3.0,0.0,0.5,0.002,160000,800,1.7639320225002133,8.236067977499788,0.009900990099009901,1.0,0.009900990099009901,1.0,0.009900990099009901,1.0,0.009900990099009901,1.0,0.009900990099009901,1.0,0.0,1.0,1.0,fixed-tau 0.350,1.0,0.009900990099009901
fork_b0.5,clean_eps2mrad,200,2,fitted_moment,40.0,3.0,0.0,0.5,0.002,160000,800,1.7639320225002133,8.236067977499788,0.0,0.99,0.0,0.99,0.0,0.99,0.005,0.995,0.009900990099009901,1.0,0.99,1.0,1.0,mu=0.003,,
fork_b0.5,clean_eps2mrad,200,2,comb_prod,40.0,3.0,0.0,0.5,0.002,160000,800,1.7639320225002133,8.236067977499788,0.0,0.99,0.0,0.99,0.0,0.99,0.8093869731800766,0.995,0.8086124401913876,1.0,0.99,0.99,0.99,,,
fork_b0.5,clean_eps2mrad,200,2,onebqf_cos,1.0,3.0,0.0,0.5,0.002,160000,800,1.7639320225002133,8.236067977499788,0.009900990099009901,1.0,0.009900990099009901,1.0,0.009900990099009901,1.0,0.009900990099009901,1.0,0.009900990099009901,1.0,0.0,1.0,1.0,,,
occ0.05_fork0.5,clean_eps2mrad,200,0,classical_invA,,3.0,0.05,0.5,0.002,160000,800,2.3897318996524253,44.00950197761115,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.386,0.0,0.0
occ0.05_fork0.5,clean_eps2mrad,200,0,fitted_moment,40.0,3.0,0.05,0.5,0.002,160000,800,2.3897318996524253,44.00950197761115,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
occ0.05_fork0.5,clean_eps2mrad,200,0,comb_prod,40.0,3.0,0.05,0.5,0.002,160000,800,2.3897318996524253,44.00950197761115,0.15468409586056645,0.97,0.15334773218142547,0.98,0.15203426124197003,0.99,0.1513859275053305,0.995,0.15074309978768577,1.0,0.5,0.5,0.5,,,
occ0.05_fork0.5,clean_eps2mrad,200,0,onebqf_cos,1.0,3.0,0.05,0.5,0.002,160000,800,2.3897318996524253,44.00950197761115,0.9951449628990077,0.97,0.9950951564670112,0.98,0.9950453550203315,0.99,0.9950204561662517,0.995,0.9949955585582204,1.0,0.0,0.0,0.0,,,
occ0.05_fork0.5,clean_eps2mrad,200,1,classical_invA,,3.0,0.05,0.5,0.002,160000,800,2.389730157309187,44.009657907693864,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,fixed-tau 0.386,0.0,0.0
occ0.05_fork0.5,clean_eps2mrad,200,1,fitted_moment,40.0,3.0,0.05,0.5,0.002,160000,800,2.389730157309187,44.009657907693864,0.0,0.97,0.0,0.98,0.0,0.99,0.0,0.995,0.0,1.0,1.0,1.0,1.0,mu=0.003,,
occ0.05_fork0.5,clean_eps2mrad,200,1,comb_prod,40.0,3.0,0.05,0.5,0.002,160000,800,2.389730157309187,44.009657907693864,0.17270788912579957,0.97,0.17124735729386892,0.98,0.16981132075471697,0.99,0.16910229645093947,0.995,0.1683991683991684,1.0,0.5,0.5,0.5,,,
occ0.05_fork0.5,clean_eps2mrad,200,1,onebqf_cos,1.0,3.0,0.05,0.5,0.002,160000,800,2.389730157309187,44.009657907693864,0.9951443553130515,0.97,0.9950945426787301,0.98,0.9950447350309704,0.99,0.9950198330768172,0.995,0.9949949323690236,1.0,0.0,0.0,0.0,,,
occ0.05_fork0.5,clean_eps2mrad,200,2,classical_invA,,3.0,0.05,0.5,0.002,160000,800,1.8119118242724728,44.02043459981693,0.01020408163265306,0.97,0.010101010101010102,0.98,0.01,0.99,0.009950248756218905,0.995,0.009900990099009901,1.0,0.0,1.0,1.0,fixed-tau 0.386,0.0,0.0
occ0.05_fork0.5,clean_eps2mrad,200,2,fitted_moment,40.0,3.0,0.05,0.5,0.002,160000,800,1.8119118242724728,44.02043459981693,0.0,0.97,0.0,0.98,0.0,0.99,0.005,0.995,0.009900990099009901,1.0,0.99,1.0,1.0,mu=0.0139,,
occ0.05_fork0.5,clean_eps2mrad,200,2,comb_prod,40.0,3.0,0.05,0.5,0.002,160000,800,1.8119118242724728,44.02043459981693,0.14537444933920704,0.97,0.14410480349344978,0.98,0.14285714285714285,0.99,0.1459227467811159,0.995,0.994996747886126,1.0,0.495,0.4975,0.4975,,,
occ0.05_fork0.5,clean_eps2mrad,200,2,onebqf_cos,1.0,3.0,0.05,0.5,0.002,160000,800,1.8119118242724728,44.02043459981693,0.9950909378459591,0.97,0.995040579948508,0.98,0.9949902588366267,0.99,0.9950175886631364,0.995,0.9949999687498047,1.0,0.0,0.0,0.0,,,
base,clean_eps2mrad,400,0,classical_invA,,3.0,0.0,0.0,0.002,640000,1600,1.2013911215414121,6.798608878458188,0.012954966070326958,1.0,0.012954966070326958,1.0,0.012954966070326958,1.0,0.012954966070326958,1.0,0.012954966070326958,1.0,0.0025,0.5025,1.0,fixed-tau 0.350,1.0,0.02020820575627679
base,clean_eps2mrad,400,0,fitted_moment,40.0,3.0,0.0,0.0,0.002,640000,1600,1.2013911215414121,6.798608878458188,0.0,0.993125,0.0,0.993125,0.0,0.993125,0.0012539184952978057,0.995625,0.005593536357986327,1.0,0.994375,1.0,1.0,mu=0.003,,
base,clean_eps2mrad,400,0,comb_prod,40.0,3.0,0.0,0.0,0.002,640000,1600,1.2013911215414121,6.798608878458188,0.0,0.9775,0.011327879169288861,0.981875,0.015527950310559006,0.990625,0.015460729746444033,0.995,0.9975015585961853,0.999375,0.9775,0.9775,0.995,,,
base,clean_eps2mrad,400,0,onebqf_cos,1.0,3.0,0.0,0.0,0.002,640000,1600,1.2013911215414121,6.798608878458188,0.02029520295202952,0.995625,0.02029520295202952,0.995625,0.02029520295202952,0.995625,0.02029520295202952,0.995625,0.02020820575627679,1.0,0.0025,0.5025,1.0,,,
base,clean_eps2mrad,400,1,classical_invA,,3.0,0.0,0.0,0.002,640000,1600,1.3517901760125668,6.648209823984946,0.01780233271945979,1.0,0.01780233271945979,1.0,0.01780233271945979,1.0,0.01780233271945979,1.0,0.01780233271945979,1.0,0.00125,0.5025,1.0,fixed-tau 0.350,1.0,0.022602321319486866
base,clean_eps2mrad,400,1,fitted_moment,40.0,3.0,0.0,0.0,0.002,640000,1600,1.3517901760125668,6.648209823984946,0.0,0.986875,0.0,0.986875,0.00809968847352025,0.995,0.00809968847352025,0.995,0.012954966070326958,1.0,0.9875,0.995,1.0,mu=0.003,,
base,clean_eps2mrad,400,1,comb_prod,40.0,3.0,0.0,0.0,0.002,640000,1600,1.3517901760125668,6.648209823984946,0.007662835249042145,0.97125,0.014383989993746092,0.985,0.9975202117586027,0.991875,0.9975077774531205,0.996875,0.9975015585961853,0.999375,0.9575,0.97125,0.98625,,,
base,clean_eps2mrad,400,1,onebqf_cos,1.0,3.0,0.0,0.0,0.002,640000,1600,1.3517901760125668,6.648209823984946,0.022153846153846152,0.993125,0.022153846153846152,0.993125,0.022153846153846152,0.993125,0.022004889975550123,1.0,0.022004889975550123,1.0,0.0025,0.5025,1.0,,,
base,clean_eps2mrad,400,2,classical_invA,,3.0,0.0,0.0,0.002,640000,1600,1.6864381371663972,6.313561862833602,0.0171990171990172,1.0,0.0171990171990172,1.0,0.0171990171990172,1.0,0.0171990171990172,1.0,0.0171990171990172,1.0,0.000625,0.501875,1.0,fixed-tau 0.350,1.0,0.022004889975550123
