setout,regime,T,rep,family,degree,gamma,occ_alpha,eps_scale,kernel,fork_beta,eps,lam_min,lam_max,far_e990,eff_e990,far_e995,eff_e995,far_e999,eff_e999,eff_f001,eff_f010,cos_C,notes,eff_fixed_tau,far_fixed_tau,tau_fixed
erf,moderate,700,0,fitted_moment,40.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.1291585381456706,10.129158538145676,0.9293253068563834,0.9901423877327492,0.9513339876862676,0.9956188389923328,0.9985512913243092,0.9996349032493612,0.0047462577583059,0.3694779116465863,0.2520553732789642,mu=0.003,,,
erf,moderate,700,0,fitted_moment,80.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.1291585381456706,10.129158538145676,0.8085016240643977,0.9901423877327492,0.9106346708628376,0.995253742241694,0.9985595006689724,1.0,0.0080321285140562,0.759766338079591,0.2232475396969254,mu=0.003,,,
erf,moderate,700,0,comb_prod,40.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.1291585381456706,10.129158538145676,0.998585498332797,0.9901423877327492,0.998578286057607,0.995253742241694,0.998572633998742,0.9992698064987222,0.0,0.0,0.848652932780845,,,,
erf,moderate,700,0,comb_prod,44.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.1291585381456706,10.129158538145676,0.998585438571418,0.9901423877327492,0.9985782652959044,0.995253742241694,0.9985726287880486,0.9992698064987222,0.0,0.0,0.886118602126673,,,,
erf,moderate,700,0,normalized_half_comb,40.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.1291585381456706,10.129158538145676,0.9701433383975164,0.9901423877327492,0.9717348927875245,0.995253742241694,0.998567149239495,0.9992698064987222,0.0,0.0,0.2210922542323119,,,,
erf,moderate,700,0,normalized_half_comb,44.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.1291585381456706,10.129158538145676,0.9659450499773972,0.9901423877327492,0.9718873431167304,0.995253742241694,0.9985706932607508,0.9996349032493612,0.0,0.0,0.1468249875477399,,,,
erf,moderate,700,1,classical_invA,,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-1.0016390957099215,9.001639095707908,0.4918858421936206,0.9905454545454544,0.6939072107322527,0.9956363636363637,0.9985710017277888,1.0,0.001090909090909,0.001090909090909,1.0,fixed-tau 0.350: eff 0.9964 far 0.8428,,,
erf,moderate,700,1,fitted_moment,40.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-1.0016390957099215,9.001639095707908,0.7297887114373574,0.9905454545454544,0.8372770511296076,0.9952727272727272,0.998564021450354,0.9996363636363635,0.0003636363636363,0.8963636363636364,0.1877559265850913,mu=0.00646,,,
erf,moderate,700,1,fitted_moment,80.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-1.0016390957099215,9.001639095707908,0.945230001810246,0.9901818181818182,0.9570287364439632,0.9956363636363637,0.9985502333597104,1.0,0.001090909090909,0.8909090909090909,0.2388461111179893,mu=0.0646,,,
erf,moderate,700,1,comb_prod,40.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-1.0016390957099215,9.001639095707908,0.9985850054225004,0.9901818181818182,0.9985777547752,0.9952727272727272,0.9985720602914804,0.9992727272727272,0.0,0.0,0.943584193287661,,,,
erf,moderate,700,1,comb_prod,44.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-1.0016390957099215,9.001639095707908,0.9985848862946004,0.9901818181818182,0.998577688996655,0.9952727272727272,0.9985720558394758,0.9992727272727272,0.0,0.0,0.9107867677913808,,,,
erf,moderate,700,1,normalized_half_comb,40.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-1.0016390957099215,9.001639095707908,0.963720905445195,0.9901818181818182,0.9721843939917478,0.9952727272727272,0.9985703895844452,0.9992727272727272,0.0,0.0,0.2249204180843276,,,,
erf,moderate,700,1,normalized_half_comb,44.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-1.0016390957099215,9.001639095707908,0.9608871141498728,0.9901818181818182,0.9721733649183094,0.9952727272727272,0.9985696147686496,1.0,0.0,0.0,0.1428938987054862,,,,
erf,moderate,700,2,classical_invA,,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.334594758355623,10.33459475835562,0.5689112649465072,0.9906001446131598,0.9129981354485984,0.99530007230658,0.9985724954370468,0.9992769342010124,0.0021691973969631,0.0021691973969631,1.0,fixed-tau 0.350: eff 0.9946 far 0.8501,,,
erf,moderate,700,2,fitted_moment,40.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.334594758355623,10.33459475835562,0.7670068027210885,0.9906001446131598,0.8718891008047635,0.9956616052060736,0.9538525753401786,0.9992769342010124,0.0,0.3496023138105568,0.1993779535476907,mu=0.003,,,
erf,moderate,700,2,fitted_moment,80.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.334594758355623,10.33459475835562,0.7644883920894239,0.990238611713666,0.8577628519762336,0.99530007230658,0.9435388323732484,0.9992769342010124,0.0,0.6554591467823572,0.1866454449247827,mu=0.003,,,
erf,moderate,700,2,comb_prod,40.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.334594758355623,10.33459475835562,0.9985853105757202,0.990238611713666,0.998578131004078,0.99530007230658,0.9985724983860556,0.9992769342010124,0.0,0.0,0.7858191134914398,,,,
erf,moderate,700,2,comb_prod,44.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.334594758355623,10.33459475835562,0.9985853025381396,0.990238611713666,0.9985781398164236,0.99530007230658,0.9985724976488044,0.9992769342010124,0.0,0.0,0.9413412183758416,,,,
erf,moderate,700,2,normalized_half_comb,40.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.334594758355623,10.33459475835562,0.8845813492899582,0.990238611713666,0.9625640816437536,0.99530007230658,0.9728617855845418,0.9992769342010124,0.0,0.0,0.2173047205127637,,,,
erf,moderate,700,2,normalized_half_comb,44.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.334594758355623,10.33459475835562,0.8825522061661164,0.990238611713666,0.9633093525179856,0.9956616052060736,0.9738878234499436,0.9992769342010124,0.0,0.0,0.1405933290252979,,,,
base,clean,1000,0,classical_invA,,3.0,0.0,3.0,step,0.0,0.0004247940677551,2.381966011250104,5.618033988749895,0.0,0.99925,0.0,0.99925,0.0,0.99925,0.99975,0.99975,1.0,fixed-tau 0.350: eff 0.9998 far 0.0000,,,
base,clean,1000,0,fitted_moment,40.0,3.0,0.0,3.0,step,0.0,0.0004247940677551,2.381966011250104,5.618033988749895,0.0,0.99925,0.0,0.99925,0.0,0.99925,0.99975,0.99975,0.0520071694145154,mu=0.003,,,
base,clean,1000,0,fitted_moment,80.0,3.0,0.0,3.0,step,0.0,0.0004247940677551,2.381966011250104,5.618033988749895,0.0,0.99925,0.0,0.99925,0.0,0.99925,0.99975,0.99975,0.0520069195787224,mu=0.003,,,
base,clean,1000,0,comb_prod,40.0,3.0,0.0,3.0,step,0.0,0.0004247940677551,2.381966011250104,5.618033988749895,0.0,0.999,0.0,0.999,0.0,0.999,0.99975,0.99975,0.0620678081453638,,,,
base,clean,1000,0,comb_prod,44.0,3.0,0.0,3.0,step,0.0,0.0004247940677551,2.381966011250104,5.618033988749895,0.0,0.999,0.0,0.999,0.0,0.999,0.99975,0.99975,0.0984499800841575,,,,
base,clean,1000,0,normalized_half_comb,40.0,3.0,0.0,3.0,step,0.0,0.0004247940677551,2.381966011250104,5.618033988749895,0.0,0.999,0.0,0.999,0.0,0.999,0.999,0.999,0.2237537291121888,,,,
base,clean,1000,0,normalized_half_comb,44.0,3.0,0.0,3.0,step,0.0,0.0004247940677551,2.381966011250104,5.618033988749895,0.0,0.999,0.0,0.999,0.0,0.999,0.999,0.999,0.0800940098221899,,,,
base,clean,1000,1,classical_invA,,3.0,0.0,3.0,step,0.0,0.0004247940677551,2.152240934977427,5.847759065022576,0.0007494379215588,1.0,0.0007494379215588,1.0,0.0007494379215588,1.0,1.0,1.0,1.0000000000000002,fixed-tau 0.350: eff 1.0000 far 0.0007,,,
base,clean,1000,1,fitted_moment,40.0,3.0,0.0,3.0,step,0.0,0.0004247940677551,2.152240934977427,5.847759065022576,0.0,0.9985,0.0,0.9985,0.0,0.99925,1.0,1.0,0.0520186157295272,mu=0.003,,,
base,clean,1000,1,fitted_moment,80.0,3.0,0.0,3.0,step,0.0,0.0004247940677551,2.152240934977427,5.847759065022576,0.0,0.99875,0.0,0.99875,0.0,0.99925,1.0,1.0,0.0520185129260374,mu=0.003,,,
base,clean,1000,1,comb_prod,40.0,3.0,0.0,3.0,step,0.0,0.0004247940677551,2.152240934977427,5.847759065022576,0.0,0.997,0.0,0.997,0.00075,0.99925,1.0,1.0,0.3162179045541582,,,,
base,clean,1000,1,comb_prod,44.0,3.0,0.0,3.0,step,0.0,0.0004247940677551,2.152240934977427,5.847759065022576,0.0,0.997,0.0,0.997,0.00075,0.99925,1.0,1.0,0.1275653990624284,,,,
base,clean,1000,1,normalized_half_comb,40.0,3.0,0.0,3.0,step,0.0,0.0004247940677551,2.152240934977427,5.847759065022576,0.0,0.99775,0.0,0.99775,0.0,0.99925,1.0,1.0,0.2238200273441604,,,,
base,clean,1000,1,normalized_half_comb,44.0,3.0,0.0,3.0,step,0.0,0.0004247940677551,2.152240934977427,5.847759065022576,0.0,0.99775,0.0,0.99775,0.0,0.99925,1.0,1.0,0.0801398537220514,,,,
base,clean,1000,2,classical_invA,,3.0,0.0,3.0,step,0.0,0.0004247940677551,2.000000000000001,6.000000000000001,0.0024937655860349,1.0,0.0024937655860349,1.0,0.0024937655860349,1.0,0.5,1.0,1.0000000000000002,fixed-tau 0.350: eff 1.0000 far 0.0025,,,
base,clean,1000,2,fitted_moment,40.0,3.0,0.0,3.0,step,0.0,0.0004247940677551,2.000000000000001,6.000000000000001,0.0,0.997,0.0,0.997,0.0024937655860349,1.0,0.9975,1.0,0.0520238102265588,mu=0.003,,,
base,clean,1000,2,fitted_moment,80.0,3.0,0.0,3.0,step,0.0,0.0004247940677551,2.000000000000001,6.000000000000001,0.0,0.9975,0.0,0.9975,0.0024937655860349,1.0,0.9975,1.0,0.052023811202641,mu=0.003,,,
base,clean,1000,2,comb_prod,40.0,3.0,0.0,3.0,step,0.0,0.0004247940677551,2.000000000000001,6.000000000000001,0.0,0.992,0.0,0.995,0.9990007736752374,0.999,0.995,0.998,0.4309151529828188,,,,
base,clean,1000,2,comb_prod,44.0,3.0,0.0,3.0,step,0.0,0.0004247940677551,2.000000000000001,6.000000000000001,0.0,0.992,0.0,0.995,0.1844897959183673,0.999,0.995,0.998,0.2757482487921192,,,,
base,clean,1000,2,normalized_half_comb,40.0,3.0,0.0,3.0,step,0.0,0.0004247940677551,2.000000000000001,6.000000000000001,0.0,0.9935,0.0,0.995,0.0014992503748125,0.999,0.9965,1.0,0.2240726998988668,,,,
base,clean,1000,2,normalized_half_comb,44.0,3.0,0.0,3.0,step,0.0,0.0004247940677551,2.000000000000001,6.000000000000001,0.0,0.9935,0.0,0.995,0.0014992503748125,0.999,0.9965,1.0,0.0801709967049995,,,,
base,moderate,1000,0,classical_invA,,3.0,0.0,3.0,step,0.0,0.0031777035588293,1.0965366810276498,6.90346331897064,0.92003367003367,0.9951456310679612,0.92003367003367,0.9951456310679612,0.998999611755303,1.0,0.0,0.0,1.0,fixed-tau 0.350: eff 0.9854 far 0.5820,,,
base,moderate,1000,0,fitted_moment,40.0,3.0,0.0,3.0,step,0.0,0.0031777035588293,1.0965366810276498,6.90346331897064,0.92003367003367,0.9951456310679612,0.92003367003367,0.9951456310679612,0.998999611755303,1.0,0.0066428206438426,0.0066428206438426,0.05550567549644,mu=0.3,,,
base,moderate,1000,0,fitted_moment,80.0,3.0,0.0,3.0,step,0.0,0.0031777035588293,1.0965366810276498,6.90346331897064,0.9200320282505596,0.9951456310679612,0.9200320282505596,0.9951456310679612,0.998999604340194,1.0,0.0127746550843127,0.0127746550843127,0.0563946562556143,mu=0.646,,,
base,moderate,1000,0,comb_prod,40.0,3.0,0.0,3.0,step,0.0,0.0031777035588293,1.0965366810276498,6.90346331897064,0.999009558083987,0.990035769034236,0.999004455540697,0.9951456310679612,0.9989996114996116,1.0,0.0,0.0,0.937641852090068,,,,
base,moderate,1000,0,comb_prod,44.0,3.0,0.0,3.0,step,0.0,0.0031777035588293,1.0965366810276498,6.90346331897064,0.9990077719419274,0.9918242207460398,0.9990036969030258,0.99591211037302,0.998999866836346,0.9997445068983136,0.0,0.0,0.81528721940275,,,,
base,moderate,1000,0,normalized_half_comb,40.0,3.0,0.0,3.0,step,0.0,0.0031777035588293,1.0965366810276498,6.90346331897064,0.9203314212874444,0.990035769034236,0.999001395541424,0.9982115482881962,0.998999866836346,0.9997445068983136,0.0,0.0,0.2367901613042496,,,,
base,moderate,1000,0,normalized_half_comb,44.0,3.0,0.0,3.0,step,0.0,0.0031777035588293,1.0965366810276498,6.90346331897064,0.9178064762389464,0.9902912621359224,0.999000122428772,0.9994890137966276,0.999000122428772,0.9994890137966276,0.0,0.0,0.0839161447856145,,,,
base,moderate,1000,1,classical_invA,,3.0,0.0,3.0,step,0.0,0.0031777035588293,0.7639320225002123,7.236067977499793,0.9203584886444648,0.9959246051961284,0.9203584886444648,0.9959246051961284,0.9990000853212984,1.0,0.0,0.0,1.0000000000000002,fixed-tau 0.350: eff 0.9857 far 0.5531,,,
base,moderate,1000,1,fitted_moment,40.0,3.0,0.0,3.0,step,0.0,0.0031777035588293,0.7639320225002123,7.236067977499793,0.9203584886444648,0.9959246051961284,0.9203584886444648,0.9959246051961284,0.9990000853212984,1.0,0.0007641365257259,0.0272542027508914,0.0532850278640096,mu=0.0646,,,
base,moderate,1000,1,fitted_moment,80.0,3.0,0.0,3.0,step,0.0,0.0031777035588293,0.7639320225002123,7.236067977499793,0.9203584886444648,0.9959246051961284,0.9203584886444648,0.9959246051961284,0.9990000853212984,1.0,0.0002547121752419,0.086602139582272,0.0483258935789907,mu=0.003,,,
base,moderate,1000,1,comb_prod,40.0,3.0,0.0,3.0,step,0.0,0.0031777035588293,0.7639320225002123,7.236067977499793,0.9205828408396168,0.9926133469179826,0.9990013569930988,0.99872643912379,0.9990008481202548,0.999235863474274,0.0,0.4146714212939378,0.2837525489340429,,,,
base,moderate,1000,1,comb_prod,44.0,3.0,0.0,3.0,step,0.0,0.0031777035588293,0.7639320225002123,7.236067977499793,0.9990069462821356,0.9931227712684666,0.9990049125280672,0.9951604686704024,0.9990008471023548,0.999235863474274,0.0,0.0,0.9371074197615328,,,,
base,moderate,1000,1,normalized_half_comb,40.0,3.0,0.0,3.0,step,0.0,0.0031777035588293,0.7639320225002123,7.236067977499793,0.9205138662316475,0.9928680590932246,0.9990016091411852,0.998471726948548,0.9990000853212984,1.0,0.0,0.0,0.2347524075480714,,,,
base,moderate,1000,1,normalized_half_comb,44.0,3.0,0.0,3.0,step,0.0,0.0031777035588293,0.7639320225002123,7.236067977499793,0.9183373878030366,0.9918492103922568,0.9204033818885606,0.9951604686704024,0.9990003397571372,0.999745287824758,0.0,0.0,0.0838470725401003,,,,
base,moderate,1000,2,classical_invA,,3.0,0.0,3.0,step,0.0,0.0031777035588293,0.632781834130051,7.3672181658698594,0.9189077197198856,0.9961822346653092,0.9189077197198856,0.9961822346653092,0.99900007558604,1.0,0.0005090353779587,0.0005090353779587,1.0,fixed-tau 0.350: eff 0.9878 far 0.6035,,,
base,moderate,1000,2,fitted_moment,40.0,3.0,0.0,3.0,step,0.0,0.0031777035588293,0.632781834130051,7.3672181658698594,0.9189077197198856,0.9961822346653092,0.9189077197198856,0.9961822346653092,0.99900007558604,1.0,0.0025451768897938,0.0025451768897938,0.0558648959794525,mu=0.139,,,
base,moderate,1000,2,fitted_moment,80.0,3.0,0.0,3.0,step,0.0,0.0031777035588293,0.632781834130051,7.3672181658698594,0.9189077197198856,0.9961822346653092,0.9189077197198856,0.9961822346653092,0.99900007558604,1.0,0.0027996945787732,0.0027996945787732,0.0567566179935269,mu=0.3,,,
base,moderate,1000,2,comb_prod,40.0,3.0,0.0,3.0,step,0.0,0.0031777035588293,0.632781834130051,7.3672181658698594,0.999008459398881,0.9916009162636804,0.9990049021928292,0.9951641639093916,0.9990000753315608,1.0,0.0,0.0,0.7434038128584345,,,,
base,moderate,1000,2,comb_prod,44.0,3.0,0.0,3.0,step,0.0,0.0031777035588293,0.632781834130051,7.3672181658698594,0.9990038862180508,0.9961822346653092,0.9990038862180508,0.9961822346653092,0.9990008370471096,0.9992364469330618,0.0,0.0,0.8931222513748962,,,,
base,moderate,1000,2,normalized_half_comb,40.0,3.0,0.0,3.0,step,0.0,0.0031777035588293,0.632781834130051,7.3672181658698594,0.9190181757822226,0.993382540086536,0.9189721272407004,0.9951641639093916,0.9990008365385374,0.9992364469330618,0.0015271061338763,0.0015271061338763,0.2383843698506661,,,,
base,moderate,1000,2,normalized_half_comb,44.0,3.0,0.0,3.0,step,0.0,0.0031777035588293,0.632781834130051,7.3672181658698594,0.9163786255608752,0.991346398574701,0.9189586917321284,0.9951641639093916,0.99900007558604,1.0,0.0012725884448969,0.0012725884448969,0.085216797773911,,,,
occ_a0.05,moderate,1000,0,classical_invA,,3.0,0.05,3.0,step,0.0,0.0031777035588293,1.1089328549640425,202.2001131091905,0.7428836838962245,0.990035769034236,0.914159779614325,0.9951456310679612,0.9986296632531464,0.9992335206949412,0.0,0.0,0.9999999999999998,fixed-tau 0.386: eff 0.0000 far 0.0000,,,
occ_a0.05,moderate,1000,0,fitted_moment,40.0,3.0,0.05,3.0,step,0.0,0.0031777035588293,1.1089328549640425,202.2001131091905,0.963524262248788,0.990035769034236,0.9929393509278543,0.9951456310679612,0.998487735032308,0.9992335206949412,0.005109862033725,0.005109862033725,0.1139413458172914,mu=1.39,,,
occ_a0.05,moderate,1000,0,fitted_moment,80.0,3.0,0.05,3.0,step,0.0,0.0031777035588293,1.1089328549640425,202.2001131091905,0.94606669635898,0.990035769034236,0.9958430009797498,0.9951456310679612,0.9989765785073116,0.9994890137966276,0.003065917220235,0.003065917220235,0.0798170078106134,mu=0.003,,,
occ_a0.05,moderate,1000,0,comb_prod,40.0,3.0,0.05,3.0,step,0.0,0.0031777035588293,1.1089328549640425,202.2001131091905,0.9986822166238628,0.990035769034236,0.9986754246207786,0.9951456310679612,0.999000370611765,0.9992335206949412,0.0012774655084312,0.0012774655084312,0.8688616523245128,,,,
occ_a0.05,moderate,1000,0,comb_prod,44.0,3.0,0.05,3.0,step,0.0,0.0031777035588293,1.1089328549640425,202.2001131091905,0.9990092506585608,0.990035769034236,0.9990041429697862,0.9951456310679612,0.9990003376512304,0.9992335206949412,0.0,0.0,0.9927815295031648,,,,
occ_a0.05,moderate,1000,1,classical_invA,,3.0,0.05,3.0,step,0.0,0.0031777035588293,0.7765464670749966,202.2027178285728,0.57472647702407,0.9900662251655628,0.8983319888625777,0.9951604686704024,0.9979345261098436,0.999235863474274,0.0002547121752419,0.0002547121752419,1.0000000000000002,fixed-tau 0.386: eff 0.0000 far 0.0000,,,
occ_a0.05,moderate,1000,1,fitted_moment,40.0,3.0,0.05,3.0,step,0.0,0.0031777035588293,0.7765464670749966,202.2027178285728,0.9426611594630476,0.9900662251655628,0.9932847954844676,0.9951604686704024,0.998707023272922,0.999235863474274,0.0022924095771777,0.0022924095771777,0.1023881170765506,mu=0.003,,,
occ_a0.05,moderate,1000,1,fitted_moment,80.0,3.0,0.05,3.0,step,0.0,0.0031777035588293,0.7765464670749966,202.2027178285728,0.7719298245614035,0.9900662251655628,0.9696336136543812,0.9951604686704024,0.9985822687097704,0.999235863474274,0.0033112582781456,0.0033112582781456,0.0800198068514465,mu=0.003,,,
occ_a0.05,moderate,1000,1,comb_prod,40.0,3.0,0.05,3.0,step,0.0,0.0031777035588293,0.7765464670749966,202.2027178285728,0.9990100079107678,0.9900662251655628,0.9990049193709624,0.9951604686704024,0.9990008483747296,0.999235863474274,0.0002547121752419,0.0002547121752419,0.9701672706857482,,,,
occ_a0.05,moderate,1000,1,comb_prod,44.0,3.0,0.05,3.0,step,0.0,0.0031777035588293,0.7765464670749966,202.2027178285728,0.9990099900082088,0.9900662251655628,0.9990049013764808,0.9951604686704024,0.999000848629204,0.999235863474274,0.0,0.0,0.9961083309159012,,,,
occ_a0.05,moderate,1000,2,classical_invA,,3.0,0.05,3.0,step,0.0,0.0031777035588293,0.6460265331558738,202.60022483620057,0.6560565870910698,0.990073810129804,0.8725221700573813,0.9951641639093916,0.9972060161034813,0.9992364469330618,0.0005090353779587,0.0005090353779587,1.0000000000000002,fixed-tau 0.386: eff 0.0000 far 0.0000,,,
occ_a0.05,moderate,1000,2,fitted_moment,40.0,3.0,0.05,3.0,step,0.0,0.0031777035588293,0.6460265331558738,202.60022483620057,0.926194361173301,0.990073810129804,0.986031324130441,0.9951641639093916,0.9962923823851332,0.9992364469330618,0.0015271061338763,0.0015271061338763,0.118880343979043,mu=0.646,,,
occ_a0.05,moderate,1000,2,fitted_moment,80.0,3.0,0.05,3.0,step,0.0,0.0031777035588293,0.6460265331558738,202.60022483620057,0.8336896109448483,0.990073810129804,0.9784898913491954,0.9951641639093916,0.9985406007401824,0.9992364469330618,0.005344871468567,0.005344871468567,0.0897120820810891,mu=0.003,,,
occ_a0.05,moderate,1000,2,comb_prod,40.0,3.0,0.05,3.0,step,0.0,0.0031777035588293,0.6460265331558738,202.60022483620057,0.9982734438802684,0.990073810129804,0.9990025947841064,0.9951641639093916,0.9990008057689596,0.9992364469330618,0.0002545176889793,0.0002545176889793,0.9513533669542338,,,,
occ_a0.05,moderate,1000,2,comb_prod,44.0,3.0,0.05,3.0,step,0.0,0.0031777035588293,0.6460265331558738,202.60022483620057,0.9990099632312052,0.990073810129804,0.9990049039655976,0.9951641639093916,0.9990008383185376,0.9992364469330618,0.0,0.0,0.9952577711023132,,,,
erf,moderate,1000,0,classical_invA,,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-1.54414136881327,9.544141368813264,0.6547915924474528,0.9902912621359224,0.999000344294614,0.9992335206949412,0.999000344294614,0.9992335206949412,0.0012774655084312,0.0012774655084312,1.0000000000000002,fixed-tau 0.350: eff 0.9939 far 0.9159,,,
erf,moderate,1000,0,fitted_moment,40.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-1.54414136881327,9.544141368813264,0.9645390070921984,0.990035769034236,0.978910721150462,0.9951456310679612,0.99899117633789,0.9997445068983136,0.0063873275421563,0.0063873275421563,0.568618589352194,mu=30,,,
erf,moderate,1000,0,fitted_moment,80.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-1.54414136881327,9.544141368813264,0.9673406434103954,0.990035769034236,0.9774599648245856,0.9954011241696474,0.99898311778063,1.0,0.0035769034236075,0.0035769034236075,0.6571987109254883,mu=3,,,
erf,moderate,1000,0,comb_prod,40.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-1.54414136881327,9.544141368813264,0.9990093897073672,0.990035769034236,0.999004358837766,0.9951456310679612,0.9990003491493384,0.9992335206949412,0.0,0.0,0.552767920881093,,,,
erf,moderate,1000,0,comb_prod,44.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-1.54414136881327,9.544141368813264,0.9990095350463564,0.990035769034236,0.9990044445989394,0.9951456310679612,0.9990003754662338,0.9992335206949412,0.0,0.0,0.5519022925846881,,,,
erf,moderate,1000,0,normalized_half_comb,40.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-1.54414136881327,9.544141368813264,0.9836417134197052,0.990035769034236,0.9989822183733928,0.9987225344915688,0.9989971036270692,0.9992335206949412,0.0,0.0,0.114329608948811,,,,
erf,moderate,1000,0,normalized_half_comb,44.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-1.54414136881327,9.544141368813264,0.9813951478545604,0.990035769034236,0.985156928798988,0.9951456310679612,0.9989978587359756,1.0,0.0,0.0,0.0724653131043998,,,,
erf,moderate,1000,1,classical_invA,,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.22078876490335,10.220788764889823,0.7770448548812665,0.9900662251655628,0.9829229807637672,0.9951604686704024,0.999000847611305,0.999235863474274,0.0007641365257259,0.0007641365257259,1.0,fixed-tau 0.350: eff 0.9929 far 0.9160,,,
erf,moderate,1000,1,fitted_moment,40.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.22078876490335,10.220788764889823,0.9737380834949226,0.9900662251655628,0.977794954277043,0.9951604686704024,0.998997778148498,0.999235863474274,0.0043301069791136,0.0043301069791136,0.4271752850244219,mu=30,,,
erf,moderate,1000,1,fitted_moment,80.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.22078876490335,10.220788764889823,0.9567149220489978,0.9900662251655628,0.9723182655519342,0.9951604686704024,0.9989931072095832,0.999745287824758,0.0033112582781456,0.0033112582781456,0.6016805018572481,mu=0.3,,,
erf,moderate,1000,1,comb_prod,40.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.22078876490335,10.220788764889823,0.999009880813798,0.9900662251655628,0.9990048590488674,0.9951604686704024,0.9990008313246383,0.999235863474274,0.0,0.0,0.316805365677101,,,,
erf,moderate,1000,1,comb_prod,44.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.22078876490335,10.220788764889823,0.9990096810240412,0.9900662251655628,0.9990047434533288,0.9951604686704024,0.9990008287797988,0.999235863474274,0.0,0.0,0.3498583810450935,,,,
erf,moderate,1000,1,normalized_half_comb,40.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.22078876490335,10.220788764889823,0.9815666672989738,0.9900662251655628,0.984183530954858,0.9951604686704024,0.9989950727054524,0.999235863474274,0.0,0.0,0.0706111209689139,,,,
erf,moderate,1000,1,normalized_half_comb,44.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.22078876490335,10.220788764889823,0.9790431746168604,0.9905756495160468,0.9837926857597984,0.9951604686704024,0.9989990012971658,0.999490575649516,0.0,0.0,0.0434830072430926,,,,
erf,moderate,1000,2,classical_invA,,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.234605241202125,10.234605241199365,0.8030678884220118,0.990073810129804,0.9990020821132952,0.9979638584881648,0.9990008352671048,0.9992364469330618,0.0,0.0,0.9999999999999998,fixed-tau 0.350: eff 0.9924 far 0.9154,,,
erf,moderate,1000,2,fitted_moment,40.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.234605241202125,10.234605241199365,0.9606370922043228,0.990073810129804,0.9729789498417436,0.9951641639093916,0.9989857601132932,1.0,0.0022906592008144,0.0022906592008144,0.3705743625455349,mu=0.3,,,
erf,moderate,1000,2,fitted_moment,80.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.234605241202125,10.234605241199365,0.910605155539218,0.9903283278187834,0.960086971611731,0.9951641639093916,0.9989789345462732,0.9997454823110206,0.0012725884448969,0.0012725884448969,0.3773293480598653,mu=0.003,,,
erf,moderate,1000,2,comb_prod,40.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.234605241202125,10.234605241199365,0.9990098778051766,0.990073810129804,0.999004831783484,0.9951641639093916,0.9990008271298594,0.9992364469330618,0.0,0.0,0.2044709494105608,,,,
erf,moderate,1000,2,comb_prod,44.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.234605241202125,10.234605241199365,0.9990097106904148,0.990073810129804,0.9990047144968808,0.9951641639093916,0.9990007897476854,0.9992364469330618,0.0,0.0,0.2274248668470202,,,,
erf,moderate,1000,2,normalized_half_comb,40.0,3.0,0.0,3.0,erf,0.0,0.0031777035588293,-2.234605241202125,10.234605241199365,0.9832447472928852,0.990073810129804,0.9839728481191666,0.9951641639093916,0.9989822985794952,0.9992364469330618,0.0,0.0,0.04699931040178,,,,
