config,regime,setout,family,degree,rep,n_true,eff,tau,L1,L2,L3,twin_frac,n_probes
moderate/eps_s2.12/fitted_moment_d40,moderate,eps_s2.12,fitted_moment,40.0,9,785,0.9808917197452229,0.0011737705208361149,0.01910828025477707,0.0,0.0,0.02165605095541401,5
moderate/eps_s2.12/fitted_moment_d44,moderate,eps_s2.12,fitted_moment,44.0,9,785,0.9808917197452229,0.0011734772706404328,0.01910828025477707,0.0,0.0,0.02165605095541401,5
moderate/eps_s2.12/fitted_moment_d80,moderate,eps_s2.12,fitted_moment,80.0,9,785,0.9808917197452229,0.0011727011296898127,0.01910828025477707,0.0,0.0,0.02165605095541401,5
moderate/eps_s2.12/fitted_moment_d160,moderate,eps_s2.12,fitted_moment,160.0,9,785,0.9808917197452229,0.0011722198687493801,0.01910828025477707,0.0,0.0,0.02165605095541401,5
moderate/eps_s2.12/comb_prod_d40,moderate,eps_s2.12,comb_prod,40.0,9,785,0.9808917197452229,0.07469482719898224,0.01910828025477707,0.0,0.0,0.02165605095541401,5
moderate/eps_s2.12/comb_prod_d44,moderate,eps_s2.12,comb_prod,44.0,9,785,0.9808917197452229,0.07517451047897339,0.01910828025477707,0.0,0.0,0.02165605095541401,5
moderate/eps_s2.12/normalized_half_comb_d40,moderate,eps_s2.12,normalized_half_comb,40.0,9,785,0.9579617834394905,0.07810018956661224,0.01910828025477707,0.0,0.022929936305732482,0.02165605095541401,5
moderate/eps_s2.12/normalized_half_comb_d44,moderate,eps_s2.12,normalized_half_comb,44.0,9,785,0.9579617834394905,0.07996311783790588,0.01910828025477707,0.0,0.022929936305732482,0.02165605095541401,5
moderate/erf/fitted_moment_d32,moderate,erf,fitted_moment,32.0,0,785,0.9796178343949045,0.11988307535648346,0.0025477707006369425,0.005095541401273885,0.012738853503184714,0.0025477707006369425,5
moderate/erf/fitted_moment_d40,moderate,erf,fitted_moment,40.0,0,785,0.9821656050955414,0.5387982130050659,0.0025477707006369425,0.0025477707006369425,0.012738853503184714,0.0025477707006369425,5
moderate/erf/fitted_moment_d44,moderate,erf,fitted_moment,44.0,0,785,0.9821656050955414,0.5016152262687683,0.0025477707006369425,0.0025477707006369425,0.012738853503184714,0.0025477707006369425,5
moderate/erf/fitted_moment_d80,moderate,erf,fitted_moment,80.0,0,785,0.978343949044586,0.18891479074954987,0.0025477707006369425,0.006369426751592357,0.012738853503184714,0.0025477707006369425,5
moderate/erf/fitted_moment_d160,moderate,erf,fitted_moment,160.0,0,785,0.9847133757961783,0.351692259311676,0.0025477707006369425,0.0,0.012738853503184714,0.0025477707006369425,5
moderate/erf/comb_prod_d40,moderate,erf,comb_prod,40.0,0,785,0.0,inf,0.0025477707006369425,0.0,0.9974522292993631,0.0025477707006369425,5
moderate/erf/comb_prod_d44,moderate,erf,comb_prod,44.0,0,785,0.0,inf,0.0025477707006369425,0.0,0.9974522292993631,0.0025477707006369425,5
moderate/erf/normalized_half_comb_d40,moderate,erf,normalized_half_comb,40.0,0,785,0.9554140127388535,0.10692019015550613,0.0025477707006369425,0.0,0.04203821656050955,0.0025477707006369425,5
moderate/erf/normalized_half_comb_d44,moderate,erf,normalized_half_comb,44.0,0,785,0.9554140127388535,0.10458850860595703,0.0025477707006369425,0.0,0.04203821656050955,0.0025477707006369425,5
moderate/erf/fitted_moment_d32,moderate,erf,fitted_moment,32.0,1,777,0.9703989703989704,0.514691174030304,0.01287001287001287,0.003861003861003861,0.01287001287001287,0.01287001287001287,5
moderate/erf/fitted_moment_d40,moderate,erf,fitted_moment,40.0,1,777,0.9691119691119691,0.19538825750350952,0.01287001287001287,0.005148005148005148,0.01287001287001287,0.01287001287001287,5
moderate/erf/fitted_moment_d44,moderate,erf,fitted_moment,44.0,1,777,0.9703989703989704,0.41270911693573,0.01287001287001287,0.003861003861003861,0.01287001287001287,0.01287001287001287,5
moderate/erf/fitted_moment_d80,moderate,erf,fitted_moment,80.0,1,777,0.9716859716859717,0.5428919196128845,0.01287001287001287,0.002574002574002574,0.01287001287001287,0.01287001287001287,5
moderate/erf/fitted_moment_d160,moderate,erf,fitted_moment,160.0,1,777,0.9716859716859717,0.2196563184261322,0.01287001287001287,0.002574002574002574,0.01287001287001287,0.01287001287001287,5
moderate/erf/comb_prod_d40,moderate,erf,comb_prod,40.0,1,777,0.0,inf,0.01287001287001287,0.0,0.9871299871299871,0.01287001287001287,5
moderate/erf/comb_prod_d44,moderate,erf,comb_prod,44.0,1,777,0.0,inf,0.01287001287001287,0.0,0.9871299871299871,0.01287001287001287,5
moderate/erf/normalized_half_comb_d40,moderate,erf,normalized_half_comb,40.0,1,777,0.9459459459459459,0.1005076915025711,0.01287001287001287,0.0,0.04118404118404118,0.01287001287001287,5
moderate/erf/normalized_half_comb_d44,moderate,erf,normalized_half_comb,44.0,1,777,0.9459459459459459,0.09791793674230576,0.01287001287001287,0.0,0.04118404118404118,0.01287001287001287,5
moderate/erf/fitted_moment_d32,moderate,erf,fitted_moment,32.0,2,793,0.9886506935687264,0.5188112258911133,0.0,0.0037831021437578815,0.007566204287515763,0.0,5
moderate/erf/fitted_moment_d40,moderate,erf,fitted_moment,40.0,2,793,0.9924337957124842,0.4990658462047577,0.0,0.0,0.007566204287515763,0.0,5
moderate/erf/fitted_moment_d44,moderate,erf,fitted_moment,44.0,2,793,0.9924337957124842,0.4984448552131653,0.0,0.0,0.007566204287515763,0.0,5
moderate/erf/fitted_moment_d80,moderate,erf,fitted_moment,80.0,2,793,0.9911727616645649,0.30623576045036316,0.0,0.0012610340479192938,0.007566204287515763,0.0,5
moderate/erf/fitted_moment_d160,moderate,erf,fitted_moment,160.0,2,793,0.9911727616645649,0.35723939538002014,0.0,0.0012610340479192938,0.007566204287515763,0.0,5
moderate/erf/comb_prod_d40,moderate,erf,comb_prod,40.0,2,793,0.0,inf,0.0,0.0,1.0,0.0,5
moderate/erf/comb_prod_d44,moderate,erf,comb_prod,44.0,2,793,0.0,inf,0.0,0.0,1.0,0.0,5
moderate/erf/normalized_half_comb_d40,moderate,erf,normalized_half_comb,40.0,2,793,0.9609079445145019,0.12126754969358444,0.0,0.0,0.03909205548549811,0.0,5
moderate/erf/normalized_half_comb_d44,moderate,erf,normalized_half_comb,44.0,2,793,0.9596469104665826,0.12297791242599487,0.0,0.0012610340479192938,0.03909205548549811,0.0,5
moderate/erf/fitted_moment_d32,moderate,erf,fitted_moment,32.0,3,784,0.9821428571428571,0.2193797081708908,0.00510204081632653,0.00510204081632653,0.007653061224489796,0.00510204081632653,5
moderate/erf/fitted_moment_d40,moderate,erf,fitted_moment,40.0,3,784,0.9821428571428571,0.2176169455051422,0.00510204081632653,0.00510204081632653,0.007653061224489796,0.00510204081632653,5
moderate/erf/fitted_moment_d44,moderate,erf,fitted_moment,44.0,3,784,0.9821428571428571,0.20604999363422394,0.00510204081632653,0.00510204081632653,0.007653061224489796,0.00510204081632653,5
moderate/erf/fitted_moment_d80,moderate,erf,fitted_moment,80.0,3,784,0.9872448979591837,0.3890497386455536,0.00510204081632653,0.0,0.007653061224489796,0.00510204081632653,5
moderate/erf/fitted_moment_d160,moderate,erf,fitted_moment,160.0,3,784,0.9872448979591837,0.30760568380355835,0.00510204081632653,0.0,0.007653061224489796,0.00510204081632653,5
moderate/erf/comb_prod_d40,moderate,erf,comb_prod,40.0,3,784,0.0,inf,0.00510204081632653,0.0,0.9948979591836735,0.00510204081632653,5
moderate/erf/comb_prod_d44,moderate,erf,comb_prod,44.0,3,784,0.0,inf,0.00510204081632653,0.0,0.9948979591836735,0.00510204081632653,5
moderate/erf/normalized_half_comb_d40,moderate,erf,normalized_half_comb,40.0,3,784,0.9706632653061225,0.03949230536818504,0.00510204081632653,0.0,0.02423469387755102,0.00510204081632653,5
moderate/erf/normalized_half_comb_d44,moderate,erf,normalized_half_comb,44.0,3,784,0.9706632653061225,0.03667815402150154,0.00510204081632653,0.0,0.02423469387755102,0.00510204081632653,5
moderate/erf/fitted_moment_d32,moderate,erf,fitted_moment,32.0,4,784,0.9693877551020408,0.4310580790042877,0.00510204081632653,0.016581632653061226,0.008928571428571428,0.00510204081632653,5
moderate/erf/fitted_moment_d40,moderate,erf,fitted_moment,40.0,4,784,0.9757653061224489,0.35062286257743835,0.00510204081632653,0.01020408163265306,0.008928571428571428,0.00510204081632653,5
moderate/erf/fitted_moment_d44,moderate,erf,fitted_moment,44.0,4,784,0.9783163265306123,0.35681694746017456,0.00510204081632653,0.007653061224489796,0.008928571428571428,0.00510204081632653,5
moderate/erf/fitted_moment_d80,moderate,erf,fitted_moment,80.0,4,784,0.9770408163265306,0.47902947664260864,0.00510204081632653,0.008928571428571428,0.008928571428571428,0.00510204081632653,5
moderate/erf/fitted_moment_d160,moderate,erf,fitted_moment,160.0,4,784,0.985969387755102,0.36723563075065613,0.00510204081632653,0.0,0.008928571428571428,0.00510204081632653,5
moderate/erf/comb_prod_d40,moderate,erf,comb_prod,40.0,4,784,0.0,inf,0.00510204081632653,0.0,0.9948979591836735,0.00510204081632653,5
moderate/erf/comb_prod_d44,moderate,erf,comb_prod,44.0,4,784,0.0,inf,0.00510204081632653,0.0,0.9948979591836735,0.00510204081632653,5
moderate/erf/normalized_half_comb_d40,moderate,erf,normalized_half_comb,40.0,4,784,0.0,inf,0.00510204081632653,0.0,0.9948979591836735,0.00510204081632653,5
moderate/erf/normalized_half_comb_d44,moderate,erf,normalized_half_comb,44.0,4,784,0.0,inf,0.00510204081632653,0.0,0.9948979591836735,0.00510204081632653,5
moderate/erf/fitted_moment_d32,moderate,erf,fitted_moment,32.0,5,791,0.9936788874841972,0.3282335698604584,0.0025284450063211127,0.0,0.0037926675094816687,0.0025284450063211127,5
moderate/erf/fitted_moment_d40,moderate,erf,fitted_moment,40.0,5,791,0.9936788874841972,0.3207368552684784,0.0025284450063211127,0.0,0.0037926675094816687,0.0025284450063211127,5
moderate/erf/fitted_moment_d44,moderate,erf,fitted_moment,44.0,5,791,0.9936788874841972,0.31454557180404663,0.0025284450063211127,0.0,0.0037926675094816687,0.0025284450063211127,5
moderate/erf/fitted_moment_d80,moderate,erf,fitted_moment,80.0,5,791,0.9936788874841972,0.29027479887008667,0.0025284450063211127,0.0,0.0037926675094816687,0.0025284450063211127,5
moderate/erf/fitted_moment_d160,moderate,erf,fitted_moment,160.0,5,791,0.9936788874841972,0.4757979214191437,0.0025284450063211127,0.0,0.0037926675094816687,0.0025284450063211127,5
moderate/erf/comb_prod_d40,moderate,erf,comb_prod,40.0,5,791,0.0,inf,0.0025284450063211127,0.0,0.9974715549936789,0.0025284450063211127,5
moderate/erf/comb_prod_d44,moderate,erf,comb_prod,44.0,5,791,0.0,inf,0.0025284450063211127,0.0,0.9974715549936789,0.0025284450063211127,5
moderate/erf/normalized_half_comb_d40,moderate,erf,normalized_half_comb,40.0,5,791,0.0,inf,0.0025284450063211127,0.0,0.9974715549936789,0.0025284450063211127,5
moderate/erf/normalized_half_comb_d44,moderate,erf,normalized_half_comb,44.0,5,791,0.0,inf,0.0025284450063211127,0.0,0.9974715549936789,0.0025284450063211127,5
moderate/erf/fitted_moment_d32,moderate,erf,fitted_moment,32.0,6,782,0.9718670076726342,0.6016567945480347,0.0038363171355498722,0.014066496163682864,0.010230179028132993,0.0038363171355498722,5
moderate/erf/fitted_moment_d40,moderate,erf,fitted_moment,40.0,6,782,0.9731457800511509,0.6439926028251648,0.0038363171355498722,0.01278772378516624,0.010230179028132993,0.0038363171355498722,5
moderate/erf/fitted_moment_d44,moderate,erf,fitted_moment,44.0,6,782,0.9731457800511509,0.4410420358181,0.0038363171355498722,0.01278772378516624,0.010230179028132993,0.0038363171355498722,5
moderate/erf/fitted_moment_d80,moderate,erf,fitted_moment,80.0,6,782,0.9846547314578005,0.4012211561203003,0.0038363171355498722,0.0012787723785166241,0.010230179028132993,0.0038363171355498722,5
moderate/erf/fitted_moment_d160,moderate,erf,fitted_moment,160.0,6,782,0.9846547314578005,0.4219459593296051,0.0038363171355498722,0.0012787723785166241,0.010230179028132993,0.0038363171355498722,5
moderate/erf/comb_prod_d40,moderate,erf,comb_prod,40.0,6,782,0.0,inf,0.0038363171355498722,0.0,0.9961636828644501,0.0038363171355498722,5
moderate/erf/comb_prod_d44,moderate,erf,comb_prod,44.0,6,782,0.0,inf,0.0038363171355498722,0.0,0.9961636828644501,0.0038363171355498722,5
moderate/erf/normalized_half_comb_d40,moderate,erf,normalized_half_comb,40.0,6,782,0.4578005115089514,0.1801280677318573,0.0038363171355498722,0.0012787723785166241,0.5370843989769821,0.0038363171355498722,5
moderate/erf/normalized_half_comb_d44,moderate,erf,normalized_half_comb,44.0,6,782,0.45652173913043476,0.18180511891841888,0.0038363171355498722,0.0025575447570332483,0.5370843989769821,0.0038363171355498722,5
moderate/erf/fitted_moment_d32,moderate,erf,fitted_moment,32.0,7,794,0.9899244332493703,0.4252127707004547,0.0025188916876574307,0.005037783375314861,0.0025188916876574307,0.0025188916876574307,5
moderate/erf/fitted_moment_d40,moderate,erf,fitted_moment,40.0,7,794,0.9911838790931989,0.4346672594547272,0.0025188916876574307,0.003778337531486146,0.0025188916876574307,0.0025188916876574307,5
moderate/erf/fitted_moment_d44,moderate,erf,fitted_moment,44.0,7,794,0.9911838790931989,0.37111684679985046,0.0025188916876574307,0.003778337531486146,0.0025188916876574307,0.0025188916876574307,5
moderate/erf/fitted_moment_d80,moderate,erf,fitted_moment,80.0,7,794,0.9937027707808564,0.29494380950927734,0.0025188916876574307,0.0012594458438287153,0.0025188916876574307,0.0025188916876574307,5
moderate/erf/fitted_moment_d160,moderate,erf,fitted_moment,160.0,7,794,0.9924433249370277,0.4648595452308655,0.0025188916876574307,0.0025188916876574307,0.0025188916876574307,0.0025188916876574307,5
moderate/erf/comb_prod_d40,moderate,erf,comb_prod,40.0,7,794,0.0,inf,0.0025188916876574307,0.0,0.9974811083123426,0.0025188916876574307,5
moderate/erf/comb_prod_d44,moderate,erf,comb_prod,44.0,7,794,0.0,inf,0.0025188916876574307,0.0,0.9974811083123426,0.0025188916876574307,5
moderate/erf/normalized_half_comb_d40,moderate,erf,normalized_half_comb,40.0,7,794,0.924433249370277,0.135236918926239,0.0025188916876574307,0.0,0.07304785894206549,0.0025188916876574307,5
moderate/erf/normalized_half_comb_d44,moderate,erf,normalized_half_comb,44.0,7,794,0.8841309823677582,0.13555943965911865,0.0025188916876574307,0.04030226700251889,0.07304785894206549,0.0025188916876574307,5
moderate/erf/fitted_moment_d32,moderate,erf,fitted_moment,32.0,8,784,0.9846938775510204,0.48410969972610474,0.0,0.0,0.015306122448979591,0.0,5
moderate/erf/fitted_moment_d40,moderate,erf,fitted_moment,40.0,8,784,0.9846938775510204,0.5072070360183716,0.0,0.0,0.015306122448979591,0.0,5
moderate/erf/fitted_moment_d44,moderate,erf,fitted_moment,44.0,8,784,0.9808673469387755,0.48136746883392334,0.0,0.003826530612244898,0.015306122448979591,0.0,5
moderate/erf/fitted_moment_d80,moderate,erf,fitted_moment,80.0,8,784,0.9821428571428571,0.35842326283454895,0.0,0.002551020408163265,0.015306122448979591,0.0,5
moderate/erf/fitted_moment_d160,moderate,erf,fitted_moment,160.0,8,784,0.9834183673469388,0.3769533932209015,0.0,0.0012755102040816326,0.015306122448979591,0.0,5
moderate/erf/comb_prod_d40,moderate,erf,comb_prod,40.0,8,784,0.0,inf,0.0,0.0,1.0,0.0,5
moderate/erf/comb_prod_d44,moderate,erf,comb_prod,44.0,8,784,0.0,inf,0.0,0.0,1.0,0.0,5
moderate/erf/normalized_half_comb_d40,moderate,erf,normalized_half_comb,40.0,8,784,0.9553571428571429,0.08072024583816528,0.0,0.0,0.044642857142857144,0.0,5
moderate/erf/normalized_half_comb_d44,moderate,erf,normalized_half_comb,44.0,8,784,0.9553571428571429,0.08260184526443481,0.0,0.0,0.044642857142857144,0.0,5
moderate/erf/fitted_moment_d32,moderate,erf,fitted_moment,32.0,9,785,0.9847133757961783,0.40333810448646545,0.005095541401273885,0.0,0.01019108280254777,0.005095541401273885,5
moderate/erf/fitted_moment_d40,moderate,erf,fitted_moment,40.0,9,785,0.9847133757961783,0.5287638902664185,0.005095541401273885,0.0,0.01019108280254777,0.005095541401273885,5
moderate/erf/fitted_moment_d44,moderate,erf,fitted_moment,44.0,9,785,0.9847133757961783,0.20122846961021423,0.005095541401273885,0.0,0.01019108280254777,0.005095541401273885,5
moderate/erf/fitted_moment_d80,moderate,erf,fitted_moment,80.0,9,785,0.9847133757961783,0.27117058634757996,0.005095541401273885,0.0,0.01019108280254777,0.005095541401273885,5
moderate/erf/fitted_moment_d160,moderate,erf,fitted_moment,160.0,9,785,0.9847133757961783,0.13719306886196136,0.005095541401273885,0.0,0.01019108280254777,0.005095541401273885,5
moderate/erf/comb_prod_d40,moderate,erf,comb_prod,40.0,9,785,0.0,inf,0.005095541401273885,0.0,0.9949044585987261,0.005095541401273885,5
moderate/erf/comb_prod_d44,moderate,erf,comb_prod,44.0,9,785,0.0,inf,0.005095541401273885,0.0,0.9949044585987261,0.005095541401273885,5
moderate/erf/normalized_half_comb_d40,moderate,erf,normalized_half_comb,40.0,9,785,0.9617834394904459,0.11136040091514587,0.005095541401273885,0.0,0.033121019108280254,0.005095541401273885,5
moderate/erf/normalized_half_comb_d44,moderate,erf,normalized_half_comb,44.0,9,785,0.9617834394904459,0.10902842879295349,0.005095541401273885,0.0,0.033121019108280254,0.005095541401273885,5
clean/fork_b0.5/fitted_moment_d32,clean,fork_b0.5,fitted_moment,32.0,0,800,1.0,0.3636361062526703,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d40,clean,fork_b0.5,fitted_moment,40.0,0,800,1.0,0.3636361360549927,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d44,clean,fork_b0.5,fitted_moment,44.0,0,800,1.0,0.36363616585731506,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d80,clean,fork_b0.5,fitted_moment,80.0,0,800,1.0,0.3636362552642822,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d160,clean,fork_b0.5,fitted_moment,160.0,0,800,1.0,0.363636314868927,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/comb_prod_d40,clean,fork_b0.5,comb_prod,40.0,0,800,1.0,0.3628080189228058,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/comb_prod_d44,clean,fork_b0.5,comb_prod,44.0,0,800,1.0,0.36242416501045227,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/normalized_half_comb_d40,clean,fork_b0.5,normalized_half_comb,40.0,0,800,1.0,0.14114350080490112,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/normalized_half_comb_d44,clean,fork_b0.5,normalized_half_comb,44.0,0,800,1.0,0.1387515813112259,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d32,clean,fork_b0.5,fitted_moment,32.0,1,800,1.0,0.3636361062526703,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d40,clean,fork_b0.5,fitted_moment,40.0,1,800,1.0,0.3636361360549927,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d44,clean,fork_b0.5,fitted_moment,44.0,1,800,1.0,0.36363616585731506,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d80,clean,fork_b0.5,fitted_moment,80.0,1,800,1.0,0.3636362552642822,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d160,clean,fork_b0.5,fitted_moment,160.0,1,800,1.0,0.363636314868927,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/comb_prod_d40,clean,fork_b0.5,comb_prod,40.0,1,800,1.0,0.3628080189228058,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/comb_prod_d44,clean,fork_b0.5,comb_prod,44.0,1,800,1.0,0.36242416501045227,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/normalized_half_comb_d40,clean,fork_b0.5,normalized_half_comb,40.0,1,800,1.0,0.14114350080490112,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/normalized_half_comb_d44,clean,fork_b0.5,normalized_half_comb,44.0,1,800,1.0,0.1387515813112259,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d32,clean,fork_b0.5,fitted_moment,32.0,2,800,1.0,0.0016793208196759224,0.0,0.0,0.0,0.0025,5
clean/fork_b0.5/fitted_moment_d40,clean,fork_b0.5,fitted_moment,40.0,2,800,1.0,0.0011984561569988728,0.0,0.0,0.0,0.0025,5
clean/fork_b0.5/fitted_moment_d44,clean,fork_b0.5,fitted_moment,44.0,2,800,1.0,0.0010538238566368818,0.0,0.0,0.0,0.0025,5
clean/fork_b0.5/fitted_moment_d80,clean,fork_b0.5,fitted_moment,80.0,2,800,1.0,0.0009082388132810593,0.0,0.0,0.0,0.0025,5
clean/fork_b0.5/fitted_moment_d160,clean,fork_b0.5,fitted_moment,160.0,2,800,1.0,0.0009031610679812729,0.0,0.0,0.0,0.0025,5
clean/fork_b0.5/comb_prod_d40,clean,fork_b0.5,comb_prod,40.0,2,800,0.995,0.1851455420255661,0.0025,0.0,0.0025,0.0025,5
clean/fork_b0.5/comb_prod_d44,clean,fork_b0.5,comb_prod,44.0,2,800,0.995,0.18447473645210266,0.0025,0.0,0.0025,0.0025,5
clean/fork_b0.5/normalized_half_comb_d40,clean,fork_b0.5,normalized_half_comb,40.0,2,800,1.0,0.013412289321422577,0.0,0.0,0.0,0.0025,5
clean/fork_b0.5/normalized_half_comb_d44,clean,fork_b0.5,normalized_half_comb,44.0,2,800,1.0,0.01512753777205944,0.0,0.0,0.0,0.0025,5
clean/fork_b0.5/fitted_moment_d32,clean,fork_b0.5,fitted_moment,32.0,3,800,1.0,0.3636361062526703,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d40,clean,fork_b0.5,fitted_moment,40.0,3,800,1.0,0.3636361360549927,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d44,clean,fork_b0.5,fitted_moment,44.0,3,800,1.0,0.36363616585731506,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d80,clean,fork_b0.5,fitted_moment,80.0,3,800,1.0,0.3636362552642822,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d160,clean,fork_b0.5,fitted_moment,160.0,3,800,1.0,0.363636314868927,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/comb_prod_d40,clean,fork_b0.5,comb_prod,40.0,3,800,1.0,0.3628080189228058,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/comb_prod_d44,clean,fork_b0.5,comb_prod,44.0,3,800,1.0,0.36242416501045227,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/normalized_half_comb_d40,clean,fork_b0.5,normalized_half_comb,40.0,3,800,1.0,0.14114350080490112,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/normalized_half_comb_d44,clean,fork_b0.5,normalized_half_comb,44.0,3,800,1.0,0.1387515813112259,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d32,clean,fork_b0.5,fitted_moment,32.0,4,800,1.0,0.3636361062526703,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d40,clean,fork_b0.5,fitted_moment,40.0,4,800,1.0,0.3636361360549927,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d44,clean,fork_b0.5,fitted_moment,44.0,4,800,1.0,0.36363616585731506,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d80,clean,fork_b0.5,fitted_moment,80.0,4,800,1.0,0.3636362552642822,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d160,clean,fork_b0.5,fitted_moment,160.0,4,800,1.0,0.363636314868927,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/comb_prod_d40,clean,fork_b0.5,comb_prod,40.0,4,800,1.0,0.3628080189228058,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/comb_prod_d44,clean,fork_b0.5,comb_prod,44.0,4,800,1.0,0.36242416501045227,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/normalized_half_comb_d40,clean,fork_b0.5,normalized_half_comb,40.0,4,800,1.0,0.14114350080490112,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/normalized_half_comb_d44,clean,fork_b0.5,normalized_half_comb,44.0,4,800,1.0,0.1387515813112259,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d32,clean,fork_b0.5,fitted_moment,32.0,5,800,1.0,0.3636361062526703,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d40,clean,fork_b0.5,fitted_moment,40.0,5,800,1.0,0.3636361360549927,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d44,clean,fork_b0.5,fitted_moment,44.0,5,800,1.0,0.36363616585731506,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d80,clean,fork_b0.5,fitted_moment,80.0,5,800,1.0,0.3636362552642822,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d160,clean,fork_b0.5,fitted_moment,160.0,5,800,1.0,0.363636314868927,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/comb_prod_d40,clean,fork_b0.5,comb_prod,40.0,5,800,1.0,0.3628080189228058,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/comb_prod_d44,clean,fork_b0.5,comb_prod,44.0,5,800,1.0,0.36242416501045227,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/normalized_half_comb_d40,clean,fork_b0.5,normalized_half_comb,40.0,5,800,1.0,0.14114350080490112,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/normalized_half_comb_d44,clean,fork_b0.5,normalized_half_comb,44.0,5,800,1.0,0.1387515813112259,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d32,clean,fork_b0.5,fitted_moment,32.0,6,800,1.0,0.3636361062526703,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d40,clean,fork_b0.5,fitted_moment,40.0,6,800,1.0,0.3636361360549927,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d44,clean,fork_b0.5,fitted_moment,44.0,6,800,1.0,0.36363616585731506,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d80,clean,fork_b0.5,fitted_moment,80.0,6,800,1.0,0.3636362552642822,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d160,clean,fork_b0.5,fitted_moment,160.0,6,800,1.0,0.363636314868927,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/comb_prod_d40,clean,fork_b0.5,comb_prod,40.0,6,800,1.0,0.3628080189228058,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/comb_prod_d44,clean,fork_b0.5,comb_prod,44.0,6,800,1.0,0.36242416501045227,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/normalized_half_comb_d40,clean,fork_b0.5,normalized_half_comb,40.0,6,800,1.0,0.14114350080490112,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/normalized_half_comb_d44,clean,fork_b0.5,normalized_half_comb,44.0,6,800,1.0,0.1387515813112259,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d32,clean,fork_b0.5,fitted_moment,32.0,7,800,1.0,0.3636361062526703,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d40,clean,fork_b0.5,fitted_moment,40.0,7,800,1.0,0.3636361360549927,0.0,0.0,0.0,0.0,5
clean/fork_b0.5/fitted_moment_d44,clean,fork_b0.5,fitted_moment,44.0,7,800,1.0,0.36363616585731506,0.0,0.0,0.0,0.0,5
