source,provenance,regime,T,rep,solver,response_family,degree,kernel,gamma,eps_setout,fork_beta,occ_alpha,normalization,composed,metric,target_eff,tau,eff,far,notes
store,metrics.csv:ERF:sol_94e06198994c93d1,"other(sc=0.0003,res=0.01,drop=0)",700,4,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,1.0,0.9807112054118846,
store,metrics.csv:ERF:sol_94e06198994c93d1,"other(sc=0.0003,res=0.01,drop=0)",700,4,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.940229717778572,0.9967857142857144,0.9807388390854572,
store,metrics.csv:ERF:sol_0278a32080fc6170,"other(sc=0.0003,res=0.01,drop=0)",700,4,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.7721428571428571,0.986982490787794,
store,metrics.csv:ERF:sol_0278a32080fc6170,"other(sc=0.0003,res=0.01,drop=0)",700,4,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.1652468011690833,0.9907142857142858,0.9907237110506216,
store,metrics.csv:Larger_Scatter:sol_e5910dba96a77338,"other(sc=0.0005,res=0,drop=0.01)",1000,19,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.987012987012987,0.2297297297297297,
store,metrics.csv:Larger_Scatter:sol_e5910dba96a77338,"other(sc=0.0005,res=0,drop=0.01)",1000,19,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.3333334614767303,0.9946524064171124,0.8421180274858528,
store,metrics.csv:Larger_Scatter:sol_edec6d9300cc5f63,"other(sc=0.0003,res=0,drop=0.05)",10,7,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.8787878787878788,0.0,
store,metrics.csv:Larger_Scatter:sol_edec6d9300cc5f63,"other(sc=0.0003,res=0,drop=0.05)",10,7,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.249999999,1.0,0.9011976047904192,
store,metrics.csv:Larger_Scatter:sol_9ec71bc40d763951,"other(sc=0.0001,res=0,drop=0.02)",1000,18,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.9652922755741128,0.0021580793094146,
store,metrics.csv:Larger_Scatter:sol_9ec71bc40d763951,"other(sc=0.0001,res=0,drop=0.02)",1000,18,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.249999999,1.0,0.9989999436293904,
store,metrics.csv:Larger_Scatter:sol_4e0eb7da5b2b1ac6,"other(sc=0.0001,res=0,drop=0.1)",20,11,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.8548387096774194,0.0,
store,metrics.csv:Larger_Scatter:sol_4e0eb7da5b2b1ac6,"other(sc=0.0001,res=0,drop=0.1)",20,11,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.249999999,1.0,0.950910530482977,
store,metrics.csv:Larger_Scatter:sol_43b375f9ce30e529,"other(sc=0.0005,res=0,drop=0.1)",400,8,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.8146067415730337,0.0415486307837582,
store,metrics.csv:Larger_Scatter:sol_43b375f9ce30e529,"other(sc=0.0005,res=0,drop=0.1)",400,8,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.249999999,1.0,0.9974920443863862,
store,metrics.csv:Noisy_Density:sol_f3c4c60d17251143,moderate,100,2,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.989821882951654,0.8460625247328848,
store,metrics.csv:Noisy_Density:sol_f3c4c60d17251143,moderate,100,2,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.3333333422674407,1.0,0.8970934799685781,
store,metrics.csv:Noisy_Density:sol_7328d0cef9be9198,moderate,100,2,quantum,1bqf_cos,1.0,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.9923664122137404,0.8976109215017065,
store,metrics.csv:Noisy_Density:sol_7328d0cef9be9198,moderate,100,2,quantum,1bqf_cos,1.0,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.3519740234083082,0.9923664122137404,0.8976109215017065,
store,metrics.csv:Noisy_Density:sol_e9c6e484eb72433b,moderate,100,2,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.9618320610687024,0.6382775119617224,
store,metrics.csv:Noisy_Density:sol_e9c6e484eb72433b,moderate,100,2,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.249999999,1.0,0.9900002544464518,
store,metrics.csv:Noisy_Density:sol_436b259ed7032a6e,moderate,100,2,quantum,1bqf_cos,1.0,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.6870229007633588,0.6131805157593123,
store,metrics.csv:Noisy_Density:sol_436b259ed7032a6e,moderate,100,2,quantum,1bqf_cos,1.0,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,1e-06,0.9847328244274808,0.8081308874566188,
store,metrics.csv:Noisy_Density:sol_f404a0a9e4da7c77,moderate,100,2,qsvt,comb_prod,40.0,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.5165394402035624,0.8622795115332429,campaign default d=40 line-comb
store,metrics.csv:Noisy_Density:sol_f404a0a9e4da7c77,moderate,100,2,qsvt,comb_prod,40.0,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.0115725158207863,0.9923664122137404,0.9900344959754696,campaign default d=40 line-comb
store,metrics.csv:Noisy_Density:sol_f2ff03a1f88f575a,moderate,100,2,qsvt,comb_prod,40.0,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.3740458015267175,0.65,campaign default d=40 line-comb
store,metrics.csv:Noisy_Density:sol_f2ff03a1f88f575a,moderate,100,2,qsvt,comb_prod,40.0,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.0037256487863086,1.0,0.9900002544464518,campaign default d=40 line-comb
store,metrics.csv:Verify_new_results:sol_a22768831fbe5ba7,clean,30,8,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,1.0,0.0,
store,metrics.csv:Verify_new_results:sol_a22768831fbe5ba7,clean,30,8,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.3636363734735717,1.0,0.0,
store,metrics.csv:Verify_new_results:sol_910109c5cde8d51c,clean,30,8,qsvt,comb_prod,40.0,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,1.0,0.0,campaign default d=40 line-comb
store,metrics.csv:Verify_new_results:sol_910109c5cde8d51c,clean,30,8,qsvt,comb_prod,40.0,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.3645849290941095,1.0,0.0,campaign default d=40 line-comb
store,metrics.csv:Verify_new_results:sol_da76ca2c54f68e70,clean,30,8,classical,classical_invA,,step,1.0,formula,0.0,0.0,raw,none,fixed_tau,,0.6,1.0,0.0,
store,metrics.csv:Verify_new_results:sol_da76ca2c54f68e70,clean,30,8,classical,classical_invA,,step,1.0,formula,0.0,0.0,raw,none,wp,0.99,1.999999999,1.0,0.0,
store,metrics.csv:Verify_new_results:sol_47b1d4e566c6c074,clean,30,8,qsvt,comb_prod,40.0,step,1.0,formula,0.0,0.0,raw,none,fixed_tau,,0.6,1.0,0.0,campaign default d=40 line-comb
store,metrics.csv:Verify_new_results:sol_47b1d4e566c6c074,clean,30,8,qsvt,comb_prod,40.0,step,1.0,formula,0.0,0.0,raw,none,wp,0.99,2.0079909278738977,1.0,0.0,campaign default d=40 line-comb
store,metrics.csv:Verify_new_results:sol_b17cd552376aa08c,clean,30,8,classical,classical_invA,,step,2.0,formula,0.0,0.0,raw,none,fixed_tau,,0.4333333333333333,1.0,0.0,
store,metrics.csv:Verify_new_results:sol_b17cd552376aa08c,clean,30,8,classical,classical_invA,,step,2.0,formula,0.0,0.0,raw,none,wp,0.99,0.6000000228418579,1.0,0.0,
store,metrics.csv:Verify_new_results:sol_e362715730ba6b74,clean,30,8,qsvt,comb_prod,40.0,step,2.0,formula,0.0,0.0,raw,none,fixed_tau,,0.4333333333333333,1.0,0.0,campaign default d=40 line-comb
store,metrics.csv:Verify_new_results:sol_e362715730ba6b74,clean,30,8,qsvt,comb_prod,40.0,step,2.0,formula,0.0,0.0,raw,none,wp,0.99,0.6017929259602708,1.0,0.0,campaign default d=40 line-comb
store,metrics.csv:Verify_new_results:sol_479bbda1310214e3,clean,30,8,quantum,1bqf_cos,1.0,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.75,0.0,
store,metrics.csv:Verify_new_results:sol_479bbda1310214e3,clean,30,8,quantum,1bqf_cos,1.0,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.1801742111551807,1.0,0.0,
store,metrics.csv:Noisy_Density:sol_3daad67ad18ee047,moderate,1000,5,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.4099744245524296,0.9974095776140964,
store,metrics.csv:Noisy_Density:sol_3daad67ad18ee047,moderate,1000,5,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.0296815269871225,0.9900255754475704,0.9990020541546102,
store,metrics.csv:Noisy_Density:sol_a5a233931bcdac92,moderate,1000,5,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.4329923273657289,0.9977563618340316,
store,metrics.csv:Noisy_Density:sol_a5a233931bcdac92,moderate,1000,5,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.0345891666843166,0.9900255754475704,0.999006009903952,
store,metrics.csv:Noisy_Density:sol_950c9ece6f3d190d,moderate,400,11,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.5707908163265306,0.9899892622254036,
store,metrics.csv:Noisy_Density:sol_950c9ece6f3d190d,moderate,400,11,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.0371001986099948,0.9904336734693876,0.99752204707951,
store,metrics.csv:Noisy_Density:sol_fd537db83aafe930,moderate,400,11,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.8928571428571429,0.9718048898376768,
store,metrics.csv:Noisy_Density:sol_fd537db83aafe930,moderate,400,11,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.1855780323280563,0.9904336734693876,0.9975237894790552,
store,metrics.csv:Larger_Scatter:sol_d361ab870a52ad47,"other(sc=0.001,res=0,drop=0)",200,13,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,1.0,0.0980834272829763,
store,metrics.csv:Larger_Scatter:sol_d361ab870a52ad47,"other(sc=0.001,res=0,drop=0)",200,13,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.3636369695200195,1.0,0.0643274853801169,
store,metrics.csv:Larger_Scatter:sol_3d739c82dd277652,"other(sc=0.001,res=0,drop=0.1)",50,5,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.8322981366459627,0.0,
store,metrics.csv:Larger_Scatter:sol_3d739c82dd277652,"other(sc=0.001,res=0,drop=0.1)",50,5,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.249999999,1.0,0.979658875552748,
store,metrics.csv:Larger_Scatter:sol_6a099ebd8c563269,"other(sc=0.0005,res=0,drop=0.05)",1000,5,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.942841439956032,0.2308899349921542,
store,metrics.csv:Larger_Scatter:sol_6a099ebd8c563269,"other(sc=0.0005,res=0,drop=0.05)",1000,5,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.249999999,1.0,0.9990001263923768,
store,metrics.csv:Noisy_Density:sol_ed1bee367380dc3b,moderate,1000,3,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.8901183736489964,0.9889647471686074,
store,metrics.csv:Noisy_Density:sol_ed1bee367380dc3b,moderate,1000,3,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.249999999,0.9927946474523932,0.9990068255642792,
store,metrics.csv:Noisy_Density:sol_3b02b63285bc1ced,moderate,1000,3,quantum,1bqf_cos,1.0,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.9920226453937212,0.9911458082120044,
store,metrics.csv:Noisy_Density:sol_3b02b63285bc1ced,moderate,1000,3,quantum,1bqf_cos,1.0,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.397536115739795,0.9902213072568192,0.9911590024009466,
store,metrics.csv:Noisy_Density:sol_ca5a6e9f9addc1ee,moderate,1000,3,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.953937210499228,0.9649038097402104,
store,metrics.csv:Noisy_Density:sol_ca5a6e9f9addc1ee,moderate,1000,3,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.249999999,1.0,0.9989997001159636,
store,metrics.csv:Noisy_Density:sol_f0b65462d9ec8cd3,moderate,1000,3,quantum,1bqf_cos,1.0,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.7879567678847144,0.9841571248958728,
store,metrics.csv:Noisy_Density:sol_f0b65462d9ec8cd3,moderate,1000,3,quantum,1bqf_cos,1.0,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,1e-06,0.9763252702007206,0.9822321712904858,
store,metrics.csv:Noisy_Density:sol_58dcf2e2f1e8dc97,moderate,1000,3,qsvt,comb_prod,40.0,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.6106536284096757,0.9993572977580172,campaign default d=40 line-comb
store,metrics.csv:Noisy_Density:sol_58dcf2e2f1e8dc97,moderate,1000,3,qsvt,comb_prod,40.0,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.0029155173722876,0.9989706639217704,0.9990006628781783,campaign default d=40 line-comb
store,metrics.csv:Noisy_Density:sol_c204f7190eb0d45e,moderate,1000,3,qsvt,comb_prod,40.0,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.5172413793103449,0.9751980454579108,campaign default d=40 line-comb
store,metrics.csv:Noisy_Density:sol_c204f7190eb0d45e,moderate,1000,3,qsvt,comb_prod,40.0,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.0080029047920464,0.9902213072568192,0.9990093180230746,campaign default d=40 line-comb
store,metrics.csv:Larger_Scatter:sol_292bf0d3d86d8286,"other(sc=0.0003,res=0,drop=0.02)",700,3,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.977490774907749,0.0278899082568807,
store,metrics.csv:Larger_Scatter:sol_292bf0d3d86d8286,"other(sc=0.0003,res=0,drop=0.02)",700,3,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.3333333720697631,0.992619926199262,0.4884959117702985,
store,metrics.csv:Noisy_Density:sol_47f14fafe1a9d765,moderate,50,19,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.917948717948718,0.8225966303270565,
store,metrics.csv:Noisy_Density:sol_47f14fafe1a9d765,moderate,50,19,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.2058666338457336,0.9948717948717948,0.9800882685004618,
store,metrics.csv:Noisy_Density:sol_c3aba523e5f643fd,moderate,50,19,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.958974358974359,0.6244979919678715,
store,metrics.csv:Noisy_Density:sol_c3aba523e5f643fd,moderate,50,19,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.249999999,1.0,0.9800041017227236,
store,metrics.csv:ERF:sol_9fc7e01488ed1888,"other(sc=0.0003,res=0.01,drop=0)",700,17,classical,classical_invA,,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.9610714285714286,0.8701943948675896,
store,metrics.csv:ERF:sol_9fc7e01488ed1888,"other(sc=0.0003,res=0.01,drop=0)",700,17,classical,classical_invA,,erf,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.6818220605386963,0.99,0.3748308525033829,
store,metrics.csv:ERF:sol_a02200385e34b487,"other(sc=0.0003,res=0.01,drop=0)",700,17,classical,classical_invA,,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.9767857142857144,0.8684590227010388,
store,metrics.csv:ERF:sol_a02200385e34b487,"other(sc=0.0003,res=0.01,drop=0)",700,17,classical,classical_invA,,erf,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.6818172325624695,0.99,0.3725667722951561,
store,metrics.csv:ERF:sol_5c48ca202917ca3c,"other(sc=0.0003,res=0.01,drop=0)",700,17,classical,classical_invA,,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.9775,0.8680518729209854,
store,metrics.csv:ERF:sol_5c48ca202917ca3c,"other(sc=0.0003,res=0.01,drop=0)",700,17,classical,classical_invA,,erf,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.9999419440759888,0.99,0.1764705882352941,
store,metrics.csv:ERF:sol_8e3b8245074085d5,"other(sc=0.0003,res=0.01,drop=0)",700,17,classical,classical_invA,,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.9728571428571428,0.867959282598158,
store,metrics.csv:ERF:sol_8e3b8245074085d5,"other(sc=0.0003,res=0.01,drop=0)",700,17,classical,classical_invA,,erf,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.9725888361467592,0.99,0.175735950044603,
store,metrics.csv:ERF:sol_20dc0329ea4441c4,"other(sc=0.0003,res=0.01,drop=0)",700,17,classical,classical_invA,,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.9725,0.8677063596171598,
store,metrics.csv:ERF:sol_20dc0329ea4441c4,"other(sc=0.0003,res=0.01,drop=0)",700,17,classical,classical_invA,,erf,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.9989883293642272,0.9903571428571428,0.1599515298394425,
store,metrics.csv:ERF:sol_ed8c60d0fc4056d4,"other(sc=0.0003,res=0.01,drop=0)",700,17,classical,classical_invA,,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.9714285714285714,0.8651128192412596,
store,metrics.csv:ERF:sol_ed8c60d0fc4056d4,"other(sc=0.0003,res=0.01,drop=0)",700,17,classical,classical_invA,,erf,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.8754106153978577,0.99,0.1326658322903629,
store,metrics.csv:ERF:sol_0f470efe8872ca16,"other(sc=0.0003,res=0.01,drop=0)",700,17,classical,classical_invA,,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.9742857142857144,0.8616913404988846,
store,metrics.csv:ERF:sol_0f470efe8872ca16,"other(sc=0.0003,res=0.01,drop=0)",700,17,classical,classical_invA,,erf,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.7177588333620301,0.99,0.1468144044321329,
store,metrics.csv:ERF:sol_86dcc29d0cf9fed6,"other(sc=0.0003,res=0.01,drop=0)",700,17,classical,classical_invA,,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.9742857142857144,0.8609865470852018,
store,metrics.csv:ERF:sol_86dcc29d0cf9fed6,"other(sc=0.0003,res=0.01,drop=0)",700,17,classical,classical_invA,,erf,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.676871119929718,0.99,0.1655629139072847,
store,metrics.csv:ERF:sol_c309a4be8ce40954,"other(sc=0.0003,res=0.01,drop=0)",700,17,classical,classical_invA,,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.9885714285714284,0.8580075920796142,
store,metrics.csv:ERF:sol_c309a4be8ce40954,"other(sc=0.0003,res=0.01,drop=0)",700,17,classical,classical_invA,,erf,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.5121073712839356,0.99,0.2792511700468019,
store,metrics.csv:ERF:sol_45ccbd9000116cab,"other(sc=0.0003,res=0.01,drop=0)",700,17,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.9996428571428572,0.8665999428081212,
store,metrics.csv:ERF:sol_45ccbd9000116cab,"other(sc=0.0003,res=0.01,drop=0)",700,17,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.4105018172284411,0.9992857142857144,0.8666412468423812,
store,metrics.csv:ERF:sol_4832e98e9f839e1d,"other(sc=0.0003,res=0.01,drop=0)",700,17,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,1.0,0.8704423468443457,
store,metrics.csv:ERF:sol_4832e98e9f839e1d,"other(sc=0.0003,res=0.01,drop=0)",700,17,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.5961892909154567,0.9992857142857144,0.870504928958208,
store,metrics.csv:ERF:sol_0780b7fa91aff87b,"other(sc=0.0003,res=0.01,drop=0)",700,17,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,1.0,0.8847404602148767,
store,metrics.csv:ERF:sol_0780b7fa91aff87b,"other(sc=0.0003,res=0.01,drop=0)",700,17,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,wp,0.99,1670.3413009384894,0.9996428571428572,0.88475790513834,
store,metrics.csv:ERF:sol_9a19cc2024199491,"other(sc=0.0003,res=0.01,drop=0)",700,17,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,1.0,0.8992407067544712,
store,metrics.csv:ERF:sol_9a19cc2024199491,"other(sc=0.0003,res=0.01,drop=0)",700,17,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,wp,0.99,709.0518304746212,0.9996428571428572,0.8992585660811978,
store,metrics.csv:ERF:sol_f0ba9b973ed2e878,"other(sc=0.0003,res=0.01,drop=0)",700,17,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,1.0,0.9094759302964665,
store,metrics.csv:ERF:sol_f0ba9b973ed2e878,"other(sc=0.0003,res=0.01,drop=0)",700,17,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,wp,0.99,176.78523510225736,0.9992857142857144,0.9095259652072688,
store,metrics.csv:ERF:sol_fcce855200c7a638,"other(sc=0.0003,res=0.01,drop=0)",700,17,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.9992857142857144,0.955791502741306,
store,metrics.csv:ERF:sol_fcce855200c7a638,"other(sc=0.0003,res=0.01,drop=0)",700,17,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.3811315356930873,0.9989285714285714,0.9558038112694752,
store,metrics.csv:ERF:sol_c61edbc213aec206,"other(sc=0.0003,res=0.01,drop=0)",700,17,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.9982142857142856,0.9770984235193864,
store,metrics.csv:ERF:sol_c61edbc213aec206,"other(sc=0.0003,res=0.01,drop=0)",700,17,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.45907850615886,0.9978571428571428,0.9770942301070684,
store,metrics.csv:ERF:sol_6a22fc60db78bbe3,"other(sc=0.0003,res=0.01,drop=0)",700,17,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.8517857142857143,0.9826944426304448,
store,metrics.csv:ERF:sol_6a22fc60db78bbe3,"other(sc=0.0003,res=0.01,drop=0)",700,17,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.3000320398140506,0.995,0.9799682195011468,
store,metrics.csv:ERF:sol_270271df14806fc7,"other(sc=0.0003,res=0.01,drop=0)",700,17,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.8475,0.987114115826342,
store,metrics.csv:ERF:sol_270271df14806fc7,"other(sc=0.0003,res=0.01,drop=0)",700,17,quantum,1bqf_cos,1.0,erf,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.1920795848229513,0.9942857142857144,0.990469245858538,
store,metrics.csv:QSVT_robustness:sol_61a4cf66ef4df66e,"other(sc=0.0005,res=0,drop=0)",400,0,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,1.0,0.0202082057562767,
store,metrics.csv:QSVT_robustness:sol_61a4cf66ef4df66e,"other(sc=0.0005,res=0,drop=0)",400,0,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.3636358966364135,1.0,0.0141712877387553,
store,metrics.csv:QSVT_robustness:sol_ec99e75f998707eb,"other(sc=0.0005,res=0,drop=0)",400,0,qsvt,comb_prod,40.0,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.9625,0.0,campaign default d=40 line-comb
store,metrics.csv:QSVT_robustness:sol_ec99e75f998707eb,"other(sc=0.0005,res=0,drop=0)",400,0,qsvt,comb_prod,40.0,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.155782385669108,0.9925,0.0167182662538699,campaign default d=40 line-comb
store,metrics.csv:Larger_Scatter:sol_92f96eb64600b470,"other(sc=0.0003,res=0,drop=0.05)",10,16,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.972972972972973,0.0,
store,metrics.csv:Larger_Scatter:sol_92f96eb64600b470,"other(sc=0.0003,res=0,drop=0.05)",10,16,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.249999999,1.0,0.9,
store,metrics.csv:Larger_Scatter:sol_1a072a228c062419,"other(sc=0.001,res=0,drop=0.05)",400,12,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.9234516353514266,0.2408466819221968,
store,metrics.csv:Larger_Scatter:sol_1a072a228c062419,"other(sc=0.001,res=0,drop=0.05)",400,12,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.2499999840988388,1.0,0.9975039126213088,
store,metrics.csv:Larger_Scatter:sol_26b6569c0c55758e,"other(sc=0.0001,res=0,drop=0.1)",10,5,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,0.75,0.0,
store,metrics.csv:Larger_Scatter:sol_26b6569c0c55758e,"other(sc=0.0001,res=0,drop=0.1)",10,5,classical,classical_invA,,step,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.249999999,1.0,0.9009287925696594,
store,metrics.csv:ERF:sol_aed9cdf68dfdb443,"other(sc=0.0005,res=0.02,drop=0)",10,16,classical,classical_invA,,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,1.0,0.0,
store,metrics.csv:ERF:sol_aed9cdf68dfdb443,"other(sc=0.0005,res=0.02,drop=0)",10,16,classical,classical_invA,,erf,3.0,formula,0.0,0.0,raw,none,wp,0.99,0.999999999,1.0,0.0,
store,metrics.csv:ERF:sol_6ef998157ddf2498,"other(sc=0.0005,res=0.02,drop=0)",10,16,classical,classical_invA,,erf,3.0,formula,0.0,0.0,raw,none,fixed_tau,,0.35,1.0,0.0,
