n_trk,tau,eff,eff_s,pur,pur_s,fr,fr_s,far,far_s,n_reps,f1
20,1.0,0.7108333333333333,0.0069824629803551886,1.0,0.0,0.0,0.0,0.0,0.0,30,0.8309790550414028
20,1.05,0.47875,0.0057843799775030265,1.0,0.0,0.0,0.0,0.0,0.0,30,0.6475063398140322
20,1.1,0.4720833333333333,0.004707055314291596,1.0,0.0,0.0,0.0,0.0,0.0,30,0.6413812623832437
20,1.15,0.4720833333333333,0.004707055314291596,1.0,0.0,0.0,0.0,0.0,0.0,30,0.6413812623832437
20,1.2,0.4720833333333333,0.004707055314291596,1.0,0.0,0.0,0.0,0.0,0.0,30,0.6413812623832437
20,1.25,0.4720833333333333,0.004707055314291596,1.0,0.0,0.0,0.0,0.0,0.0,30,0.6413812623832437
20,1.3,0.25958333333333333,0.0104613982091507,1.0,0.0,0.0,0.0,0.0,0.0,30,0.412173337743963
20,1.35,0.23875,0.0023481161439092733,1.0,0.0,0.0,0.0,0.0,0.0,30,0.38546922300706354
20,1.4,0.23875,0.0023481161439092733,1.0,0.0,0.0,0.0,0.0,0.0,30,0.38546922300706354
20,1.45,0.23875,0.0023481161439092733,1.0,0.0,0.0,0.0,0.0,0.0,30,0.38546922300706354
20,1.5,0.2341666666666667,0.0023160277792655033,1.0,0.0,0.0,0.0,0.0,0.0,30,0.3794733288318704
50,0.1,0.98225,0.002677267853221778,0.9844788025122879,0.0034584693286888804,0.015521197487712015,0.0034584693286888787,0.0003266763437937489,7.399254275721407e-05,20,0.983363138356899
50,0.15,0.98225,0.002677267853221778,0.9844788025122879,0.0034584693286888804,0.015521197487712015,0.0034584693286888787,0.0003266763437937489,7.399254275721407e-05,20,0.983363138356899
50,0.2,0.98225,0.002677267853221778,0.9844788025122879,0.0034584693286888804,0.015521197487712015,0.0034584693286888787,0.0003266763437937489,7.399254275721407e-05,20,0.983363138356899
50,0.25,0.98225,0.002677267853221778,0.9844788025122879,0.0034584693286888804,0.015521197487712015,0.0034584693286888787,0.0003266763437937489,7.399254275721407e-05,20,0.983363138356899
50,0.3,0.98225,0.002677267853221778,0.9844788025122879,0.0034584693286888804,0.015521197487712015,0.0034584693286888787,0.0003266763437937489,7.399254275721407e-05,20,0.983363138356899
50,0.35,0.98225,0.002677267853221778,0.9844788025122879,0.0034584693286888804,0.015521197487712015,0.0034584693286888787,0.0003266763437937489,7.399254275721407e-05,20,0.983363138356899
50,0.4,0.98225,0.002677267853221778,0.9844788025122879,0.0034584693286888804,0.015521197487712015,0.0034584693286888787,0.0003266763437937489,7.399254275721407e-05,20,0.983363138356899
50,0.45,0.98225,0.002677267853221778,0.9844788025122879,0.0034584693286888804,0.015521197487712015,0.0034584693286888787,0.0003266763437937489,7.399254275721407e-05,20,0.983363138356899
50,0.5,0.982,0.0027241609041279043,0.9844774942966941,0.003458262138574192,0.015522505703305944,0.0034582621385741905,0.0003266763437937489,7.399254275721407e-05,20,0.9832371864953501
50,0.55,0.982,0.0027241609041279043,0.9844774942966941,0.003458262138574192,0.015522505703305944,0.0034582621385741905,0.0003266763437937489,7.399254275721407e-05,20,0.9832371864953501
50,0.6,0.982,0.0027241609041279043,0.9844774942966941,0.003458262138574192,0.015522505703305944,0.0034582621385741905,0.0003266763437937489,7.399254275721407e-05,20,0.9832371864953501
50,0.65,0.982,0.0027241609041279043,0.9844774942966941,0.003458262138574192,0.015522505703305944,0.0034582621385741905,0.0003266763437937489,7.399254275721407e-05,20,0.9832371864953501
50,0.7,0.982,0.0027241609041279043,0.9844774942966941,0.003458262138574192,0.015522505703305944,0.0034582621385741905,0.0003266763437937489,7.399254275721407e-05,20,0.9832371864953501
50,0.75,0.9810000000000001,0.0029154759474226528,0.984457231303329,0.0034613586369471876,0.01554276869667107,0.003461358636947187,0.0003266763437937489,7.399254275721407e-05,20,0.9827255750237397
50,0.8,0.7434999999999999,0.0012085223687584258,0.9796660607518237,0.004511019400129223,0.020333939248176235,0.004511019400129224,0.0003266763437937489,7.399254275721407e-05,20,0.8453993294774913
50,0.85,0.7434999999999999,0.0012085223687584258,0.9796660607518237,0.004511019400129223,0.020333939248176235,0.004511019400129224,0.0003266763437937489,7.399254275721407e-05,20,0.8453993294774913
50,0.9,0.7434999999999999,0.0012085223687584258,0.9796660607518237,0.004511019400129223,0.020333939248176235,0.004511019400129224,0.0003266763437937489,7.399254275721407e-05,20,0.8453993294774913
50,0.95,0.7434999999999999,0.0012085223687584258,0.9796660607518237,0.004511019400129223,0.020333939248176235,0.004511019400129224,0.0003266763437937489,7.399254275721407e-05,20,0.8453993294774913
50,1.0,0.74325,0.001218011753465027,0.9796638236153585,0.004510663205534932,0.02033617638464156,0.004510663205534932,0.0003266763437937489,7.399254275721407e-05,20,0.8452368620204092
50,1.05,0.74325,0.001218011753465027,0.9796638236153585,0.004510663205534932,0.02033617638464156,0.004510663205534932,0.0003266763437937489,7.399254275721407e-05,20,0.8452368620204092
50,1.1,0.74325,0.001218011753465027,0.9796638236153585,0.004510663205534932,0.02033617638464156,0.004510663205534932,0.0003266763437937489,7.399254275721407e-05,20,0.8452368620204092
50,1.15,0.74325,0.001218011753465027,0.9796638236153585,0.004510663205534932,0.02033617638464156,0.004510663205534932,0.0003266763437937489,7.399254275721407e-05,20,0.8452368620204092
50,1.2,0.73875,0.0016573202847717137,0.9795905025191043,0.004517203770950503,0.020409497480895746,0.004517203770950507,0.0003266763437937489,7.399254275721407e-05,20,0.8422922961718906
50,1.25,0.7375,0.001902214775631707,0.9795532718568793,0.00452209922534806,0.020446728143120596,0.004522099225348062,0.0003266763437937489,7.399254275721407e-05,20,0.8414654918809812
50,1.3,0.7274999999999999,0.00315185826558172,0.9996575342465753,0.00034246575342465884,0.00034246575342465754,0.0003424657534246575,5.232862375719519e-06,5.232862375719518e-06,20,0.8421361013622032
50,1.35,0.72725,0.003274201389169903,0.9996575342465753,0.00034246575342465884,0.00034246575342465754,0.0003424657534246575,5.232862375719519e-06,5.232862375719518e-06,20,0.8419685795140177
50,1.4,0.727,0.0034105100714363007,0.9996575342465753,0.00034246575342465884,0.00034246575342465754,0.0003424657534246575,5.232862375719519e-06,5.232862375719518e-06,20,0.8418010091553877
50,1.45,0.72675,0.0034273474475628833,0.999655172413793,0.00034482758620689723,0.0003448275862068965,0.00034482758620689663,5.232862375719519e-06,5.232862375719518e-06,20,0.8416325531925517
50,1.5,0.72675,0.0034273474475628833,0.999655172413793,0.00034482758620689723,0.0003448275862068965,0.00034482758620689663,5.232862375719519e-06,5.232862375719518e-06,20,0.8416325531925517
100,0.1,0.979875,0.0016669681744823,0.9536125706623896,0.003146891913208496,0.046387429337610524,0.003146891913208496,0.0004935048815030964,3.5120999196758275e-05,20,0.9665654249410949
100,0.15,0.979875,0.0016669681744823,0.9536125706623896,0.003146891913208496,0.046387429337610524,0.003146891913208496,0.0004935048815030964,3.5120999196758275e-05,20,0.9665654249410949
100,0.2,0.979875,0.0016669681744823,0.9536125706623896,0.003146891913208496,0.046387429337610524,0.003146891913208496,0.0004935048815030964,3.5120999196758275e-05,20,0.9665654249410949
100,0.25,0.979875,0.0016669681744823,0.9536125706623896,0.003146891913208496,0.046387429337610524,0.003146891913208496,0.0004935048815030964,3.5120999196758275e-05,20,0.9665654249410949
100,0.3,0.979875,0.0016669681744823,0.9536125706623896,0.003146891913208496,0.046387429337610524,0.003146891913208496,0.0004935048815030964,3.5120999196758275e-05,20,0.9665654249410949
100,0.35,0.979875,0.0016669681744823,0.9536125706623896,0.003146891913208496,0.046387429337610524,0.003146891913208496,0.0004935048815030964,3.5120999196758275e-05,20,0.9665654249410949
100,0.4,0.979875,0.0016669681744823,0.9536125706623896,0.003146891913208496,0.046387429337610524,0.003146891913208496,0.0004935048815030964,3.5120999196758275e-05,20,0.9665654249410949
100,0.45,0.979875,0.0016669681744823,0.9536125706623896,0.003146891913208496,0.046387429337610524,0.003146891913208496,0.0004935048815030964,3.5120999196758275e-05,20,0.9665654249410949
100,0.5,0.979875,0.0016669681744823,0.9536125706623896,0.003146891913208496,0.046387429337610524,0.003146891913208496,0.0004935048815030964,3.5120999196758275e-05,20,0.9665654249410949
100,0.55,0.979875,0.0016669681744823,0.9536125706623896,0.003146891913208496,0.046387429337610524,0.003146891913208496,0.0004935048815030964,3.5120999196758275e-05,20,0.9665654249410949
100,0.6,0.9797499999999999,0.001700425643308482,0.953604251958501,0.00315009994587228,0.04639574804149909,0.0031500999458722793,0.0004935048815030964,3.5120999196758275e-05,20,0.9665003347523046
100,0.65,0.9797499999999999,0.001700425643308482,0.953604251958501,0.00315009994587228,0.04639574804149909,0.0031500999458722793,0.0004935048815030964,3.5120999196758275e-05,20,0.9665003347523046
100,0.7,0.9797499999999999,0.001700425643308482,0.953604251958501,0.00315009994587228,0.04639574804149909,0.0031500999458722793,0.0004935048815030964,3.5120999196758275e-05,20,0.9665003347523046
100,0.75,0.9797499999999999,0.001700425643308482,0.953604251958501,0.00315009994587228,0.04639574804149909,0.0031500999458722793,0.0004935048815030964,3.5120999196758275e-05,20,0.9665003347523046
100,0.8,0.9797499999999999,0.001700425643308482,0.953604251958501,0.00315009994587228,0.04639574804149909,0.0031500999458722793,0.0004935048815030964,3.5120999196758275e-05,20,0.9665003347523046
100,0.85,0.9796250000000001,0.0017422289867021705,0.9535993383157718,0.0031495461461560014,0.04640066168422813,0.0031495461461560005,0.0004935048815030964,3.5120999196758275e-05,20,0.9664369864197325
100,0.9,0.9795,0.0017825912540308769,0.9535909796181146,0.0031527883024931357,0.04640902038188539,0.003152788302493136,0.0004935048815030964,3.5120999196758275e-05,20,0.9663718618359751
100,0.95,0.9795,0.0017825912540308769,0.9535909796181146,0.0031527883024931357,0.04640902038188539,0.003152788302493136,0.0004935048815030964,3.5120999196758275e-05,20,0.9663718618359751
100,1.0,0.9793749999999999,0.001775889325024746,0.9535840620752258,0.0031540826331148196,0.04641593792477415,0.003154082633114819,0.0004935048815030964,3.5120999196758275e-05,20,0.9663074703633621
100,1.05,0.977375,0.0018802557916691202,0.9534994240176969,0.0031571148576907833,0.04650057598230306,0.003157114857690785,0.0004935048815030964,3.5120999196758275e-05,20,0.9652895993206808
100,1.1,0.742,0.0007822033656685173,0.9397274227293039,0.0040191623367706085,0.06027257727069618,0.004019162336770608,0.0004935048815030964,3.5120999196758275e-05,20,0.8292399092042153
100,1.15,0.742,0.0007822033656685173,0.9397274227293039,0.0040191623367706085,0.06027257727069618,0.004019162336770608,0.0004935048815030964,3.5120999196758275e-05,20,0.8292399092042153
100,1.2,0.74175,0.0007716182584945123,0.939707621025857,0.004020372181473865,0.060292378974142934,0.004020372181473864,0.0004935048815030964,3.5120999196758275e-05,20,0.8290760577964169
100,1.25,0.74175,0.0007716182584945123,0.939707621025857,0.004020372181473865,0.060292378974142934,0.004020372181473864,0.0004935048815030964,3.5120999196758275e-05,20,0.8290760577964169
100,1.3,0.74175,0.0007716182584945123,0.939707621025857,0.004020372181473865,0.060292378974142934,0.004020372181473864,0.0004935048815030964,3.5120999196758275e-05,20,0.8290760577964169
100,1.35,0.74175,0.0007716182584945123,0.939707621025857,0.004020372181473865,0.060292378974142934,0.004020372181473864,0.0004935048815030964,3.5120999196758275e-05,20,0.8290760577964169
100,1.4,0.74175,0.0007716182584945123,0.939707621025857,0.004020372181473865,0.060292378974142934,0.004020372181473864,0.0004935048815030964,3.5120999196758275e-05,20,0.8290760577964169
100,1.45,0.74175,0.0007716182584945123,0.939707621025857,0.004020372181473865,0.060292378974142934,0.004020372181473864,0.0004935048815030964,3.5120999196758275e-05,20,0.8290760577964169
100,1.5,0.74175,0.0007716182584945123,0.939707621025857,0.004020372181473865,0.060292378974142934,0.004020372181473864,0.0004935048815030964,3.5120999196758275e-05,20,0.8290760577964169
200,0.1,0.9789999999999999,0.0028247418761130545,0.8442366471279039,0.003902200964659321,0.1557633528720961,0.003902200964659321,0.0009287217671029269,2.7516625029182747e-05,10,0.9066378507037948
200,0.15,0.9789999999999999,0.0028247418761130545,0.8442366471279039,0.003902200964659321,0.1557633528720961,0.003902200964659321,0.0009287217671029269,2.7516625029182747e-05,10,0.9066378507037948
200,0.2,0.9789999999999999,0.0028247418761130545,0.8442366471279039,0.003902200964659321,0.1557633528720961,0.003902200964659321,0.0009287217671029269,2.7516625029182747e-05,10,0.9066378507037948
200,0.25,0.9789999999999999,0.0028247418761130545,0.8442366471279039,0.003902200964659321,0.1557633528720961,0.003902200964659321,0.0009287217671029269,2.7516625029182747e-05,10,0.9066378507037948
200,0.3,0.9789999999999999,0.0028247418761130545,0.8442366471279039,0.003902200964659321,0.1557633528720961,0.003902200964659321,0.0009287217671029269,2.7516625029182747e-05,10,0.9066378507037948
200,0.35,0.9789999999999999,0.0028247418761130545,0.8442366471279039,0.003902200964659321,0.1557633528720961,0.003902200964659321,0.0009287217671029269,2.7516625029182747e-05,10,0.9066378507037948
200,0.4,0.9789999999999999,0.0028247418761130545,0.8442366471279039,0.003902200964659321,0.1557633528720961,0.003902200964659321,0.0009287217671029269,2.7516625029182747e-05,10,0.9066378507037948
200,0.45,0.9789999999999999,0.0028247418761130545,0.8442366471279039,0.003902200964659321,0.1557633528720961,0.003902200964659321,0.0009287217671029269,2.7516625029182747e-05,10,0.9066378507037948
200,0.5,0.9789999999999999,0.0028247418761130545,0.8442366471279039,0.003902200964659321,0.1557633528720961,0.003902200964659321,0.0009287217671029269,2.7516625029182747e-05,10,0.9066378507037948
200,0.55,0.9789999999999999,0.0028247418761130545,0.8442366471279039,0.003902200964659321,0.1557633528720961,0.003902200964659321,0.0009287217671029269,2.7516625029182747e-05,10,0.9066378507037948
200,0.6,0.9789999999999999,0.0028247418761130545,0.8442366471279039,0.003902200964659321,0.1557633528720961,0.003902200964659321,0.0009287217671029269,2.7516625029182747e-05,10,0.9066378507037948
200,0.65,0.978875,0.0029074258374032548,0.8442207564951836,0.003896245150849347,0.1557792435048164,0.003896245150849348,0.0009287217671029269,2.7516625029182747e-05,10,0.9065750825978691
200,0.7,0.978875,0.0029074258374032548,0.8442207564951836,0.003896245150849347,0.1557792435048164,0.003896245150849348,0.0009287217671029269,2.7516625029182747e-05,10,0.9065750825978691
200,0.75,0.978875,0.0029074258374032548,0.8442207564951836,0.003896245150849347,0.1557792435048164,0.003896245150849348,0.0009287217671029269,2.7516625029182747e-05,10,0.9065750825978691
200,0.8,0.978875,0.0029074258374032548,0.8442207564951836,0.003896245150849347,0.1557792435048164,0.003896245150849348,0.0009287217671029269,2.7516625029182747e-05,10,0.9065750825978691
200,0.85,0.978875,0.0029074258374032548,0.8442207564951836,0.003896245150849347,0.1557792435048164,0.003896245150849348,0.0009287217671029269,2.7516625029182747e-05,10,0.9065750825978691
200,0.9,0.978875,0.0029074258374032548,0.8442207564951836,0.003896245150849347,0.1557792435048164,0.003896245150849348,0.0009287217671029269,2.7516625029182747e-05,10,0.9065750825978691
200,0.95,0.978875,0.0029074258374032548,0.8442207564951836,0.003896245150849347,0.1557792435048164,0.003896245150849348,0.0009287217671029269,2.7516625029182747e-05,10,0.9065750825978691
200,1.0,0.978875,0.0029074258374032548,0.8442207564951836,0.003896245150849347,0.1557792435048164,0.003896245150849348,0.0009287217671029269,2.7516625029182747e-05,10,0.9065750825978691
200,1.05,0.978875,0.0029074258374032548,0.8442207564951836,0.003896245150849347,0.1557792435048164,0.003896245150849348,0.0009287217671029269,2.7516625029182747e-05,10,0.9065750825978691
