n_trk,tau,eff,eff_s,pur,pur_s,fr,fr_s,qmax,n_reps,f1
2,0.05,0.975,0.017370208344491277,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.9873417721518987
2,0.075,0.975,0.017370208344491277,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.9873417721518987
2,0.1,0.975,0.017370208344491277,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.9873417721518987
2,0.125,0.975,0.017370208344491277,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.9873417721518987
2,0.15,0.975,0.017370208344491277,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.9873417721518987
2,0.175,0.975,0.017370208344491277,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.9873417721518987
2,0.2,0.975,0.017370208344491277,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.9873417721518987
2,0.225,0.975,0.017370208344491277,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.9873417721518987
2,0.25,0.975,0.017370208344491277,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.9873417721518987
2,0.275,0.975,0.017370208344491277,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.9873417721518987
2,0.3,0.975,0.017370208344491277,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.9873417721518987
2,0.325,0.7375,0.012499999999999999,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.8489208633093526
2,0.35,0.7375,0.012499999999999999,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.8489208633093526
2,0.375,0.7375,0.012499999999999999,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.8489208633093526
2,0.4,0.7375,0.012499999999999999,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.8489208633093526
2,0.425,0.7375,0.012499999999999999,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.8489208633093526
2,0.45,0.7375,0.012499999999999999,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.8489208633093526
2,0.475,0.7375,0.012499999999999999,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.8489208633093526
2,0.5,0.7291666666666666,0.013512623585691361,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.8433734939759037
2,0.525,0.7291666666666666,0.013512623585691361,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.8433734939759037
2,0.55,0.7291666666666666,0.013512623585691361,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.8433734939759037
2,0.575,0.7291666666666666,0.013512623585691361,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.8433734939759037
2,0.6,0.7291666666666666,0.013512623585691361,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.8433734939759037
2,0.625,0.7291666666666666,0.013512623585691361,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.8433734939759037
2,0.65,0.48333333333333334,0.009908586005498085,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.6516853932584269
2,0.675,0.48333333333333334,0.009908586005498085,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.6516853932584269
2,0.7,0.48333333333333334,0.009908586005498085,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.6516853932584269
2,0.725,0.48333333333333334,0.009908586005498085,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.6516853932584269
2,0.75,0.48333333333333334,0.009908586005498085,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.6516853932584269
2,0.775,0.48333333333333334,0.009908586005498085,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.6516853932584269
2,0.8,0.48333333333333334,0.009908586005498085,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.6516853932584269
2,0.825,0.24583333333333332,0.004166666666666665,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.3946488294314381
2,0.85,0.24583333333333332,0.004166666666666665,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.3946488294314381
2,0.875,0.24583333333333332,0.004166666666666665,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.3946488294314381
2,0.9,0.24583333333333332,0.004166666666666665,1.0,0.0,0.0,0.0,0.6595813264772102,30,0.3946488294314381
