n_trk,trk_C_cc_efficiency_mean,trk_C_cc_ghost_rate_mean,trk_C_cc_clone_fraction_mean,trk_C_cc_mean_purity_mean,trk_C_cc_hit_efficiency_mean,trk_C_cc_n_rec_tracks_mean,trk_C_lay_efficiency_mean,trk_C_lay_ghost_rate_mean,trk_C_lay_clone_fraction_mean,trk_C_lay_mean_purity_mean,trk_C_lay_hit_efficiency_mean,trk_C_lay_n_rec_tracks_mean,trk_Q_cc_efficiency_mean,trk_Q_cc_ghost_rate_mean,trk_Q_cc_clone_fraction_mean,trk_Q_cc_mean_purity_mean,trk_Q_cc_hit_efficiency_mean,trk_Q_cc_n_rec_tracks_mean,trk_Q_lay_efficiency_mean,trk_Q_lay_ghost_rate_mean,trk_Q_lay_clone_fraction_mean,trk_Q_lay_mean_purity_mean,trk_Q_lay_hit_efficiency_mean,trk_Q_lay_n_rec_tracks_mean,trk_C_cc_efficiency_sem,trk_C_cc_ghost_rate_sem,trk_C_cc_clone_fraction_sem,trk_C_cc_mean_purity_sem,trk_C_cc_hit_efficiency_sem,trk_C_cc_n_rec_tracks_sem,trk_C_lay_efficiency_sem,trk_C_lay_ghost_rate_sem,trk_C_lay_clone_fraction_sem,trk_C_lay_mean_purity_sem,trk_C_lay_hit_efficiency_sem,trk_C_lay_n_rec_tracks_sem,trk_Q_cc_efficiency_sem,trk_Q_cc_ghost_rate_sem,trk_Q_cc_clone_fraction_sem,trk_Q_cc_mean_purity_sem,trk_Q_cc_hit_efficiency_sem,trk_Q_cc_n_rec_tracks_sem,trk_Q_lay_efficiency_sem,trk_Q_lay_ghost_rate_sem,trk_Q_lay_clone_fraction_sem,trk_Q_lay_mean_purity_sem,trk_Q_lay_hit_efficiency_sem,trk_Q_lay_n_rec_tracks_sem,n_reps,tau_rel
2,0.0,1.0,0.0,0.0,0.0,1.0,0.9833333333333333,0.0,0.0,1.0,1.0,1.9666666666666666,0.9833333333333333,0.0,0.0,1.0,1.0,1.9666666666666666,0.9833333333333333,0.0,0.0,1.0,1.0,1.9666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.01666666666666666,0.0,0.0,0.0,0.0,0.03333333333333332,0.01666666666666666,0.0,0.0,0.0,0.0,0.03333333333333332,0.01666666666666666,0.0,0.0,0.0,0.0,0.03333333333333332,30,0.05
5,0.0,1.0,0.0,0.0,0.0,1.0,0.98,0.0,0.0,1.0,0.9912500000000001,4.9,0.98,0.0,0.0,1.0,0.9885833333333333,4.9,0.98,0.0,0.0,1.0,0.9885833333333333,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.01114172029062311,0.0,0.0,0.0,0.0036529589643742658,0.055708601453115555,0.01114172029062311,0.0,0.0,0.0,0.0038945942002568575,0.055708601453115555,0.01114172029062311,0.0,0.0,0.0,0.0038945942002568575,0.055708601453115555,30,0.05
10,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.0,0.0,1.0,1.0,9.9,0.99,0.0,0.0,1.0,0.9382777777777778,9.933333333333334,0.99,0.0,0.0,1.0,0.9382777777777778,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.005570860145311554,0.0,0.0,0.0,0.0,0.055708601453115555,0.005570860145311554,0.0,0.0,0.0,0.004212695948199862,0.06666666666666665,0.005570860145311554,0.0,0.0,0.0,0.004212695948199867,0.055708601453115555,30,0.05
20,0.0,1.0,0.0,0.0,0.0,1.0,0.9833333333333333,0.0,0.0,0.9996666666666666,0.9927992776057792,19.666666666666668,0.9716666666666666,0.0037037037037037034,0.0,1.0,0.9277145396170164,19.533333333333335,0.9816666666666667,0.0,0.0,1.0,0.9281851278523106,19.633333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.006920456654478332,0.0,0.0,0.0003333333333333337,0.0016762407563173237,0.13840913308956665,0.009186238249690492,0.002573364199183893,0.0,0.0,0.003891663259682207,0.1570806464906346,0.00698246298035519,0.0,0.0,0.0,0.00399779574740989,0.13964925960710375,30,0.05
50,0.0,1.0,0.0,0.0,0.0,1.0,0.993,0.01748026409402658,0.0,1.0,0.995219387755102,50.55,0.93,0.02163661883613648,0.0,0.9998062015503877,0.905570577743242,47.95,0.9890000000000001,0.0,0.0,1.0,0.9046933673469388,49.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0026257830912139856,0.00391821642584268,0.0,0.0,0.001000374636634454,0.2562379650575654,0.011470786693528088,0.004489307396679019,0.0,0.0001937984496123979,0.003617178955405267,0.3802699871905416,0.0033950428258674005,0.0,0.0,0.0,0.0036144346230890965,0.16975214129336985,20,0.05
100,0.0,1.0,0.0,0.0,0.0,1.0,0.9904999999999999,0.08170323612960986,0.0,1.0,0.9944478176462713,107.95,0.79,0.07228558959425928,0.0,0.9996259291370441,0.9028849703175321,86.05,0.984,0.0,0.0,1.0,0.9010560444714232,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0019834844406538196,0.006060232917597279,0.0,0.0,0.0005354289729032722,0.7271972149793232,0.010930401832070323,0.004752214925221993,0.0,0.00020477412933017888,0.0027172112317453423,0.8659494333115713,0.002937954891990079,0.0,0.0,0.0,0.0025772850939937172,0.2937954891990076,20,0.05
200,0.0,1.0,0.0,0.0,0.0,1.0,0.9884999999999999,0.2842271598004983,0.0,1.0,0.9951858739419471,276.4,0.359,0.10714648831879794,0.0,0.9988097616669046,0.8970197694608146,81.5,0.985,0.0,0.0,1.0,0.9000023075155383,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022422706745122865,0.006048989595190684,0.0,0.0,0.0008011657676741524,2.629744389775469,0.019857828011475308,0.01383052713523359,0.0,0.0004955978839884809,0.004632447707998665,4.69810836637707,0.002886751345948131,0.0,0.0,0.0,0.0021416619886293394,0.5773502691896257,10,0.05
500,0.002,0.6875,0.0,0.5,0.5,2.0,0.9875,0.0005060728744939271,0.0,1.0,0.9951889632170139,494.0,0.219,0.17084383746488885,0.0,0.9809552652057887,0.6870374721534755,167.5,0.865,0.0,0.0,1.0,0.6960403054537359,432.5,0.001414213562373095,0.1875,0.0,0.28867513459481287,0.28867513459481287,0.7071067811865476,0.000957427107756339,0.0005060728744939271,0.0,0.0,0.0003311041397832684,0.408248290463863,0.06815912753745214,0.031398315776092874,0.0,0.0017311401000948748,0.017669584950491944,69.63296633061097,0.05544065896674271,0.0,0.0,0.0,0.017789412785413895,27.720329483371344,4,0.4
1000,0.6915,0.11413055202019112,0.0,0.9930597580553715,0.6023387781816155,769.0,0.9424999999999999,0.0,0.0,1.0,0.6152566605200529,942.5,0.0,1.0,0.0,0.0,0.0,3.5,0.957,0.0,0.0,1.0,0.7593796712325775,957.0,0.21750000000000003,0.10110123605927905,0.0,0.006350897295877955,0.001458690172814747,152.0,0.0035000000000000027,0.0,0.0,0.0,0.0058849885285727765,3.4999999999999996,0.0,0.0,0.0,0.0,0.0,0.5,0.0020000000000000018,0.0,0.0,0.0,0.0006726847883648522,2.0,2,0.3
