n_trk,trk_C_cc_efficiency_mean,trk_C_cc_ghost_rate_mean,trk_C_cc_clone_fraction_mean,trk_C_cc_mean_purity_mean,trk_C_cc_hit_efficiency_mean,trk_C_cc_n_rec_tracks_mean,trk_C_lay_efficiency_mean,trk_C_lay_ghost_rate_mean,trk_C_lay_clone_fraction_mean,trk_C_lay_mean_purity_mean,trk_C_lay_hit_efficiency_mean,trk_C_lay_n_rec_tracks_mean,trk_Q_cc_efficiency_mean,trk_Q_cc_ghost_rate_mean,trk_Q_cc_clone_fraction_mean,trk_Q_cc_mean_purity_mean,trk_Q_cc_hit_efficiency_mean,trk_Q_cc_n_rec_tracks_mean,trk_Q_lay_efficiency_mean,trk_Q_lay_ghost_rate_mean,trk_Q_lay_clone_fraction_mean,trk_Q_lay_mean_purity_mean,trk_Q_lay_hit_efficiency_mean,trk_Q_lay_n_rec_tracks_mean,trk_C_cc_efficiency_sem,trk_C_cc_ghost_rate_sem,trk_C_cc_clone_fraction_sem,trk_C_cc_mean_purity_sem,trk_C_cc_hit_efficiency_sem,trk_C_cc_n_rec_tracks_sem,trk_C_lay_efficiency_sem,trk_C_lay_ghost_rate_sem,trk_C_lay_clone_fraction_sem,trk_C_lay_mean_purity_sem,trk_C_lay_hit_efficiency_sem,trk_C_lay_n_rec_tracks_sem,trk_Q_cc_efficiency_sem,trk_Q_cc_ghost_rate_sem,trk_Q_cc_clone_fraction_sem,trk_Q_cc_mean_purity_sem,trk_Q_cc_hit_efficiency_sem,trk_Q_cc_n_rec_tracks_sem,trk_Q_lay_efficiency_sem,trk_Q_lay_ghost_rate_sem,trk_Q_lay_clone_fraction_sem,trk_Q_lay_mean_purity_sem,trk_Q_lay_hit_efficiency_sem,trk_Q_lay_n_rec_tracks_sem,n_reps,tau_rel
2,0.0,1.0,0.0,0.0,0.0,1.0,0.9833333333333333,0.0,0.0,1.0,1.0,1.9666666666666666,0.9833333333333333,0.0,0.0,1.0,1.0,1.9666666666666666,0.9833333333333333,0.0,0.0,1.0,1.0,1.9666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.01666666666666666,0.0,0.0,0.0,0.0,0.03333333333333332,0.01666666666666666,0.0,0.0,0.0,0.0,0.03333333333333332,0.01666666666666666,0.0,0.0,0.0,0.0,0.03333333333333332,30,0.05
5,0.0,1.0,0.0,0.0,0.0,1.0,0.98,0.0,0.0,1.0,0.9912500000000001,4.9,0.98,0.0,0.0,1.0,0.9912500000000001,4.9,0.98,0.0,0.0,1.0,0.9912500000000001,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.01114172029062311,0.0,0.0,0.0,0.0036529589643742658,0.055708601453115555,0.01114172029062311,0.0,0.0,0.0,0.0036529589643742658,0.055708601453115555,0.01114172029062311,0.0,0.0,0.0,0.0036529589643742658,0.055708601453115555,30,0.05
10,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.0030303030303030303,0.0,1.0,1.0,9.933333333333334,0.99,0.0,0.0,1.0,1.0,9.9,0.99,0.0,0.0,1.0,1.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.005570860145311554,0.0030303030303030307,0.0,0.0,0.0,0.06666666666666665,0.005570860145311554,0.0,0.0,0.0,0.0,0.055708601453115555,0.005570860145311554,0.0,0.0,0.0,0.0,0.055708601453115555,30,0.05
20,0.0,1.0,0.0,0.0,0.0,1.0,0.9833333333333333,0.004928989139515455,0.0,1.0,0.9927992776057792,19.766666666666666,0.9683333333333334,0.005555555555555555,0.0,1.0,0.9927257481940145,19.466666666666665,0.9833333333333333,0.0,0.0,1.0,0.9927992776057792,19.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.006920456654478332,0.0027493745321435217,0.0,0.0,0.0016762407563173237,0.14128583022990945,0.01002391775719779,0.0030949223029508636,0.0,0.0,0.0016858417043202833,0.1642351365470506,0.006920456654478332,0.0,0.0,0.0,0.0016762407563173237,0.13840913308956665,30,0.05
50,0.0,1.0,0.0,0.0,0.0,1.0,0.993,0.028766795994320964,0.0,0.9997959183673469,0.995219387755102,51.15,0.8939999999999999,0.036243845115675875,0.0,1.0,0.9948581705085303,46.3,0.993,0.0,0.0,1.0,0.995219387755102,49.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0026257830912139856,0.005397791657848149,0.0,0.00020408163265306367,0.001000374636634454,0.3101357936877261,0.018186171727586402,0.006695068873976817,0.0,0.0,0.0011291930881571388,0.6492911114195397,0.0026257830912139856,0.0,0.0,0.0,0.001000374636634454,0.13128915456069917,20,0.05
100,0.0,1.0,0.0,0.0,0.0,1.0,0.9904999999999999,0.08165303269897868,0.0,1.0,0.9944478176462713,107.9,0.732,0.08390351276658745,0.0,1.0,0.9939842882744616,79.85,0.9904999999999999,0.0,0.0,1.0,0.9944478176462713,99.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0019834844406538196,0.0044921123412616495,0.0,0.0,0.0005354289729032722,0.5073149130989857,0.011823259858609658,0.004600171166881077,0.0,0.0,0.0007530334663821812,1.0241170780109488,0.0019834844406538196,0.0,0.0,0.0,0.0005354289729032722,0.19834844406538177,20,0.05
200,0.0,1.0,0.0,0.0,0.0,1.0,0.9884999999999999,0.26368753453053595,0.0,1.0,0.9951858739419471,268.8,0.339,0.05566092508553301,0.0,1.0,0.9926538273470245,71.9,0.9884999999999999,0.0,0.0,1.0,0.9951858739419471,197.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0022422706745122865,0.008439074152149725,0.0,0.0,0.0008011657676741524,2.9769484749021475,0.014544949486180953,0.00630589668023153,0.0,0.0,0.0017276279146383798,3.2810906045940813,0.0022422706745122865,0.0,0.0,0.0,0.0008011657676741524,0.44845413490245695,10,0.05
500,0.001,0.8333333333333333,0.0,0.25,0.25,2.0,0.7435,0.0,0.0,1.0,0.9565834865435858,371.75,0.8594999999999999,0.03203589420714054,0.0,0.9995719178082192,0.7494146151909401,446.0,0.963,0.0,0.0,1.0,0.7478941690681237,481.5,0.001,0.16666666666666666,0.0,0.25,0.25,0.5773502691896257,0.24450136332271577,0.0,0.0,0.0,0.03886173157420626,122.25068166135789,0.006551081335677855,0.003118383591876679,0.0,0.00042808219178080975,0.049804878817518376,6.123724356957945,0.007187952884282615,0.0,0.0,0.0,0.048874484605895024,3.593976442141304,4,0.4
1000,0.15866666666666665,0.6233766233766234,0.0,0.6635811810599946,0.40169491525423723,213.33333333333334,0.6516666666666667,0.0,0.0,1.0,0.7792042101331006,651.6666666666666,0.4226666666666667,0.021748140972414887,0.0,0.999812734082397,0.7989178199315203,432.0,0.9646666666666667,0.0,0.0,1.0,0.7930559659362605,964.6666666666666,0.1566709219280265,0.22128792933562008,0.0,0.3318013504045999,0.20085282121136983,205.37310220939625,0.31756486651461374,0.0,0.0,0.0,0.1101138676615214,317.56486651461375,0.011170397386744036,0.0031974779599022833,0.0,0.00018726591760298564,0.00041541019181996113,10.016652800877813,0.0036666666666666705,0.0,0.0,0.0,0.0001899950492183157,3.6666666666666665,3,0.3
