angle,n_tracks,scale,theta_d,measurement_error,collision_noise,convolution,epsilon,n_repeats,m_reconstruction_efficiency_mean,m_reconstruction_efficiency_se,m_ghost_rate_mean,m_ghost_rate_se,m_clone_fraction_total_mean,m_clone_fraction_total_se,m_clone_fraction_among_matched_mean,m_clone_fraction_among_matched_se,m_purity_all_matched_mean,m_purity_all_matched_se,m_purity_primary_only_mean,m_purity_primary_only_se,m_hit_efficiency_mean_mean,m_hit_efficiency_mean_se,m_hit_efficiency_weighted_mean,m_hit_efficiency_weighted_se,hit_purity_mean_primary_mean,hit_purity_mean_primary_se,hit_efficiency_mean_primary_mean,hit_efficiency_mean_primary_se,hit_efficiency_weighted_primary_mean,hit_efficiency_weighted_primary_se
0.04,50,10,0.0001,0.05,0.0004,True,0.05278636043132796,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.001,0.0,5e-05,True,0.0007074249076757193,3,0.9133333333333334,0.04371625682868001,0.036231884057971016,0.01917211094974341,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.04,50,10,0.001,0.0,0.0001,True,0.0014143726524505486,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.001,0.0,0.0004,True,0.005656894024108989,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.001,0.01,5e-05,True,0.010521055692710848,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.001,0.01,0.0001,True,0.010592101438766688,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.001,0.01,0.0004,True,0.011924454406350142,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.001,0.05,5e-05,True,0.05248713983049625,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.001,0.05,0.0001,True,0.052501427100470954,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.001,0.05,0.0004,True,0.05278636043132796,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.01,0.0,5e-05,True,0.0007074249076757193,3,0.5,0.2013289182738867,0.14559620596205963,0.03624129333106096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.04,50,10,0.01,0.0,0.0001,True,0.0014143726524505486,3,0.7599999999999999,0.06429100507328636,0.0907748049052397,0.03282225516511478,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.04,50,10,0.01,0.0,0.0004,True,0.005656894024108989,3,0.05333333333333334,0.05333333333333334,0.7948717948717948,0.20512820512820515,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.33333333333333337,0.0,0.0,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.33333333333333337,0.0,0.0
0.04,50,10,0.01,0.01,5e-05,True,0.010521055692710848,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.01,0.01,0.0001,True,0.010592101438766688,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.01,0.01,0.0004,True,0.011924454406350142,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.01,0.05,5e-05,True,0.05248713983049625,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.01,0.05,0.0001,True,0.052501427100470954,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.01,0.05,0.0004,True,0.05278636043132796,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.1,0.0,5e-05,True,0.0007074249076757193,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.1,0.0,0.0001,True,0.0014143726524505486,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.1,0.0,0.0004,True,0.005656894024108989,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.1,0.01,5e-05,True,0.010521055692710848,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.1,0.01,0.0001,True,0.010592101438766688,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.1,0.01,0.0004,True,0.011924454406350142,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.1,0.05,5e-05,True,0.05248713983049625,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.1,0.05,0.0001,True,0.052501427100470954,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,10,0.1,0.05,0.0004,True,0.05278636043132796,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.0001,0.0,5e-05,True,0.0014143726524505486,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.0001,0.0,0.0001,True,0.00282850667314044,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.0001,0.0,0.0004,True,0.011313728386345501,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.0001,0.01,5e-05,True,0.02104188696070639,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.0001,0.01,0.0001,True,0.02118397995814633,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.0001,0.01,0.0004,True,0.02384871080094573,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.0001,0.05,5e-05,True,0.1049501935691241,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.0001,0.05,0.0001,True,0.10497877466515133,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.0001,0.05,0.0004,True,0.10554877133437707,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.001,0.0,5e-05,True,0.0014143726524505486,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.001,0.0,0.0001,True,0.00282850667314044,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.001,0.0,0.0004,True,0.011313728386345501,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.001,0.01,5e-05,True,0.02104188696070639,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.001,0.01,0.0001,True,0.02118397995814633,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.001,0.01,0.0004,True,0.02384871080094573,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.001,0.05,5e-05,True,0.1049501935691241,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.001,0.05,0.0001,True,0.10497877466515133,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.001,0.05,0.0004,True,0.10554877133437707,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.01,0.0,5e-05,True,0.0014143726524505486,3,0.48666666666666664,0.22519127672072714,0.16720211322909972,0.06997605337656002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.04,50,20,0.01,0.0,0.0001,True,0.00282850667314044,3,0.19333333333333333,0.14621141466307538,0.49523809523809526,0.25359098963227333,0.0,0.0,0.0,0.0,0.0,0.0,0.6555555555555556,0.3279189902971935,0.6666666666666666,0.33333333333333337,0.0,0.0,0.6555555555555556,0.3279189902971935,0.6666666666666666,0.33333333333333337,0.0,0.0
0.04,50,20,0.01,0.0,0.0004,True,0.011313728386345501,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.01,0.01,5e-05,True,0.02104188696070639,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.01,0.01,0.0001,True,0.02118397995814633,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.01,0.01,0.0004,True,0.02384871080094573,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.01,0.05,5e-05,True,0.1049501935691241,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.01,0.05,0.0001,True,0.10497877466515133,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.01,0.05,0.0004,True,0.10554877133437707,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.1,0.0,5e-05,True,0.0014143726524505486,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.1,0.0,0.0001,True,0.00282850667314044,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.1,0.0,0.0004,True,0.011313728386345501,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.1,0.01,5e-05,True,0.02104188696070639,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.1,0.01,0.0001,True,0.02118397995814633,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.1,0.01,0.0004,True,0.02384871080094573,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.1,0.05,5e-05,True,0.1049501935691241,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.1,0.05,0.0001,True,0.10497877466515133,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,50,20,0.1,0.05,0.0004,True,0.10554877133437707,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,1,0.0001,0.0,5e-05,True,7.3824115301167e-05,3,0.9933333333333333,0.003333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9765252525252525,0.002336574191958924,0.0,0.0,1.0,0.0,0.9765252525252525,0.002336574191958924,0.0,0.0
0.04,100,1,0.0001,0.0,0.0001,True,0.00014300349646075093,3,0.9033333333333333,0.020275875100994052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9989417989417989,0.0010582010582010175,0.9378190810032333,0.005889546142626218,0.0,0.0,0.9989417989417989,0.0010582010582010175,0.9378190810032333,0.005889546142626218,0.0,0.0
0.04,100,1,0.0001,0.0,0.0004,True,0.0005660830327787611,3,0.3266666666666667,0.09614803401237305,0.21264802217183168,0.13477487769374139,0.0,0.0,0.0,0.0,0.0,0.0,0.9891994478951002,0.002395411234204067,0.7842323199302607,0.025785223892318666,0.0,0.0,0.9891994478951002,0.002395411234204067,0.7842323199302607,0.025785223892318666,0.0,0.0
0.04,100,1,0.0001,0.01,5e-05,True,0.0010523204394088015,3,0.2233333333333333,0.058118652580542315,0.3701608175956368,0.10299386108964594,0.0,0.0,0.0,0.0,0.0,0.0,0.9749456892314036,0.0015790418197046863,0.7663003663003662,0.016517398361988588,0.0,0.0,0.9749456892314036,0.0015790418197046863,0.7663003663003662,0.016517398361988588,0.0,0.0
0.04,100,1,0.0001,0.01,0.0001,True,0.0010594235730799712,3,0.26333333333333336,0.023333333333333334,0.281867869098859,0.04826869887609371,0.0,0.0,0.0,0.0,0.0,0.0,0.9878146544813212,0.007540789492579637,0.7216161616161617,0.0060234551579295605,0.0,0.0,0.9878146544813212,0.007540789492579637,0.7216161616161617,0.0060234551579295605,0.0,0.0
0.04,100,1,0.0001,0.01,0.0004,True,0.0011926350268198285,3,0.24333333333333332,0.018559214542766746,0.3126742538507245,0.02102457786548183,0.0,0.0,0.0,0.0,0.0,0.0,0.9760694791750693,0.007860886697990413,0.7137022397891964,0.015925687679761515,0.0,0.0,0.9760694791750693,0.007860886697990413,0.7137022397891964,0.015925687679761515,0.0,0.0
0.04,100,1,0.0001,0.05,5e-05,True,0.005249153951365971,3,0.016666666666666666,0.01666666666666667,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.33333333333333337,0.21333333333333335,0.21333333333333335,0.0,0.0,0.3333333333333333,0.33333333333333337,0.21333333333333335,0.21333333333333335,0.0,0.0
0.04,100,1,0.0001,0.05,0.0001,True,0.00525058255864442,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,1,0.0001,0.05,0.0004,True,0.005279073517686696,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,1,0.001,0.0,5e-05,True,7.3824115301167e-05,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.04,100,1,0.001,0.0,0.0001,True,0.00014300349646075093,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.04,100,1,0.001,0.0,0.0004,True,0.0005660830327787611,3,0.8966666666666666,0.014529663145135593,0.035888634630053394,0.009656807810276188,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.976067521794658,0.004355035885366295,0.0,0.0,1.0,0.0,0.976067521794658,0.004355035885366295,0.0,0.0
0.04,100,1,0.001,0.01,5e-05,True,0.0010523204394088015,3,0.48666666666666664,0.10913803695829934,0.12454212454212454,0.011774909354081752,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.94468720821662,0.00707350549748473,0.0,0.0,1.0,0.0,0.94468720821662,0.00707350549748473,0.0,0.0
0.04,100,1,0.001,0.01,0.0001,True,0.0010594235730799712,3,0.6266666666666666,0.04333333333333331,0.10621693121693121,0.019783425381441743,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9320153920153916,0.007826414387614692,0.0,0.0,1.0,0.0,0.9320153920153916,0.007826414387614692,0.0,0.0
0.04,100,1,0.001,0.01,0.0004,True,0.0011926350268198285,3,0.5033333333333333,0.13691035185275233,0.14288901596873835,0.05415015114528154,0.0,0.0,0.0,0.0,0.0,0.0,0.998639455782313,0.0013605442176870541,0.9416290726817041,0.007667739476499387,0.0,0.0,0.998639455782313,0.0013605442176870541,0.9416290726817041,0.007667739476499387,0.0,0.0
0.04,100,1,0.001,0.05,5e-05,True,0.005249153951365971,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,1,0.001,0.05,0.0001,True,0.00525058255864442,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,1,0.001,0.05,0.0004,True,0.005279073517686696,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,1,0.01,0.0,5e-05,True,7.3824115301167e-05,3,0.06333333333333334,0.03929942040850532,0.3074074074074074,0.0965097349688547,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.04,100,1,0.01,0.0,0.0001,True,0.00014300349646075093,3,0.049999999999999996,0.026457513110645908,0.5692307692307693,0.21702670737947516,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.0,0.0,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.0,0.0
0.04,100,1,0.01,0.0,0.0004,True,0.0005660830327787611,3,0.09666666666666666,0.09666666666666666,0.7387387387387387,0.2612612612612613,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.33333333333333337,0.0,0.0,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.33333333333333337,0.0,0.0
0.04,100,1,0.01,0.01,5e-05,True,0.0010523204394088015,3,0.17,0.16999999999999998,0.6964285714285715,0.3035714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.33333333333333337,0.0,0.0,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.33333333333333337,0.0,0.0
0.04,100,1,0.01,0.01,0.0001,True,0.0010594235730799712,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,1,0.01,0.01,0.0004,True,0.0011926350268198285,3,0.08333333333333333,0.07838650677536566,0.5370370370370371,0.2572674812861075,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.0,0.0,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.0,0.0
0.04,100,1,0.01,0.05,5e-05,True,0.005249153951365971,3,0.0033333333333333335,0.0033333333333333335,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.33333333333333337,0.0,0.0,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.33333333333333337,0.0,0.0
0.04,100,1,0.01,0.05,0.0001,True,0.00525058255864442,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,1,0.01,0.05,0.0004,True,0.005279073517686696,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,1,0.1,0.0,5e-05,True,7.3824115301167e-05,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,1,0.1,0.0,0.0001,True,0.00014300349646075093,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,1,0.1,0.0,0.0004,True,0.0005660830327787611,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,1,0.1,0.01,5e-05,True,0.0010523204394088015,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,1,0.1,0.01,0.0001,True,0.0010594235730799712,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,1,0.1,0.01,0.0004,True,0.0011926350268198285,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,1,0.1,0.05,5e-05,True,0.005249153951365971,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,1,0.1,0.05,0.0001,True,0.00525058255864442,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,1,0.1,0.05,0.0004,True,0.005279073517686696,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,2,0.0001,0.0,5e-05,True,0.00014300349646075093,3,0.3766666666666667,0.03666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9978835978835979,0.0021164021164021087,1.0,0.0,0.0,0.0,0.9978835978835979,0.0021164021164021087,1.0,0.0,0.0,0.0
