n_trk,rep,n_true_clean,n_true_C,n_active_C,n_false_C,n_true_Q,n_active_Q,n_false_Q,n_true_total,n_false_total,success_prob,t_quantum,se_C,se_Q,fr_C,fr_Q
5,18,20,12,12,0,11,11,0,16,65,0.02915807067994773,0.48457765579223633,60.0,55.0,0.0,0.0
5,19,20,20,20,0,15,15,0,20,80,0.044783070679944484,0.5870547294616699,100.0,75.0,0.0,0.0
5,20,20,20,20,0,15,15,0,20,80,0.044783070679944484,0.5814907550811768,100.0,75.0,0.0,0.0
5,21,20,16,16,0,12,12,0,18,72,0.035826456543956636,0.5587148666381836,80.0,60.0,0.0,0.0
5,22,20,20,20,0,15,15,0,20,80,0.044783070679944484,0.9371001720428467,100.0,75.0,0.0,0.0
5,23,20,20,20,0,15,15,0,20,80,0.044783070679944484,1.1875865459442139,100.0,75.0,0.0,0.0
5,24,20,20,20,0,15,15,0,20,80,0.044783070679944484,1.4112913608551025,100.0,75.0,0.0,0.0
5,25,20,20,20,0,15,15,0,20,80,0.044783070679944484,0.6431665420532227,100.0,75.0,0.0,0.0
5,26,20,20,20,0,15,15,0,20,80,0.044783070679944484,0.7300982475280762,100.0,75.0,0.0,0.0
5,27,20,20,20,0,15,15,0,20,80,0.044783070679944484,0.6233224868774414,100.0,75.0,0.0,0.0
5,28,20,12,12,0,11,11,0,16,64,0.029158070679947794,0.5699183940887451,60.0,55.0,0.0,0.0
5,29,20,20,20,0,15,15,0,20,80,0.044783070679944484,1.541747808456421,100.0,75.0,0.0,0.0
10,0,40,40,40,0,40,40,0,40,360,0.022391535339963686,2.5237884521484375,100.0,100.0,0.0,0.0
10,1,40,40,40,0,40,40,0,40,360,0.022391535339963686,1.038560390472412,100.0,100.0,0.0,0.0
10,2,40,40,40,0,40,40,0,40,360,0.022391535339963686,1.1280856132507324,100.0,100.0,0.0,0.0
10,3,40,39,39,0,39,39,0,39,351,0.02170100137396186,0.9381749629974365,97.5,97.5,0.0,0.0
10,4,40,40,40,0,40,40,0,40,360,0.022391535339963686,1.1486282348632812,100.0,100.0,0.0,0.0
10,5,40,40,40,0,40,40,0,40,360,0.022391535339963686,2.078721046447754,100.0,100.0,0.0,0.0
