solver,phi_max,sigma_scatt,n_trk,n_rep,n_valid,excluded_frac,density,eff,eff_sem,far,far_sem,pur,pur_sem,cos_QC
quantum,0.01,0.0003,1000,3,0,1.0,10000000.0,,,,,,,
quantum,0.02,0.0001,10,3,3,0.0,25000.0,75.0,0.0,0.0,0.0,100.0,0.0,0.9666723510176481
quantum,0.02,0.0001,20,3,3,0.0,50000.0,75.0,0.0,0.0,0.0,100.0,0.0,0.9666723494758381
quantum,0.02,0.0001,50,3,3,0.0,125000.0,74.83333333333333,0.16666666666666669,0.22222222222222002,0.22222222222222004,99.77777777777777,0.22222222222222857,0.9664256398861836
quantum,0.02,0.0001,100,3,3,0.0,250000.0,74.5,0.14433756729740646,0.99339933993399,0.5026949053914919,99.00660066006601,0.5026949053914909,0.9665904008090936
quantum,0.02,0.0001,200,3,3,0.0,500000.0,74.29166666666667,0.20833333333333334,5.21490601742685,1.5416861284304715,94.78509398257314,1.541686128430475,0.9637423911988764
quantum,0.02,0.0001,400,3,3,0.0,1000000.0,73.8125,0.125,16.118650475103035,1.6491938457447515,83.88134952489696,1.6491938457447521,0.9650483512328017
quantum,0.02,0.0001,700,3,3,0.0,1750000.0,72.98809523809524,0.2799518099120223,51.82338034977713,0.0755562565788828,48.17661965022287,0.0755562565788828,0.9619050626713443
quantum,0.02,0.0001,1000,3,3,0.0,2500000.0,72.225,0.18027756377319712,75.86426017154055,0.4474021230062131,24.13573982845945,0.44740212300621013,0.9656080627449724
quantum,0.02,0.0003,10,3,3,0.0,25000.0,73.33333333333333,1.6666666666666667,2.22222222222222,2.2222222222222197,97.77777777777777,2.2222222222222237,0.9657686871567943
quantum,0.02,0.0003,20,3,3,0.0,50000.0,74.58333333333333,0.4166666666666667,0.5555555555555534,0.5555555555555534,99.44444444444444,0.5555555555555619,0.9663735295767296
quantum,0.02,0.0003,50,3,3,0.0,125000.0,73.66666666666667,0.16666666666666669,3.05901116427432,0.7652577857124604,96.94098883572569,0.7652577857124622,0.9660454447116315
quantum,0.02,0.0003,100,3,3,0.0,250000.0,73.25,0.2886751345948129,25.356819012758027,3.49690276467268,74.64318098724196,3.496902764672679,0.9546397925483401
