study,arm,phi_max,n_trk,solver,n_solves,n_valid,excluded_frac,eff,eff_sem,far,far_sem,eff_all,far_all
Noisy_Ladder,fixed,0.2,20,classical,20,20,0.0,0.9532081308376277,0.008102222534514498,0.0,0.0,0.9532081308376277,0.0
Noisy_Ladder,fixed,0.2,20,qsvt,3,3,0.0,1.0,0.0,0.32510548523206745,0.31253271651276326,1.0,0.32510548523206745
Noisy_Ladder,fixed,0.2,20,quantum,3,3,0.0,1.0,0.0,0.32510548523206745,0.31253271651276326,1.0,0.32510548523206745
Noisy_Ladder,fixed,0.2,50,classical,20,20,0.0,0.9580553324987104,0.007312894108628393,0.00028735632183907997,0.00028735632183908,0.9580553324987104,0.00028735632183907997
Noisy_Ladder,fixed,0.2,50,qsvt,3,3,0.0,0.9966329966329965,0.0016835016835017316,0.32666666666666666,0.32666666666666666,0.9966329966329965,0.32666666666666666
Noisy_Ladder,fixed,0.2,50,quantum,3,3,0.0,0.9966329966329965,0.0016835016835017316,0.32666666666666666,0.32666666666666666,0.9966329966329965,0.32666666666666666
Noisy_Ladder,fixed,0.2,100,classical,20,20,0.0,0.9497130808125342,0.005028114771848543,0.00576906174151649,0.0014341675657172583,0.9497130808125342,0.00576906174151649
Noisy_Ladder,fixed,0.2,100,qsvt,3,3,0.0,0.9974874371859297,0.0025125628140703444,0.6760649441716566,0.3139360865442237,0.9974874371859297,0.6760649441716566
Noisy_Ladder,fixed,0.2,100,quantum,3,3,0.0,0.9974874371859297,0.0025125628140703444,0.6760649441716566,0.3139360865442237,0.9974874371859297,0.6760649441716566
Noisy_Ladder,fixed,0.2,200,classical,20,20,0.0,0.9589173310184954,0.0018142723749350598,0.007296178243868715,0.0014498508373245594,0.9589173310184954,0.007296178243868715
Noisy_Ladder,fixed,0.2,200,qsvt,3,3,0.0,0.9978982765868012,0.0021017234131988083,0.7086554412687188,0.2863452644940695,0.9978982765868012,0.7086554412687188
Noisy_Ladder,fixed,0.2,200,quantum,3,3,0.0,0.9978982765868012,0.0021017234131988083,0.7086554412687188,0.2863452644940695,0.9978982765868012,0.7086554412687188
Noisy_Ladder,fixed,0.2,400,classical,20,20,0.0,0.9510165348438635,0.0014591999406915477,0.029982485154133535,0.0024649884890322175,0.9510165348438635,0.029982485154133535
Noisy_Ladder,fixed,0.2,400,qsvt,3,3,0.0,0.9995745579115055,0.00021272156403153743,0.9975007890610552,5.478837797929755e-07,0.9995745579115055,0.9975007890610552
Noisy_Ladder,fixed,0.2,400,quantum,3,3,0.0,1.0,0.0,0.9974997318786661,5.436676444641479e-07,1.0,0.9974997318786661
Noisy_Ladder,fixed,0.2,700,classical,20,20,0.0,0.9525055880174917,0.0012432177292921167,0.09346197622783714,0.004764526396960797,0.9525055880174917,0.09346197622783714
Noisy_Ladder,fixed,0.2,700,qsvt,5,5,0.0,0.999927060539752,7.293946024800047e-05,0.998571567726805,1.7381262633268195e-07,0.999927060539752,0.998571567726805
Noisy_Ladder,fixed,0.2,700,quantum,5,5,0.0,1.0,0.0,0.998571463688015,1.1353536391393544e-07,1.0,0.998571463688015
Noisy_Ladder,fixed,0.2,1000,classical,20,20,0.0,0.9533730510619423,0.0014199177721453957,0.21168856902443656,0.005418186509759772,0.9533730510619423,0.21168856902443656
Noisy_Ladder,fixed,0.2,1000,qsvt,5,5,0.0,0.9999487047961015,5.129520389843822e-05,0.9990000656800625,1.2925587817529025e-07,0.9999487047961015,0.9990000656800625
Noisy_Ladder,fixed,0.2,1000,quantum,5,5,0.0,1.0,0.0,0.9990000146492284,1.0197781740138418e-07,1.0,0.9990000146492284
Noisy_Ladder,formula,0.2,10,classical,20,20,0.0,0.9867709815078236,0.005257084083787366,0.0,0.0,0.9867709815078236,0.0
Noisy_Ladder,formula,0.2,10,qsvt,3,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Noisy_Ladder,formula,0.2,10,quantum,3,3,0.0,1.0,0.0,0.01587301587301587,0.01587301587301587,1.0,0.01587301587301587
Noisy_Ladder,formula,0.2,20,classical,20,20,0.0,0.9869945843630055,0.004024165866766938,0.000625,0.0006250000000000001,0.9869945843630055,0.000625
Noisy_Ladder,formula,0.2,20,qsvt,3,3,0.0,1.0,0.0,0.012605485232067499,0.007308421571609114,1.0,0.012605485232067499
Noisy_Ladder,formula,0.2,20,quantum,3,3,0.0,1.0,0.0,0.012605485232067499,0.007308421571609114,1.0,0.012605485232067499
Noisy_Ladder,formula,0.2,50,classical,20,20,0.0,0.9866148265132226,0.002973799158398231,0.00153821095528223,0.0007488262797025068,0.9866148265132226,0.00153821095528223
Noisy_Ladder,formula,0.2,50,qsvt,3,3,0.0,1.0,0.0,0.0066006600660066,0.0066006600660066,1.0,0.0066006600660066
Noisy_Ladder,formula,0.2,50,quantum,3,3,0.0,1.0,0.0,0.009933993399339933,0.0057164345704349105,1.0,0.009933993399339933
Noisy_Ladder,formula,0.2,100,classical,20,20,0.0,0.9826246435393031,0.0025117674183327016,0.01250188244264091,0.00284444486129086,0.9826246435393031,0.01250188244264091
Noisy_Ladder,formula,0.2,100,qsvt,3,3,0.0,0.9966499162479061,0.0016750418760469454,0.03939393939393936,0.03939393939393937,0.9966499162479061,0.03939393939393936
Noisy_Ladder,formula,0.2,100,quantum,3,3,0.0,0.9966067450655339,0.0016970393559992286,0.1033373639218289,0.008015193287452805,0.9966067450655339,0.1033373639218289
Noisy_Ladder,formula,0.2,200,classical,20,20,0.0,0.9878900236757413,0.0012941953451836197,0.025153310637746496,0.0022495679835011105,0.9878900236757413,0.025153310637746496
Noisy_Ladder,formula,0.2,200,qsvt,3,3,0.0,0.9966286750039491,0.0022226518012070343,0.44349191237838387,0.28725018363182137,0.9966286750039491,0.44349191237838387
Noisy_Ladder,formula,0.2,200,quantum,3,3,0.0,0.9953505058861642,0.002356622056168852,0.5344529902949097,0.23027953503418014,0.9953505058861642,0.5344529902949097
Noisy_Ladder,formula,0.2,400,classical,20,20,0.0,0.9859917304754671,0.001042559615583383,0.11231425301961553,0.005019975537749097,0.9859917304754671,0.11231425301961553
Noisy_Ladder,formula,0.2,400,qsvt,3,3,0.0,0.9944684414652415,0.0005666557414636508,0.6581596155601508,0.005978191695425899,0.9944684414652415,0.6581596155601508
Noisy_Ladder,formula,0.2,400,quantum,3,3,0.0,0.9963829291308497,0.0007694646850994539,0.6578246738406247,0.005918854205397239,0.9963829291308497,0.6578246738406247
Noisy_Ladder,formula,0.2,700,classical,20,20,0.0,0.9856789873646529,0.0006439980952344832,0.3404040207090898,0.008271142494802246,0.9856789873646529,0.3404040207090898
Noisy_Ladder,formula,0.2,700,qsvt,5,5,0.0,0.9938030984161703,0.0008408623230252524,0.8496028577994978,0.0023785480264900496,0.9938030984161703,0.8496028577994978
Noisy_Ladder,formula,0.2,700,quantum,5,5,0.0,0.9956971113660552,0.0007477850400299767,0.8493628444004895,0.00240022181098016,0.9956971113660552,0.8493628444004895
Noisy_Ladder,formula,0.2,1000,classical,20,20,0.0,0.9863411085487165,0.0006245871222780305,0.5904188079250269,0.004199184840334857,0.9863411085487165,0.5904188079250269
Noisy_Ladder,formula,0.2,1000,qsvt,5,5,0.0,0.9911606084993296,0.0003332798247957948,0.9200989798959981,0.0009243464890849799,0.9911606084993296,0.9200989798959981
Noisy_Ladder,formula,0.2,1000,quantum,5,5,0.0,0.9948889567832484,0.00034072272852229924,0.9198382237379448,0.0009125656546159457,0.9948889567832484,0.9198382237379448
