study,arm,phi_max,n_trk,solver,n_solves,n_valid,excluded_frac,eff,eff_sem,far,far_sem,eff_all,far_all
Noisy_Density,fixed,0.02,700,qsvt,5,0,1.0,,,,,0.9925630420056905,0.9985807049142732
Noisy_Density,fixed,0.02,700,quantum,5,0,1.0,,,,,0.998029197080292,0.9970789046441109
Noisy_Density,fixed,0.02,1000,classical,20,0,1.0,,,,,0.5589346406099324,0.9961371819806099
Noisy_Density,fixed,0.02,1000,qsvt,5,0,1.0,,,,,0.9900519663190355,0.9990080454796348
Noisy_Density,fixed,0.02,1000,quantum,5,0,1.0,,,,,0.9900519663190355,0.9951343630418311
Noisy_Density,fixed,0.05,10,classical,20,20,0.0,0.943050341471394,0.012054405328980231,0.015159922559950915,0.007206447290379524,0.943050341471394,0.015159922559950915
Noisy_Density,fixed,0.05,10,qsvt,3,3,0.0,1.0,0.0,0.9,0.0,1.0,0.9
Noisy_Density,fixed,0.05,10,quantum,3,3,0.0,1.0,0.0,0.9,0.0,1.0,0.9
Noisy_Density,fixed,0.05,20,classical,20,20,0.0,0.9385010283469646,0.011302624672008885,0.0149384294681696,0.005118413789513429,0.9385010283469646,0.0149384294681696
Noisy_Density,fixed,0.05,20,qsvt,3,3,0.0,1.0,0.0,0.3371951219512195,0.30642069071554573,1.0,0.3371951219512195
Noisy_Density,fixed,0.05,20,quantum,3,3,0.0,1.0,0.0,0.3371951219512195,0.30642069071554573,1.0,0.3371951219512195
Noisy_Density,fixed,0.05,50,classical,20,20,0.0,0.943970125231742,0.008003213513721949,0.025585980020239284,0.00506926346182662,0.943970125231742,0.025585980020239284
Noisy_Density,fixed,0.05,50,qsvt,3,3,0.0,1.0,0.0,0.98,0.0,1.0,0.98
Noisy_Density,fixed,0.05,50,quantum,3,3,0.0,1.0,0.0,0.98,0.0,1.0,0.98
Noisy_Density,fixed,0.05,100,classical,20,20,0.0,0.9450943901504536,0.0035539465456725055,0.08245655633557102,0.006525267896298963,0.9450943901504536,0.08245655633557102
Noisy_Density,fixed,0.05,100,qsvt,3,3,0.0,1.0,0.0,0.9900004253615058,2.2537539697581488e-07,1.0,0.9900004253615058
Noisy_Density,fixed,0.05,100,quantum,3,3,0.0,1.0,0.0,0.9900004253615058,2.2537539697581488e-07,1.0,0.9900004253615058
Noisy_Density,fixed,0.05,200,classical,20,20,0.0,0.9498518460845714,0.002378255001908471,0.30211526515596177,0.009427994775367987,0.9498518460845714,0.30211526515596177
Noisy_Density,fixed,0.05,200,qsvt,3,3,0.0,0.997879438993432,0.00041600139738994337,0.9950110418092586,1.7407447644382429e-06,0.997879438993432,0.9950110418092586
Noisy_Density,fixed,0.05,200,quantum,3,3,0.0,1.0,0.0,0.9950005559735625,3.1068412369881155e-07,1.0,0.9950005559735625
Noisy_Density,fixed,0.05,400,classical,20,20,0.0,0.9542708765377105,0.0016751639919444941,0.7241331204743695,0.0038486534306984305,0.9542708765377105,0.7241331204743695
Noisy_Density,fixed,0.05,400,qsvt,3,3,0.0,0.9963820343107095,0.00043327093908979386,0.9975087469391517,6.071221836435643e-07,0.9963820343107095,0.9975087469391517
Noisy_Density,fixed,0.05,400,quantum,3,3,0.0,1.0,0.0,0.9974997550468476,4.85088312231669e-07,1.0,0.9974997550468476
Noisy_Density,fixed,0.05,700,classical,20,19,0.050000000000000044,0.9608478330108877,0.0015639397157981199,0.9208024699808469,0.0008490978067266693,0.9611369611282068,0.9206550164774894
Noisy_Density,fixed,0.05,700,qsvt,5,5,0.0,0.9918390294406298,0.0006757864576635072,0.9985827845888677,1.1232142699600222e-06,0.9918390294406298,0.9985827845888677
Noisy_Density,fixed,0.05,700,quantum,5,5,0.0,1.0,0.0,0.9985715712418122,1.546460476098299e-08,1.0,0.9985715712418122
Noisy_Density,fixed,0.05,1000,classical,20,13,0.35,0.9610175378177921,0.0018299102530782718,0.9642899332895328,0.00057234322316461,0.9610222479035271,0.9647180487374525
Noisy_Density,fixed,0.05,1000,qsvt,5,3,0.4,0.9906427165343662,0.0005676490304392983,0.9990089074026148,1.0367986534377333e-06,0.9911582738745267,0.9990080357302691
Noisy_Density,fixed,0.05,1000,quantum,5,3,0.4,1.0,0.0,0.9990001120164161,3.2951232283321036e-08,1.0,0.9990000206114829
Noisy_Density,fixed,0.1,10,classical,20,20,0.0,0.9636249103354366,0.011395944689819236,0.00125,0.0012500000000000002,0.9636249103354366,0.00125
Noisy_Density,fixed,0.1,10,qsvt,3,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Noisy_Density,fixed,0.1,10,quantum,3,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Noisy_Density,fixed,0.1,20,classical,20,20,0.0,0.9572721360917564,0.009794093900862144,0.0038640371973705247,0.0032728398979703535,0.9572721360917564,0.0038640371973705247
Noisy_Density,fixed,0.1,20,qsvt,3,3,0.0,1.0,0.0,0.6333333333333333,0.3166666666666667,1.0,0.6333333333333333
Noisy_Density,fixed,0.1,20,quantum,3,3,0.0,1.0,0.0,0.6333333333333333,0.3166666666666667,1.0,0.6333333333333333
Noisy_Density,fixed,0.1,50,classical,20,20,0.0,0.9447057907702152,0.005095631974205653,0.006566839851607435,0.0019970454813317035,0.9447057907702152,0.006566839851607435
Noisy_Density,fixed,0.1,50,qsvt,3,3,0.0,0.9982817869415808,0.001718213058419201,0.6633849588767032,0.3166171025561665,0.9982817869415808,0.6633849588767032
Noisy_Density,fixed,0.1,50,quantum,3,3,0.0,0.9982817869415808,0.001718213058419201,0.6633849588767032,0.3166171025561665,0.9982817869415808,0.6633849588767032
Noisy_Density,fixed,0.1,100,classical,20,20,0.0,0.9534680504179299,0.003974271054067053,0.012142696801833355,0.002736846534284482,0.9534680504179299,0.012142696801833355
Noisy_Density,fixed,0.1,100,qsvt,3,3,0.0,0.9974747474747474,0.0025252525252525233,0.66335886235156,0.326641647800598,0.9974747474747474,0.66335886235156
Noisy_Density,fixed,0.1,100,quantum,3,3,0.0,0.9983164983164983,0.0016835016835017316,0.7162591305373557,0.273741379614828,0.9983164983164983,0.7162591305373557
Noisy_Density,fixed,0.1,200,classical,20,20,0.0,0.9481664171779116,0.003102489969671579,0.04436901126295893,0.004138458360104198,0.9481664171779116,0.04436901126295893
Noisy_Density,fixed,0.1,200,qsvt,3,3,0.0,1.0,0.0,0.9950005654691069,1.7974007716466266e-07,1.0,0.9950005654691069
Noisy_Density,fixed,0.1,200,quantum,3,3,0.0,1.0,0.0,0.9950005654691069,1.7974007716466266e-07,1.0,0.9950005654691069
Noisy_Density,fixed,0.1,400,classical,20,20,0.0,0.9509610745125411,0.001759310720928115,0.20722089913771474,0.007308072686134525,0.9509610745125411,0.20722089913771474
Noisy_Density,fixed,0.1,400,qsvt,3,3,0.0,0.9995780589027102,0.0002109706754097539,0.9975001194432919,8.700853259148615e-07,0.9995780589027102,0.9975001194432919
Noisy_Density,fixed,0.1,400,quantum,3,3,0.0,1.0,0.0,0.997499066927321,4.970915793555371e-07,1.0,0.997499066927321
Noisy_Density,fixed,0.1,700,classical,20,20,0.0,0.9519352958006717,0.0015014677251757827,0.5240964086451626,0.00818043642017437,0.9519352958006717,0.5240964086451626
Noisy_Density,fixed,0.1,700,qsvt,5,5,0.0,0.998838100610896,0.00017816443910847026,0.9985731790810244,2.546903123145009e-07,0.998838100610896,0.9985731790810244
Noisy_Density,fixed,0.1,700,quantum,5,5,0.0,1.0,0.0,0.9985715240719175,1.600760728952898e-08,1.0,0.9985715240719175
Noisy_Density,fixed,0.1,1000,classical,20,20,0.0,0.953557935946832,0.0011287617291066854,0.7483596466795592,0.003427634162782905,0.953557935946832,0.7483596466795592
Noisy_Density,fixed,0.1,1000,qsvt,5,5,0.0,0.9954506934429116,0.0017156660670183273,0.9990045605166007,1.753368144497714e-06,0.9954506934429116,0.9990045605166007
Noisy_Density,fixed,0.1,1000,quantum,5,5,0.0,1.0,0.0,0.9990000231723666,7.03698672847973e-08,1.0,0.9990000231723666
Noisy_Density,formula,0.01,10,classical,20,20,0.0,0.984539309322591,0.007045282061292773,0.18869679050221516,0.028037565786905114,0.984539309322591,0.18869679050221516
Noisy_Density,formula,0.01,10,qsvt,3,3,0.0,1.0,0.0,0.20963834192326325,0.0448526012078344,1.0,0.20963834192326325
Noisy_Density,formula,0.01,10,quantum,3,3,0.0,1.0,0.0,0.23875415364777064,0.017763812255753554,1.0,0.23875415364777064
Noisy_Density,formula,0.01,20,classical,20,19,0.050000000000000044,0.9874183876695926,0.004268435925190001,0.4743822835829508,0.016882855526072566,0.9804525315772521,0.4725119088996017
Noisy_Density,formula,0.01,20,qsvt,3,3,0.0,1.0,0.0,0.9500224921277551,2.2492127755291417e-05,1.0,0.9500224921277551
Noisy_Density,formula,0.01,20,quantum,3,3,0.0,1.0,0.0,0.7273823435771974,0.11149601894358407,1.0,0.7273823435771974
Noisy_Density,formula,0.01,50,classical,20,13,0.35,0.9252397407164957,0.019148958830452558,0.8433890593829998,0.004213755618246099,0.9045069630565443,0.8477516834093152
Noisy_Density,formula,0.01,50,qsvt,3,2,0.33333333333333337,0.9974358974358974,0.0025641025641026105,0.9800502615389848,5.230256357918738e-05,0.9966070966070966,0.9800429697094178
Noisy_Density,formula,0.01,50,quantum,3,2,0.33333333333333337,0.9974489795918369,0.002551020408163185,0.9283712038322847,0.0516328978904389,0.9966158180443895,0.9152313098829286
Noisy_Density,formula,0.01,100,classical,20,0,1.0,,,,,0.592323040975422,0.9616152804034055
Noisy_Density,formula,0.01,100,qsvt,3,0,1.0,,,,,0.9923661156485585,0.9900585545616049
Noisy_Density,formula,0.01,100,quantum,3,0,1.0,,,,,0.9923661156485585,0.9521342509611902
Noisy_Density,formula,0.01,200,classical,20,0,1.0,,,,,0.41364944345599214,0.9888509109553372
Noisy_Density,formula,0.01,200,qsvt,3,0,1.0,,,,,0.991078527017188,0.9950278508759821
Noisy_Density,formula,0.01,200,quantum,3,0,1.0,,,,,0.991078527017188,0.9842271681226502
Noisy_Density,formula,0.01,400,classical,20,0,1.0,,,,,0.4346010359321827,0.9944173621885758
Noisy_Density,formula,0.01,400,qsvt,3,0,1.0,,,,,0.9903905834029777,0.9975165774227435
Noisy_Density,formula,0.01,400,quantum,3,0,1.0,,,,,0.9903905834029777,0.9931882765623944
Noisy_Density,formula,0.01,700,classical,20,0,1.0,,,,,0.4185167381259064,0.996606697743535
Noisy_Density,formula,0.01,700,qsvt,5,0,1.0,,,,,0.9901451916229455,0.9985813577919596
Noisy_Density,formula,0.01,700,quantum,5,0,1.0,,,,,0.9901451916229455,0.996566657773678
Noisy_Density,formula,0.01,1000,classical,20,0,1.0,,,,,0.4096927190818588,0.9973995948203507
Noisy_Density,formula,0.01,1000,qsvt,5,0,1.0,,,,,0.9901027959478317,0.9990067018662202
Noisy_Density,formula,0.01,1000,quantum,5,0,1.0,,,,,0.9901027959478317,0.9976835862420378
Noisy_Density,formula,0.02,10,classical,20,20,0.0,0.9842105263157894,0.0055332366635562754,0.052993545981199465,0.016252768464496827,0.9842105263157894,0.052993545981199465
Noisy_Density,formula,0.02,10,qsvt,3,3,0.0,1.0,0.0,0.11260372028825007,0.036504221184530554,1.0,0.11260372028825007
Noisy_Density,formula,0.02,10,quantum,3,3,0.0,1.0,0.0,0.19872387864987304,0.016806845677846807,1.0,0.19872387864987304
Noisy_Density,formula,0.02,20,classical,20,20,0.0,0.982800142484353,0.005582124821293963,0.13965812566666272,0.012779858035759921,0.982800142484353,0.13965812566666272
Noisy_Density,formula,0.02,20,qsvt,3,3,0.0,1.0,0.0,0.49191243817548996,0.22933904429427748,1.0,0.49191243817548996
Noisy_Density,formula,0.02,20,quantum,3,3,0.0,1.0,0.0,0.48943766185719567,0.23069291524588614,1.0,0.48943766185719567
Noisy_Density,formula,0.02,50,classical,20,20,0.0,0.9857300815679299,0.0022398840929110805,0.5129756663455926,0.01209696212892703,0.9857300815679299,0.5129756663455926
Noisy_Density,formula,0.02,50,qsvt,3,3,0.0,1.0,0.0,0.8880323722812342,0.09196762771876582,1.0,0.8880323722812342
Noisy_Density,formula,0.02,50,quantum,3,3,0.0,0.9982905982905983,0.0017094017094017404,0.8885381891755184,0.09146181082448154,0.9982905982905983,0.8885381891755184
Noisy_Density,formula,0.02,100,classical,20,18,0.09999999999999998,0.9831956549334263,0.004003711310776351,0.8328658391628734,0.0032497380167091005,0.9794094998026839,0.8342046286846445
Noisy_Density,formula,0.02,100,qsvt,3,3,0.0,0.9923391764528534,6.934276371424334e-05,0.9900612543611905,1.3609611823336358e-05,0.9923391764528534,0.9900612543611905
Noisy_Density,formula,0.02,100,quantum,3,3,0.0,0.9949365790502561,0.0025318078308776792,0.9304430405161325,0.029832375764103403,0.9949365790502561,0.9304430405161325
Noisy_Density,formula,0.02,200,classical,20,1,0.95,0.870722433460076,,0.9555051813471502,,0.8713376598163813,0.9579249122410655
Noisy_Density,formula,0.02,200,qsvt,3,1,0.6666666666666667,0.991128010139417,,0.9950426320961044,,0.994073474969649,0.9950283292859546
Noisy_Density,formula,0.02,200,quantum,3,1,0.6666666666666667,0.991128010139417,,0.9625443050100584,,0.9940778246419827,0.9747220210751575
Noisy_Density,formula,0.02,400,classical,20,0,1.0,,,,,0.5606254018571848,0.9904761411484758
Noisy_Density,formula,0.02,400,qsvt,3,0,1.0,,,,,0.9904332281124097,0.9975197686095142
Noisy_Density,formula,0.02,400,quantum,3,0,1.0,,,,,0.9904332281124097,0.9884676299153519
Noisy_Density,formula,0.02,700,classical,20,0,1.0,,,,,0.4164828846392452,0.9966159949848074
Noisy_Density,formula,0.02,700,qsvt,5,0,1.0,,,,,0.9901436817725082,0.9985820273479487
Noisy_Density,formula,0.02,700,quantum,5,0,1.0,,,,,0.9901436817725082,0.994890216943336
Noisy_Density,formula,0.02,1000,classical,20,0,1.0,,,,,0.42149694020554096,0.9978034890879263
Noisy_Density,formula,0.02,1000,qsvt,5,0,1.0,,,,,0.9900519663190355,0.9990068941691245
Noisy_Density,formula,0.02,1000,quantum,5,0,1.0,,,,,0.9900519663190355,0.9968609353788503
Noisy_Density,formula,0.05,10,classical,20,20,0.0,0.9774587985114301,0.010705589325764193,0.02721822143254527,0.009271133290020077,0.9774587985114301,0.02721822143254527
Noisy_Density,formula,0.05,10,qsvt,3,3,0.0,1.0,0.0,0.3313858952543014,0.2846086626758719,1.0,0.3313858952543014
Noisy_Density,formula,0.05,10,quantum,3,3,0.0,1.0,0.0,0.357775471371735,0.27348583237207036,1.0,0.357775471371735
Noisy_Density,formula,0.05,20,classical,20,20,0.0,0.982816756500967,0.0059238092333253195,0.02400549249512712,0.00624959474449341,0.982816756500967,0.02400549249512712
Noisy_Density,formula,0.05,20,qsvt,3,3,0.0,1.0,0.0,0.024794238683127533,0.00010288065843623341,1.0,0.024794238683127533
Noisy_Density,formula,0.05,20,quantum,3,3,0.0,1.0,0.0,0.07052512183380481,0.012640859120760392,1.0,0.07052512183380481
Noisy_Density,formula,0.05,50,classical,20,20,0.0,0.9811691999945996,0.003279262531680171,0.07250908664466174,0.007236765990033405,0.9811691999945996,0.07250908664466174
Noisy_Density,formula,0.05,50,qsvt,3,3,0.0,0.9983249581239532,0.0016750418760469454,0.36784954039671014,0.3061773763246894,0.9983249581239532,0.36784954039671014
Noisy_Density,formula,0.05,50,quantum,3,3,0.0,1.0,0.0,0.5180036928424026,0.23099820508673158,1.0,0.5180036928424026
Noisy_Density,formula,0.05,100,classical,20,19,0.050000000000000044,0.9875801409204403,0.0019584591904786854,0.2589597119575739,0.008675459150658501,0.9882011338744183,0.26253715008850875
Noisy_Density,formula,0.05,100,qsvt,3,3,0.0,0.9949279020536249,0.0014470415322885895,0.6166389086349313,0.010305972333726996,0.9949279020536249,0.6166389086349313
Noisy_Density,formula,0.05,100,quantum,3,3,0.0,0.996624386033504,0.0016878718872517867,0.6160953657897575,0.010122010389063503,0.996624386033504,0.6160953657897575
Noisy_Density,formula,0.05,200,classical,20,20,0.0,0.9868035992385801,0.0015214534884949015,0.6636614746023071,0.004836654617734931,0.9868035992385801,0.6636614746023071
Noisy_Density,formula,0.05,200,qsvt,3,3,0.0,0.9919337065801049,0.0008118160992457194,0.9950404831660159,3.736659338220766e-06,0.9919337065801049,0.9950404831660159
Noisy_Density,formula,0.05,200,quantum,3,3,0.0,0.9927667795781264,0.0011437340136565487,0.860501547408881,0.004246829297794988,0.9927667795781264,0.860501547408881
Noisy_Density,formula,0.05,400,classical,20,17,0.15000000000000002,0.9880034289687586,0.0010874424713280745,0.9137867848776766,0.0010889223236597526,0.9860173470145666,0.9142635165202917
Noisy_Density,formula,0.05,400,qsvt,3,3,0.0,0.9940559807340673,0.002006800588158691,0.9836960645136781,0.013813853957143773,0.9940559807340673,0.9836960645136781
Noisy_Density,formula,0.05,400,quantum,3,3,0.0,0.9921258908156131,0.0008678026734550734,0.9572534475449732,0.0007935053214683291,0.9921258908156131,0.9572534475449732
Noisy_Density,formula,0.05,700,classical,20,1,0.95,0.9755385177071924,,0.9755816716319704,,0.9586067333502758,0.9758241480229843
Noisy_Density,formula,0.05,700,qsvt,5,0,1.0,,,,,0.991475926840103,0.9985833374709248
Noisy_Density,formula,0.05,700,quantum,5,0,1.0,,,,,0.9903813518734571,0.983854576357907
Noisy_Density,formula,0.05,1000,classical,20,0,1.0,,,,,0.9293412793017415,0.9886120396680287
Noisy_Density,formula,0.05,1000,qsvt,5,0,1.0,,,,,0.9933631661792333,0.999006277345552
Noisy_Density,formula,0.05,1000,quantum,5,0,1.0,,,,,0.9901378433071946,0.9912697445435136
Noisy_Density,formula,0.1,10,classical,20,20,0.0,0.9892563616247827,0.004931080645681693,0.006984478935698445,0.005044105439529574,0.9892563616247827,0.006984478935698445
Noisy_Density,formula,0.1,10,qsvt,3,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Noisy_Density,formula,0.1,10,quantum,3,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Noisy_Density,formula,0.1,20,classical,20,20,0.0,0.990906426906427,0.003439354981325334,0.007912818888428635,0.004930850633679022,0.990906426906427,0.007912818888428635
Noisy_Density,formula,0.1,20,qsvt,3,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Noisy_Density,formula,0.1,20,quantum,3,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Noisy_Density,formula,0.1,50,classical,20,20,0.0,0.979541077282588,0.0031305931366691383,0.016068028994520134,0.004084345909390678,0.979541077282588,0.016068028994520134
Noisy_Density,formula,0.1,50,qsvt,3,3,0.0,1.0,0.0,0.0787751674059203,0.00573831141572452,1.0,0.0787751674059203
Noisy_Density,formula,0.1,50,quantum,3,3,0.0,1.0,0.0,0.0787751674059203,0.00573831141572452,1.0,0.0787751674059203
Noisy_Density,formula,0.1,100,classical,20,20,0.0,0.9887813070966145,0.0015932982169765905,0.041888908805756055,0.005232051508036662,0.9887813070966145,0.041888908805756055
Noisy_Density,formula,0.1,100,qsvt,3,3,0.0,0.9924407338693054,0.001413943070170959,0.020740343878473233,0.005758951435088984,0.9924407338693054,0.020740343878473233
Noisy_Density,formula,0.1,100,quantum,3,3,0.0,0.9941414141414141,0.0030117275789647642,0.32437641899724806,0.011801017220365887,0.9941414141414141,0.32437641899724806
Noisy_Density,formula,0.1,200,classical,20,20,0.0,0.9858881111273957,0.0011833608609071533,0.17547184612839378,0.008584042706109737,0.9858881111273957,0.17547184612839378
Noisy_Density,formula,0.1,200,qsvt,3,3,0.0,0.9940387722748129,0.0015333350058181516,0.6356988726296556,0.011554108964319002,0.9940387722748129,0.6356988726296556
Noisy_Density,formula,0.1,200,quantum,3,3,0.0,0.9965914648202538,0.0004353458132041989,0.6355330124712454,0.01171353362196617,0.9965914648202538,0.6355330124712454
Noisy_Density,formula,0.1,400,classical,20,20,0.0,0.9877429683866643,0.000970555614935221,0.5552322878094835,0.006677312421356492,0.9877429683866643,0.5552322878094835
Noisy_Density,formula,0.1,400,qsvt,3,3,0.0,0.9913315454454349,0.0008555303779513227,0.8623881082116401,0.003796950333516753,0.9913315454454349,0.8623881082116401
Noisy_Density,formula,0.1,400,quantum,3,3,0.0,0.9974629851916146,0.0007317627633593504,0.8617128981276249,0.0038511422457336458,0.9974629851916146,0.8617128981276249
Noisy_Density,formula,0.1,700,classical,20,19,0.050000000000000044,0.9880829668162093,0.0005946269147103738,0.8429789101438534,0.003194218727117984,0.9877637379483126,0.8433400182559636
Noisy_Density,formula,0.1,700,qsvt,5,5,0.0,0.9916512309519977,0.0010987048855595888,0.9700590384609292,0.011660390433446462,0.9916512309519977,0.9700590384609292
Noisy_Density,formula,0.1,700,quantum,5,5,0.0,0.9947685855244925,0.0008657315031069848,0.950614644455495,0.0007859394059058324,0.9947685855244925,0.950614644455495
Noisy_Density,formula,0.1,1000,classical,20,19,0.050000000000000044,0.9859761907245392,0.0008454945505832686,0.9322598178058714,0.0009358386664816715,0.9859083476071792,0.9323746603511397
Noisy_Density,formula,0.1,1000,qsvt,5,4,0.19999999999999996,0.9924614208977338,0.0012239904667339875,0.9990073775507746,1.3743188759767722e-06,0.9919696494072412,0.999007926750622
Noisy_Density,formula,0.1,1000,quantum,5,4,0.19999999999999996,0.9922719827369482,0.00029015435210122354,0.9744102496083279,0.0002495457207382295,0.9922282501218836,0.9744850001870727
Noisy_Ladder,fixed,0.2,10,classical,20,20,0.0,0.9474215815005287,0.011592771843045495,0.0,0.0,0.9474215815005287,0.0
Noisy_Ladder,fixed,0.2,10,qsvt,3,3,0.0,1.0,0.0,0.3,0.30000000000000004,1.0,0.3
Noisy_Ladder,fixed,0.2,10,quantum,3,3,0.0,1.0,0.0,0.3,0.30000000000000004,1.0,0.3
