shots,n_trk,rep,who,drop_rate,n_true_all,n_true_clean,n_false_all,n_active,n_true_active,n_false_active,eff_pct,fr_pct,cos,jaccard,t_classical,t_quantum,success_prob,n_seg
81920,2,0,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8257635748473249,0.75,0.0003871917724609375,0.6319289207458496,0.14527587890625,16
81920,2,0,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8257635748473249,0.75,0.0003871917724609375,0.6319289207458496,0.14527587890625,16
81920,2,1,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8249399673731546,0.75,0.00019931793212890625,0.4045295715332031,0.14410400390625,16
81920,2,1,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8249399673731546,0.75,0.00019931793212890625,0.4045295715332031,0.14410400390625,16
81920,2,2,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8269594777705143,0.75,0.00017309188842773438,0.41677069664001465,0.14129638671875,16
81920,2,2,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8269594777705143,0.75,0.00017309188842773438,0.41677069664001465,0.14129638671875,16
81920,2,3,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8269299991653886,0.75,0.0003216266632080078,0.6198625564575195,0.14482421875,16
81920,2,3,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8269299991653886,0.75,0.0003216266632080078,0.6198625564575195,0.14482421875,16
81920,2,4,C,0.0,8,8,8,8,8,0,100.0,0.0,0.826598077825701,0.75,0.00031757354736328125,0.6676805019378662,0.14337158203125,16
81920,2,4,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.826598077825701,0.75,0.00031757354736328125,0.6676805019378662,0.14337158203125,16
81920,2,5,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8260900117657932,0.75,0.00045800209045410156,0.6269454956054688,0.14300537109375,16
81920,2,5,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8260900117657932,0.75,0.00045800209045410156,0.6269454956054688,0.14300537109375,16
81920,2,6,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8271658029048562,0.75,0.0001938343048095703,0.5863690376281738,0.1441162109375,16
81920,2,6,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8271658029048562,0.75,0.0001938343048095703,0.5863690376281738,0.1441162109375,16
81920,2,7,C,0.0,8,8,8,8,8,0,100.0,0.0,0.827500382321132,0.75,0.00019049644470214844,0.4221937656402588,0.14268798828125,16
81920,2,7,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.827500382321132,0.75,0.00019049644470214844,0.4221937656402588,0.14268798828125,16
81920,2,8,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8267083739810162,0.75,0.00019550323486328125,0.4862995147705078,0.144580078125,16
81920,2,8,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8267083739810162,0.75,0.00019550323486328125,0.4862995147705078,0.144580078125,16
81920,2,9,C,0.0,8,8,8,8,8,0,100.0,0.0,0.825029024257754,0.75,0.00025343894958496094,0.5686664581298828,0.14273681640625,16
81920,2,9,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.825029024257754,0.75,0.00025343894958496094,0.5686664581298828,0.14273681640625,16
81920,2,10,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8256555358651376,0.75,0.00036263465881347656,0.6403958797454834,0.14412841796875,16
81920,2,10,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8256555358651376,0.75,0.00036263465881347656,0.6403958797454834,0.14412841796875,16
81920,2,11,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8270466702411958,0.75,0.0003361701965332031,0.6346757411956787,0.14183349609375,16
81920,2,11,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8270466702411958,0.75,0.0003361701965332031,0.6346757411956787,0.14183349609375,16
81920,2,12,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8265047199626988,0.75,0.00019741058349609375,0.4240543842315674,0.14368896484375,16
81920,2,12,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8265047199626988,0.75,0.00019741058349609375,0.4240543842315674,0.14368896484375,16
81920,2,13,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8255850878553059,0.75,0.0001628398895263672,0.39579224586486816,0.14315185546875,16
81920,2,13,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8255850878553059,0.75,0.0001628398895263672,0.39579224586486816,0.14315185546875,16
81920,2,14,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8266253478572534,0.75,0.0001938343048095703,0.4030618667602539,0.14246826171875,16
81920,2,14,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8266253478572534,0.75,0.0001938343048095703,0.4030618667602539,0.14246826171875,16
81920,2,15,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8269650735225523,0.75,0.0005712509155273438,0.6503219604492188,0.1447265625,16
81920,2,15,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8269650735225523,0.75,0.0005712509155273438,0.6503219604492188,0.1447265625,16
81920,2,16,C,0.0,8,8,8,8,8,0,100.0,0.0,0.825538364717206,0.75,0.00017714500427246094,0.4358806610107422,0.14453125,16
81920,2,16,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.825538364717206,0.75,0.00017714500427246094,0.4358806610107422,0.14453125,16
81920,2,17,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8258423163565677,0.75,0.00020074844360351562,0.44304895401000977,0.144921875,16
81920,2,17,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8258423163565677,0.75,0.00020074844360351562,0.44304895401000977,0.144921875,16
81920,2,18,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8272001673078273,0.75,0.00037169456481933594,0.5679528713226318,0.14329833984375,16
81920,2,18,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8272001673078273,0.75,0.00037169456481933594,0.5679528713226318,0.14329833984375,16
81920,2,19,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8266322635668273,0.75,0.0002148151397705078,0.4059317111968994,0.14427490234375,16
81920,2,19,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8266322635668273,0.75,0.0002148151397705078,0.4059317111968994,0.14427490234375,16
81920,2,20,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8254960269724433,0.75,0.0004093647003173828,0.6550452709197998,0.14420166015625,16
