n_trk,eff_C,eff_C_sem,fr_C,fr_C_sem,eff_Q,eff_Q_sem,fr_Q,fr_Q_sem,n_true_all,n_true_all_sem,n_false_all,n_false_all_sem,n_tact_C,n_tact_C_sem,n_fact_C,n_fact_C_sem,n_tact_Q,n_tact_Q_sem,n_fact_Q,n_fact_Q_sem,n_reps
2,0.975,0.017370208344491277,0.0,0.0,0.7291666666666666,0.013512623585691361,0.0,0.0,7.866666666666666,0.07926868804398468,7.866666666666666,0.07926868804398468,7.8,0.13896166675593022,0.0,0.0,5.833333333333333,0.10810098868553089,0.0,0.0,30
5,0.9366666666666668,0.021566967789118107,0.0,0.0,0.725,0.010380684981717495,0.0,0.0,19.333333333333332,0.21620197737106175,77.36666666666666,0.847556777107856,18.733333333333334,0.4313393557823622,0.0,0.0,14.5,0.20761369963434992,0.0,0.0,30
10,0.9833333333333333,0.006033114240004924,0.0,0.0,0.9833333333333333,0.006033114240004924,0.0,0.0,39.53333333333333,0.14169201936767795,355.8,1.2752281743091014,39.333333333333336,0.241324569600197,0.0,0.0,39.333333333333336,0.241324569600197,0.0,0.0,30
20,0.9495833333333333,0.009294111450958358,0.0,0.0,0.96375,0.007589267603571553,0.002459349593495935,0.0013701732345168206,77.73333333333333,0.39518170804767644,1477.2666666666667,7.403623426859533,75.96666666666667,0.7435289160766685,0.0,0.0,77.1,0.6071414082857242,0.2,0.11141720290623111,30
50,0.96975,0.0047361293323379145,0.0028499926968494948,0.0015206150403127853,0.9792500000000001,0.003369269013333685,0.01857734688987721,0.003333560679152394,196.55,0.49986840373505453,9631.6,24.319626035905976,193.95,0.9472258664675828,0.55,0.29446651136553625,195.85,0.6738538026667366,3.75,0.6839321295967435,20
100,0.9643750000000001,0.002861237080631202,0.005534190826596749,0.0012962290623706697,0.975375,0.002303279983894825,0.05081357757227752,0.002756764988194118,391.95,0.6667872697929188,38807.0,65.37688308649521,385.75,1.1444948322524795,2.15,0.5040624439178355,390.15,0.9213119935579283,20.95,1.1997258458761142,20
200,0.963125,0.005014735231739007,0.006450466450286884,0.0015896366883036217,0.973625,0.0035913186219610864,0.16040531135175404,0.00417943000296591,783.2,2.259793500890439,155778.8,450.3578034309066,770.5,4.011788185391203,5.0,1.2382783747337807,778.9,2.873054897568865,149.0,4.606758320361751,10
500,0.9653,0.001806931099959257,0.03881244962686432,0.0020232650273815833,0.9749000000000001,0.0012589678312014067,0.5476766068965617,0.004658272127574522,1960.2,1.8547236990991405,978142.6,949.5277563083661,1930.6,3.61386219991853,78.0,4.266145801540308,1949.8,2.517935662402834,2362.8,46.44394470757194,5
1000,0.9605833333333335,0.003361340671683137,0.23075923978709265,0.0022058806017968505,0.9715833333333332,0.0026705700598270046,0.8266968236399158,0.0020131665837456723,3909.0,6.8068592855540455,3903621.0,6351.903415512551,3842.3333333333335,13.44536268673247,1152.6666666666667,12.784539273843405,3886.3333333333335,10.682280239308044,18543.333333333332,209.14296014395939,3
