n_trk,tau_star,fr_C,eff_Q,fr_Q,n_tact_Q,n_fact_Q,eff_Q_sem,fr_Q_sem,n_tact_Q_sem,n_fact_Q_sem,mode
2,0.2,0.0,0.975,0.0,7.8,0.0,0.017370208344491277,0.0,0.13896166675593022,0.0,ok
5,0.2,0.0,0.9566666666666667,0.0,19.133333333333333,0.0,0.015486986256047988,0.0,0.3097397251209597,0.0,ok
10,0.2,0.0,0.9833333333333333,0.0,39.333333333333336,0.0,0.006033114240004924,0.0,0.241324569600197,0.0,ok
20,0.525,0.0,0.7108333333333333,0.0,56.86666666666667,0.0,0.0069824629803551886,0.0,0.558597038428415,0.0,ok
50,0.525,0.0028499926968496014,0.68075,0.0,136.15,0.0,0.022778322451054434,0.0,4.555664490210886,0.0,ok
100,0.525,0.005534190826596785,0.58125,0.0,232.5,0.0,0.027151197027018903,0.0,10.86047881080756,0.0,ok
200,0.525,0.006450466450286796,0.48312499999999997,0.0,386.5,0.0,0.03653824575397371,0.0,29.230596603178963,0.0,ok
500,0.4,0.038812449626864365,0.6844,0.012875867381679234,1368.8,19.2,0.04799229104762555,0.003588976110126227,95.98458209525111,5.388877434122993,ok
1000,0.3,0.23075923978709267,0.7823333333333333,0.13117120420402548,3129.3333333333335,473.0,0.013367664135683716,0.018084308810759078,53.47065654273484,66.66583332812493,ok
