n_trk,eff_C_m,fr_C_m,eff_Q_m,fr_Q_m,n_act_C_m,n_tact_C_m,n_fact_C_m,n_act_Q_m,n_tact_Q_m,n_fact_Q_m,n_true_all_m,n_false_all_m,eff_C_e,fr_C_e,eff_Q_e,fr_Q_e,n_act_C_e,n_tact_C_e,n_fact_C_e,n_act_Q_e,n_tact_Q_e,n_fact_Q_e,n_true_all_e,n_false_all_e,n_reps
50,96.93333333333334,0.04975124378109453,97.93333333333334,0.8754751107335502,193.96666666666667,193.86666666666667,0.1,197.63333333333333,195.86666666666667,1.7666666666666666,196.36666666666667,9621.1,0.37118429085533483,0.04975124378109455,0.27619472280297924,0.1898280544625323,0.7678651302393853,0.7423685817106697,0.09999999999999999,0.8171767114754174,0.5523894456059585,0.38561291213814775,0.402530311083521,19.575926454493136,30
100,97.01666666666667,0.058187863674147966,98.11666666666666,4.414617973728222,388.3,388.06666666666666,0.23333333333333334,410.76666666666665,392.46666666666664,18.3,392.46666666666664,38857.566666666666,0.2354786435558036,0.05818786367414796,0.12839265683637016,0.3553676571172714,1.0183940478918803,0.9419145742232145,0.2333333333333333,1.7017120070062597,0.5135706273454806,1.542613098743101,0.5135706273454806,50.36692226290532,30
200,97.00833333333334,0.09246692198904048,97.925,15.698444894836904,776.8,776.0666666666667,0.7333333333333333,929.6,783.4,146.2,783.4,155848.96666666667,0.22287738669931437,0.056639406237441875,0.1265138218790215,0.30474196894611244,1.9495947117875256,1.783019093594515,0.449606042963984,3.240760518093274,1.012110575032172,3.291018778083946,1.012110575032172,200.23687973913002,30
500,98.02,2.797837622727557,98.02,53.68421982733239,2017.2,1960.4,56.8,4234.4,1960.4,2274.0,1960.4,978174.8666666667,0.09433981132056574,0.33716489687660056,0.09433981132056574,0.23867845802837928,7.891043747728904,1.886796226411321,7.102112361825881,24.05307623133632,1.886796226411321,22.919112423602147,1.886796226411321,937.5435983089847,15
