n_trk,eff_C_mean,flr_C_mean,fr_C_mean,eff_Q_mean,flr_Q_mean,fr_Q_mean,n_act_C_mean,n_tact_C_mean,n_fact_C_mean,n_act_Q_mean,n_tact_Q_mean,n_fact_Q_mean,n_true_all_mean,n_false_all_mean,eff_C_sem,flr_C_sem,fr_C_sem,eff_Q_sem,flr_Q_sem,fr_Q_sem,n_act_C_sem,n_tact_C_sem,n_fact_C_sem,n_act_Q_sem,n_tact_Q_sem,n_fact_Q_sem,n_true_all_sem,n_false_all_sem,n_reps
2,0.975,0.0,0.0,0.975,0.0,0.0,7.8,7.8,0.0,7.8,7.8,0.0,7.866666666666666,7.866666666666666,0.017370208344491277,0.0,0.0,0.017370208344491277,0.0,0.0,0.13896166675593022,0.13896166675593022,0.0,0.13896166675593022,0.13896166675593022,0.0,0.07926868804398468,0.07926868804398468,30
5,0.9366666666666668,0.0,0.0,0.9566666666666667,0.0,0.0,18.733333333333334,18.733333333333334,0.0,19.133333333333333,19.133333333333333,0.0,19.333333333333332,77.36666666666666,0.021566967789118107,0.0,0.0,0.015486986256047988,0.0,0.0,0.4313393557823622,0.4313393557823622,0.0,0.3097397251209597,0.3097397251209597,0.0,0.21620197737106175,0.847556777107856,30
10,0.9833333333333333,0.0,0.0,0.9833333333333333,0.0,0.0,39.333333333333336,39.333333333333336,0.0,39.333333333333336,39.333333333333336,0.0,39.53333333333333,355.8,0.006033114240004924,0.0,0.0,0.006033114240004924,0.0,0.0,0.241324569600197,0.241324569600197,0.0,0.241324569600197,0.241324569600197,0.0,0.14169201936767795,1.2752281743091014,30
20,0.9495833333333333,0.0,0.0,0.96375,0.00013270355375618535,0.002459349593495935,75.96666666666667,75.96666666666667,0.0,77.3,77.1,0.2,77.73333333333333,1477.2666666666667,0.009294111450958358,0.0,0.0,0.007589267603571553,7.39331929109524e-05,0.0013701732345168206,0.7435289160766685,0.7435289160766685,0.0,0.6417468975069299,0.6071414082857242,0.11141720290623111,0.39518170804767644,7.403623426859533,30
50,0.9722500000000001,5.232862375719519e-06,0.0002551020408163265,0.98225,0.0003266763437937489,0.015521197487712015,194.5,194.45,0.05,199.6,196.45,3.15,196.55,9631.6,0.00425309484839848,5.232862375719518e-06,0.00025510204081632655,0.002677267853221778,7.399254275721407e-05,0.0034584693286888787,0.8537841462694493,0.8506189696796959,0.04999999999999999,0.9553175278133279,0.5354535706443552,0.7118360248791777,0.49986840373505453,24.319626035905976,20
100,0.969375,3.829675876374481e-06,0.00037758168680861946,0.979875,0.0004935048815030964,0.046387429337610524,387.9,387.75,0.15,411.1,391.95,19.15,391.95,38807.0,0.002583315647930412,2.7835291841914067e-06,0.0002743352278323802,0.0016669681744823,3.5120999196758275e-05,0.003146891913208496,1.0976050483235136,1.0333262591721633,0.1094243309804831,1.5094439547832106,0.6667872697929188,1.3635769524537869,0.6667872697929188,65.37688308649521,20
200,0.969,1.9066688929695272e-06,0.0003786448164388823,0.9789999999999999,0.0009287217671029269,0.1557633528720961,775.5,775.2,0.3,927.9,783.2,144.7,783.2,155778.8,0.004559788006768156,1.3537570571339469e-06,0.0002687840275149629,0.0028247418761130545,2.7516625029182747e-05,0.003902200964659321,3.7925365302569376,3.6478304054145205,0.21343747458109494,5.416948710605753,2.259793500890439,4.381907245836122,2.259793500890439,450.3578034309066,10
500,0.9801,4.947212831578996e-05,0.024065738469541766,0.9801,0.002404842444254568,0.5452617543376183,2008.6,1960.2,48.4,4312.6,1960.2,2352.4,1960.2,978142.6,0.0009273618495495634,5.366613089216505e-06,0.0025483033532898132,0.0009273618495495634,4.598291268920732e-05,0.00471885929702516,6.289674077406555,1.8547236990991405,5.278257288158659,48.0079160139242,1.8547236990991405,46.62681631850924,1.8547236990991405,949.5277563083661,5
1000,0.9772500000000001,0.0002781996964479288,0.21740793130441596,0.9772500000000001,0.004744679538513558,0.8256891810628121,4995.0,3909.0,1086.0,22429.666666666668,3909.0,18520.666666666668,3909.0,3903621.0,0.0017017148213885197,2.8016797864336414e-06,0.0017245615215137956,0.0017017148213885197,6.024665670147414e-05,0.0018487691147538214,16.010413278030438,6.8068592855540455,11.718930554164631,198.48621558631666,6.8068592855540455,205.2326593026667,6.8068592855540455,6351.903415512551,3
