n_trk,eff_C,eff_C_sem,fr_C,fr_C_sem,eff_Q,eff_Q_sem,fr_Q,fr_Q_sem,n_true_all,n_true_all_sem,n_false_all,n_false_all_sem,n_tact_C,n_tact_C_sem,n_fact_C,n_fact_C_sem,n_tact_Q,n_tact_Q_sem,n_fact_Q,n_fact_Q_sem,n_reps
2,0.975,0.017370208344491277,0.0,0.0,0.7291666666666666,0.013512623585691361,0.0,0.0,7.866666666666666,0.07926868804398468,7.866666666666666,0.07926868804398468,7.8,0.13896166675593022,0.0,0.0,5.833333333333333,0.10810098868553089,0.0,0.0,30
5,0.9366666666666668,0.021566967789118107,0.0,0.0,0.765,0.015190362946183403,0.0,0.0,19.333333333333332,0.21620197737106175,77.36666666666666,0.847556777107856,18.733333333333334,0.4313393557823622,0.0,0.0,15.3,0.303807258923668,0.0,0.0,30
10,0.9833333333333333,0.006033114240004924,0.0,0.0,0.89,0.010352966147243842,0.0,0.0,39.53333333333333,0.14169201936767795,355.8,1.2752281743091014,39.333333333333336,0.241324569600197,0.0,0.0,35.6,0.4141186458897537,0.0,0.0,30
20,0.9495833333333333,0.009294111450958358,0.0,0.0,0.8837499999999999,0.008286145132051772,0.0017096827223409504,0.0011880063972819293,77.73333333333333,0.39518170804767644,1477.2666666666667,7.403623426859533,75.96666666666667,0.7435289160766685,0.0,0.0,70.7,0.6628916105641418,0.13333333333333333,0.09264111117062016,30
50,0.96975,0.0047361293323379145,0.0015154576682158013,0.0011104651632264184,0.8664999999999999,0.004429268681467812,0.01241333090882442,0.0024546041526469567,196.55,0.49986840373505453,9631.6,24.319626035905976,193.95,0.9472258664675828,0.3,0.2188486619609662,173.3,0.8858537362935618,2.2,0.4388981418818818,20
100,0.9643750000000001,0.002906860080278341,0.002053742911255973,0.0009611575647557355,0.8578749999999999,0.004036327636537165,0.04123475332933586,0.0028208363296666045,391.95,0.6667872697929188,38807.0,65.37688308649521,385.75,1.1627440321113354,0.8,0.3741657386773941,343.15,1.6145310546148655,14.8,1.045290188869755,20
200,0.963125,0.005014735231739007,0.007794653554082234,0.0018250476752207454,0.8556250000000001,0.0032288306276765633,0.1687919338044353,0.006319662303642299,783.2,2.259793500890439,155778.8,450.3578034309066,770.5,4.011788185391203,6.1,1.4410644214144859,684.5,2.58306450214125,139.5,6.51366085836358,10
500,0.9649000000000001,0.0017986105748604869,0.040757442462539026,0.004670830274342352,0.9100999999999999,0.0015921683328090738,0.552274193245989,0.004419052834320218,1960.2,1.8547236990991405,978142.6,949.5277563083661,1929.8,3.59722114972099,82.2,9.794896630388703,1820.2,3.1843366656181313,2246.8,39.85649257021997,5
1000,0.9608333333333334,0.00371464818133713,0.21183955154796272,0.011999458647955409,0.9088333333333334,0.0029732604624852074,0.8302594778538513,0.0018375521267631626,3909.0,6.8068592855540455,3903621.0,6351.903415512551,3843.3333333333335,14.858592725348448,1034.6666666666667,69.48700917757539,3635.3333333333335,11.89304184994085,17788.0,282.9770308699984,3
