tag,sigma_res,sigma_scatt,n_trk,rep,n_seg,repro_ok,type,count,act_C,act_Q,act_Q_wp,tau_Q_wp,have_q
eps2_sr0.01_ss0.0003,0.01,0.0003,400,0,640000,True,TRUE,1600,1600,1600.0,1600.0,1.4050164409604808,True
eps2_sr0.01_ss0.0003,0.01,0.0003,400,1,640000,True,isolated,634854,178,3300.0,3298.0,1.5055574047140687,True
eps2_sr0.01_ss0.0003,0.01,0.0003,400,1,640000,True,pair,3328,3,22.0,22.0,1.5055574047140687,True
eps2_sr0.01_ss0.0003,0.01,0.0003,400,1,640000,True,chain>=3,168,0,1.0,1.0,1.5055574047140687,True
eps2_sr0.01_ss0.0003,0.01,0.0003,400,1,640000,True,hub,50,0,0.0,0.0,1.5055574047140687,True
eps2_sr0.01_ss0.0003,0.01,0.0003,400,1,640000,True,TRUE,1600,1600,1600.0,1584.0,1.5055574047140687,True
eps2_sr0.01_ss0.0003,0.01,0.0003,400,2,640000,True,isolated,634776,234,3375.0,3375.0,1.394032275751688,True
eps2_sr0.01_ss0.0003,0.01,0.0003,400,2,640000,True,pair,3402,0,19.0,19.0,1.394032275751688,True
eps2_sr0.01_ss0.0003,0.01,0.0003,400,2,640000,True,chain>=3,174,0,2.0,2.0,1.394032275751688,True
eps2_sr0.01_ss0.0003,0.01,0.0003,400,2,640000,True,hub,48,0,0.0,0.0,1.394032275751688,True
eps2_sr0.01_ss0.0003,0.01,0.0003,400,2,640000,True,TRUE,1600,1600,1600.0,1600.0,1.394032275751688,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,0,10000,True,isolated,9792,0,2.0,2.0,0.7849910858887588,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,0,10000,True,pair,8,0,0.0,0.0,0.7849910858887588,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,0,10000,True,chain>=3,0,0,0.0,0.0,0.7849910858887588,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,0,10000,True,hub,0,0,0.0,0.0,0.7849910858887588,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,0,10000,True,TRUE,200,200,200.0,200.0,0.7849910858887588,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,1,10000,True,isolated,9791,0,8.0,8.0,0.779248537277152,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,1,10000,True,pair,6,0,0.0,0.0,0.779248537277152,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,1,10000,True,chain>=3,0,0,0.0,0.0,0.779248537277152,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,1,10000,True,hub,3,0,0.0,0.0,0.779248537277152,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,1,10000,True,TRUE,200,200,200.0,200.0,0.779248537277152,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,2,10000,True,isolated,9794,0,16.0,16.0,0.7717919913958956,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,2,10000,True,pair,2,0,0.0,0.0,0.7717919913958956,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,2,10000,True,chain>=3,0,0,0.0,0.0,0.7717919913958956,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,2,10000,True,hub,4,0,0.0,0.0,0.7717919913958956,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,2,10000,True,TRUE,200,200,200.0,200.0,0.7717919913958956,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,3,10000,True,isolated,9788,0,12.0,12.0,0.7754922590288776,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,3,10000,True,pair,12,0,0.0,0.0,0.7754922590288776,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,3,10000,True,chain>=3,0,0,0.0,0.0,0.7754922590288776,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,3,10000,True,hub,0,0,0.0,0.0,0.7754922590288776,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,3,10000,True,TRUE,200,200,200.0,200.0,0.7754922590288776,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,4,10000,True,isolated,9790,0,4.0,4.0,0.7830622421737274,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,4,10000,True,pair,10,0,0.0,0.0,0.7830622421737274,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,4,10000,True,chain>=3,0,0,0.0,0.0,0.7830622421737274,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,4,10000,True,hub,0,0,0.0,0.0,0.7830622421737274,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,4,10000,True,TRUE,200,200,200.0,200.0,0.7830622421737274,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,5,10000,True,isolated,9794,0,4.0,4.0,0.7830622421737281,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,5,10000,True,pair,4,0,0.0,0.0,0.7830622421737281,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,5,10000,True,chain>=3,0,0,0.0,0.0,0.7830622421737281,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,5,10000,True,hub,2,0,0.0,0.0,0.7830622421737281,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,5,10000,True,TRUE,200,200,200.0,200.0,0.7830622421737281,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,6,10000,True,isolated,9788,1,11.0,11.0,0.7739544782789899,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,6,10000,True,pair,12,0,0.0,0.0,0.7739544782789899,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,6,10000,True,chain>=3,0,0,0.0,0.0,0.7739544782789899,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,6,10000,True,hub,0,0,0.0,0.0,0.7739544782789899,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,6,10000,True,TRUE,200,200,200.0,199.0,0.7739544782789899,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,7,10000,True,isolated,9790,0,6.0,6.0,0.7811481209439755,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,7,10000,True,pair,10,0,0.0,0.0,0.7811481209439755,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,7,10000,True,chain>=3,0,0,0.0,0.0,0.7811481209439755,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,7,10000,True,hub,0,0,0.0,0.0,0.7811481209439755,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,7,10000,True,TRUE,200,200,200.0,200.0,0.7811481209439755,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,8,10000,True,isolated,9788,0,10.0,10.0,0.7773633094825986,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,8,10000,True,pair,12,0,0.0,0.0,0.7773633094825986,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,8,10000,True,chain>=3,0,0,0.0,0.0,0.7773633094825986,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,8,10000,True,hub,0,0,0.0,0.0,0.7773633094825986,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,8,10000,True,TRUE,200,200,200.0,200.0,0.7773633094825986,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,9,10000,True,isolated,9794,0,8.0,8.0,0.7792485372771658,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,9,10000,True,pair,4,0,0.0,0.0,0.7792485372771658,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,9,10000,True,chain>=3,0,0,0.0,0.0,0.7792485372771658,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,9,10000,True,hub,2,0,0.0,0.0,0.7792485372771658,True
eps2_sr0.01_ss0.0005,0.01,0.0005,50,9,10000,True,TRUE,200,200,200.0,200.0,0.7792485372771658,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,0,40000,True,isolated,39529,3,79.0,79.0,1.0511974860707762,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,0,40000,True,pair,68,0,0.0,0.0,1.0511974860707762,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,0,40000,True,chain>=3,3,0,0.0,0.0,1.0511974860707762,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,0,40000,True,hub,0,0,0.0,0.0,1.0511974860707762,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,0,40000,True,TRUE,400,400,400.0,400.0,1.0511974860707762,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,1,40000,True,isolated,39530,9,77.0,77.0,1.039668360625757,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,1,40000,True,pair,64,0,0.0,0.0,1.039668360625757,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,1,40000,True,chain>=3,0,0,0.0,0.0,1.039668360625757,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,1,40000,True,hub,6,0,0.0,0.0,1.039668360625757,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,1,40000,True,TRUE,400,400,400.0,396.0,1.039668360625757,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,2,40000,True,isolated,39507,18,90.0,90.0,1.0298607951398646,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,2,40000,True,pair,84,0,0.0,0.0,1.0298607951398646,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,2,40000,True,chain>=3,0,0,0.0,0.0,1.0298607951398646,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,2,40000,True,hub,9,0,0.0,0.0,1.0298607951398646,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,2,40000,True,TRUE,400,400,400.0,399.0,1.0298607951398646,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,3,40000,True,isolated,39525,3,59.0,59.0,1.0599072251469024,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,3,40000,True,pair,74,0,0.0,0.0,1.0599072251469024,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,3,40000,True,chain>=3,0,0,0.0,0.0,1.0599072251469024,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,3,40000,True,hub,1,0,0.0,0.0,1.0599072251469024,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,3,40000,True,TRUE,400,400,400.0,397.0,1.0599072251469024,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,4,40000,True,isolated,39548,2,72.0,72.0,1.0536341404566376,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,4,40000,True,pair,52,0,0.0,0.0,1.0536341404566376,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,4,40000,True,chain>=3,0,0,0.0,0.0,1.0536341404566376,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,4,40000,True,hub,0,0,0.0,0.0,1.0536341404566376,True
eps2_sr0.01_ss0.0005,0.01,0.0005,100,4,40000,True,TRUE,400,400,400.0,398.0,1.0536341404566376,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,0,160000,True,isolated,158717,19,533.0,533.0,1.3363465681805071,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,0,160000,True,pair,430,0,2.0,2.0,1.3363465681805071,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,0,160000,True,chain>=3,24,0,0.0,0.0,1.3363465681805071,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,0,160000,True,hub,29,0,0.0,0.0,1.3363465681805071,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,0,160000,True,TRUE,800,800,800.0,796.0,1.3363465681805071,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,1,160000,True,isolated,158622,30,635.0,635.0,1.2138270166130927,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,1,160000,True,pair,520,0,4.0,4.0,1.2138270166130927,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,1,160000,True,chain>=3,31,0,1.0,1.0,1.2138270166130927,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,1,160000,True,hub,27,0,0.0,0.0,1.2138270166130927,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,1,160000,True,TRUE,800,800,800.0,800.0,1.2138270166130927,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,2,160000,True,isolated,158643,44,510.0,508.0,1.3266185786434967,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,2,160000,True,pair,538,0,4.0,4.0,1.3266185786434967,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,2,160000,True,chain>=3,12,0,0.0,0.0,1.3266185786434967,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,2,160000,True,hub,7,0,0.0,0.0,1.3266185786434967,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,2,160000,True,TRUE,800,800,800.0,794.0,1.3266185786434967,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,3,160000,True,isolated,158676,16,566.0,566.0,1.323883133629426,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,3,160000,True,pair,498,0,0.0,0.0,1.323883133629426,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,3,160000,True,chain>=3,12,0,0.0,0.0,1.323883133629426,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,3,160000,True,hub,14,0,0.0,0.0,1.323883133629426,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,3,160000,True,TRUE,800,800,800.0,792.0,1.323883133629426,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,4,160000,True,isolated,158588,44,588.0,588.0,1.303350048295359,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,4,160000,True,pair,574,0,2.0,2.0,1.303350048295359,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,4,160000,True,chain>=3,21,0,0.0,0.0,1.303350048295359,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,4,160000,True,hub,17,0,0.0,0.0,1.303350048295359,True
eps2_sr0.01_ss0.0005,0.01,0.0005,200,4,160000,True,TRUE,800,800,800.0,792.0,1.303350048295359,True
eps2_sr0.01_ss0.0005,0.01,0.0005,400,0,640000,True,isolated,633767,453,4491.0,4491.0,1.2705473438393602,True
eps2_sr0.01_ss0.0005,0.01,0.0005,400,0,640000,True,pair,4272,4,31.0,31.0,1.2705473438393602,True
eps2_sr0.01_ss0.0005,0.01,0.0005,400,0,640000,True,chain>=3,282,0,1.0,1.0,1.2705473438393602,True
eps2_sr0.01_ss0.0005,0.01,0.0005,400,0,640000,True,hub,79,0,0.0,0.0,1.2705473438393602,True
eps2_sr0.01_ss0.0005,0.01,0.0005,400,0,640000,True,TRUE,1600,1600,1600.0,1600.0,1.2705473438393602,True
eps2_sr0.01_ss0.0005,0.01,0.0005,400,1,640000,True,isolated,634093,307,4502.0,4502.0,1.2853824887364587,True
eps2_sr0.01_ss0.0005,0.01,0.0005,400,1,640000,True,pair,3962,4,36.0,36.0,1.2853824887364587,True
eps2_sr0.01_ss0.0005,0.01,0.0005,400,1,640000,True,chain>=3,277,0,7.0,7.0,1.2853824887364587,True
eps2_sr0.01_ss0.0005,0.01,0.0005,400,1,640000,True,hub,68,0,0.0,0.0,1.2853824887364587,True
eps2_sr0.01_ss0.0005,0.01,0.0005,400,1,640000,True,TRUE,1600,1600,1600.0,1600.0,1.2853824887364587,True
eps2_sr0.01_ss0.0005,0.01,0.0005,400,2,640000,True,isolated,633723,296,4303.0,4301.0,1.301738332760377,True
eps2_sr0.01_ss0.0005,0.01,0.0005,400,2,640000,True,pair,4284,2,33.0,33.0,1.301738332760377,True
eps2_sr0.01_ss0.0005,0.01,0.0005,400,2,640000,True,chain>=3,310,0,3.0,3.0,1.301738332760377,True
eps2_sr0.01_ss0.0005,0.01,0.0005,400,2,640000,True,hub,83,0,1.0,1.0,1.301738332760377,True
eps2_sr0.01_ss0.0005,0.01,0.0005,400,2,640000,True,TRUE,1600,1600,1600.0,1600.0,1.301738332760377,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,0,10000,True,isolated,9784,10,42.0,42.0,0.6816221627104457,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,0,10000,True,pair,12,0,0.0,0.0,0.6816221627104457,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,0,10000,True,chain>=3,0,0,0.0,0.0,0.6816221627104457,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,0,10000,True,hub,4,0,0.0,0.0,0.6816221627104457,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,0,10000,True,TRUE,200,200,200.0,199.0,0.6816221627104457,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,1,10000,True,isolated,9763,2,32.0,32.0,0.7529735777855346,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,1,10000,True,pair,36,0,0.0,0.0,0.7529735777855346,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,1,10000,True,chain>=3,0,0,0.0,0.0,0.7529735777855346,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,1,10000,True,hub,1,0,0.0,0.0,0.7529735777855346,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,1,10000,True,TRUE,200,200,200.0,198.0,0.7529735777855346,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,2,10000,True,isolated,9779,5,23.0,23.0,0.7586285448129181,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,2,10000,True,pair,20,0,0.0,0.0,0.7586285448129181,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,2,10000,True,chain>=3,0,0,0.0,0.0,0.7586285448129181,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,2,10000,True,hub,1,0,0.0,0.0,0.7586285448129181,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,2,10000,True,TRUE,200,200,200.0,198.0,0.7586285448129181,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,3,10000,True,isolated,9781,8,34.0,33.0,0.7431241358665602,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,3,10000,True,pair,18,0,0.0,0.0,0.7431241358665602,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,3,10000,True,chain>=3,0,0,0.0,0.0,0.7431241358665602,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,3,10000,True,hub,1,0,0.0,0.0,0.7431241358665602,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,3,10000,True,TRUE,200,200,200.0,200.0,0.7431241358665602,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,4,10000,True,isolated,9761,2,26.0,26.0,0.7581264949723809,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,4,10000,True,pair,38,0,0.0,0.0,0.7581264949723809,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,4,10000,True,chain>=3,0,0,0.0,0.0,0.7581264949723809,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,4,10000,True,hub,1,0,0.0,0.0,0.7581264949723809,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,4,10000,True,TRUE,200,200,200.0,198.0,0.7581264949723809,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,5,10000,True,isolated,9775,0,18.0,18.0,0.7699624323278729,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,5,10000,True,pair,18,0,0.0,0.0,0.7699624323278729,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,5,10000,True,chain>=3,0,0,0.0,0.0,0.7699624323278729,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,5,10000,True,hub,7,0,0.0,0.0,0.7699624323278729,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,5,10000,True,TRUE,200,200,200.0,200.0,0.7699624323278729,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,6,10000,True,isolated,9778,1,15.0,15.0,0.7702774522376241,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,6,10000,True,pair,20,0,0.0,0.0,0.7702774522376241,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,6,10000,True,chain>=3,0,0,0.0,0.0,0.7702774522376241,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,6,10000,True,hub,2,0,0.0,0.0,0.7702774522376241,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,6,10000,True,TRUE,200,200,200.0,199.0,0.7702774522376241,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,7,10000,True,isolated,9771,2,20.0,20.0,0.763391458142574,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,7,10000,True,pair,26,0,0.0,0.0,0.763391458142574,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,7,10000,True,chain>=3,0,0,0.0,0.0,0.763391458142574,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,7,10000,True,hub,3,0,0.0,0.0,0.763391458142574,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,7,10000,True,TRUE,200,200,200.0,198.0,0.763391458142574,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,8,10000,True,isolated,9773,2,27.0,27.0,0.7563966022835965,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,8,10000,True,pair,22,0,1.0,1.0,0.7563966022835965,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,8,10000,True,chain>=3,0,0,0.0,0.0,0.7563966022835965,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,8,10000,True,hub,5,0,0.0,0.0,0.7563966022835965,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,8,10000,True,TRUE,200,200,200.0,198.0,0.7563966022835965,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,9,10000,True,isolated,9777,3,21.0,21.0,0.7118232611942639,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,9,10000,True,pair,16,0,0.0,0.0,0.7118232611942639,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,9,10000,True,chain>=3,0,0,0.0,0.0,0.7118232611942639,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,9,10000,True,hub,7,0,0.0,0.0,0.7118232611942639,True
eps2_sr0.02_ss0.0001,0.02,0.0001,50,9,10000,True,TRUE,200,200,200.0,200.0,0.7118232611942639,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,0,40000,True,isolated,39380,10,163.0,162.0,0.9293018660179888,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,0,40000,True,pair,212,0,1.0,1.0,0.9293018660179888,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,0,40000,True,chain>=3,3,0,0.0,0.0,0.9293018660179888,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,0,40000,True,hub,5,0,0.0,0.0,0.9293018660179888,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,0,40000,True,TRUE,400,400,400.0,400.0,0.9293018660179888,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,1,40000,True,isolated,39405,25,194.0,194.0,0.9062932354706698,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,1,40000,True,pair,182,0,1.0,1.0,0.9062932354706698,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,1,40000,True,chain>=3,9,0,0.0,0.0,0.9062932354706698,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,1,40000,True,hub,4,0,0.0,0.0,0.9062932354706698,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,1,40000,True,TRUE,400,400,400.0,400.0,0.9062932354706698,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,2,40000,True,isolated,39437,28,177.0,177.0,0.9113049195343783,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,2,40000,True,pair,124,0,1.0,1.0,0.9113049195343783,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,2,40000,True,chain>=3,9,0,0.0,0.0,0.9113049195343783,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,2,40000,True,hub,30,1,1.0,1.0,0.9113049195343783,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,2,40000,True,TRUE,400,400,400.0,400.0,0.9113049195343783,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,3,40000,True,isolated,39419,11,160.0,159.0,0.9943312701088487,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,3,40000,True,pair,174,0,1.0,1.0,0.9943312701088487,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,3,40000,True,chain>=3,0,0,0.0,0.0,0.9943312701088487,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,3,40000,True,hub,7,0,0.0,0.0,0.9943312701088487,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,3,40000,True,TRUE,400,400,400.0,396.0,0.9943312701088487,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,4,40000,True,isolated,39427,5,179.0,179.0,0.9934447335393657,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,4,40000,True,pair,160,0,0.0,0.0,0.9934447335393657,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,4,40000,True,chain>=3,6,0,0.0,0.0,0.9934447335393657,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,4,40000,True,hub,7,0,0.0,0.0,0.9934447335393657,True
eps2_sr0.02_ss0.0001,0.02,0.0001,100,4,40000,True,TRUE,400,400,400.0,398.0,0.9934447335393657,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,0,160000,True,isolated,157624,143,1453.0,1451.0,1.018019473317451,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,0,160000,True,pair,1326,1,8.0,8.0,1.018019473317451,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,0,160000,True,chain>=3,164,1,2.0,2.0,1.018019473317451,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,0,160000,True,hub,86,0,2.0,2.0,1.018019473317451,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,0,160000,True,TRUE,800,800,800.0,799.0,1.018019473317451,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,1,160000,True,isolated,157758,154,1453.0,1453.0,1.0175689457705448,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,1,160000,True,pair,1258,2,19.0,19.0,1.0175689457705448,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,1,160000,True,chain>=3,138,0,1.0,1.0,1.0175689457705448,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,1,160000,True,hub,46,0,1.0,1.0,1.0175689457705448,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,1,160000,True,TRUE,800,800,800.0,800.0,1.0175689457705448,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,2,160000,True,isolated,157564,105,1384.0,1383.0,1.0333229301881703,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,2,160000,True,pair,1480,1,18.0,18.0,1.0333229301881703,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,2,160000,True,chain>=3,107,0,0.0,0.0,1.0333229301881703,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,2,160000,True,hub,49,0,0.0,0.0,1.0333229301881703,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,2,160000,True,TRUE,800,800,800.0,800.0,1.0333229301881703,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,3,160000,True,isolated,157825,205,1619.0,1618.0,0.9827445222020033,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,3,160000,True,pair,1152,0,14.0,14.0,0.9827445222020033,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,3,160000,True,chain>=3,145,1,3.0,3.0,0.9827445222020033,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,3,160000,True,hub,78,0,0.0,0.0,0.9827445222020033,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,3,160000,True,TRUE,800,800,800.0,800.0,0.9827445222020033,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,4,160000,True,isolated,157758,171,1396.0,1395.0,1.0216969524509592,True
eps2_sr0.02_ss0.0001,0.02,0.0001,200,4,160000,True,pair,1250,2,12.0,12.0,1.0216969524509592,True
