n_trk,rep,who,drop_rate,n_true_all,n_true_clean,n_false_all,n_active,n_true_active,n_false_active,eff_pct,fr_pct,cos,jaccard,t_classical,t_quantum,success_prob,n_seg
2,0,C,0.0,8,8,8,8,8,0,100.0,0.0,0.822088036891321,0.75,0.0004012584686279297,0.7893767356872559,0.143798828125,16
2,0,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.822088036891321,0.75,0.0004012584686279297,0.7893767356872559,0.143798828125,16
2,1,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8285036668163741,0.75,0.00038433074951171875,0.4186551570892334,0.1348876953125,16
2,1,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8285036668163741,0.75,0.00038433074951171875,0.4186551570892334,0.1348876953125,16
2,2,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8241190300489621,0.75,0.0022077560424804688,0.42000412940979004,0.144775390625,16
2,2,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8241190300489621,0.75,0.0022077560424804688,0.42000412940979004,0.144775390625,16
2,3,C,0.0,8,8,8,8,8,0,100.0,0.0,0.82508187477111,0.75,0.0005235671997070312,0.5899946689605713,0.1429443359375,16
2,3,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.82508187477111,0.75,0.0005235671997070312,0.5899946689605713,0.1429443359375,16
2,4,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8282547503031432,0.75,0.00037217140197753906,0.44237327575683594,0.14599609375,16
2,4,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8282547503031432,0.75,0.00037217140197753906,0.44237327575683594,0.14599609375,16
2,5,C,0.0,8,8,8,8,8,0,100.0,0.0,0.825640509378345,0.75,0.00023508071899414062,0.35196733474731445,0.1434326171875,16
2,5,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.825640509378345,0.75,0.00023508071899414062,0.35196733474731445,0.1434326171875,16
2,6,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8263508351993404,0.75,0.0003943443298339844,0.43117237091064453,0.14306640625,16
2,6,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8263508351993404,0.75,0.0003943443298339844,0.43117237091064453,0.14306640625,16
2,7,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8286076727980546,0.75,0.00033020973205566406,0.46627235412597656,0.1463623046875,16
2,7,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8286076727980546,0.75,0.00033020973205566406,0.46627235412597656,0.1463623046875,16
2,8,C,0.0,8,8,8,8,8,0,100.0,0.0,0.8232636721009671,0.75,0.00031685829162597656,0.40578627586364746,0.14208984375,16
2,8,Q,0.0,8,8,8,6,6,0,75.0,0.0,0.8232636721009671,0.75,0.00031685829162597656,0.40578627586364746,0.14208984375,16
