who,n_trk,eff_m,eff_e,fr_m,fr_e,ntm,ntse,nfm,nfse,tam,tase,fam,fase,n_reps
C,2,93.75,2.0903835508897664,0.0,0.0,7.733333333333333,0.08526020878174409,7.733333333333333,0.08526020878174409,7.5,0.1672306840711813,0.0,0.0,60
C,4,96.66666666666667,1.0448397997570291,0.0,0.0,15.666666666666666,0.097037084956597,47.0,0.29111125486979095,15.466666666666667,0.1671743679611247,0.0,0.0,60
C,6,95.90277777777779,0.877432871640444,0.0,0.0,23.45,0.1074222882953015,117.25,0.5371114414765076,23.016666666666666,0.21058388919370646,0.0,0.0,60
C,8,95.67708333333333,0.8373787313472955,0.0,0.0,31.166666666666668,0.14684375544176556,218.08333333333334,1.075744825839358,30.616666666666667,0.26796119403113455,0.0,0.0,60
C,10,98.0,0.5139302421392525,0.0,0.0,39.46666666666667,0.11514340522356604,355.21666666666664,1.0278856766287074,39.2,0.205572096855701,0.0,0.0,60
C,15,96.86111111111111,0.4901600278461063,0.08154121863799284,0.06009565543775624,58.88333333333333,0.15050135924206792,824.2,2.175206984111814,58.11666666666667,0.29409601670766383,0.05,0.037014274235423576,60
C,20,95.58333333333333,0.6242698182888272,0.11171171171171171,0.0798229529370367,77.98333333333333,0.2609106895994668,1481.9833333333333,4.8833564720533165,76.46666666666667,0.4994158546310618,0.08333333333333333,0.05962058315690873,60
C,30,95.875,0.5101854130422634,0.3104344729344729,0.16523124091527655,117.26666666666667,0.31789088369434226,3401.366666666667,9.099915150367034,115.05,0.612222495650716,0.38333333333333336,0.204596428809822,60
C,40,96.16666666666667,0.3750784600908262,0.14088949840718815,0.0582194208937304,156.46666666666667,0.32631019406314776,6099.75,13.162127337372091,153.86666666666667,0.6001255361453218,0.21666666666666667,0.08922664174441856,60
C,50,96.83333333333333,0.29199940665006924,0.22504998979796223,0.10365982560235802,196.35,0.32575423129875003,9619.633333333333,15.980283873981463,193.66666666666666,0.5839988133001385,0.45,0.20914812419217949,60
Q,2,71.25,1.3052750429902147,0.0,0.0,7.733333333333333,0.08526020878174409,7.733333333333333,0.08526020878174409,5.7,0.1044220034392172,0.0,0.0,60
Q,4,73.95833333333333,0.5390527979898774,0.0,0.0,15.666666666666666,0.097037084956597,47.0,0.29111125486979095,11.833333333333334,0.08624844767838039,0.0,0.0,60
Q,6,77.5,0.7935414909936575,0.0,0.0,23.45,0.1074222882953015,117.25,0.5371114414765076,18.6,0.19044995783847776,0.0,0.0,60
Q,8,85.52083333333333,0.8169514449286431,0.0,0.0,31.166666666666668,0.14684375544176556,218.08333333333334,1.075744825839358,27.366666666666667,0.2614244623771658,0.0,0.0,60
Q,10,87.83333333333333,0.6015125317068437,0.0,0.0,39.46666666666667,0.11514340522356604,355.21666666666664,1.0278856766287074,35.13333333333333,0.24060501268273746,0.0,0.0,60
Q,15,76.61111111111111,0.6149511265555122,0.13758447624726694,0.08131291432269427,58.88333333333333,0.15050135924206792,824.2,2.175206984111814,45.96666666666667,0.3689706759333074,0.06666666666666667,0.04024407642600706,60
Q,20,58.520833333333336,0.658020155430606,0.2454591647138231,0.09943238918949708,77.98333333333333,0.2609106895994668,1481.9833333333333,4.8833564720533165,46.81666666666667,0.5264161243444848,0.11666666666666667,0.04807989270851716,60
Q,30,38.208333333333336,0.6300642286333908,0.721844127255499,0.2141355125658473,117.26666666666667,0.31789088369434226,3401.366666666667,9.099915150367034,45.85,0.756077074360069,0.35,0.10583272164955133,60
Q,40,22.885416666666668,0.35810938919282786,0.4793036786444535,0.1736565141017299,156.46666666666667,0.32631019406314776,6099.75,13.162127337372091,36.61666666666667,0.5729750227085246,0.18333333333333332,0.06505828185300304,60
Q,50,12.483333333333333,0.2930375370439099,0.7024329476818958,0.27762515753144695,196.35,0.32575423129875003,9619.633333333333,15.980283873981463,24.966666666666665,0.5860750740878198,0.2,0.08164965809277258,60
