who,n_trk,eff_m,eff_e,fr_m,fr_e,ntm,ntse,nfm,nfse,tam,tase,fam,fase,n_reps
C,10,100.0,0.0,0.04065040650406504,0.040650406504065054,40.0,0.0,360.0,0.0,40.0,0.0,0.016666666666666666,0.016666666666666666,60
C,15,100.0,0.0,0.1075268817204301,0.0753858862035591,60.0,0.0,840.0,0.0,60.0,0.0,0.06666666666666667,0.046739249446206624,60
C,20,100.0,0.0,0.14154177686355177,0.08192586715632262,80.0,0.0,1520.0,0.0,80.0,0.0,0.11666666666666667,0.0676133351382125,60
C,30,100.0,0.0,0.45646400905858076,0.14860329006045395,120.0,0.0,3480.0,0.0,120.0,0.0,0.5666666666666667,0.18619998159239817,60
C,50,100.0,0.0,1.1187594317401117,0.1292378148350966,200.0,0.0,9800.0,0.0,200.0,0.0,2.283333333333333,0.2658444244361098,60
C,75,99.91111111111111,0.06231899926160895,2.8569970990596283,0.1650239995597671,300.0,0.0,22200.0,0.0,299.73333333333335,0.18695699778482652,8.866666666666667,0.5253283432038082,60
C,100,99.93333333333334,0.06666666666666667,4.8705428936592075,0.21982873197548758,400.0,0.0,39600.0,0.0,399.73333333333335,0.26666666666666666,20.533333333333335,0.9752492558885194,30
C,150,99.91111111111111,0.061760740780413215,9.843559557670996,0.3838043223011229,600.0,0.0,89400.0,0.0,599.4666666666667,0.3705644446824807,65.8,2.852464149492142,30
C,200,99.96666666666667,0.03333333333333333,15.808251788115175,0.3458058134383074,800.0,0.0,159200.0,0.0,799.7333333333333,0.26666666666666666,150.63333333333333,3.9194426454970603,30
C,300,99.96666666666667,0.03333333333333357,30.251940438965,0.34796932326812186,1200.0,0.0,358800.0,0.0,1199.6,0.4,521.1,8.46289113221891,20
C,500,99.925,0.04031128874149332,55.01627000470819,0.29619819942315634,2000.0,0.0,998000.0,0.0,1998.5,0.806225774829855,2447.0625,29.055043846407575,16
Q,10,96.83333333333333,0.3508799806609451,0.04065040650406504,0.040650406504065054,40.0,0.0,360.0,0.0,38.733333333333334,0.14035199226437806,0.016666666666666666,0.016666666666666666,60
Q,15,89.16666666666667,0.4794915176573365,0.12462147682273468,0.08737466150678856,60.0,0.0,840.0,0.0,53.5,0.2876949105944019,0.06666666666666667,0.046739249446206624,60
Q,20,73.04166666666667,0.58853112022449,0.14125122189638317,0.09024068120825571,80.0,0.0,1520.0,0.0,58.43333333333333,0.47082489617959195,0.08333333333333333,0.0546776205092855,60
Q,30,51.98611111111111,0.5281957656937817,0.42548380764252836,0.14497789314491877,120.0,0.0,3480.0,0.0,62.38333333333333,0.633834918832538,0.26666666666666666,0.09164740424219035,60
Q,50,18.15,0.3420402394802823,0.776387827127271,0.1785585595495935,200.0,0.0,9800.0,0.0,36.3,0.6840804789605646,0.3,0.06847821213147406,60
Q,75,9.755555555555556,0.2640724408718928,2.0478436296147384,0.37677122789728795,300.0,0.0,22200.0,0.0,29.266666666666666,0.7922173226156786,0.5833333333333334,0.09883978551932716,60
Q,100,4.766666666666667,0.19213461117732158,3.61007429867079,0.7725449524994811,400.0,0.0,39600.0,0.0,19.066666666666666,0.7685384447092863,0.8,0.1755123861758749,30
Q,150,2.4722222222222223,0.10988306025320178,6.331101584635035,1.1842552787101017,600.0,0.0,89400.0,0.0,14.833333333333334,0.6592983615192105,0.9666666666666667,0.16940282762593675,30
Q,200,1.1208333333333333,0.05637624190508796,11.853463529934118,1.5441204417515848,800.0,0.0,159200.0,0.0,8.966666666666667,0.4510099352407037,1.3,0.19855802012591145,30
Q,300,0.6166666666666667,0.058427242704567874,26.2355136693372,2.4610259411723208,1200.0,0.0,358800.0,0.0,7.4,0.7011269124548144,2.5,0.27625312572654126,20
Q,500,0.2875,0.028686524130097507,50.14155982905983,2.7254912700609526,2000.0,0.0,998000.0,0.0,5.75,0.5737304826019501,5.625,0.5153882032022076,16
