2,0,1.0,1.0,0.002,0.35,1
2,1,1.0,1.0,0.002,0.35,1
2,2,1.0,1.0,0.002,0.35,1
2,3,1.0,1.0,0.002,0.35,1
2,4,1.0,1.0,0.002,0.35,1
3,0,1.0,1.0,0.002,0.35,1
3,1,1.0,1.0,0.002,0.35,1
3,2,1.0,1.0,0.002,0.35,1
3,3,1.0,1.0,0.002,0.35,1
3,4,1.0,1.0,0.002,0.35,1
4,0,1.0,1.0,0.002,0.35,1
4,1,1.0,1.0,0.002,0.35,1
4,2,1.0,1.0,0.002,0.35,1
4,3,1.0,1.0,0.002,0.35,1
4,4,1.0,1.0,0.002,0.35,1
5,0,1.0,1.0,0.002,0.35,1
5,1,1.0,1.0,0.002,0.35,1
5,2,1.0,1.0,0.002,0.35,1
5,3,1.0,1.0,0.002,0.35,1
5,4,1.0,1.0,0.002,0.35,1
6,0,1.0,1.0,0.002,0.35,1
6,1,1.0,1.0,0.002,0.35,1
6,2,1.0,1.0,0.002,0.35,1
6,3,1.0,1.0,0.002,0.35,1
6,4,1.0,1.0,0.002,0.35,1
8,0,1.0,1.0,0.002,0.35,1
8,1,1.0,1.0,0.002,0.35,1
8,2,1.0,1.0,0.002,0.35,1
8,3,1.0,1.0,0.002,0.35,1
8,4,1.0,1.0,0.002,0.35,1
10,0,1.0,1.0,0.002,0.35,1
10,1,1.0,1.0,0.002,0.35,1
10,2,1.0,1.0,0.002,0.35,1
10,3,1.0,1.0,0.002,0.35,1
10,4,1.0,1.0,0.002,0.35,1
15,0,1.0,1.0,0.002,0.35,1
15,1,1.0,1.0,0.002,0.35,1
15,2,1.0,1.0,0.002,0.35,1
20,0,1.0,1.0,0.002,0.35,1
20,1,1.0,1.0,0.002,0.35,1
20,2,1.0,1.0,0.002,0.35,1
25,0,1.0,1.0,0.002,0.35,1
25,1,1.0,1.0,0.002,0.35,1
25,2,1.0,1.0,0.002,0.35,1
30,0,1.0,1.0,0.002,0.35,1
30,1,1.0,1.0,0.002,0.35,1
40,0,1.0,1.0,0.002,0.35,1
40,1,1.0,1.0,0.002,0.35,1
50,0,1.0,1.0,0.002,0.35,1
50,1,1.0,1.0,0.002,0.35,1
75,0,1.0,1.0,0.002,0.35,1
100,0,1.0,1.0,0.002,0.35,1
125,0,1.0,1.0,0.002,0.35,1
150,0,1.0,1.0,0.002,0.35,1
200,0,1.0,1.0,0.002,0.35,1
250,0,1.0,1.0,0.002,0.35,1
300,0,1.0,1.0,0.002,0.35,1
400,0,1.0,1.0,0.002,0.35,1
500,0,1.0,1.0,0.002,0.35,1
2,0,2.0,1.0,0.002,0.35,1
2,1,2.0,1.0,0.002,0.35,1
2,2,2.0,1.0,0.002,0.35,1
2,3,2.0,1.0,0.002,0.35,1
2,4,2.0,1.0,0.002,0.35,1
3,0,2.0,1.0,0.002,0.35,1
3,1,2.0,1.0,0.002,0.35,1
3,2,2.0,1.0,0.002,0.35,1
3,3,2.0,1.0,0.002,0.35,1
3,4,2.0,1.0,0.002,0.35,1
4,0,2.0,1.0,0.002,0.35,1
4,1,2.0,1.0,0.002,0.35,1
4,2,2.0,1.0,0.002,0.35,1
4,3,2.0,1.0,0.002,0.35,1
4,4,2.0,1.0,0.002,0.35,1
5,0,2.0,1.0,0.002,0.35,1
5,1,2.0,1.0,0.002,0.35,1
5,2,2.0,1.0,0.002,0.35,1
5,3,2.0,1.0,0.002,0.35,1
5,4,2.0,1.0,0.002,0.35,1
6,0,2.0,1.0,0.002,0.35,1
6,1,2.0,1.0,0.002,0.35,1
6,2,2.0,1.0,0.002,0.35,1
6,3,2.0,1.0,0.002,0.35,1
6,4,2.0,1.0,0.002,0.35,1
8,0,2.0,1.0,0.002,0.35,1
8,1,2.0,1.0,0.002,0.35,1
8,2,2.0,1.0,0.002,0.35,1
8,3,2.0,1.0,0.002,0.35,1
8,4,2.0,1.0,0.002,0.35,1
10,0,2.0,1.0,0.002,0.35,1
10,1,2.0,1.0,0.002,0.35,1
10,2,2.0,1.0,0.002,0.35,1
10,3,2.0,1.0,0.002,0.35,1
10,4,2.0,1.0,0.002,0.35,1
15,0,2.0,1.0,0.002,0.35,1
15,1,2.0,1.0,0.002,0.35,1
15,2,2.0,1.0,0.002,0.35,1
20,0,2.0,1.0,0.002,0.35,1
20,1,2.0,1.0,0.002,0.35,1
20,2,2.0,1.0,0.002,0.35,1
25,0,2.0,1.0,0.002,0.35,1
25,1,2.0,1.0,0.002,0.35,1
25,2,2.0,1.0,0.002,0.35,1
30,0,2.0,1.0,0.002,0.35,1
30,1,2.0,1.0,0.002,0.35,1
40,0,2.0,1.0,0.002,0.35,1
40,1,2.0,1.0,0.002,0.35,1
50,0,2.0,1.0,0.002,0.35,1
50,1,2.0,1.0,0.002,0.35,1
75,0,2.0,1.0,0.002,0.35,1
100,0,2.0,1.0,0.002,0.35,1
125,0,2.0,1.0,0.002,0.35,1
150,0,2.0,1.0,0.002,0.35,1
200,0,2.0,1.0,0.002,0.35,1
250,0,2.0,1.0,0.002,0.35,1
300,0,2.0,1.0,0.002,0.35,1
400,0,2.0,1.0,0.002,0.35,1
500,0,2.0,1.0,0.002,0.35,1
