phi_max,n_tracks,sigma_res,sigma_res_mm,epsilon,repeat,n_true,n_false,true_accepted,false_accepted,segment_efficiency,segment_false_rate
0.02,100,0.015,0.015,0.004742833744163,1,300,2999700,300,4780,1.0,0.9409448818897638
0.02,100,0.015,0.015,0.004742833744163,2,300,2999700,300,4706,1.0,0.9400719137035556
0.02,100,0.015,0.015,0.004742833744163,3,300,2999700,300,5466,1.0,0.9479708636836628
0.02,100,0.015,0.015,0.004742833744163,4,300,2999700,300,5041,1.0,0.9438307433064969
0.02,100,0.015,0.015,0.004742833744163,5,300,2999700,300,4893,1.0,0.9422299248989024
0.02,100,0.015,0.015,0.004742833744163,6,300,2999700,300,5696,1.0,0.9499666444296198
0.02,100,0.015,0.015,0.004742833744163,7,300,2999700,300,5107,1.0,0.9445163676715368
0.02,100,0.015,0.015,0.004742833744163,8,300,2999700,300,5368,1.0,0.9470712773465068
0.02,100,0.015,0.015,0.004742833744163,9,300,2999700,300,5190,1.0,0.9453551912568308
0.02,100,0.02,0.02,0.0063126685373225,0,300,2999700,300,8235,1.0,0.9648506151142356
0.02,100,0.02,0.02,0.0063126685373225,1,300,2999700,300,9861,1.0,0.9704753469146736
0.02,100,0.02,0.02,0.0063126685373225,2,300,2999700,300,10287,1.0,0.971663360725418
0.02,100,0.02,0.02,0.0063126685373225,3,300,2999700,300,8372,1.0,0.9654059040590406
0.02,100,0.02,0.02,0.0063126685373225,4,300,2999700,300,10344,1.0,0.971815107102593
0.02,100,0.02,0.02,0.0063126685373225,5,300,2999700,300,9218,1.0,0.9684807732716956
0.02,100,0.02,0.02,0.0063126685373225,6,300,2999700,300,8730,1.0,0.9667774086378738
0.02,100,0.02,0.02,0.0063126685373225,7,300,2999700,300,8310,1.0,0.9651567944250872
0.02,100,0.02,0.02,0.0063126685373225,8,300,2999700,300,8200,1.0,0.9647058823529412
0.02,100,0.02,0.02,0.0063126685373225,9,300,2999700,300,8806,1.0,0.9670546892159017
0.02,100,0.03,0.03,0.0094570717326724,0,300,2999700,300,25272,1.0,0.988268418582825
0.02,100,0.03,0.03,0.0094570717326724,1,300,2999700,300,20264,1.0,0.9854113985605912
0.02,100,0.03,0.03,0.0094570717326724,2,300,2999700,300,19728,1.0,0.9850209706411024
0.02,100,0.03,0.03,0.0094570717326724,3,300,2999700,300,22469,1.0,0.9868241907857174
0.02,100,0.03,0.03,0.0094570717326724,4,300,2999700,300,19708,1.0,0.9850059976009596
0.02,100,0.03,0.03,0.0094570717326724,5,300,2999700,300,19564,1.0,0.9848973016512284
0.02,100,0.03,0.03,0.0094570717326724,6,300,2999700,300,19069,1.0,0.9845113325416904
0.02,100,0.03,0.03,0.0094570717326724,7,300,2999700,300,19909,1.0,0.985155128902964
0.02,100,0.03,0.03,0.0094570717326724,8,300,2999700,300,18554,1.0,0.9840882571337648
0.02,100,0.03,0.03,0.0094570717326724,9,300,2999700,299,20742,0.9966666666666668,0.9857896487809514
0.02,100,0.05,0.05,0.0157515370451374,0,300,2999700,300,58158,1.0,0.9948681104382634
0.02,100,0.05,0.05,0.0157515370451374,1,300,2999700,300,47109,1.0,0.993672087578308
0.02,100,0.05,0.05,0.0157515370451374,2,300,2999700,300,62232,1.0,0.9952024563423528
0.02,100,0.05,0.05,0.0157515370451374,3,300,2999700,300,54187,1.0,0.9944940995099748
0.02,100,0.05,0.05,0.0157515370451374,4,300,2999700,300,52367,1.0,0.994303833520041
0.02,100,0.05,0.05,0.0157515370451374,5,300,2999700,300,57198,1.0,0.9947824272148597
0.02,100,0.05,0.05,0.0157515370451374,6,300,2999700,300,49760,1.0,0.9940071913703556
0.02,100,0.05,0.05,0.0157515370451374,7,300,2999700,300,60109,1.0,0.9950338525716368
0.02,100,0.05,0.05,0.0157515370451374,8,300,2999700,300,51701,1.0,0.9942308801753812
0.02,100,0.05,0.05,0.0157515370451374,9,300,2999700,300,59234,1.0,0.9949608627003056
0.02,200,0.0,0.0,0.0004247940677551,0,600,23999400,600,305,1.0,0.3370165745856354
