p_hit_res,mean,rms,n
0.0,0.8477066666666666,0.32147774514299154,1500
2e-05,0.8478266666666666,0.32117359266014106,1500
4e-05,0.8468266666666667,0.321433761899538,1500
6.000000000000001e-05,0.8467399999999999,0.320968075878791,1500
8e-05,0.8469933333333334,0.32119935650966397,1500
