p_hit_res,p_multi_scatter,mean,rms,n
0.0,0.0,0.9992773700627059,0.0020367438765419676,150
0.0,1e-05,0.9989548003588258,0.002549930488318084,150
0.0,2e-05,0.9993022682430853,0.002045645152678298,150
0.0,3e-05,0.9524058875407695,0.2107324963388405,150
0.0,4e-05,0.9060630818295654,0.29071140838002807,150
0.0,5e-05,0.9055516378567847,0.2905564871382608,150
0.0,6e-05,0.8987250044021715,0.2995895487070218,150
0.0,7e-05,0.8989409566752378,0.29965769199288245,150
0.0,7.999999999999999e-05,0.8982928228114013,0.2994473289305712,150
0.0,8.999999999999999e-05,0.898411261819914,0.2994883722104779,150
2e-05,0.0,0.9992002565335899,0.0020816111675857397,150
2e-05,1e-05,0.9988726797676086,0.002637348293220346,150
2e-05,2e-05,0.999131790360432,0.002604262652076148,150
2e-05,3e-05,0.9589908138724466,0.19576943499188218,150
2e-05,4e-05,0.9123374002414819,0.28105002529457374,150
2e-05,5e-05,0.8986691939853451,0.2995704081091275,150
2e-05,6e-05,0.8990222026189892,0.2996829134454485,150
2e-05,7e-05,0.8987784410647701,0.2996065627763195,150
2e-05,7.999999999999999e-05,0.8989303553840968,0.2996530388036561,150
2e-05,8.999999999999999e-05,0.8981837251042356,0.29941400418835784,150
4e-05,0.0,0.9989457346993103,0.0027444860789566866,150
4e-05,1e-05,0.9989593567774002,0.0027734245248318226,150
4e-05,2e-05,0.998784814736974,0.0029232572320747217,150
4e-05,3e-05,0.9525108591584781,0.21075189392148147,150
4e-05,4e-05,0.9187287794843022,0.27093326563108167,150
4e-05,5e-05,0.905494011556065,0.29053490775277885,150
4e-05,6e-05,0.9055754638299688,0.29055885830432365,150
4e-05,7e-05,0.89868955023187,0.29957645417109596,150
4e-05,7.999999999999999e-05,0.8986451109605442,0.2995645633282749,150
4e-05,8.999999999999999e-05,0.8983590518042246,0.29947014037303,150
6.000000000000001e-05,0.0,0.9989821805947614,0.002576647751870355,150
6.000000000000001e-05,1e-05,0.9984503297430994,0.003215475714863876,150
6.000000000000001e-05,2e-05,0.9994538564704382,0.0018331691027818257,150
6.000000000000001e-05,3e-05,0.9589223213001747,0.1957610211692704,150
6.000000000000001e-05,4e-05,0.9121688926132776,0.2810010706441876,150
6.000000000000001e-05,5e-05,0.9122343167514498,0.2810171608210501,150
6.000000000000001e-05,6e-05,0.8987006800685071,0.29958079219364764,150
6.000000000000001e-05,7e-05,0.8986946978131196,0.2995843433883949,150
6.000000000000001e-05,7.999999999999999e-05,0.898324028557002,0.29945856214587835,150
6.000000000000001e-05,8.999999999999999e-05,0.8983737979352624,0.2994758724811163,150
8e-05,0.0,0.9990874581426865,0.002442086866667619,150
8e-05,1e-05,0.9991799905005418,0.0026032111853529,150
8e-05,2e-05,0.9990603197204361,0.0025895055583340498,150
8e-05,3e-05,0.9587265228695752,0.19572057623949105,150
8e-05,4e-05,0.8989812589778576,0.29967083573154346,150
8e-05,5e-05,0.9054656992913171,0.2905265051756074,150
8e-05,6e-05,0.8985367143206742,0.29952704253316365,150
8e-05,7e-05,0.8986295614526166,0.2995627621111411,150
8e-05,7.999999999999999e-05,0.89881378235962,0.2996167265855539,150
8e-05,8.999999999999999e-05,0.8984846199742003,0.2995088628014879,150
