regime,phi_max,n_tracks,repeat,epsilon,n_true,n_false,true_accepted,false_accepted,seg_efficiency,seg_false_rate
dense,0.02,40,15,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,16,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,17,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,18,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,19,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,45,0,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,1,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,2,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,3,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,4,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,5,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,6,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,7,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,8,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,9,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,10,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,11,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,12,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,13,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,14,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,15,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,16,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,17,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,18,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,19,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,50,0,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,1,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,2,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,3,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,4,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,5,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,6,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,7,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,8,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,9,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,10,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,11,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,12,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,13,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,14,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,15,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,16,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,17,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,18,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,19,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,55,0,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,1,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,2,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,3,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,4,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,5,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,6,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,7,2.121324586196087e-05,165,498960,165,0,1.0,0.0
