regime,phi_max,n_tracks,repeat,epsilon,n_true,n_false,true_accepted,false_accepted,seg_efficiency,seg_false_rate
dense,0.02,90,8,2.121324586196087e-05,270,2186730,270,0,1.0,0.0
dense,0.02,90,9,2.121324586196087e-05,270,2186730,270,0,1.0,0.0
dense,0.02,90,10,2.121324586196087e-05,270,2186730,270,0,1.0,0.0
dense,0.02,90,11,2.121324586196087e-05,270,2186730,270,0,1.0,0.0
dense,0.02,90,12,2.121324586196087e-05,270,2186730,270,0,1.0,0.0
dense,0.02,90,13,2.121324586196087e-05,270,2186730,270,0,1.0,0.0
dense,0.02,90,14,2.121324586196087e-05,270,2186730,270,0,1.0,0.0
dense,0.02,90,15,2.121324586196087e-05,270,2186730,270,0,1.0,0.0
dense,0.02,90,16,2.121324586196087e-05,270,2186730,270,1,1.0,0.0036900369003690036
dense,0.02,90,17,2.121324586196087e-05,270,2186730,270,1,1.0,0.0036900369003690036
dense,0.02,90,18,2.121324586196087e-05,270,2186730,270,0,1.0,0.0
dense,0.02,90,19,2.121324586196087e-05,270,2186730,270,0,1.0,0.0
dense,0.02,95,0,2.121324586196087e-05,285,2571840,285,0,1.0,0.0
dense,0.02,95,1,2.121324586196087e-05,285,2571840,285,0,1.0,0.0
dense,0.02,95,2,2.121324586196087e-05,285,2571840,285,0,1.0,0.0
dense,0.02,95,3,2.121324586196087e-05,285,2571840,285,0,1.0,0.0
dense,0.02,95,4,2.121324586196087e-05,285,2571840,285,0,1.0,0.0
dense,0.02,95,5,2.121324586196087e-05,285,2571840,285,0,1.0,0.0
dense,0.02,95,6,2.121324586196087e-05,285,2571840,285,0,1.0,0.0
dense,0.02,95,7,2.121324586196087e-05,285,2571840,285,0,1.0,0.0
dense,0.02,95,8,2.121324586196087e-05,285,2571840,285,0,1.0,0.0
dense,0.02,95,9,2.121324586196087e-05,285,2571840,285,1,1.0,0.0034965034965034965
dense,0.02,95,10,2.121324586196087e-05,285,2571840,285,0,1.0,0.0
dense,0.02,95,11,2.121324586196087e-05,285,2571840,285,0,1.0,0.0
dense,0.02,95,12,2.121324586196087e-05,285,2571840,285,0,1.0,0.0
dense,0.02,95,13,2.121324586196087e-05,285,2571840,285,0,1.0,0.0
dense,0.02,95,14,2.121324586196087e-05,285,2571840,285,1,1.0,0.0034965034965034965
dense,0.02,95,15,2.121324586196087e-05,285,2571840,285,0,1.0,0.0
dense,0.02,95,16,2.121324586196087e-05,285,2571840,285,0,1.0,0.0
dense,0.02,95,17,2.121324586196087e-05,285,2571840,285,0,1.0,0.0
dense,0.02,95,18,2.121324586196087e-05,285,2571840,285,0,1.0,0.0
dense,0.02,95,19,2.121324586196087e-05,285,2571840,285,0,1.0,0.0
dense,0.02,100,0,2.121324586196087e-05,300,2999700,300,0,1.0,0.0
dense,0.02,100,1,2.121324586196087e-05,300,2999700,300,0,1.0,0.0
dense,0.02,100,2,2.121324586196087e-05,300,2999700,300,0,1.0,0.0
dense,0.02,100,3,2.121324586196087e-05,300,2999700,300,0,1.0,0.0
dense,0.02,100,4,2.121324586196087e-05,300,2999700,300,0,1.0,0.0
dense,0.02,100,5,2.121324586196087e-05,300,2999700,300,0,1.0,0.0
dense,0.02,100,6,2.121324586196087e-05,300,2999700,300,0,1.0,0.0
dense,0.02,100,7,2.121324586196087e-05,300,2999700,300,0,1.0,0.0
dense,0.02,100,8,2.121324586196087e-05,300,2999700,300,1,1.0,0.0033222591362126247
dense,0.02,100,9,2.121324586196087e-05,300,2999700,300,0,1.0,0.0
dense,0.02,100,10,2.121324586196087e-05,300,2999700,300,0,1.0,0.0
dense,0.02,100,11,2.121324586196087e-05,300,2999700,300,0,1.0,0.0
dense,0.02,100,12,2.121324586196087e-05,300,2999700,300,0,1.0,0.0
dense,0.02,100,13,2.121324586196087e-05,300,2999700,300,0,1.0,0.0
dense,0.02,100,14,2.121324586196087e-05,300,2999700,300,0,1.0,0.0
dense,0.02,100,15,2.121324586196087e-05,300,2999700,300,1,1.0,0.0033222591362126247
dense,0.02,100,16,2.121324586196087e-05,300,2999700,300,0,1.0,0.0
dense,0.02,100,17,2.121324586196087e-05,300,2999700,300,0,1.0,0.0
dense,0.02,100,18,2.121324586196087e-05,300,2999700,300,0,1.0,0.0
dense,0.02,100,19,2.121324586196087e-05,300,2999700,300,0,1.0,0.0
non_dense,0.2,5,0,2.121324586196087e-05,15,360,15,0,1.0,0.0
non_dense,0.2,5,1,2.121324586196087e-05,15,360,15,0,1.0,0.0
non_dense,0.2,5,2,2.121324586196087e-05,15,360,15,0,1.0,0.0
non_dense,0.2,5,3,2.121324586196087e-05,15,360,15,0,1.0,0.0
non_dense,0.2,5,4,2.121324586196087e-05,15,360,15,0,1.0,0.0
non_dense,0.2,5,5,2.121324586196087e-05,15,360,15,0,1.0,0.0
non_dense,0.2,5,6,2.121324586196087e-05,15,360,15,0,1.0,0.0
non_dense,0.2,5,7,2.121324586196087e-05,15,360,15,0,1.0,0.0
non_dense,0.2,5,8,2.121324586196087e-05,15,360,15,0,1.0,0.0
non_dense,0.2,5,9,2.121324586196087e-05,15,360,15,0,1.0,0.0
non_dense,0.2,5,10,2.121324586196087e-05,15,360,15,0,1.0,0.0
non_dense,0.2,5,11,2.121324586196087e-05,15,360,15,0,1.0,0.0
non_dense,0.2,5,12,2.121324586196087e-05,15,360,15,0,1.0,0.0
non_dense,0.2,5,13,2.121324586196087e-05,15,360,15,0,1.0,0.0
non_dense,0.2,5,14,2.121324586196087e-05,15,360,15,0,1.0,0.0
non_dense,0.2,5,15,2.121324586196087e-05,15,360,15,0,1.0,0.0
non_dense,0.2,5,16,2.121324586196087e-05,15,360,15,0,1.0,0.0
non_dense,0.2,5,17,2.121324586196087e-05,15,360,15,0,1.0,0.0
non_dense,0.2,5,18,2.121324586196087e-05,15,360,15,0,1.0,0.0
non_dense,0.2,5,19,2.121324586196087e-05,15,360,15,0,1.0,0.0
non_dense,0.2,10,0,2.121324586196087e-05,30,2970,30,0,1.0,0.0
non_dense,0.2,10,1,2.121324586196087e-05,30,2970,30,0,1.0,0.0
non_dense,0.2,10,2,2.121324586196087e-05,30,2970,30,0,1.0,0.0
non_dense,0.2,10,3,2.121324586196087e-05,30,2970,30,0,1.0,0.0
non_dense,0.2,10,4,2.121324586196087e-05,30,2970,30,0,1.0,0.0
non_dense,0.2,10,5,2.121324586196087e-05,30,2970,30,0,1.0,0.0
non_dense,0.2,10,6,2.121324586196087e-05,30,2970,30,0,1.0,0.0
non_dense,0.2,10,7,2.121324586196087e-05,30,2970,30,0,1.0,0.0
non_dense,0.2,10,8,2.121324586196087e-05,30,2970,30,0,1.0,0.0
non_dense,0.2,10,9,2.121324586196087e-05,30,2970,30,0,1.0,0.0
non_dense,0.2,10,10,2.121324586196087e-05,30,2970,30,0,1.0,0.0
non_dense,0.2,10,11,2.121324586196087e-05,30,2970,30,0,1.0,0.0
non_dense,0.2,10,12,2.121324586196087e-05,30,2970,30,0,1.0,0.0
non_dense,0.2,10,13,2.121324586196087e-05,30,2970,30,0,1.0,0.0
non_dense,0.2,10,14,2.121324586196087e-05,30,2970,30,0,1.0,0.0
non_dense,0.2,10,15,2.121324586196087e-05,30,2970,30,0,1.0,0.0
non_dense,0.2,10,16,2.121324586196087e-05,30,2970,30,0,1.0,0.0
non_dense,0.2,10,17,2.121324586196087e-05,30,2970,30,0,1.0,0.0
non_dense,0.2,10,18,2.121324586196087e-05,30,2970,30,0,1.0,0.0
non_dense,0.2,10,19,2.121324586196087e-05,30,2970,30,0,1.0,0.0
non_dense,0.2,15,0,2.121324586196087e-05,45,10080,45,0,1.0,0.0
non_dense,0.2,15,1,2.121324586196087e-05,45,10080,45,0,1.0,0.0
non_dense,0.2,15,2,2.121324586196087e-05,45,10080,45,0,1.0,0.0
non_dense,0.2,15,3,2.121324586196087e-05,45,10080,45,0,1.0,0.0
non_dense,0.2,15,4,2.121324586196087e-05,45,10080,45,0,1.0,0.0
non_dense,0.2,15,5,2.121324586196087e-05,45,10080,45,0,1.0,0.0
non_dense,0.2,15,6,2.121324586196087e-05,45,10080,45,0,1.0,0.0
non_dense,0.2,15,7,2.121324586196087e-05,45,10080,45,0,1.0,0.0
non_dense,0.2,15,8,2.121324586196087e-05,45,10080,45,0,1.0,0.0
non_dense,0.2,15,9,2.121324586196087e-05,45,10080,45,0,1.0,0.0
non_dense,0.2,15,10,2.121324586196087e-05,45,10080,45,0,1.0,0.0
non_dense,0.2,15,11,2.121324586196087e-05,45,10080,45,0,1.0,0.0
non_dense,0.2,15,12,2.121324586196087e-05,45,10080,45,0,1.0,0.0
non_dense,0.2,15,13,2.121324586196087e-05,45,10080,45,0,1.0,0.0
non_dense,0.2,15,14,2.121324586196087e-05,45,10080,45,0,1.0,0.0
non_dense,0.2,15,15,2.121324586196087e-05,45,10080,45,0,1.0,0.0
non_dense,0.2,15,16,2.121324586196087e-05,45,10080,45,0,1.0,0.0
non_dense,0.2,15,17,2.121324586196087e-05,45,10080,45,0,1.0,0.0
non_dense,0.2,15,18,2.121324586196087e-05,45,10080,45,0,1.0,0.0
non_dense,0.2,15,19,2.121324586196087e-05,45,10080,45,0,1.0,0.0
non_dense,0.2,20,0,2.121324586196087e-05,60,23940,60,0,1.0,0.0
non_dense,0.2,20,1,2.121324586196087e-05,60,23940,60,0,1.0,0.0
non_dense,0.2,20,2,2.121324586196087e-05,60,23940,60,0,1.0,0.0
non_dense,0.2,20,3,2.121324586196087e-05,60,23940,60,0,1.0,0.0
non_dense,0.2,20,4,2.121324586196087e-05,60,23940,60,0,1.0,0.0
non_dense,0.2,20,5,2.121324586196087e-05,60,23940,60,0,1.0,0.0
non_dense,0.2,20,6,2.121324586196087e-05,60,23940,60,0,1.0,0.0
non_dense,0.2,20,7,2.121324586196087e-05,60,23940,60,0,1.0,0.0
non_dense,0.2,20,8,2.121324586196087e-05,60,23940,60,0,1.0,0.0
non_dense,0.2,20,9,2.121324586196087e-05,60,23940,60,0,1.0,0.0
non_dense,0.2,20,10,2.121324586196087e-05,60,23940,60,0,1.0,0.0
non_dense,0.2,20,11,2.121324586196087e-05,60,23940,60,0,1.0,0.0
non_dense,0.2,20,12,2.121324586196087e-05,60,23940,60,0,1.0,0.0
non_dense,0.2,20,13,2.121324586196087e-05,60,23940,60,0,1.0,0.0
non_dense,0.2,20,14,2.121324586196087e-05,60,23940,60,0,1.0,0.0
non_dense,0.2,20,15,2.121324586196087e-05,60,23940,60,0,1.0,0.0
non_dense,0.2,20,16,2.121324586196087e-05,60,23940,60,0,1.0,0.0
non_dense,0.2,20,17,2.121324586196087e-05,60,23940,60,0,1.0,0.0
non_dense,0.2,20,18,2.121324586196087e-05,60,23940,60,0,1.0,0.0
non_dense,0.2,20,19,2.121324586196087e-05,60,23940,60,0,1.0,0.0
non_dense,0.2,25,0,2.121324586196087e-05,75,46800,75,0,1.0,0.0
non_dense,0.2,25,1,2.121324586196087e-05,75,46800,75,0,1.0,0.0
non_dense,0.2,25,2,2.121324586196087e-05,75,46800,75,0,1.0,0.0
non_dense,0.2,25,3,2.121324586196087e-05,75,46800,75,0,1.0,0.0
non_dense,0.2,25,4,2.121324586196087e-05,75,46800,75,0,1.0,0.0
non_dense,0.2,25,5,2.121324586196087e-05,75,46800,75,0,1.0,0.0
non_dense,0.2,25,6,2.121324586196087e-05,75,46800,75,0,1.0,0.0
non_dense,0.2,25,7,2.121324586196087e-05,75,46800,75,0,1.0,0.0
non_dense,0.2,25,8,2.121324586196087e-05,75,46800,75,0,1.0,0.0
non_dense,0.2,25,9,2.121324586196087e-05,75,46800,75,0,1.0,0.0
non_dense,0.2,25,10,2.121324586196087e-05,75,46800,75,0,1.0,0.0
non_dense,0.2,25,11,2.121324586196087e-05,75,46800,75,0,1.0,0.0
non_dense,0.2,25,12,2.121324586196087e-05,75,46800,75,0,1.0,0.0
non_dense,0.2,25,13,2.121324586196087e-05,75,46800,75,0,1.0,0.0
non_dense,0.2,25,14,2.121324586196087e-05,75,46800,75,0,1.0,0.0
non_dense,0.2,25,15,2.121324586196087e-05,75,46800,75,0,1.0,0.0
non_dense,0.2,25,16,2.121324586196087e-05,75,46800,75,0,1.0,0.0
non_dense,0.2,25,17,2.121324586196087e-05,75,46800,75,0,1.0,0.0
non_dense,0.2,25,18,2.121324586196087e-05,75,46800,75,0,1.0,0.0
non_dense,0.2,25,19,2.121324586196087e-05,75,46800,75,0,1.0,0.0
non_dense,0.2,30,0,2.121324586196087e-05,90,80910,90,0,1.0,0.0
non_dense,0.2,30,1,2.121324586196087e-05,90,80910,90,0,1.0,0.0
non_dense,0.2,30,2,2.121324586196087e-05,90,80910,90,0,1.0,0.0
non_dense,0.2,30,3,2.121324586196087e-05,90,80910,90,0,1.0,0.0
non_dense,0.2,30,4,2.121324586196087e-05,90,80910,90,0,1.0,0.0
non_dense,0.2,30,5,2.121324586196087e-05,90,80910,90,0,1.0,0.0
non_dense,0.2,30,6,2.121324586196087e-05,90,80910,90,0,1.0,0.0
non_dense,0.2,30,7,2.121324586196087e-05,90,80910,90,0,1.0,0.0
non_dense,0.2,30,8,2.121324586196087e-05,90,80910,90,0,1.0,0.0
non_dense,0.2,30,9,2.121324586196087e-05,90,80910,90,0,1.0,0.0
non_dense,0.2,30,10,2.121324586196087e-05,90,80910,90,0,1.0,0.0
non_dense,0.2,30,11,2.121324586196087e-05,90,80910,90,0,1.0,0.0
non_dense,0.2,30,12,2.121324586196087e-05,90,80910,90,0,1.0,0.0
non_dense,0.2,30,13,2.121324586196087e-05,90,80910,90,0,1.0,0.0
non_dense,0.2,30,14,2.121324586196087e-05,90,80910,90,0,1.0,0.0
non_dense,0.2,30,15,2.121324586196087e-05,90,80910,90,0,1.0,0.0
non_dense,0.2,30,16,2.121324586196087e-05,90,80910,90,0,1.0,0.0
non_dense,0.2,30,17,2.121324586196087e-05,90,80910,90,0,1.0,0.0
non_dense,0.2,30,18,2.121324586196087e-05,90,80910,90,0,1.0,0.0
non_dense,0.2,30,19,2.121324586196087e-05,90,80910,90,0,1.0,0.0
non_dense,0.2,35,0,2.121324586196087e-05,105,128520,105,0,1.0,0.0
non_dense,0.2,35,1,2.121324586196087e-05,105,128520,105,0,1.0,0.0
non_dense,0.2,35,2,2.121324586196087e-05,105,128520,105,0,1.0,0.0
non_dense,0.2,35,3,2.121324586196087e-05,105,128520,105,0,1.0,0.0
non_dense,0.2,35,4,2.121324586196087e-05,105,128520,105,0,1.0,0.0
non_dense,0.2,35,5,2.121324586196087e-05,105,128520,105,0,1.0,0.0
non_dense,0.2,35,6,2.121324586196087e-05,105,128520,105,0,1.0,0.0
non_dense,0.2,35,7,2.121324586196087e-05,105,128520,105,0,1.0,0.0
non_dense,0.2,35,8,2.121324586196087e-05,105,128520,105,0,1.0,0.0
non_dense,0.2,35,9,2.121324586196087e-05,105,128520,105,0,1.0,0.0
non_dense,0.2,35,10,2.121324586196087e-05,105,128520,105,0,1.0,0.0
non_dense,0.2,35,11,2.121324586196087e-05,105,128520,105,0,1.0,0.0
non_dense,0.2,35,12,2.121324586196087e-05,105,128520,105,0,1.0,0.0
non_dense,0.2,35,13,2.121324586196087e-05,105,128520,105,0,1.0,0.0
non_dense,0.2,35,14,2.121324586196087e-05,105,128520,105,0,1.0,0.0
non_dense,0.2,35,15,2.121324586196087e-05,105,128520,105,0,1.0,0.0
non_dense,0.2,35,16,2.121324586196087e-05,105,128520,105,0,1.0,0.0
non_dense,0.2,35,17,2.121324586196087e-05,105,128520,105,0,1.0,0.0
non_dense,0.2,35,18,2.121324586196087e-05,105,128520,105,0,1.0,0.0
non_dense,0.2,35,19,2.121324586196087e-05,105,128520,105,0,1.0,0.0
non_dense,0.2,40,0,2.121324586196087e-05,120,191880,120,0,1.0,0.0
non_dense,0.2,40,1,2.121324586196087e-05,120,191880,120,0,1.0,0.0
non_dense,0.2,40,2,2.121324586196087e-05,120,191880,120,0,1.0,0.0
non_dense,0.2,40,3,2.121324586196087e-05,120,191880,120,0,1.0,0.0
non_dense,0.2,40,4,2.121324586196087e-05,120,191880,120,0,1.0,0.0
non_dense,0.2,40,5,2.121324586196087e-05,120,191880,120,0,1.0,0.0
non_dense,0.2,40,6,2.121324586196087e-05,120,191880,120,0,1.0,0.0
non_dense,0.2,40,7,2.121324586196087e-05,120,191880,120,0,1.0,0.0
non_dense,0.2,40,8,2.121324586196087e-05,120,191880,120,0,1.0,0.0
non_dense,0.2,40,9,2.121324586196087e-05,120,191880,120,0,1.0,0.0
non_dense,0.2,40,10,2.121324586196087e-05,120,191880,120,0,1.0,0.0
non_dense,0.2,40,11,2.121324586196087e-05,120,191880,120,0,1.0,0.0
non_dense,0.2,40,12,2.121324586196087e-05,120,191880,120,0,1.0,0.0
non_dense,0.2,40,13,2.121324586196087e-05,120,191880,120,0,1.0,0.0
non_dense,0.2,40,14,2.121324586196087e-05,120,191880,120,0,1.0,0.0
non_dense,0.2,40,15,2.121324586196087e-05,120,191880,120,0,1.0,0.0
non_dense,0.2,40,16,2.121324586196087e-05,120,191880,120,0,1.0,0.0
non_dense,0.2,40,17,2.121324586196087e-05,120,191880,120,0,1.0,0.0
non_dense,0.2,40,18,2.121324586196087e-05,120,191880,120,0,1.0,0.0
non_dense,0.2,40,19,2.121324586196087e-05,120,191880,120,0,1.0,0.0
non_dense,0.2,45,0,2.121324586196087e-05,135,273240,135,0,1.0,0.0
non_dense,0.2,45,1,2.121324586196087e-05,135,273240,135,0,1.0,0.0
non_dense,0.2,45,2,2.121324586196087e-05,135,273240,135,0,1.0,0.0
non_dense,0.2,45,3,2.121324586196087e-05,135,273240,135,0,1.0,0.0
non_dense,0.2,45,4,2.121324586196087e-05,135,273240,135,0,1.0,0.0
non_dense,0.2,45,5,2.121324586196087e-05,135,273240,135,0,1.0,0.0
non_dense,0.2,45,6,2.121324586196087e-05,135,273240,135,0,1.0,0.0
non_dense,0.2,45,7,2.121324586196087e-05,135,273240,135,0,1.0,0.0
non_dense,0.2,45,8,2.121324586196087e-05,135,273240,135,0,1.0,0.0
non_dense,0.2,45,9,2.121324586196087e-05,135,273240,135,0,1.0,0.0
non_dense,0.2,45,10,2.121324586196087e-05,135,273240,135,0,1.0,0.0
non_dense,0.2,45,11,2.121324586196087e-05,135,273240,135,0,1.0,0.0
non_dense,0.2,45,12,2.121324586196087e-05,135,273240,135,0,1.0,0.0
non_dense,0.2,45,13,2.121324586196087e-05,135,273240,135,0,1.0,0.0
non_dense,0.2,45,14,2.121324586196087e-05,135,273240,135,0,1.0,0.0
non_dense,0.2,45,15,2.121324586196087e-05,135,273240,135,0,1.0,0.0
non_dense,0.2,45,16,2.121324586196087e-05,135,273240,135,0,1.0,0.0
non_dense,0.2,45,17,2.121324586196087e-05,135,273240,135,0,1.0,0.0
non_dense,0.2,45,18,2.121324586196087e-05,135,273240,135,0,1.0,0.0
non_dense,0.2,45,19,2.121324586196087e-05,135,273240,135,0,1.0,0.0
non_dense,0.2,50,0,2.121324586196087e-05,150,374850,150,0,1.0,0.0
non_dense,0.2,50,1,2.121324586196087e-05,150,374850,150,0,1.0,0.0
non_dense,0.2,50,2,2.121324586196087e-05,150,374850,150,0,1.0,0.0
non_dense,0.2,50,3,2.121324586196087e-05,150,374850,150,0,1.0,0.0
non_dense,0.2,50,4,2.121324586196087e-05,150,374850,150,0,1.0,0.0
non_dense,0.2,50,5,2.121324586196087e-05,150,374850,150,0,1.0,0.0
non_dense,0.2,50,6,2.121324586196087e-05,150,374850,150,0,1.0,0.0
non_dense,0.2,50,7,2.121324586196087e-05,150,374850,150,0,1.0,0.0
non_dense,0.2,50,8,2.121324586196087e-05,150,374850,150,0,1.0,0.0
non_dense,0.2,50,9,2.121324586196087e-05,150,374850,150,0,1.0,0.0
non_dense,0.2,50,10,2.121324586196087e-05,150,374850,150,0,1.0,0.0
non_dense,0.2,50,11,2.121324586196087e-05,150,374850,150,0,1.0,0.0
non_dense,0.2,50,12,2.121324586196087e-05,150,374850,150,0,1.0,0.0
non_dense,0.2,50,13,2.121324586196087e-05,150,374850,150,0,1.0,0.0
non_dense,0.2,50,14,2.121324586196087e-05,150,374850,150,0,1.0,0.0
non_dense,0.2,50,15,2.121324586196087e-05,150,374850,150,0,1.0,0.0
non_dense,0.2,50,16,2.121324586196087e-05,150,374850,150,0,1.0,0.0
non_dense,0.2,50,17,2.121324586196087e-05,150,374850,150,0,1.0,0.0
non_dense,0.2,50,18,2.121324586196087e-05,150,374850,150,0,1.0,0.0
non_dense,0.2,50,19,2.121324586196087e-05,150,374850,150,0,1.0,0.0
non_dense,0.2,55,0,2.121324586196087e-05,165,498960,165,0,1.0,0.0
non_dense,0.2,55,1,2.121324586196087e-05,165,498960,165,0,1.0,0.0
non_dense,0.2,55,2,2.121324586196087e-05,165,498960,165,0,1.0,0.0
non_dense,0.2,55,3,2.121324586196087e-05,165,498960,165,0,1.0,0.0
non_dense,0.2,55,4,2.121324586196087e-05,165,498960,165,0,1.0,0.0
non_dense,0.2,55,5,2.121324586196087e-05,165,498960,165,0,1.0,0.0
non_dense,0.2,55,6,2.121324586196087e-05,165,498960,165,0,1.0,0.0
non_dense,0.2,55,7,2.121324586196087e-05,165,498960,165,0,1.0,0.0
non_dense,0.2,55,8,2.121324586196087e-05,165,498960,165,0,1.0,0.0
non_dense,0.2,55,9,2.121324586196087e-05,165,498960,165,0,1.0,0.0
non_dense,0.2,55,10,2.121324586196087e-05,165,498960,165,0,1.0,0.0
non_dense,0.2,55,11,2.121324586196087e-05,165,498960,165,0,1.0,0.0
non_dense,0.2,55,12,2.121324586196087e-05,165,498960,165,0,1.0,0.0
non_dense,0.2,55,13,2.121324586196087e-05,165,498960,165,0,1.0,0.0
non_dense,0.2,55,14,2.121324586196087e-05,165,498960,165,0,1.0,0.0
non_dense,0.2,55,15,2.121324586196087e-05,165,498960,165,0,1.0,0.0
non_dense,0.2,55,16,2.121324586196087e-05,165,498960,165,0,1.0,0.0
non_dense,0.2,55,17,2.121324586196087e-05,165,498960,165,0,1.0,0.0
non_dense,0.2,55,18,2.121324586196087e-05,165,498960,165,0,1.0,0.0
non_dense,0.2,55,19,2.121324586196087e-05,165,498960,165,0,1.0,0.0
non_dense,0.2,60,0,2.121324586196087e-05,180,647820,180,0,1.0,0.0
non_dense,0.2,60,1,2.121324586196087e-05,180,647820,180,0,1.0,0.0
non_dense,0.2,60,2,2.121324586196087e-05,180,647820,180,0,1.0,0.0
non_dense,0.2,60,3,2.121324586196087e-05,180,647820,180,0,1.0,0.0
non_dense,0.2,60,4,2.121324586196087e-05,180,647820,180,0,1.0,0.0
non_dense,0.2,60,5,2.121324586196087e-05,180,647820,180,0,1.0,0.0
non_dense,0.2,60,6,2.121324586196087e-05,180,647820,180,0,1.0,0.0
non_dense,0.2,60,7,2.121324586196087e-05,180,647820,180,0,1.0,0.0
non_dense,0.2,60,8,2.121324586196087e-05,180,647820,180,0,1.0,0.0
non_dense,0.2,60,9,2.121324586196087e-05,180,647820,180,0,1.0,0.0
non_dense,0.2,60,10,2.121324586196087e-05,180,647820,180,0,1.0,0.0
non_dense,0.2,60,11,2.121324586196087e-05,180,647820,180,0,1.0,0.0
non_dense,0.2,60,12,2.121324586196087e-05,180,647820,180,0,1.0,0.0
non_dense,0.2,60,13,2.121324586196087e-05,180,647820,180,0,1.0,0.0
non_dense,0.2,60,14,2.121324586196087e-05,180,647820,180,0,1.0,0.0
non_dense,0.2,60,15,2.121324586196087e-05,180,647820,180,0,1.0,0.0
non_dense,0.2,60,16,2.121324586196087e-05,180,647820,180,0,1.0,0.0
non_dense,0.2,60,17,2.121324586196087e-05,180,647820,180,0,1.0,0.0
non_dense,0.2,60,18,2.121324586196087e-05,180,647820,180,0,1.0,0.0
non_dense,0.2,60,19,2.121324586196087e-05,180,647820,180,0,1.0,0.0
non_dense,0.2,65,0,2.121324586196087e-05,195,823680,195,0,1.0,0.0
non_dense,0.2,65,1,2.121324586196087e-05,195,823680,195,0,1.0,0.0
non_dense,0.2,65,2,2.121324586196087e-05,195,823680,195,0,1.0,0.0
non_dense,0.2,65,3,2.121324586196087e-05,195,823680,195,0,1.0,0.0
non_dense,0.2,65,4,2.121324586196087e-05,195,823680,195,0,1.0,0.0
non_dense,0.2,65,5,2.121324586196087e-05,195,823680,195,0,1.0,0.0
non_dense,0.2,65,6,2.121324586196087e-05,195,823680,195,0,1.0,0.0
non_dense,0.2,65,7,2.121324586196087e-05,195,823680,195,0,1.0,0.0
non_dense,0.2,65,8,2.121324586196087e-05,195,823680,195,0,1.0,0.0
non_dense,0.2,65,9,2.121324586196087e-05,195,823680,195,0,1.0,0.0
non_dense,0.2,65,10,2.121324586196087e-05,195,823680,195,0,1.0,0.0
non_dense,0.2,65,11,2.121324586196087e-05,195,823680,195,0,1.0,0.0
non_dense,0.2,65,12,2.121324586196087e-05,195,823680,195,0,1.0,0.0
non_dense,0.2,65,13,2.121324586196087e-05,195,823680,195,0,1.0,0.0
non_dense,0.2,65,14,2.121324586196087e-05,195,823680,195,0,1.0,0.0
non_dense,0.2,65,15,2.121324586196087e-05,195,823680,195,0,1.0,0.0
non_dense,0.2,65,16,2.121324586196087e-05,195,823680,195,0,1.0,0.0
non_dense,0.2,65,17,2.121324586196087e-05,195,823680,195,0,1.0,0.0
non_dense,0.2,65,18,2.121324586196087e-05,195,823680,195,0,1.0,0.0
non_dense,0.2,65,19,2.121324586196087e-05,195,823680,195,0,1.0,0.0
non_dense,0.2,70,0,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
non_dense,0.2,70,1,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
non_dense,0.2,70,2,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
non_dense,0.2,70,3,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
non_dense,0.2,70,4,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
non_dense,0.2,70,5,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
non_dense,0.2,70,6,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
non_dense,0.2,70,7,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
non_dense,0.2,70,8,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
non_dense,0.2,70,9,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
non_dense,0.2,70,10,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
non_dense,0.2,70,11,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
non_dense,0.2,70,12,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
non_dense,0.2,70,13,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
non_dense,0.2,70,14,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
non_dense,0.2,70,15,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
non_dense,0.2,70,16,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
non_dense,0.2,70,17,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
non_dense,0.2,70,18,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
non_dense,0.2,70,19,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
non_dense,0.2,75,0,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
non_dense,0.2,75,1,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
non_dense,0.2,75,2,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
non_dense,0.2,75,3,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
non_dense,0.2,75,4,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
non_dense,0.2,75,5,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
non_dense,0.2,75,6,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
non_dense,0.2,75,7,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
