phi_max,n_tracks,sigma_res,sigma_res_mm,epsilon,repeat,n_true,n_false,true_accepted,false_accepted,segment_efficiency,segment_false_rate
0.02,50,0.05,0.05,0.015751537045137484,2,150,374850,150,6507,1.0,0.9774673276250563
0.02,50,0.05,0.05,0.015751537045137484,3,150,374850,150,7361,1.0,0.980029290374118
0.02,50,0.05,0.05,0.015751537045137484,4,150,374850,150,9994,1.0,0.9852129337539433
0.02,50,0.05,0.05,0.015751537045137484,5,150,374850,150,7461,1.0,0.980291683090264
0.02,50,0.05,0.05,0.015751537045137484,6,150,374850,150,7463,1.0,0.9802968606331276
0.02,50,0.05,0.05,0.015751537045137484,7,150,374850,150,8252,1.0,0.9821471078314687
0.02,50,0.05,0.05,0.015751537045137484,8,150,374850,150,8003,1.0,0.9816018643444131
0.02,50,0.05,0.05,0.015751537045137484,9,150,374850,150,8552,1.0,0.9827625833141806
0.02,100,0.0,0.0,0.0004247940677551889,0,300,2999700,300,29,1.0,0.08814589665653495
0.02,100,0.0,0.0,0.0004247940677551889,1,300,2999700,300,44,1.0,0.12790697674418605
0.02,100,0.0,0.0,0.0004247940677551889,2,300,2999700,300,32,1.0,0.0963855421686747
0.02,100,0.0,0.0,0.0004247940677551889,3,300,2999700,300,28,1.0,0.08536585365853659
0.02,100,0.0,0.0,0.0004247940677551889,4,300,2999700,300,48,1.0,0.13793103448275862
0.02,100,0.0,0.0,0.0004247940677551889,5,300,2999700,300,51,1.0,0.1452991452991453
0.02,100,0.0,0.0,0.0004247940677551889,6,300,2999700,300,66,1.0,0.18032786885245902
0.02,100,0.0,0.0,0.0004247940677551889,7,300,2999700,300,46,1.0,0.1329479768786127
0.02,100,0.0,0.0,0.0004247940677551889,8,300,2999700,300,32,1.0,0.0963855421686747
0.02,100,0.0,0.0,0.0004247940677551889,9,300,2999700,300,43,1.0,0.12536443148688048
0.02,100,0.005,0.005,0.0016308858027061653,0,300,2999700,300,627,1.0,0.6763754045307443
0.02,100,0.005,0.005,0.0016308858027061653,1,300,2999700,300,707,1.0,0.702085402184707
0.02,100,0.005,0.005,0.0016308858027061653,2,300,2999700,300,693,1.0,0.6978851963746223
0.02,100,0.005,0.005,0.0016308858027061653,3,300,2999700,300,544,1.0,0.6445497630331753
0.02,100,0.005,0.005,0.0016308858027061653,4,300,2999700,300,648,1.0,0.6835443037974683
0.02,100,0.005,0.005,0.0016308858027061653,5,300,2999700,300,547,1.0,0.6458087367178277
0.02,100,0.005,0.005,0.0016308858027061653,6,300,2999700,300,553,1.0,0.6483001172332943
0.02,100,0.005,0.005,0.0016308858027061653,7,300,2999700,300,586,1.0,0.6613995485327314
0.02,100,0.005,0.005,0.0016308858027061653,8,300,2999700,300,556,1.0,0.6495327102803738
0.02,100,0.005,0.005,0.0016308858027061653,9,300,2999700,300,610,1.0,0.6703296703296703
0.02,100,0.01,0.01,0.0031777035588293387,0,300,2999700,300,2059,1.0,0.8728274692666385
0.02,100,0.01,0.01,0.0031777035588293387,1,300,2999700,300,2508,1.0,0.8931623931623932
0.02,100,0.01,0.01,0.0031777035588293387,2,300,2999700,300,2342,1.0,0.886449659348978
0.02,100,0.01,0.01,0.0031777035588293387,3,300,2999700,300,2272,1.0,0.8833592534992224
0.02,100,0.01,0.01,0.0031777035588293387,4,300,2999700,300,2267,1.0,0.8831320607713284
0.02,100,0.01,0.01,0.0031777035588293387,5,300,2999700,300,2493,1.0,0.8925886143931256
0.02,100,0.01,0.01,0.0031777035588293387,6,300,2999700,299,2289,0.9966666666666667,0.884466769706337
0.02,100,0.01,0.01,0.0031777035588293387,7,300,2999700,300,2473,1.0,0.8918139199423007
0.02,100,0.01,0.01,0.0031777035588293387,8,300,2999700,300,2197,1.0,0.8798558269923908
0.02,100,0.01,0.01,0.0031777035588293387,9,300,2999700,300,2096,1.0,0.8747913188647746
0.02,100,0.015,0.015,0.0047428337441630134,0,300,2999700,300,4997,1.0,0.9433641683972059
0.02,100,0.015,0.015,0.0047428337441630134,1,300,2999700,300,5231,1.0,0.9457602603507503
0.02,100,0.015,0.015,0.0047428337441630134,2,300,2999700,300,5179,1.0,0.9452454827523271
0.02,100,0.015,0.015,0.0047428337441630134,3,300,2999700,300,5593,1.0,0.9490921432207704
0.02,100,0.015,0.015,0.0047428337441630134,4,300,2999700,300,4309,1.0,0.9349099587763072
