event,n_tracks,angle,sigma_scatt,sigma_res,gamma,delta,epsilon,threshold,n_segments,n_reco,n_truth,n_hits,x_min,x_max,x_median,wall_time_s,t_generate_s,t_build_s,t_solve_s,t_reco_s,efficiency,ghost_rate,clone_fraction,mean_purity,hit_efficiency
41,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,503,700,3500,0.2499999972176832,1.3917463105005818,0.2499999972176832,18.86,0.04,18.59,0.22,0.007,0.5828571428571429,0.18886679920477137,0.0,0.9922794117647059,0.6058823529411763
42,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,700,700,3500,0.25,0.45454545454545536,0.25,19.03,0.04,18.89,0.09,0.006,1.0,0.0,0.0,1.0,0.5999999999999999
43,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,677,700,3500,0.2500000042130591,0.6505227006622438,0.2500000042130591,18.51,0.04,18.34,0.12,0.008,0.9385714285714286,0.028106508875739646,0.0,0.9961187214611873,0.6012176560121765
44,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,696,700,3500,0.2500000015637454,0.6842214300603171,0.2500000015637454,19.1,0.04,18.91,0.13,0.009,0.9885714285714285,0.005747126436781609,0.0,0.9989884393063583,0.6002890173410403
45,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,690,700,3500,0.25000000262979943,0.6714568283746808,0.25000000262979943,19.31,0.04,19.13,0.13,0.007,0.9728571428571429,0.013043478260869565,0.0,0.9993392070484581,0.6002936857562408
46,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,698,700,3500,0.2499999995649775,0.8648013970938693,0.2499999995649775,19.24,0.04,19.05,0.14,0.009,0.9914285714285714,0.00430416068866571,0.0,0.9996397694524496,0.6
47,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1731088,627,700,3224,0.25,0.4545454545454549,0.25,16.8,0.04,16.63,0.12,0.006,0.7057142857142857,0.00202020202020202,0.0,0.9994939271255061,0.6
48,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,696,700,3500,0.25000000320898486,0.6704178898648087,0.25000000320898486,18.93,0.04,18.74,0.14,0.009,0.9885714285714285,0.005747126436781609,0.0,0.9982658959537571,0.6002890173410403
49,700,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,1960000,688,700,3500,0.2499999963058796,0.973557302810415,0.2499999963058796,18.56,0.04,18.36,0.14,0.009,0.9657142857142857,0.01744186046511628,0.0,0.9994082840236687,0.6005917159763313
0,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,987,1000,5000,0.24999999753384705,1.5001456702097213,0.24999999753384705,50.17,0.12,49.82,0.22,0.011,0.974,0.013171225937183385,0.0,0.9997433264887063,0.5999999999999999
1,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,927,1000,5000,0.2500000024922601,1.4998724904591259,0.2500000024922601,49.35,0.06,49.0,0.28,0.009,0.87,0.06047516198704104,0.0,0.9957471264367815,0.6013793103448274
2,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,984,1000,5000,0.25000000073587864,1.435207889977517,0.25000000073587864,49.98,0.06,49.64,0.28,0.01,0.968,0.015259409969481181,0.0,0.99974173553719,0.6
3,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,3993000,999,1000,4993,0.25000000408256734,0.5703207975746226,0.25000000408256734,50.4,0.06,50.18,0.16,0.009,0.991,0.0010080645161290322,0.0,0.9993777329297007,0.6008072653884964
4,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,981,1000,5000,0.24999999682233834,0.8668005082954509,0.24999999682233834,49.71,0.06,49.43,0.22,0.01,0.964,0.017329255861365953,0.0,0.9980809128630705,0.6006224066390039
5,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,3606320,916,1000,4666,0.24999999999999997,0.45454545454545536,0.24999999999999997,44.98,0.06,44.74,0.17,0.008,0.738,0.005390835579514825,0.0,1.0,0.5999999999999999
6,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,956,1000,5000,0.2500000028980859,0.5994815802909264,0.2500000028980859,51.14,0.06,50.89,0.19,0.01,0.916,0.04184100418410042,0.0,1.0,0.5999999999999999
7,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,990,1000,5000,0.2499999998166111,1.0140247629595096,0.2499999998166111,51.07,0.06,50.76,0.24,0.009,0.98,0.010101010101010102,0.0,1.0,0.5999999999999999
8,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,982,1000,5000,0.24999999896432928,0.7948887286729787,0.24999999896432928,50.47,0.06,50.19,0.21,0.009,0.966,0.016293279022403257,0.0,0.9982919254658386,0.6004140786749481
9,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,976,1000,5000,0.24999999684625804,0.8609548903958976,0.24999999684625804,52.02,0.06,51.63,0.31,0.016,0.96,0.01639344262295082,0.0,0.9994791666666667,0.5999999999999999
10,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,454,1000,5000,0.2500000021490398,1.4348596446575166,0.2500000021490398,57.34,0.06,56.66,0.6,0.021,0.37,0.18502202643171806,0.0,0.9940540540540541,0.6032432432432431
11,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,3860000,996,1000,4860,0.250000001797248,0.5668236710957267,0.250000001797248,60.21,0.14,59.71,0.34,0.022,0.854,0.004662004662004662,0.0,0.9997072599531616,0.5999999999999999
12,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,801,1000,5000,0.24999999887289528,0.8807725140772599,0.24999999887289528,64.65,0.07,64.1,0.45,0.019,0.682,0.14856429463171036,0.0,0.9952346041055719,0.602932551319648
13,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,3902000,993,1000,4902,0.25000000061422784,0.6081514452149239,0.25000000061422784,63.17,0.07,62.75,0.33,0.019,0.888,0.00782122905027933,0.0,0.9994369369369369,0.6
14,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,980,1000,5000,0.25000000227725105,0.6979774421314753,0.25000000227725105,65.14,0.07,64.73,0.32,0.013,0.965,0.015306122448979591,0.0,0.9987046632124352,0.6010362694300516
15,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,841,1000,5000,0.249999999922259,1.4999610814716353,0.249999999922259,62.0,0.14,61.24,0.6,0.021,0.732,0.12857142857142856,0.0,0.9941939890710383,0.6013661202185792
16,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,968,1000,5000,0.2500000028595438,1.435269850755809,0.2500000028595438,61.14,0.08,60.56,0.48,0.021,0.938,0.02998965873836608,0.0,0.9987739872068231,0.6004264392324093
17,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,3842000,993,1000,4842,0.2500000020524146,0.6702259987485426,0.2500000020524146,62.16,0.07,61.79,0.29,0.013,0.83,0.007177033492822967,0.0,0.9984939759036144,0.5999999999999999
18,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,3975000,982,1000,4975,0.24999999750378998,1.0935751833049536,0.24999999750378998,60.27,0.13,59.7,0.42,0.019,0.941,0.01671891327063741,0.0,0.9989373007438895,0.5999999999999999
19,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,982,1000,5000,0.24999999682526458,1.434891408291903,0.24999999682526458,64.84,0.08,64.23,0.51,0.023,0.963,0.01834862385321101,0.0,0.9982346832814122,0.6002076843198337
20,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,985,1000,5000,0.24999999828819036,0.86034005467937,0.24999999828819036,63.58,0.07,63.11,0.38,0.019,0.97,0.015228426395939087,0.0,0.9992783505154639,0.6002061855670102
21,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,977,1000,5000,0.24999999813137969,0.858559450218212,0.24999999813137969,68.91,0.07,68.48,0.34,0.018,0.955,0.022517911975435005,0.0,0.9967539267015707,0.6006282722513088
22,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,980,1000,5000,0.2499999972945344,0.8607412570290452,0.2499999972945344,58.6,0.06,58.22,0.31,0.013,0.962,0.018367346938775512,0.0,0.9987525987525987,0.6002079002079
23,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,8,1000,5000,0.25000000128306726,2.657803714651267,0.25000000128306726,58.64,0.06,57.98,0.55,0.045,0.007,0.125,0.0,0.9714285714285714,0.6285714285714287
24,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,983,1000,5000,0.24999999863080824,1.3918125921197804,0.24999999863080824,59.01,0.11,58.49,0.39,0.02,0.966,0.016293279022403257,0.0,0.9990165631469979,0.600207039337474
25,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,3793000,999,1000,4793,0.24999999999999997,0.4545454545454539,0.24999999999999997,62.33,0.06,61.89,0.36,0.025,0.791,0.0012626262626262627,0.0,0.9996839443742098,0.5999999999999999
26,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,988,1000,5000,0.25000000260615085,0.8289417711743838,0.25000000260615085,63.75,0.08,63.29,0.35,0.028,0.977,0.011133603238866396,0.0,0.9988229273285568,0.6004094165813715
27,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,3501032,879,1000,4582,0.25000000284953167,0.6703380790311643,0.25000000284953167,65.62,0.07,65.29,0.25,0.016,0.687,0.010086455331412104,0.0,0.9990295972828724,0.6005822416302764
28,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,956,1000,5000,0.24999999923402735,0.9153111443626234,0.24999999923402735,69.21,0.07,68.72,0.4,0.024,0.915,0.04288702928870293,0.0,0.9971584699453552,0.600655737704918
29,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,972,1000,5000,0.24999999784657664,0.8479733837640829,0.24999999784657664,67.43,0.06,67.0,0.35,0.018,0.947,0.0257201646090535,0.0,0.997624076029567,0.6010559662090811
30,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,3505880,887,1000,4582,0.24999999999999997,0.4545454545454558,0.24999999999999997,59.71,0.11,59.35,0.23,0.013,0.686,0.0043541364296081275,0.0,1.0,0.5999999999999999
31,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,3907000,988,1000,4907,0.24999999636746875,0.7417050262708504,0.24999999636746875,70.11,0.13,69.69,0.28,0.012,0.884,0.012290502793296089,0.0,0.9994909502262443,0.6002262443438913
32,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,3381104,828,1000,4490,0.24999999473079168,1.0915692827588268,0.24999999473079168,52.46,0.1,52.12,0.23,0.01,0.645,0.009216589861751152,0.0,0.9989922480620156,0.6006201550387597
33,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,993,1000,5000,0.2500000006153962,0.5994858688994585,0.2500000006153962,72.54,0.07,72.21,0.25,0.013,0.986,0.007049345417925478,0.0,1.0,0.5999999999999999
34,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,997,1000,5000,0.24999999877443113,1.50013806740131,0.24999999877443113,73.02,0.07,72.64,0.3,0.015,0.994,0.003009027081243731,0.0,0.9992454728370221,0.5999999999999999
35,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,3343048,808,1000,4466,0.25000000297194375,0.6063146846389357,0.25000000297194375,58.43,0.1,58.11,0.21,0.015,0.649,0.00764525993883792,0.0,0.9996147919876733,0.6
36,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,513,1000,5000,0.2500000054924559,1.1930367519637757,0.2500000054924559,71.18,0.11,70.6,0.45,0.027,0.407,0.20662768031189083,0.0,0.9901719901719902,0.6049140049140047
37,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,3811000,992,1000,4811,0.25000000265612926,0.574424309506189,0.25000000265612926,69.3,0.06,68.97,0.25,0.015,0.796,0.009950248756218905,0.0,1.0,0.5999999999999999
38,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,986,1000,5000,0.25000000196677885,0.8292264577264715,0.25000000196677885,61.01,0.06,60.67,0.27,0.014,0.973,0.013184584178498986,0.0,0.9992805755395683,0.6002055498458375
39,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,984,1000,5000,0.250000003986027,0.7472834596668915,0.250000003986027,60.42,0.08,60.07,0.25,0.016,0.968,0.016260162601626018,0.0,0.9990185950413223,0.6002066115702478
40,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,3672000,948,1000,4710,0.250000000171029,0.6403573664770225,0.250000000171029,53.92,0.11,53.58,0.22,0.013,0.756,0.002638522427440633,0.0,0.9996693121693122,0.5999999999999999
41,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,989,1000,5000,0.250000000721007,0.5744761370671747,0.250000000721007,51.14,0.06,50.89,0.19,0.009,0.979,0.010111223458038422,0.0,0.999591419816139,0.6004085801838609
42,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,981,1000,5000,0.2500000013941047,0.6504883794535257,0.2500000013941047,50.36,0.06,50.11,0.18,0.009,0.962,0.018367346938775512,0.0,0.9995322245322245,0.6002079002079
43,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,8,1000,5000,-55.84296082432576,8.999848927369765,0.2500000000145175,47.7,0.06,46.39,1.21,0.046,0.007,0.125,0.0,1.0,0.6
44,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,969,1000,5000,0.24999999904095999,0.9594498159912571,0.24999999904095999,48.06,0.06,47.73,0.26,0.01,0.94,0.029927760577915376,0.0,0.9991489361702128,0.600851063829787
45,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,975,1000,5000,0.2500000014904074,1.4353013728403752,0.2500000014904074,49.71,0.06,49.35,0.29,0.01,0.952,0.02358974358974359,0.0,0.9982142857142857,0.6002100840336133
46,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,986,1000,5000,0.2500000014968287,0.6496449147711916,0.2500000014968287,48.44,0.06,48.17,0.2,0.009,0.972,0.014198782961460446,0.0,0.9987654320987653,0.6002057613168723
47,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,954,1000,5000,0.24999999878805917,1.4995997499118752,0.24999999878805917,49.3,0.06,48.91,0.32,0.01,0.911,0.04507337526205451,0.0,0.9944566410537871,0.6008781558726672
48,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,4000000,982,1000,5000,0.2499999950889317,1.0123371977499798,0.2499999950889317,48.78,0.06,48.48,0.23,0.009,0.964,0.018329938900203666,0.0,0.9987551867219917,0.6002074688796679
49,1000,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,3936000,994,1000,4936,0.24999999873517623,1.4348561390391366,0.24999999873517623,47.74,0.06,47.42,0.25,0.009,0.924,0.005382131324004306,0.0,0.9997294372294372,0.5999999999999999
