event,n_tracks,angle,sigma_scatt,sigma_res,gamma,delta,epsilon,threshold,n_segments,n_reco,n_truth,n_hits,x_min,x_max,x_median,wall_time_s,t_generate_s,t_build_s,t_solve_s,t_reco_s,efficiency,ghost_rate,clone_fraction,mean_purity,hit_efficiency
14,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,38800,100,100,488,0.25000000000000006,0.4545454545454546,0.25000000000000006,0.32,0.01,0.31,0.0,0.001,0.87,0.0,0.0,1.0,0.6
15,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,100,100,500,0.24999999999999997,0.4545454545454548,0.24999999999999997,0.3,0.01,0.29,0.0,0.001,1.0,0.0,0.0,1.0,0.6
16,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,100,100,500,0.24999999999999997,0.45454545454545464,0.24999999999999997,0.3,0.01,0.29,0.0,0.001,1.0,0.0,0.0,1.0,0.6
17,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,100,100,500,0.25,0.4545454545454546,0.25,0.29,0.01,0.28,0.0,0.001,1.0,0.0,0.0,1.0,0.6
18,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,100,100,500,0.24999999999999997,0.45454545454545453,0.24999999999999997,0.3,0.01,0.28,0.0,0.001,1.0,0.0,0.0,1.0,0.6
19,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,100,100,500,0.25,0.4545454545454546,0.25,0.31,0.01,0.29,0.0,0.001,1.0,0.0,0.0,1.0,0.6
20,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,100,100,500,0.24999999999999997,0.45454545454545475,0.24999999999999997,0.29,0.01,0.28,0.0,0.001,1.0,0.0,0.0,1.0,0.6
21,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,36900,100,100,469,0.25,0.4545454545454546,0.25,0.24,0.01,0.23,0.0,0.001,0.69,0.0,0.0,1.0,0.6000000000000001
22,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,36198,91,100,469,0.25,0.4545454545454546,0.25,0.3,0.01,0.29,0.0,0.001,0.78,0.0,0.0,1.0,0.6000000000000001
23,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,100,100,500,0.24999999999999997,0.4545454545454546,0.24999999999999997,0.3,0.01,0.29,0.0,0.001,1.0,0.0,0.0,1.0,0.6
24,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,100,100,500,0.24999999999999997,0.4545454545454538,0.24999999999999997,0.3,0.01,0.29,0.0,0.001,1.0,0.0,0.0,1.0,0.6
25,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,100,100,500,0.24999999999999997,0.4545454545454547,0.24999999999999997,0.3,0.01,0.29,0.0,0.001,1.0,0.0,0.0,1.0,0.6
26,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,100,100,500,0.24999999999999997,0.4545454545454546,0.24999999999999997,0.3,0.01,0.28,0.0,0.001,1.0,0.0,0.0,1.0,0.6
27,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,99,100,500,0.2500000016449795,0.566976227983381,0.2500000016449795,0.3,0.01,0.28,0.0,0.001,0.98,0.010101010101010102,0.0,1.0,0.5999999999999999
28,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,72,100,500,0.25000000100659053,0.853631204116879,0.25000000100659053,0.3,0.01,0.28,0.0,0.001,0.57,0.20833333333333334,0.0,0.968421052631579,0.6315789473684211
29,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,36262,94,100,467,0.25,0.45454545454545453,0.25,0.27,0.01,0.26,0.0,0.001,0.73,0.0,0.0,1.0,0.6
30,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,100,100,500,0.24999999999999997,0.4545454545454547,0.24999999999999997,0.33,0.01,0.32,0.0,0.001,1.0,0.0,0.0,1.0,0.6
31,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,37800,100,100,478,0.25,0.45454545454545453,0.25,0.29,0.01,0.27,0.0,0.001,0.78,0.0,0.0,1.0,0.6000000000000001
32,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,100,100,500,0.24999999999999997,0.45454545454545475,0.24999999999999997,0.31,0.02,0.29,0.0,0.001,1.0,0.0,0.0,1.0,0.6
33,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,100,100,500,0.25,0.4545454545454543,0.25,0.3,0.01,0.28,0.0,0.001,1.0,0.0,0.0,1.0,0.6
34,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,38900,100,100,489,0.25000000000000006,0.4545454545454546,0.25000000000000006,0.29,0.01,0.27,0.0,0.001,0.89,0.0,0.0,1.0,0.5999999999999999
35,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,100,100,500,0.25,0.4545454545454543,0.25,0.33,0.01,0.32,0.0,0.001,1.0,0.0,0.0,1.0,0.6
36,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,39200,100,100,492,0.25,0.4545454545454545,0.25,0.3,0.01,0.29,0.0,0.001,0.92,0.0,0.0,1.0,0.6
37,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,100,100,500,0.24999999999999997,0.45454545454545475,0.24999999999999997,0.3,0.01,0.29,0.0,0.001,1.0,0.0,0.0,1.0,0.6
38,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,39800,100,100,498,0.24999999999999997,0.45454545454545453,0.24999999999999997,0.31,0.01,0.3,0.0,0.001,0.98,0.0,0.0,1.0,0.5999999999999999
39,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,99,100,500,0.2500000015911223,0.5669782472535807,0.2500000015911223,0.3,0.01,0.29,0.0,0.001,0.98,0.010101010101010102,0.0,1.0,0.5999999999999999
40,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,39900,100,100,499,0.2500000052096557,0.45454469882485926,0.2500000052096557,0.3,0.01,0.29,0.0,0.001,0.99,0.0,0.0,1.0,0.5999999999999999
41,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,100,100,500,0.24999999999999997,0.4545454545454547,0.24999999999999997,0.3,0.01,0.29,0.0,0.001,1.0,0.0,0.0,1.0,0.6
42,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,100,100,500,0.25,0.45454545454545475,0.25,0.33,0.01,0.32,0.0,0.001,1.0,0.0,0.0,1.0,0.6
43,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,34534,86,100,455,0.25,0.4545454545454545,0.25,0.23,0.01,0.22,0.0,0.001,0.69,0.0,0.0,1.0,0.6000000000000001
44,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,38500,100,100,485,0.25,0.45454545454545453,0.25,0.29,0.01,0.28,0.0,0.001,0.85,0.0,0.0,1.0,0.6
45,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,100,100,500,0.24999999999999997,0.45454545454545475,0.24999999999999997,0.31,0.01,0.29,0.0,0.001,1.0,0.0,0.0,1.0,0.6
46,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,100,100,500,0.24999999999999997,0.4545454545454545,0.24999999999999997,0.3,0.01,0.29,0.0,0.001,1.0,0.0,0.0,1.0,0.6
47,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,100,100,500,0.25,0.4545454545454543,0.25,0.3,0.01,0.29,0.0,0.001,1.0,0.0,0.0,1.0,0.6
48,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,35810,93,100,463,0.24999999999999997,0.4545454545454546,0.24999999999999997,0.27,0.01,0.26,0.0,0.001,0.7,0.0,0.0,1.0,0.6000000000000001
49,100,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,40000,100,100,500,0.25,0.4545454545454548,0.25,0.3,0.01,0.29,0.0,0.001,1.0,0.0,0.0,1.0,0.6
0,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,152600,200,200,963,0.25,0.4545454545454546,0.25,1.74,0.02,1.7,0.02,0.002,0.815,0.0,0.0,1.0,0.5999999999999999
1,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,135944,168,200,901,0.25,0.45454545454545453,0.25,1.15,0.02,1.12,0.01,0.002,0.665,0.0,0.0,1.0,0.6000000000000001
2,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,190,200,1000,0.25000000093967195,1.4999878257572248,0.25000000093967195,1.35,0.02,1.3,0.03,0.003,0.905,0.04736842105263158,0.0,0.994475138121547,0.605524861878453
3,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,133950,166,200,891,0.25,0.4545454545454545,0.25,1.18,0.02,1.15,0.01,0.002,0.625,0.0,0.0,1.0,0.5999999999999996
4,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,154800,200,200,974,0.24999999999999997,0.45454545454545453,0.24999999999999997,1.23,0.02,1.19,0.02,0.002,0.87,0.0,0.0,1.0,0.6
5,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,150686,198,200,955,0.24999999999999997,0.4545454545454546,0.24999999999999997,1.31,0.02,1.28,0.01,0.002,0.785,0.0,0.0,1.0,0.6
6,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,139965,179,200,914,0.25,0.45454545454545453,0.25,1.28,0.02,1.24,0.01,0.001,0.675,0.0,0.0,1.0,0.6
7,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,200,200,1000,0.25,0.4545454545454553,0.25,1.39,0.02,1.36,0.01,0.002,1.0,0.0,0.0,1.0,0.5999999999999999
8,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,159800,200,200,999,0.25000000144749474,0.4545450340988292,0.25000000144749474,1.3,0.02,1.26,0.01,0.002,0.995,0.0,0.0,1.0,0.5999999999999999
9,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,200,200,1000,0.25,0.45454545454545514,0.25,1.33,0.02,1.3,0.01,0.002,1.0,0.0,0.0,1.0,0.5999999999999999
10,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,199,200,1000,0.25000000891077445,0.5997346866688679,0.25000000891077445,1.42,0.02,1.38,0.02,0.002,0.985,0.005050505050505051,0.0,0.9989847715736041,0.6010152284263959
11,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,0,200,1000,-1.1125508864739795,0.34975587869822844,0.2500000012183907,1.41,0.02,1.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0
12,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,154600,200,200,973,0.25,0.45454545454545453,0.25,1.4,0.02,1.37,0.01,0.002,0.865,0.0,0.0,1.0,0.5999999999999999
13,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,147665,195,200,942,0.24999999999999997,0.45454545454545453,0.24999999999999997,1.3,0.02,1.27,0.01,0.002,0.735,0.0,0.0,1.0,0.6
14,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,154400,200,200,972,0.25,0.4545454545454546,0.25,1.28,0.02,1.24,0.01,0.003,0.86,0.0,0.0,1.0,0.6
15,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,199,200,1000,0.25000000531074257,0.6415385683217946,0.25000000531074257,1.45,0.02,1.42,0.01,0.002,0.99,0.005025125628140704,0.0,1.0,0.5999999999999999
16,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,200,200,1000,0.25000000021801316,0.5669738121995445,0.25000000021801316,1.45,0.02,1.41,0.02,0.002,1.0,0.0,0.0,0.9990000000000001,0.6009999999999998
17,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,200,200,1000,0.24999999999999997,0.45454545454545353,0.24999999999999997,1.3,0.02,1.27,0.01,0.002,1.0,0.0,0.0,1.0,0.5999999999999999
18,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,156400,200,200,982,0.24999999999999997,0.45454545454545453,0.24999999999999997,1.32,0.02,1.28,0.01,0.003,0.91,0.0,0.0,1.0,0.6
19,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,200,200,1000,0.24999999999999997,0.4545454545454535,0.24999999999999997,1.47,0.02,1.44,0.01,0.002,1.0,0.0,0.0,1.0,0.5999999999999999
20,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,156400,199,200,982,0.25,0.4545454545454546,0.25,1.39,0.04,1.34,0.01,0.002,0.905,0.0,0.0,1.0,0.6
21,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,200,200,1000,0.25,0.4545454545454553,0.25,1.39,0.02,1.36,0.01,0.002,1.0,0.0,0.0,1.0,0.5999999999999999
22,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,141218,179,200,921,0.25,0.4545454545454545,0.25,1.24,0.02,1.21,0.01,0.001,0.705,0.0,0.0,1.0,0.6
23,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,153600,200,200,968,0.24999999999999997,0.45454545454545453,0.24999999999999997,1.33,0.02,1.3,0.01,0.002,0.84,0.0,0.0,1.0,0.5999999999999999
24,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,200,200,1000,0.25,0.454545454545456,0.25,1.45,0.02,1.42,0.01,0.002,1.0,0.0,0.0,1.0,0.5999999999999999
25,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,174,200,1000,0.24999999223516117,0.6980131878628558,0.24999999223516117,1.38,0.02,1.34,0.01,0.002,0.79,0.09195402298850575,0.0,0.9860759493670886,0.6139240506329114
26,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,200,200,1000,0.25,0.4545454545454558,0.25,1.45,0.02,1.42,0.01,0.002,1.0,0.0,0.0,1.0,0.5999999999999999
27,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,159400,200,200,997,0.2500000039222365,0.4545443064577788,0.2500000039222365,1.41,0.02,1.38,0.01,0.002,0.985,0.0,0.0,1.0,0.6
28,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,200,200,1000,0.25000000000000006,0.4545454545454535,0.25000000000000006,1.42,0.02,1.39,0.01,0.002,1.0,0.0,0.0,1.0,0.5999999999999999
29,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,199,200,1000,0.2500000043156291,0.5996463684307463,0.2500000043156291,1.41,0.02,1.38,0.01,0.002,0.99,0.005025125628140704,0.0,0.9989898989898991,0.6010101010101009
30,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,200,200,1000,0.25000000000000006,0.4545454545454547,0.25000000000000006,1.41,0.02,1.38,0.01,0.002,1.0,0.0,0.0,1.0,0.5999999999999999
31,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,199,200,1000,0.24999999999999997,0.4545454545454541,0.24999999999999997,1.43,0.02,1.39,0.01,0.003,0.995,0.0,0.0,1.0,0.5999999999999999
32,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,148950,197,200,947,0.25,0.45454545454545453,0.25,1.32,0.02,1.29,0.01,0.002,0.75,0.0,0.0,1.0,0.6
33,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,200,200,1000,0.25,0.4545454545454545,0.25,1.44,0.02,1.41,0.01,0.002,1.0,0.0,0.0,1.0,0.5999999999999999
34,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,173,200,1000,0.2500000004775117,1.5000031569948151,0.2500000004775117,1.4,0.02,1.35,0.03,0.002,0.79,0.08670520231213873,0.0,0.9936708860759493,0.6063291139240506
35,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,137925,175,200,906,0.25,0.4545454545454546,0.25,1.23,0.02,1.2,0.01,0.001,0.655,0.0,0.0,1.0,0.6
36,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,198,200,1000,0.2499999994610768,0.6291692633656173,0.2499999994610768,1.39,0.02,1.35,0.02,0.002,0.98,0.010101010101010102,0.0,0.9989795918367348,0.6010204081632652
37,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,153800,200,200,969,0.24999999999999997,0.45454545454545464,0.24999999999999997,1.29,0.02,1.26,0.01,0.002,0.845,0.0,0.0,1.0,0.5999999999999999
38,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,188,200,1000,0.249999994669958,0.6979983018790307,0.249999994669958,1.46,0.02,1.42,0.02,0.002,0.89,0.05319148936170213,0.0,0.9887640449438202,0.6112359550561797
39,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,155600,200,200,978,0.25,0.4545454545454546,0.25,1.39,0.02,1.36,0.01,0.002,0.89,0.0,0.0,1.0,0.5999999999999999
40,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,199,200,1000,0.25000000042918596,0.5669743016266832,0.25000000042918596,1.42,0.02,1.38,0.01,0.002,0.99,0.005025125628140704,0.0,1.0,0.5999999999999999
41,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,200,200,1000,0.25,0.4545454545454547,0.25,1.33,0.04,1.28,0.01,0.002,1.0,0.0,0.0,1.0,0.5999999999999999
42,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,200,200,1000,0.25,0.4545454545454546,0.25,1.32,0.02,1.29,0.01,0.002,1.0,0.0,0.0,1.0,0.5999999999999999
43,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,200,200,1000,0.25000000146056744,0.45454502984259515,0.25000000146056744,1.46,0.02,1.43,0.01,0.002,0.995,0.0,0.0,1.0,0.5999999999999999
44,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,139340,172,200,917,0.25000000000000006,0.45454545454545464,0.25000000000000006,1.25,0.02,1.22,0.01,0.001,0.725,0.0,0.0,1.0,0.6
45,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,143135,183,200,928,0.25,0.4545454545454546,0.25,1.3,0.02,1.27,0.01,0.001,0.725,0.0,0.0,1.0,0.6
46,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,149030,195,200,949,0.25000000000000006,0.45454545454545453,0.25000000000000006,1.34,0.02,1.31,0.01,0.002,0.77,0.0,0.0,1.0,0.6
47,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,200,200,1000,0.24999999999999997,0.45454545454545586,0.24999999999999997,1.44,0.02,1.41,0.01,0.002,1.0,0.0,0.0,1.0,0.5999999999999999
48,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,158800,200,200,994,0.25000000766052133,0.4545431863706181,0.25000000766052133,1.33,0.02,1.3,0.01,0.002,0.97,0.0,0.0,1.0,0.5999999999999999
49,200,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,160000,148,200,1000,0.250000006381329,1.2581999785318907,0.250000006381329,1.45,0.14,1.29,0.03,0.002,0.58,0.21621621621621623,0.0,0.9854679802955665,0.6155172413793101
0,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,299,300,1500,0.2499999978223504,1.280617044303464,0.2499999978223504,3.49,0.05,3.39,0.04,0.006,0.99,0.003355704697986577,0.0,1.0,0.6
1,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,288254,226,300,1305,0.25,0.4545454545454545,0.25,2.38,0.03,2.33,0.03,0.003,0.5966666666666667,0.0,0.0,1.0,0.5999999999999999
2,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,302018,247,300,1341,0.25,0.4545454545454546,0.25,2.65,0.03,2.6,0.03,0.003,0.6466666666666666,0.0,0.0,1.0,0.5999999999999999
3,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,300,300,1500,0.24999999999999997,0.4545454545454567,0.24999999999999997,3.06,0.03,3.0,0.02,0.004,1.0,0.0,0.0,1.0,0.6
4,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,289,300,1500,0.24999999831305686,0.6980107971488759,0.24999999831305686,3.12,0.03,3.05,0.03,0.003,0.93,0.03460207612456748,0.0,0.9956989247311828,0.6043010752688173
5,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,347400,300,300,1458,0.24999999999999997,0.45454545454545453,0.24999999999999997,3.0,0.03,2.94,0.02,0.002,0.86,0.0,0.0,1.0,0.6
6,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,349200,300,300,1464,0.24999999999999994,0.4545454545454546,0.24999999999999994,3.07,0.03,3.01,0.03,0.002,0.88,0.0,0.0,1.0,0.5999999999999999
7,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,300,300,1500,0.25,0.4545454545454563,0.25,3.08,0.03,3.03,0.02,0.004,1.0,0.0,0.0,1.0,0.6
8,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,299,300,1500,0.2500000006549661,0.45454516984322674,0.2500000006549661,3.18,0.03,3.12,0.02,0.002,0.9933333333333333,0.0033444816053511705,0.0,1.0,0.6
9,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,351300,300,300,1471,0.25,0.4545454545454545,0.25,3.06,0.03,3.0,0.03,0.003,0.9033333333333333,0.0,0.0,1.0,0.6
10,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,300,300,1500,0.24999999999999997,0.45454545454545187,0.24999999999999997,3.16,0.03,3.11,0.02,0.003,1.0,0.0,0.0,1.0,0.6
11,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,300,300,1500,0.25,0.4545454545454535,0.25,3.04,0.03,2.99,0.02,0.002,1.0,0.0,0.0,1.0,0.6
12,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,299,300,1500,0.25000000065658046,0.45454516921947,0.25000000065658046,3.2,0.12,3.05,0.02,0.003,0.9933333333333333,0.0033444816053511705,0.0,1.0,0.6
13,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,299,300,1500,0.24999999999999997,0.45454545454545336,0.24999999999999997,3.13,0.03,3.08,0.02,0.002,0.9966666666666667,0.0,0.0,1.0,0.6
14,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,342000,299,300,1440,0.2500000054734406,0.5669174727149406,0.2500000054734406,2.92,0.03,2.86,0.03,0.002,0.7933333333333333,0.0041841004184100415,0.0,1.0,0.5999999999999998
15,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,313358,262,300,1371,0.25,0.45454545454545453,0.25,2.77,0.03,2.71,0.03,0.002,0.6966666666666667,0.0,0.0,1.0,0.5999999999999999
16,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,299,300,1500,0.2500000026221977,0.5996673941798126,0.2500000026221977,3.15,0.03,3.09,0.03,0.003,0.9933333333333333,0.0033444816053511705,0.0,0.9991610738255033,0.6
17,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,299,300,1500,0.2500000001925361,0.5669739536252798,0.2500000001925361,3.06,0.03,3.0,0.03,0.003,0.9933333333333333,0.0033444816053511705,0.0,1.0,0.6
18,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,187,300,1500,0.24999999722928432,2.302495508254216,0.24999999722928432,3.11,0.03,3.01,0.06,0.005,0.45,0.27807486631016043,0.0,0.9860317460317459,0.6148148148148148
19,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,298,300,1500,0.25000000250010546,0.6412785879069471,0.25000000250010546,3.27,0.03,3.21,0.03,0.003,0.9866666666666667,0.006711409395973154,0.0,0.9993243243243244,0.6006756756756756
20,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,284,300,1500,0.24999999797029243,0.6979454048518824,0.24999999797029243,3.07,0.03,3.0,0.04,0.003,0.91,0.03873239436619718,0.0,0.994871794871795,0.6051282051282051
21,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,337940,298,300,1428,0.25000000000000006,0.45454545454545453,0.25000000000000006,2.89,0.03,2.83,0.03,0.002,0.7666666666666667,0.0,0.0,1.0,0.5999999999999998
22,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,298,300,1500,0.2499999998134286,0.8207045146566663,0.2499999998134286,3.24,0.12,3.08,0.03,0.003,0.9866666666666667,0.006711409395973154,0.0,1.0,0.5999999999999999
23,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,347700,299,300,1459,0.24999999764336037,0.6426043349876438,0.24999999764336037,3.01,0.05,2.94,0.03,0.002,0.8566666666666667,0.003875968992248062,0.0,1.0,0.6
24,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,300,300,1500,0.25,0.4545454545454564,0.25,3.12,0.03,3.07,0.02,0.002,1.0,0.0,0.0,1.0,0.6
25,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,351300,300,300,1471,0.25,0.4545454545454545,0.25,3.04,0.03,2.98,0.03,0.002,0.9033333333333333,0.0,0.0,1.0,0.6
26,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,308524,254,300,1360,0.25,0.4545454545454545,0.25,2.71,0.03,2.66,0.03,0.002,0.6866666666666666,0.0,0.0,1.0,0.5999999999999999
27,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,318096,272,300,1378,0.24999999774344944,0.5998070292476233,0.24999999774344944,2.71,0.03,2.66,0.02,0.002,0.6666666666666666,0.009900990099009901,0.0,1.0,0.5999999999999999
28,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,196,300,1500,0.24999999013692778,0.8536804138406034,0.24999999013692778,3.11,0.03,3.05,0.03,0.004,0.5066666666666667,0.22448979591836735,0.0,0.9842105263157894,0.6157894736842104
29,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,300,300,1500,0.25,0.45454545454545464,0.25,3.23,0.03,3.18,0.02,0.002,1.0,0.0,0.0,1.0,0.6
30,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,300,300,1500,0.25,0.45454545454545525,0.25,3.1,0.03,3.05,0.02,0.004,1.0,0.0,0.0,1.0,0.6
31,300,0.2,0.0001,0.005,3.0,1.0,0.0016308858027061653,0.375,360000,299,300,1500,0.25000000028554736,0.5669743077448156,0.25000000028554736,3.2,0.03,3.14,0.03,0.002,0.9933333333333333,0.0033444816053511705,0.0,0.9993288590604027,0.6006711409395973
