status,n_trk,rep,seed,tag,sigma_res,sigma_scatt,phi_max,hit_ineff,convolution,erf_sigma,epsilon,gamma,delta,tau_default,n_seg,n_pad,A_nnz,n_qubits,quantum_metrics_default,cos_QC,P_anc,t_gen,t_angles,t_classical,t_q,t_total,sol_Q,angle_n_true,angle_n_false,angle_true_accepted,angle_false_accepted,angle_segment_efficiency,angle_segment_false_rate,cls_default_n_true_all,cls_default_n_false_all,cls_default_n_true_active,cls_default_n_false_active,cls_default_n_active,cls_default_segment_efficiency,cls_default_segment_purity,cls_default_segment_false_rate,file,q_default_n_true_all,q_default_n_false_all,q_default_n_true_active,q_default_n_false_active,q_default_n_active,q_default_segment_efficiency,q_default_segment_purity,q_default_segment_false_rate
ok,8.0,22.0,200822.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,256.0,256.0,304.0,,,,,0.0011682510375976562,0.4004693031311035,0.003093242645263672,0.0,0.4050149917602539,,24.0,1512.0,24.0,0.0,1.0,0.0,32.0,224.0,32.0,224.0,256.0,1.0,0.125,0.875,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0008_r022.pkl,,,,,,,,
ok,8.0,23.0,200823.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,256.0,256.0,304.0,,,,,0.0009875297546386719,0.2700190544128418,0.0028989315032958984,0.0,0.2741987705230713,,24.0,1512.0,24.0,0.0,1.0,0.0,32.0,224.0,32.0,224.0,256.0,1.0,0.125,0.875,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0008_r023.pkl,,,,,,,,
ok,8.0,24.0,200824.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,256.0,256.0,304.0,,,,,0.000993967056274414,0.24082422256469727,0.003490447998046875,0.0,0.24564743041992188,,24.0,1512.0,24.0,0.0,1.0,0.0,32.0,224.0,32.0,224.0,256.0,1.0,0.125,0.875,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0008_r024.pkl,,,,,,,,
ok,8.0,25.0,200825.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,256.0,256.0,304.0,,,,,0.00103759765625,0.2748570442199707,0.003640413284301758,0.0,0.279895544052124,,24.0,1512.0,24.0,0.0,1.0,0.0,32.0,224.0,32.0,224.0,256.0,1.0,0.125,0.875,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0008_r025.pkl,,,,,,,,
ok,8.0,26.0,200826.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,256.0,256.0,304.0,,,,,0.0009560585021972656,0.2967667579650879,0.003472566604614258,0.0,0.3014802932739258,,24.0,1512.0,24.0,0.0,1.0,0.0,32.0,224.0,32.0,224.0,256.0,1.0,0.125,0.875,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0008_r026.pkl,,,,,,,,
ok,8.0,27.0,200827.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,248.0,256.0,294.0,,,,,0.0009639263153076172,0.287792444229126,0.0031135082244873047,0.0,0.2921881675720215,,23.0,1449.0,23.0,0.0,1.0,0.0,31.0,217.0,31.0,217.0,248.0,1.0,0.125,0.875,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0008_r027.pkl,,,,,,,,
ok,8.0,28.0,200828.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,256.0,256.0,304.0,,,,,0.0009989738464355469,0.22914767265319824,0.003013134002685547,0.0,0.23348593711853027,,24.0,1512.0,24.0,0.0,1.0,0.0,32.0,224.0,32.0,224.0,256.0,1.0,0.125,0.875,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0008_r028.pkl,,,,,,,,
ok,8.0,29.0,200829.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,256.0,256.0,304.0,,,,,0.0014362335205078125,0.3116455078125,0.0030770301818847656,0.0,0.31647515296936035,,24.0,1512.0,24.0,0.0,1.0,0.0,32.0,224.0,32.0,224.0,256.0,1.0,0.125,0.875,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0008_r029.pkl,,,,,,,,
ok,10.0,0.0,201000.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.0013363361358642578,0.3003427982330322,0.0042171478271484375,0.0,0.3062429428100586,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r000.pkl,,,,,,,,
ok,10.0,1.0,201001.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.0011234283447265625,0.2597649097442627,0.0035424232482910156,0.0,0.26474833488464355,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r001.pkl,,,,,,,,
ok,10.0,2.0,201002.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.0012135505676269531,0.30949854850769043,0.003087282180786133,0.0,0.31425046920776367,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r002.pkl,,,,,,,,
ok,10.0,3.0,201003.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.0012171268463134766,0.2585489749908447,0.003317117691040039,0.0,0.2634284496307373,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r003.pkl,,,,,,,,
ok,10.0,4.0,201004.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.0011258125305175781,0.3389308452606201,0.0031147003173828125,0.0,0.34348344802856445,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r004.pkl,,,,,,,,
ok,10.0,5.0,201005.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,390.0,512.0,448.0,,,,,0.0011186599731445312,0.3031349182128906,0.0032949447631835938,0.0,0.30783700942993164,,29.0,2871.0,29.0,0.0,1.0,0.0,39.0,351.0,39.0,351.0,390.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r005.pkl,,,,,,,,
ok,10.0,6.0,201006.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.0014081001281738281,0.33135509490966797,0.004591464996337891,0.0,0.3377492427825928,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r006.pkl,,,,,,,,
ok,10.0,7.0,201007.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.00112152099609375,0.25164294242858887,0.003495931625366211,0.0,0.25658106803894043,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r007.pkl,,,,,,,,
ok,10.0,8.0,201008.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.0011610984802246094,0.3220555782318115,0.004106760025024414,0.0,0.32768726348876953,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r008.pkl,,,,,,,,
ok,10.0,9.0,201009.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,380.0,512.0,434.0,,,,,0.0010943412780761719,0.28151416778564453,0.0030050277709960938,0.0,0.28588271141052246,,27.0,2673.0,27.0,0.0,1.0,0.0,38.0,342.0,38.0,342.0,380.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r009.pkl,,,,,,,,
ok,10.0,10.0,201010.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,380.0,512.0,436.0,,,,,0.001262664794921875,0.29548144340515137,0.0042912960052490234,0.0,0.30139708518981934,,28.0,2772.0,28.0,0.0,1.0,0.0,38.0,342.0,38.0,342.0,380.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r010.pkl,,,,,,,,
ok,10.0,11.0,201011.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.0011072158813476562,0.2796168327331543,0.0033380985260009766,0.0,0.28435349464416504,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r011.pkl,,,,,,,,
ok,10.0,12.0,201012.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,390.0,512.0,448.0,,,,,0.001112222671508789,0.33142566680908203,0.00336456298828125,0.0,0.3362126350402832,,29.0,2871.0,29.0,0.0,1.0,0.0,39.0,351.0,39.0,351.0,390.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r012.pkl,,,,,,,,
ok,10.0,13.0,201013.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,380.0,512.0,436.0,,,,,0.001112222671508789,0.2892313003540039,0.003208637237548828,0.0,0.2938246726989746,,28.0,2772.0,28.0,0.0,1.0,0.0,38.0,342.0,38.0,342.0,380.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r013.pkl,,,,,,,,
ok,10.0,14.0,201014.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.0011258125305175781,0.2408311367034912,0.0030863285064697266,0.0,0.24532341957092285,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r014.pkl,,,,,,,,
ok,10.0,15.0,201015.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.0014202594757080078,0.31144094467163086,0.00440216064453125,0.0,0.31763792037963867,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r015.pkl,,,,,,,,
ok,10.0,16.0,201016.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.0010950565338134766,0.2857351303100586,0.003082752227783203,0.0,0.29019975662231445,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r016.pkl,,,,,,,,
ok,10.0,17.0,201017.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.0010983943939208984,0.2850680351257324,0.003118276596069336,0.0,0.28956151008605957,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r017.pkl,,,,,,,,
ok,10.0,18.0,201018.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.0011379718780517578,0.25996875762939453,0.003548860549926758,0.0,0.2649827003479004,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r018.pkl,,,,,,,,
ok,10.0,19.0,201019.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.0011072158813476562,0.25686168670654297,0.0030655860900878906,0.0,0.2613208293914795,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r019.pkl,,,,,,,,
ok,10.0,20.0,201020.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.0011248588562011719,0.30437517166137695,0.0034096240997314453,0.0,0.3092219829559326,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r020.pkl,,,,,,,,
ok,10.0,21.0,201021.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.0013527870178222656,0.283214807510376,0.00397491455078125,0.0,0.28894472122192383,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r021.pkl,,,,,,,,
ok,10.0,22.0,201022.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.001100301742553711,0.32445430755615234,0.0037004947662353516,0.0,0.32962632179260254,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r022.pkl,,,,,,,,
ok,10.0,23.0,201023.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.0010762214660644531,0.24255776405334473,0.0031998157501220703,0.0,0.2471001148223877,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r023.pkl,,,,,,,,
ok,10.0,24.0,201024.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,380.0,512.0,436.0,,,,,0.0011794567108154297,0.32149577140808105,0.0036687850952148438,0.0,0.32671213150024414,,28.0,2772.0,28.0,0.0,1.0,0.0,38.0,342.0,38.0,342.0,380.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r024.pkl,,,,,,,,
ok,10.0,25.0,201025.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.0011055469512939453,0.31334733963012695,0.0033905506134033203,0.0,0.31815290451049805,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r025.pkl,,,,,,,,
ok,10.0,26.0,201026.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.0013089179992675781,0.29549384117126465,0.0037462711334228516,0.0,0.30090999603271484,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r026.pkl,,,,,,,,
ok,10.0,27.0,201027.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,380.0,512.0,436.0,,,,,0.001058816909790039,0.23876142501831055,0.0031533241271972656,0.0,0.24324250221252441,,28.0,2772.0,28.0,0.0,1.0,0.0,38.0,342.0,38.0,342.0,380.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r027.pkl,,,,,,,,
ok,10.0,28.0,201028.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,400.0,512.0,460.0,,,,,0.0011425018310546875,0.2586848735809326,0.0034422874450683594,0.0,0.26358914375305176,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r028.pkl,,,,,,,,
ok,10.0,29.0,201029.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,380.0,512.0,434.0,,,,,0.0010793209075927734,0.3084712028503418,0.003025054931640625,0.0,0.3128397464752197,,27.0,2673.0,27.0,0.0,1.0,0.0,38.0,342.0,38.0,342.0,380.0,1.0,0.1,0.9,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0010_r029.pkl,,,,,,,,
ok,15.0,0.0,201500.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,900.0,1024.0,990.0,,,,,0.001508951187133789,0.41615796089172363,0.004273414611816406,0.0,0.4222373962402344,,45.0,10080.0,45.0,0.0,1.0,0.0,60.0,840.0,60.0,840.0,900.0,1.0,0.06666666666666667,0.9333333333333333,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0015_r000.pkl,,,,,,,,
ok,15.0,1.0,201501.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,900.0,1024.0,990.0,,,,,0.001725912094116211,0.42697834968566895,0.005618572235107422,0.0,0.4347107410430908,,45.0,10080.0,45.0,0.0,1.0,0.0,60.0,840.0,60.0,840.0,900.0,1.0,0.06666666666666667,0.9333333333333333,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0015_r001.pkl,,,,,,,,
ok,15.0,2.0,201502.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,870.0,1024.0,956.0,,,,,0.0015025138854980469,0.3562333583831787,0.004197597503662109,0.0,0.3622307777404785,,43.0,9632.0,43.0,0.0,1.0,0.0,58.0,812.0,58.0,812.0,870.0,1.0,0.06666666666666667,0.9333333333333333,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0015_r002.pkl,,,,,,,,
ok,15.0,3.0,201503.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,856.0,1024.0,942.0,,,,,0.0016789436340332031,0.43488550186157227,0.0047419071197509766,0.0,0.44168663024902344,,43.0,9422.0,43.0,0.0,1.0,0.0,58.0,798.0,58.0,798.0,856.0,1.0,0.06775700934579439,0.9322429906542056,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0015_r003.pkl,,,,,,,,
ok,15.0,4.0,201504.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,885.0,1024.0,973.0,,,,,0.0015304088592529297,0.46045470237731934,0.004837751388549805,0.0,0.46715641021728516,,44.0,9856.0,44.0,0.0,1.0,0.0,59.0,826.0,59.0,826.0,885.0,1.0,0.06666666666666667,0.9333333333333333,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0015_r004.pkl,,,,,,,,
ok,15.0,5.0,201505.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,870.0,1024.0,954.0,,,,,0.0015747547149658203,0.4135007858276367,0.00565028190612793,0.0,0.4210820198059082,,42.0,9408.0,42.0,0.0,1.0,0.0,58.0,812.0,58.0,812.0,870.0,1.0,0.06666666666666667,0.9333333333333333,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0015_r005.pkl,,,,,,,,
ok,15.0,6.0,201506.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,900.0,1024.0,990.0,,,,,0.001493692398071289,0.3795962333679199,0.004502534866333008,0.0,0.38593196868896484,,45.0,10080.0,45.0,0.0,1.0,0.0,60.0,840.0,60.0,840.0,900.0,1.0,0.06666666666666667,0.9333333333333333,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0015_r006.pkl,,,,,,,,
ok,15.0,7.0,201507.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,855.0,1024.0,939.0,,,,,0.002952098846435547,0.43383216857910156,0.00471806526184082,0.0,0.4418361186981201,,42.0,9408.0,42.0,0.0,1.0,0.0,57.0,798.0,57.0,798.0,855.0,1.0,0.06666666666666667,0.9333333333333333,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0015_r007.pkl,,,,,,,,
ok,15.0,8.0,201508.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,900.0,1024.0,990.0,,,,,0.0015265941619873047,0.4369475841522217,0.0046100616455078125,0.0,0.4434053897857666,,45.0,10080.0,45.0,0.0,1.0,0.0,60.0,840.0,60.0,840.0,900.0,1.0,0.06666666666666667,0.9333333333333333,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0015_r008.pkl,,,,,,,,
ok,15.0,9.0,201509.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,885.0,1024.0,973.0,,,,,0.0015282630920410156,0.3903977870941162,0.00473785400390625,0.0,0.3970198631286621,,44.0,9856.0,44.0,0.0,1.0,0.0,59.0,826.0,59.0,826.0,885.0,1.0,0.06666666666666667,0.9333333333333333,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0015_r009.pkl,,,,,,,,
ok,15.0,10.0,201510.0,seg14e_C,0.005,0.0001,0.2,0.01,False,0.0001,0.0016308858027061653,3.0,1.0,0.35,870.0,1024.0,956.0,,,,,0.0015921592712402344,0.42711448669433594,0.0054662227630615234,0.0,0.43454623222351074,,43.0,9632.0,43.0,0.0,1.0,0.0,58.0,812.0,58.0,812.0,870.0,1.0,0.06666666666666667,0.9333333333333333,/data/bfys/gscriven/Quantum_Track_Reconstruction/Toy_Characterisation/Epsilon_study_2/results/seg14e_calc_eps/classical/seg14e_C_n0015_r010.pkl,,,,,,,,
