tag,n_trk,sigma_res,sigma_scatt,rep_mean,seed_mean,phi_max_mean,hit_ineff_mean,erf_sigma_mean,epsilon_mean,gamma_mean,delta_mean,tau_default_mean,n_seg_mean,n_pad_mean,A_nnz_mean,n_qubits_mean,quantum_metrics_default_mean,cos_QC_mean,P_anc_mean,t_gen_mean,t_angles_mean,t_classical_mean,t_q_mean,t_total_mean,sol_Q_mean,angle_n_true_mean,angle_n_false_mean,angle_true_accepted_mean,angle_false_accepted_mean,angle_segment_efficiency_mean,angle_segment_false_rate_mean,cls_default_n_true_all_mean,cls_default_n_false_all_mean,cls_default_n_true_active_mean,cls_default_n_false_active_mean,cls_default_n_active_mean,cls_default_segment_efficiency_mean,cls_default_segment_purity_mean,cls_default_segment_false_rate_mean,q_default_n_true_all_mean,q_default_n_false_all_mean,q_default_n_true_active_mean,q_default_n_false_active_mean,q_default_n_active_mean,q_default_segment_efficiency_mean,q_default_segment_purity_mean,q_default_segment_false_rate_mean,rep_std,seed_std,phi_max_std,hit_ineff_std,erf_sigma_std,epsilon_std,gamma_std,delta_std,tau_default_std,n_seg_std,n_pad_std,A_nnz_std,n_qubits_std,quantum_metrics_default_std,cos_QC_std,P_anc_std,t_gen_std,t_angles_std,t_classical_std,t_q_std,t_total_std,sol_Q_std,angle_n_true_std,angle_n_false_std,angle_true_accepted_std,angle_false_accepted_std,angle_segment_efficiency_std,angle_segment_false_rate_std,cls_default_n_true_all_std,cls_default_n_false_all_std,cls_default_n_true_active_std,cls_default_n_false_active_std,cls_default_n_active_std,cls_default_segment_efficiency_std,cls_default_segment_purity_std,cls_default_segment_false_rate_std,q_default_n_true_all_std,q_default_n_false_all_std,q_default_n_true_active_std,q_default_n_false_active_std,q_default_n_active_std,q_default_segment_efficiency_std,q_default_segment_purity_std,q_default_segment_false_rate_std,rep_n,seed_n,phi_max_n,hit_ineff_n,erf_sigma_n,epsilon_n,gamma_n,delta_n,tau_default_n,n_seg_n,n_pad_n,A_nnz_n,n_qubits_n,quantum_metrics_default_n,cos_QC_n,P_anc_n,t_gen_n,t_angles_n,t_classical_n,t_q_n,t_total_n,sol_Q_n,angle_n_true_n,angle_n_false_n,angle_true_accepted_n,angle_false_accepted_n,angle_segment_efficiency_n,angle_segment_false_rate_n,cls_default_n_true_all_n,cls_default_n_false_all_n,cls_default_n_true_active_n,cls_default_n_false_active_n,cls_default_n_active_n,cls_default_segment_efficiency_n,cls_default_segment_purity_n,cls_default_segment_false_rate_n,q_default_n_true_all_n,q_default_n_false_all_n,q_default_n_true_active_n,q_default_n_false_active_n,q_default_n_active_n,q_default_segment_efficiency_n,q_default_segment_purity_n,q_default_segment_false_rate_n,rep_sem,seed_sem,phi_max_sem,hit_ineff_sem,erf_sigma_sem,epsilon_sem,gamma_sem,delta_sem,tau_default_sem,n_seg_sem,n_pad_sem,A_nnz_sem,n_qubits_sem,quantum_metrics_default_sem,cos_QC_sem,P_anc_sem,t_gen_sem,t_angles_sem,t_classical_sem,t_q_sem,t_total_sem,sol_Q_sem,angle_n_true_sem,angle_n_false_sem,angle_true_accepted_sem,angle_false_accepted_sem,angle_segment_efficiency_sem,angle_segment_false_rate_sem,cls_default_n_true_all_sem,cls_default_n_false_all_sem,cls_default_n_true_active_sem,cls_default_n_false_active_sem,cls_default_n_active_sem,cls_default_segment_efficiency_sem,cls_default_segment_purity_sem,cls_default_segment_false_rate_sem,q_default_n_true_all_sem,q_default_n_false_all_sem,q_default_n_true_active_sem,q_default_n_false_active_sem,q_default_n_active_sem,q_default_segment_efficiency_sem,q_default_segment_purity_sem,q_default_segment_false_rate_sem
eps2_sr0.01_ss0.0005,10.0,0.01,0.0005,4.5,201004.5,0.2,0.0,0.0001,0.003797077811659467,3.0,1.0,0.35,400.0,512.0,460.0,11.0,,0.4650838863825082,0.022391535339945333,0.0011302471160888673,0.28956298828125,0.003576850891113281,3.1183885812759398,3.413125729560852,,30.0,2970.0,30.0,0.0,1.0,0.0,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,40.0,360.0,30.0,0.0,30.0,0.75,1.0,0.0,3.0276503540974917,3.0276503540974917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0001959608699738012,0.05238946491948583,0.0003839453232297033,0.5137017085104473,0.5647877537334559,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.9574271077563381,0.9574271077563381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.196826813853121e-05,0.016567003454306502,0.00012141417183754182,0.16244674368129158,0.17860156963679877,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eps2_sr0.01_ss0.0005,20.0,0.01,0.0005,4.5,202004.5,0.2,0.0,0.0001,0.003797077811659467,3.0,1.0,0.35,1600.0,2048.0,1721.0,13.0,,0.34345298871594554,0.011304509331423556,0.001712632179260254,0.6142919063568115,0.006237030029296875,6.049809861183166,6.6725609540939335,,60.0,23940.0,59.9,0.6,0.9983333333333334,0.009556010928961748,80.0,1520.0,80.0,1520.0,1600.0,1.0,0.05,0.95,80.0,1520.0,60.3,0.7,61.0,0.7537499999999999,0.9889842057583994,0.011015794241600693,3.0276503540974917,3.0276503540974917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.538591035287979,0.0,,0.0048754464236815676,0.00034564642666671673,0.0001886091742053448,0.06805232391806357,0.0009520032069665893,0.5790562909862431,0.6445927055075703,,0.0,0.0,0.31622776601683905,1.2649110640673518,0.0052704627669472905,0.019831510532666595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6749485577105532,1.1595018087284057,1.7638342073763935,0.008436856971381917,0.018150890841336014,0.01815089084133604,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.9574271077563381,0.9574271077563381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8027729719194894,0.0,,0.001541751530895604,0.00010930299733651862,5.9643457809236794e-05,0.02152003436486347,0.0003010498473799099,0.1831136772965757,0.20383811125340845,,0.0,0.0,0.10000000000000035,0.39999999999999997,0.001666666666666664,0.006271274272484548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21343747458109502,0.36666666666666664,0.557773351022717,0.0026679684322636885,0.005739815661971171,0.005739815661971179
eps2_sr0.01_ss0.0005,50.0,0.01,0.0005,4.5,205004.5,0.2,0.0,0.0001,0.003797077811659467,3.0,1.0,0.35,10000.0,16384.0,10308.2,16.0,,0.22436923354263688,0.003573498087573889,0.00472869873046875,6.514537358283997,0.11691446304321289,110.11488704681396,116.75169978141784,,150.0,374850.0,150.0,4.1,1.0,0.02643082539468935,200.0,9800.0,200.0,9800.0,10000.0,1.0,0.02,0.9800000000000001,200.0,9800.0,150.0,8.1,158.1,0.75,0.9493884094459549,0.050611590554045106,3.0276503540974917,3.0276503540974917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.366539438350149,0.0,,0.0016214150437844827,4.076499015098813e-05,0.0012806651366305752,1.2957981343642528,0.031142333727769547,35.72170340596734,36.84581886984564,,0.0,0.0,0.0,2.183269719175042,0.0,0.013747139864362379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.280446497997869,4.280446497997871,0.0,0.02552818400046536,0.025528184000465384,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.9574271077563381,0.9574271077563381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3808210118138857,0.0,,0.0005127364570820604,1.2891021767145375e-05,0.00040498187517233527,0.40976734923879404,0.009848070623283389,11.296194466385122,11.651670988272338,,0.0,0.0,0.0,0.6904105059069325,0.0,0.004347227328428331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3535960336164634,1.353596033616464,0.0,0.008072720596933945,0.008072720596933952
eps2_sr0.01_ss0.0005,100.0,0.01,0.0005,2.0,210002.0,0.2,0.0,0.0001,0.003797077811659467,3.0,1.0,0.35,40000.0,65536.0,40685.2,18.0,,0.1712032535814738,0.0019521643084556538,0.010783195495605469,57.3439802646637,0.3039401054382324,5409.248277330398,5466.908676147461,,300.0,2999700.0,300.0,42.6,1.0,0.12359539576202579,400.0,39600.0,321.8,23777.0,24098.8,0.8045,0.27959723763719324,0.7204027623628068,400.0,39600.0,280.2,58.8,339.0,0.7005,0.8382265302344747,0.16177346976552529,1.5811388300841898,1.5811388300841898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.653917983430528,0.0,,0.007092297059755799,5.24788555546584e-05,0.004094906494746466,9.17787796461721,0.09378923987736783,2395.3242332255218,2398.174206074553,,0.0,0.0,0.0,11.326958991715296,0.0,0.028285177659370858,0.0,0.0,174.86051584048354,21666.548802243517,21774.22220654506,0.43715128960120886,0.38500350772824327,0.38500350772824327,0.0,0.0,44.83525398612124,28.830539363667828,73.0718824172472,0.11208813496530308,0.06838782787048214,0.06838782787048209,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.131140113531123,0.0,,0.0031717716684471708,2.346925768032172e-05,0.0018312978567516965,4.104471803616298,0.0419438231847657,1071.2215627289654,1072.4961093338577,,0.0,0.0,0.0,5.0655700567655755,0.0,0.012649516000402325,0.0,0.0,78.19999999999999,9689.57519192663,9737.728202204044,0.19549999999999998,0.1721788029712435,0.1721788029712435,0.0,0.0,20.0509351402871,12.893409169028958,32.67873926576728,0.05012733785071774,0.03058396639039055,0.030583966390390526
eps2_sr0.01_ss0.0005,200.0,0.01,0.0005,2.0,220002.0,0.2,0.0,0.0001,0.003797077811659467,3.0,1.0,0.35,160000.0,262144.0,161791.6,20.0,,0.13804837541721143,0.0012219699373899337,0.015693473815917968,402.07503147125243,0.5865121364593506,21746.975050258636,22149.6538916111,,600.0,23999400.0,600.0,295.8,1.0,0.3297353215186611,800.0,159200.0,800.0,64028.8,64828.8,1.0,0.34998462599783187,0.6500153740021681,800.0,159200.0,599.6,344.0,943.6,0.7495,0.6966970218156847,0.3033029781843153,1.5811388300841898,1.5811388300841898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.467747287498256,0.0,,0.002264041411949013,3.1783357554270016e-05,0.0014712095494375183,13.433032109823381,0.28131893291180504,3880.7066988047472,3876.9347235591513,,0.0,0.0,0.0,26.733873643750165,0.0,0.01978591803195284,0.0,0.0,0.0,86879.03335788216,86879.03335788216,0.0,0.31550083948500957,0.31550083948500957,0.0,0.0,2.0736441353327715,294.3322952039072,295.36384342028055,0.002592055169165949,0.24469627956537646,0.24469627956537643,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.911503507725218,0.0,,0.0010125101001985195,1.4213949608905843e-05,0.0006579449123378257,6.0074345883005,0.12580965146969977,1735.5047958532432,1733.8179172415234,,0.0,0.0,0.0,11.955751753863073,0.0,0.00884853154333708,0.0,0.0,0.0,38853.48488153926,38853.48488153926,0.0,0.14109626480934623,0.14109626480934623,0.0,0.0,0.92736184954957,131.62940400989436,132.09072639667025,0.0011592023119369557,0.10943150298989489,0.10943150298989487
eps2_sr0.02_ss0.0001,10.0,0.02,0.0001,4.5,201004.5,0.2,0.0,0.0001,0.006312668537322595,3.0,1.0,0.35,400.0,512.0,460.6,11.0,,0.46748127926489175,0.022660808710343164,0.0010836124420166016,0.30705842971801756,0.004131197929382324,3.3519814729690554,3.66470582485199,,30.0,2970.0,30.0,0.3,1.0,0.00967741935483871,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,40.0,360.0,30.0,0.4,30.4,0.75,0.9872983870967742,0.012701612903225806,3.0276503540974917,3.0276503540974917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9660917830792985,0.0,,0.0038758570941658647,0.0004534806753439262,0.00016810187503306197,0.09035749390410423,0.0024823934441918754,0.7343658685714602,0.8231682489548463,,0.0,0.0,0.0,0.48304589153964794,0.0,0.015582125533537031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6992058987801011,0.6992058987801012,0.0,0.022045674176882964,0.02204567417688297,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.9574271077563381,0.9574271077563381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30550504633039016,0.0,,0.0012256536302885843,0.00014340318089581673,5.315848040494685e-05,0.028573548440174932,0.0007850017332316408,0.23222687805736766,0.26030865642298334,,0.0,0.0,0.0,0.15275252316519466,0.0,0.004927500747264344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22110831935702666,0.22110831935702668,0.0,0.006971454295290792,0.006971454295290794
eps2_sr0.02_ss0.0001,20.0,0.02,0.0001,4.5,202004.5,0.2,0.0,0.0001,0.006312668537322595,3.0,1.0,0.35,1600.0,2048.0,1721.4,13.0,,0.34392933547575144,0.011349762099748317,0.001716017723083496,0.6493939161300659,0.00577397346496582,6.540698885917664,7.1980286836624146,,60.0,23940.0,60.0,0.7,1.0,0.01131928181108509,80.0,1520.0,80.0,1520.0,1600.0,1.0,0.05,0.95,80.0,1520.0,60.1,1.0,61.1,0.75125,0.9839957363828662,0.01600426361713379,3.0276503540974917,3.0276503540974917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8973665961010768,0.0,,0.003623602003173168,0.0002603187127368464,0.00010209143381222136,0.07135950782081524,0.0006101583321490408,0.7745902627041099,0.8438104764827914,,0.0,0.0,0.0,0.9486832980505137,0.0,0.01513381839562357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31622776601683766,1.1547005383792515,1.3703203194062976,0.0039528470752104635,0.018337557773127466,0.01833755777312746,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.9574271077563381,0.9574271077563381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000155,0.0,,0.0011458835663975897,8.232000498115191e-05,3.228414604389463e-05,0.022565857742237475,0.00019294900629205093,0.2449469483533163,0.26683630191975666,,0.0,0.0,0.0,0.29999999999999993,0.0,0.004785733582552568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999991,0.3651483716701107,0.4333333333333333,0.0012499999999999966,0.005798844928800799,0.005798844928800798
eps2_sr0.02_ss0.0001,50.0,0.02,0.0001,4.5,205004.5,0.2,0.0,0.0001,0.006312668537322595,3.0,1.0,0.35,10000.0,16384.0,10331.4,16.0,,0.23535655753615542,0.003814421101241488,0.003829765319824219,6.320132231712341,0.10846397876739503,114.13986332416535,120.57281658649444,,150.0,374850.0,150.0,15.7,1.0,0.0931429730851278,200.0,9800.0,180.8,7845.0,8025.8,0.9039999999999999,0.14864462809917356,0.8513553719008264,200.0,9800.0,145.0,19.3,164.3,0.725,0.8870886263849492,0.11291137361505081,3.0276503540974917,3.0276503540974917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.027382414187086,0.0,,0.010837113159669221,0.00015185863572498187,0.0001272882733216119,0.18839431817804056,0.03534966497808704,21.11017804914667,21.09037980466825,,0.0,0.0,0.0,7.513691207093592,0.0,0.039389462400230196,0.0,0.0,60.71573107523288,4121.509674864296,4162.319914022307,0.3035786553761644,0.28191038779837163,0.2819103877983716,0.0,0.0,15.463218006324269,9.006787563955431,22.13117459352054,0.07731609003162138,0.046288173385349504,0.0462881733853495,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.9574271077563381,0.9574271077563381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.752075569919098,0.0,,0.0034269960845538733,4.802191712567579e-05,4.0252086312634e-05,0.059575514367707125,0.011178545585464118,6.6756244446993405,6.6693636900768745,,0.0,0.0,0.0,2.3760377849595646,0.0,0.01245604169942903,0.0,0.0,19.2,1303.3357970991203,1316.241127858671,0.09599999999999999,0.0891478921504195,0.08914789215041949,0.0,0.0,4.889898885571266,2.8481963103378636,6.998491901037601,0.02444949442785634,0.014637605662649128,0.014637605662649125
eps2_sr0.02_ss0.0001,100.0,0.02,0.0001,2.0,210002.0,0.2,0.0,0.0001,0.006312668537322595,3.0,1.0,0.35,40000.0,65536.0,40789.2,18.0,,0.18246387906617442,0.002210344423783289,0.008623647689819335,53.19412140846252,0.16727972030639648,1969.1340754032135,2022.504883623123,,300.0,2999700.0,300.0,94.6,1.0,0.2393901047126863,400.0,39600.0,400.0,23834.8,24234.8,1.0,0.27862303885284684,0.7213769611471532,400.0,39600.0,299.2,107.0,406.2,0.748,0.7643468706355981,0.2356531293644019,1.5811388300841898,1.5811388300841898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.899735447883746,0.0,,0.002763449739993867,5.932025834966946e-05,0.0014162789512422716,9.28822822516516,0.024257949108086756,514.4900179628822,521.4197810009102,,0.0,0.0,0.0,9.44986772394196,0.0,0.018078945258609258,0.0,0.0,0.0,21587.389900124563,21587.389900124563,0.0,0.3678858814316123,0.3678858814316123,0.0,0.0,2.5884358211089573,82.50151513760217,84.90995230242449,0.0064710895527723645,0.16604953998584543,0.16604953998584546,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.452218643646097,0.0,,0.0012358522942060811,2.6528826022542078e-05,0.0006333792020159659,4.153821940400304,0.010848484640082475,230.0869307820185,233.18601502621772,,0.0,0.0,0.0,4.226109321823087,0.0,0.008085150111949563,0.0,0.0,0.0,9654.174254694182,9654.174254694182,0.0,0.16452356776870256,0.16452356776870256,0.0,0.0,1.1575836902790226,36.89579921888127,37.972885062897184,0.0028939592256975438,0.07425961180818397,0.07425961180818398
eps2_sr0.02_ss0.0001,200.0,0.02,0.0001,2.0,220002.0,0.2,0.0,0.0001,0.006312668537322595,3.0,1.0,0.35,160000.0,262144.0,162774.0,20.0,,0.173775217283064,0.001818283109159728,0.018659687042236327,455.7670693397522,0.5755565166473389,42251.63357043266,42707.99697327614,,600.0,23999400.0,600.0,787.0,1.0,0.5668200849372561,800.0,159200.0,420.0,31892.4,32312.4,0.525,0.6180064004382456,0.3819935995617544,800.0,159200.0,558.8,365.2,924.0,0.6985,0.7458251539187962,0.2541748460812038,1.5811388300841898,1.5811388300841898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.07262703125677,0.0,,0.005028591069942748,7.30744966382159e-05,0.0024665236320692047,93.01809213108773,0.07162026197308896,5682.7416583391405,5733.979846749342,,0.0,0.0,0.0,58.53631351562892,0.0,0.017528518690097934,0.0,0.0,382.2152534894441,71167.14190762475,71380.55959993589,0.4777690668618051,0.3614451306416287,0.3614451306416287,0.0,0.0,80.56798371561746,618.9270554758452,649.1552202670791,0.10070997964452182,0.2554481639937955,0.25544816399379544,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.35647046927391,0.0,,0.0022488542926880767,3.267990838092612e-05,0.0011030629018832843,41.598955428490086,0.03202955486763402,2541.3993293232406,2564.313743789071,,0.0,0.0,0.0,26.178235234637192,0.0,0.007838991867186909,0.0,0.0,170.93185776794212,31826.9134139646,31922.356707486368,0.21366482220992766,0.16164317645019477,0.16164317645019477,0.0,0.0,36.031097679643345,276.79259383155465,290.3110400932076,0.04503887209955418,0.11423989188352818,0.11423989188352815
eps2_sr0.02_ss0.0003,10.0,0.02,0.0003,4.5,201004.5,0.2,0.0,0.0001,0.006425712727947196,3.0,1.0,0.35,400.0,512.0,461.0,11.0,,0.4692348015100346,0.02292170449894157,0.001028752326965332,0.267288875579834,0.003456401824951172,2.9480805158615113,3.220262384414673,,30.0,2970.0,30.0,0.5,1.0,0.015725806451612902,40.0,360.0,40.0,360.0,400.0,1.0,0.1,0.9,40.0,360.0,30.0,0.5,30.5,0.75,0.9842741935483872,0.015725806451612902,3.0276503540974917,3.0276503540974917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6996731711975912,0.0,,0.0070401573295665746,0.0009011142957422932,0.00010086946630068096,0.045098282730967464,0.0007316227851376909,0.5653783452622227,0.6067659294525933,,0.0,0.0,0.0,0.8498365855987975,0.0,0.026625119385837382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8498365855987975,0.8498365855987977,0.0,0.026625119385837368,0.026625119385837382,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.9574271077563381,0.9574271077563381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5374838498865687,0.0,,0.002226293224735905,0.0002849573606684216,3.189772598757505e-05,0.01426132919920958,0.000231359438911109,0.17878833107656916,0.19187623436592385,,0.0,0.0,0.0,0.26874192494328497,0.0,0.00841960202331496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26874192494328497,0.268741924943285,0.0,0.008419602023314954,0.00841960202331496
eps2_sr0.02_ss0.0003,20.0,0.02,0.0003,4.5,202004.5,0.2,0.0,0.0001,0.006425712727947196,3.0,1.0,0.35,1600.0,2048.0,1722.0,13.0,,0.34440171421366467,0.011350988968197697,0.0017072200775146485,0.6151782512664795,0.005854249000549316,6.244939208030701,6.868134713172912,,60.0,23940.0,60.0,1.0,1.0,0.016184432524993075,80.0,1520.0,80.0,1520.0,1600.0,1.0,0.05,0.95,80.0,1520.0,60.0,1.9,61.9,0.75,0.9701165208403442,0.029883479159655786,3.0276503540974917,3.0276503540974917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8856180831640752,0.0,,0.002597138846123311,0.00014025203091947835,4.71481338770332e-05,0.03791962117569629,0.0005751783448020947,0.41356390332697573,0.45024654237702,,0.0,0.0,0.0,0.9428090415820634,0.0,0.015027835898281983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.911950719959998,1.9119507199599979,0.0,0.02919582430074643,0.02919582430074641,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.9574271077563381,0.9574271077563381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5962847939999276,0.0,,0.0008212874153451227,4.4351586416991114e-05,1.4909549047797005e-05,0.01199123709259522,0.00018188736303802893,0.13078038925429306,0.14238045825269058,,0.0,0.0,0.0,0.2981423969999719,0.0,0.004752218974181353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604611904907235,0.604611904907235,0.0,0.009232530295645152,0.009232530295645146
eps2_sr0.02_ss0.0003,50.0,0.02,0.0003,4.5,205004.5,0.2,0.0,0.0001,0.006425712727947196,3.0,1.0,0.35,10000.0,16384.0,10330.4,16.0,,0.23324396936683334,0.003814935397347765,0.003810262680053711,6.455821180343628,0.09126667976379395,102.59416856765748,109.14557402133941,,150.0,374850.0,150.0,15.2,1.0,0.09126999076641928,200.0,9800.0,200.0,8823.2,9023.2,1.0,0.10420689655172413,0.8957931034482758,200.0,9800.0,150.4,23.6,174.0,0.752,0.8670786144864255,0.1329213855135744,3.0276503540974917,3.0276503540974917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.879271228182764,0.0,,0.004385788652912624,0.00011409363026548357,0.0001489323596009556,0.1859026169255833,0.021371029051347756,8.116955747455677,8.203999036704605,,0.0,0.0,0.0,4.9396356140913875,0.0,0.0274951255350571,0.0,0.0,0.0,3088.912818452473,3088.912818452473,0.0,0.26628558779762695,0.26628558779762695,0.0,0.0,0.6992058987801014,10.04655828298096,10.011104945120803,0.003496029493900485,0.05265977381599388,0.05265977381599388,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.9574271077563381,0.9574271077563381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.124099870362658,0.0,,0.001386908147932556,3.6079573815604954e-05,4.709654736422655e-05,0.05878756924706121,0.006758112774388644,2.5668067828754415,2.5943322877813877,,0.0,0.0,0.0,1.5620499351813308,0.0,0.008694722124303623,0.0,0.0,0.0,976.8,976.8,0.0,0.08420689655172413,0.08420689655172413,0.0,0.0,0.22110831935702677,3.177000681985028,3.16578935215567,0.0011055415967851268,0.01665248263278372,0.01665248263278372
