n_trk,rep,solver,sigma_res,sigma_scatt,hit_ineff,epsilon,n_seg,n_true_all,n_false_all,n_true_active,n_false_active,n_active,n_qubits,P_anc,cos_QC,t_classical,t_q
40,8,C,0.005,0.0001,0.01,0.0016308858027061653,6320,158,6162,158,0,158,,,,0.08861088752746582,0.0
40,9,C,0.005,0.0001,0.01,0.0016308858027061653,6241,156,6085,154,0,154,,,,0.08116412162780762,0.0
40,10,C,0.005,0.0001,0.01,0.0016308858027061653,6241,156,6085,152,0,152,,,,0.043679237365722656,0.0
40,11,C,0.005,0.0001,0.01,0.0016308858027061653,6400,160,6240,160,0,160,,,,0.061249732971191406,0.0
40,12,C,0.005,0.0001,0.01,0.0016308858027061653,6280,157,6123,155,1,156,,,,0.10842776298522949,0.0
40,13,C,0.005,0.0001,0.01,0.0016308858027061653,6241,156,6085,152,0,152,,,,0.06674528121948242,0.0
40,14,C,0.005,0.0001,0.01,0.0016308858027061653,6203,155,6048,153,2,155,,,,0.045195579528808594,0.0
40,15,C,0.005,0.0001,0.01,0.0016308858027061653,6400,160,6240,160,0,160,,,,0.08458089828491211,0.0
40,16,C,0.005,0.0001,0.01,0.0016308858027061653,6320,158,6162,156,0,156,,,,0.09136509895324707,0.0
40,17,C,0.005,0.0001,0.01,0.0016308858027061653,6360,159,6201,159,0,159,,,,0.05618906021118164,0.0
40,18,C,0.005,0.0001,0.01,0.0016308858027061653,6400,160,6240,160,0,160,,,,0.05877184867858887,0.0
40,19,C,0.005,0.0001,0.01,0.0016308858027061653,6122,153,5969,147,0,147,,,,0.07836723327636719,0.0
50,0,C,0.005,0.0001,0.01,0.0016308858027061653,10000,200,9800,200,2,202,,,,0.04730582237243652,0.0
50,1,C,0.005,0.0001,0.01,0.0016308858027061653,9801,196,9605,190,0,190,,,,0.07338571548461914,0.0
50,2,C,0.005,0.0001,0.01,0.0016308858027061653,9801,196,9605,192,0,192,,,,0.09196114540100098,0.0
50,3,C,0.005,0.0001,0.01,0.0016308858027061653,9900,198,9702,196,0,196,,,,0.10363507270812988,0.0
50,4,C,0.005,0.0001,0.01,0.0016308858027061653,9802,197,9605,195,0,195,,,,0.09402585029602051,0.0
50,5,C,0.005,0.0001,0.01,0.0016308858027061653,9801,196,9605,192,0,192,,,,0.09074282646179199,0.0
50,6,C,0.005,0.0001,0.01,0.0016308858027061653,9801,196,9605,195,0,195,,,,0.07844400405883789,0.0
50,7,C,0.005,0.0001,0.01,0.0016308858027061653,10000,200,9800,200,0,200,,,,0.05423450469970703,0.0
50,8,C,0.005,0.0001,0.01,0.0016308858027061653,9900,198,9702,198,2,200,,,,0.07578563690185547,0.0
50,9,C,0.005,0.0001,0.01,0.0016308858027061653,9900,198,9702,198,0,198,,,,0.09483742713928223,0.0
50,10,C,0.005,0.0001,0.01,0.0016308858027061653,9702,194,9508,190,0,190,,,,0.08952546119689941,0.0
50,11,C,0.005,0.0001,0.01,0.0016308858027061653,9459,189,9270,180,0,180,,,,0.06074213981628418,0.0
50,12,C,0.005,0.0001,0.01,0.0016308858027061653,9701,194,9507,190,0,190,,,,0.06048321723937988,0.0
50,13,C,0.005,0.0001,0.01,0.0016308858027061653,9801,196,9605,192,0,192,,,,0.11344170570373535,0.0
50,14,C,0.005,0.0001,0.01,0.0016308858027061653,9751,195,9556,191,0,191,,,,0.04879426956176758,0.0
50,15,C,0.005,0.0001,0.01,0.0016308858027061653,9950,199,9751,199,0,199,,,,0.08635878562927246,0.0
50,16,C,0.005,0.0001,0.01,0.0016308858027061653,9604,192,9412,186,0,186,,,,0.07559776306152344,0.0
50,17,C,0.005,0.0001,0.01,0.0016308858027061653,9850,197,9653,195,0,195,,,,0.08155226707458496,0.0
50,18,C,0.005,0.0001,0.01,0.0016308858027061653,9506,190,9316,182,0,182,,,,0.09046435356140137,0.0
50,19,C,0.005,0.0001,0.01,0.0016308858027061653,9702,194,9508,188,0,188,,,,0.06134629249572754,0.0
60,0,C,0.005,0.0001,0.01,0.0016308858027061653,13982,233,13749,229,0,229,,,,0.052260637283325195,0.0
60,1,C,0.005,0.0001,0.01,0.0016308858027061653,14280,238,14042,236,0,236,,,,0.11142754554748535,0.0
60,2,C,0.005,0.0001,0.01,0.0016308858027061653,14100,235,13865,231,0,231,,,,0.09721589088439941,0.0
60,3,C,0.005,0.0001,0.01,0.0016308858027061653,14102,235,13867,231,0,231,,,,0.1058967113494873,0.0
60,4,C,0.005,0.0001,0.01,0.0016308858027061653,14161,236,13925,234,0,234,,,,0.09321737289428711,0.0
60,5,C,0.005,0.0001,0.01,0.0016308858027061653,14160,236,13924,234,0,234,,,,0.0677945613861084,0.0
60,6,C,0.005,0.0001,0.01,0.0016308858027061653,14280,238,14042,236,0,236,,,,0.06738948822021484,0.0
60,7,C,0.005,0.0001,0.01,0.0016308858027061653,14042,234,13808,230,0,230,,,,0.13051128387451172,0.0
60,8,C,0.005,0.0001,0.01,0.0016308858027061653,13863,231,13632,225,0,225,,,,0.1381676197052002,0.0
60,9,C,0.005,0.0001,0.01,0.0016308858027061653,14042,234,13808,228,0,228,,,,0.05160999298095703,0.0
60,10,C,0.005,0.0001,0.01,0.0016308858027061653,14280,238,14042,238,1,239,,,,0.11266803741455078,0.0
60,11,C,0.005,0.0001,0.01,0.0016308858027061653,13924,232,13692,226,0,226,,,,0.08512282371520996,0.0
60,12,C,0.005,0.0001,0.01,0.0016308858027061653,14221,237,13984,235,0,235,,,,0.07261109352111816,0.0
60,13,C,0.005,0.0001,0.01,0.0016308858027061653,13922,232,13690,226,0,226,,,,0.0904853343963623,0.0
60,14,C,0.005,0.0001,0.01,0.0016308858027061653,14400,240,14160,240,0,240,,,,0.10050392150878906,0.0
60,15,C,0.005,0.0001,0.01,0.0016308858027061653,14043,234,13809,230,0,230,,,,0.07974457740783691,0.0
60,16,C,0.005,0.0001,0.01,0.0016308858027061653,13923,232,13691,226,4,230,,,,0.06819701194763184,0.0
60,17,C,0.005,0.0001,0.01,0.0016308858027061653,14280,238,14042,238,0,238,,,,0.05316162109375,0.0
60,18,C,0.005,0.0001,0.01,0.0016308858027061653,13983,233,13750,227,0,227,,,,0.14222979545593262,0.0
60,19,C,0.005,0.0001,0.01,0.0016308858027061653,14280,238,14042,236,6,242,,,,0.11496996879577637,0.0
75,0,C,0.005,0.0001,0.01,0.0016308858027061653,21977,293,21684,287,0,287,,,,0.1466212272644043,0.0
75,1,C,0.005,0.0001,0.01,0.0016308858027061653,22350,298,22052,298,0,298,,,,0.1096045970916748,0.0
75,2,C,0.005,0.0001,0.01,0.0016308858027061653,21830,291,21539,283,0,283,,,,0.08344912528991699,0.0
75,3,C,0.005,0.0001,0.01,0.0016308858027061653,22050,294,21756,290,0,290,,,,0.06789827346801758,0.0
75,4,C,0.005,0.0001,0.01,0.0016308858027061653,22052,294,21758,290,2,292,,,,0.11374926567077637,0.0
75,5,C,0.005,0.0001,0.01,0.0016308858027061653,21754,290,21464,284,0,284,,,,0.08006644248962402,0.0
75,6,C,0.005,0.0001,0.01,0.0016308858027061653,21535,287,21248,275,0,275,,,,0.15468049049377441,0.0
75,7,C,0.005,0.0001,0.01,0.0016308858027061653,22126,295,21831,293,2,295,,,,0.07698369026184082,0.0
75,8,C,0.005,0.0001,0.01,0.0016308858027061653,22052,294,21758,290,5,295,,,,0.08630704879760742,0.0
75,9,C,0.005,0.0001,0.01,0.0016308858027061653,22425,299,22126,299,0,299,,,,0.06468939781188965,0.0
75,10,C,0.005,0.0001,0.01,0.0016308858027061653,21830,291,21539,285,0,285,,,,0.08081984519958496,0.0
75,11,C,0.005,0.0001,0.01,0.0016308858027061653,22200,296,21904,292,0,292,,,,0.15732765197753906,0.0
75,12,C,0.005,0.0001,0.01,0.0016308858027061653,21829,291,21538,286,1,287,,,,0.11845922470092773,0.0
75,13,C,0.005,0.0001,0.01,0.0016308858027061653,22128,295,21833,293,0,293,,,,0.08961725234985352,0.0
75,14,C,0.005,0.0001,0.01,0.0016308858027061653,21831,292,21539,286,0,286,,,,0.13039779663085938,0.0
75,15,C,0.005,0.0001,0.01,0.0016308858027061653,21754,290,21464,280,0,280,,,,0.12849640846252441,0.0
75,16,C,0.005,0.0001,0.01,0.0016308858027061653,21094,281,20813,265,0,265,,,,0.15677213668823242,0.0
75,17,C,0.005,0.0001,0.01,0.0016308858027061653,22350,298,22052,298,0,298,,,,0.0827934741973877,0.0
75,18,C,0.005,0.0001,0.01,0.0016308858027061653,22350,298,22052,296,0,296,,,,0.06294035911560059,0.0
75,19,C,0.005,0.0001,0.01,0.0016308858027061653,21756,290,21466,282,4,286,,,,0.08310914039611816,0.0
100,0,C,0.005,0.0001,0.01,0.0016308858027061653,38907,389,38518,381,0,381,,,,0.1351485252380371,0.0
100,1,C,0.005,0.0001,0.01,0.0016308858027061653,39302,393,38909,389,0,389,,,,0.1136329174041748,0.0
100,2,C,0.005,0.0001,0.01,0.0016308858027061653,39500,395,39105,393,3,396,,,,0.1356031894683838,0.0
100,3,C,0.005,0.0001,0.01,0.0016308858027061653,38808,388,38420,374,0,374,,,,0.19101572036743164,0.0
100,4,C,0.005,0.0001,0.01,0.0016308858027061653,39303,393,38910,388,1,389,,,,0.12155485153198242,0.0
100,5,C,0.005,0.0001,0.01,0.0016308858027061653,39403,394,39009,390,0,390,,,,0.11915063858032227,0.0
100,6,C,0.005,0.0001,0.01,0.0016308858027061653,39501,395,39106,393,0,393,,,,0.1345219612121582,0.0
100,7,C,0.005,0.0001,0.01,0.0016308858027061653,39103,391,38712,383,0,383,,,,0.09148192405700684,0.0
100,8,C,0.005,0.0001,0.01,0.0016308858027061653,38415,385,38030,371,0,371,,,,0.10809588432312012,0.0
100,9,C,0.005,0.0001,0.01,0.0016308858027061653,39501,395,39106,391,0,391,,,,0.15764546394348145,0.0
100,10,C,0.005,0.0001,0.01,0.0016308858027061653,38806,389,38417,382,0,382,,,,0.1385822296142578,0.0
100,11,C,0.005,0.0001,0.01,0.0016308858027061653,38907,389,38518,379,1,380,,,,0.19487762451171875,0.0
100,12,C,0.005,0.0001,0.01,0.0016308858027061653,38610,386,38224,374,1,375,,,,0.12269449234008789,0.0
100,13,C,0.005,0.0001,0.01,0.0016308858027061653,39700,397,39303,395,0,395,,,,0.1324906349182129,0.0
100,14,C,0.005,0.0001,0.01,0.0016308858027061653,39203,392,38811,386,0,386,,,,0.1297757625579834,0.0
100,15,C,0.005,0.0001,0.01,0.0016308858027061653,39006,390,38616,382,0,382,,,,0.11949706077575684,0.0
100,16,C,0.005,0.0001,0.01,0.0016308858027061653,39500,395,39105,394,0,394,,,,0.0915060043334961,0.0
100,17,C,0.005,0.0001,0.01,0.0016308858027061653,39400,394,39006,394,0,394,,,,0.15325164794921875,0.0
100,18,C,0.005,0.0001,0.01,0.0016308858027061653,39006,390,38616,382,0,382,,,,0.1329174041748047,0.0
100,19,C,0.005,0.0001,0.01,0.0016308858027061653,38610,386,38224,374,8,382,,,,0.10711479187011719,0.0
150,0,C,0.005,0.0001,0.01,0.0016308858027061653,87320,582,86738,568,4,572,,,,0.24756455421447754,0.0
150,1,C,0.005,0.0001,0.01,0.0016308858027061653,88650,591,88059,585,0,585,,,,0.2645232677459717,0.0
150,2,C,0.005,0.0001,0.01,0.0016308858027061653,87914,586,87328,578,0,578,,,,0.2598273754119873,0.0
150,3,C,0.005,0.0001,0.01,0.0016308858027061653,88208,588,87620,580,0,580,,,,0.2235558032989502,0.0
150,4,C,0.005,0.0001,0.01,0.0016308858027061653,88357,589,87768,581,11,592,,,,0.24699950218200684,0.0
150,5,C,0.005,0.0001,0.01,0.0016308858027061653,86872,579,86293,561,2,563,,,,0.263592004776001,0.0
150,6,C,0.005,0.0001,0.01,0.0016308858027061653,88504,590,87914,582,1,583,,,,0.21587729454040527,0.0
150,7,C,0.005,0.0001,0.01,0.0016308858027061653,87320,582,86738,566,0,566,,,,0.26822495460510254,0.0
150,8,C,0.005,0.0001,0.01,0.0016308858027061653,86583,578,86005,566,2,568,,,,0.17668890953063965,0.0
150,9,C,0.005,0.0001,0.01,0.0016308858027061653,88353,589,87764,581,0,581,,,,0.2622385025024414,0.0
200,0,C,0.005,0.0001,0.01,0.0016308858027061653,156220,782,155438,766,6,772,,,,0.3883969783782959,0.0
200,1,C,0.005,0.0001,0.01,0.0016308858027061653,157009,785,156224,771,6,777,,,,0.4354374408721924,0.0
200,2,C,0.005,0.0001,0.01,0.0016308858027061653,158204,791,157413,785,0,785,,,,0.556685209274292,0.0
200,3,C,0.005,0.0001,0.01,0.0016308858027061653,158403,792,157611,786,1,787,,,,0.42976927757263184,0.0
200,4,C,0.005,0.0001,0.01,0.0016308858027061653,156222,781,155441,767,4,771,,,,0.5540382862091064,0.0
200,5,C,0.005,0.0001,0.01,0.0016308858027061653,157803,789,157014,781,2,783,,,,0.3106038570404053,0.0
200,6,C,0.005,0.0001,0.01,0.0016308858027061653,156212,781,155431,763,3,766,,,,0.702641487121582,0.0
200,7,C,0.005,0.0001,0.01,0.0016308858027061653,156414,782,155632,766,4,770,,,,0.4969182014465332,0.0
200,8,C,0.005,0.0001,0.01,0.0016308858027061653,157010,785,156225,777,0,777,,,,0.3538787364959717,0.0
200,9,C,0.005,0.0001,0.01,0.0016308858027061653,153851,769,153082,746,4,750,,,,0.40372252464294434,0.0
300,0,C,0.005,0.0001,0.01,0.0016308858027061653,350755,1169,349586,1147,14,1161,,,,0.7858400344848633,0.0
300,1,C,0.005,0.0001,0.01,0.0016308858027061653,351645,1172,350473,1146,1,1147,,,,0.7226169109344482,0.0
300,2,C,0.005,0.0001,0.01,0.0016308858027061653,352242,1174,351068,1159,11,1170,,,,0.7530336380004883,0.0
300,3,C,0.005,0.0001,0.01,0.0016308858027061653,354024,1180,352844,1164,2,1166,,,,1.1393640041351318,0.0
300,4,C,0.005,0.0001,0.01,0.0016308858027061653,357304,1191,356113,1187,1,1188,,,,1.0161151885986328,0.0
300,5,C,0.005,0.0001,0.01,0.0016308858027061653,350460,1168,349292,1144,4,1148,,,,1.1342558860778809,0.0
300,6,C,0.005,0.0001,0.01,0.0016308858027061653,350460,1169,349291,1150,0,1150,,,,0.6940386295318604,0.0
300,7,C,0.005,0.0001,0.01,0.0016308858027061653,350754,1169,349585,1145,16,1161,,,,0.710491418838501,0.0
300,8,C,0.005,0.0001,0.01,0.0016308858027061653,354024,1180,352844,1166,12,1178,,,,0.9266183376312256,0.0
300,9,C,0.005,0.0001,0.01,0.0016308858027061653,351343,1171,350172,1153,0,1153,,,,1.0117671489715576,0.0
500,0,C,0.005,0.0001,0.01,0.0016308858027061653,987042,1974,985068,1956,12,1968,,,,3.883012294769287,0.0
500,1,C,0.005,0.0001,0.01,0.0016308858027061653,976633,1953,974680,1920,41,1961,,,,3.1882436275482178,0.0
500,2,C,0.005,0.0001,0.01,0.0016308858027061653,976631,1953,974678,1919,23,1942,,,,3.199618101119995,0.0
500,3,C,0.005,0.0001,0.01,0.0016308858027061653,985054,1971,983083,1948,56,2004,,,,3.1875171661376953,0.0
500,4,C,0.005,0.0001,0.01,0.0016308858027061653,979603,1961,977642,1941,43,1984,,,,3.8890459537506104,0.0
750,0,C,0.005,0.0001,0.01,0.0016308858027061653,2214865,2953,2211912,2917,192,3109,,,,10.142800092697144,0.0
750,1,C,0.005,0.0001,0.01,0.0016308858027061653,2201517,2935,2198582,2885,123,3008,,,,10.957562685012817,0.0
750,2,C,0.005,0.0001,0.01,0.0016308858027061653,2197047,2930,2194117,2876,155,3031,,,,10.56273865699768,0.0
750,3,C,0.005,0.0001,0.01,0.0016308858027061653,2205966,2941,2203025,2905,251,3156,,,,10.212581157684326,0.0
750,4,C,0.005,0.0001,0.01,0.0016308858027061653,2200023,2934,2197089,2889,163,3052,,,,8.668033123016357,0.0
2,0,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.002059459686279297,3.968757390975952
2,1,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.0020704269409179688,4.84235405921936
2,2,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.003977060317993164,4.217411041259766
2,3,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443231,0.0023343563079833984,3.9122908115386963
2,4,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.0020842552185058594,3.517653703689575
2,5,Q,0.005,0.0001,0.01,0.0016308858027061653,14,7,7,5,0,5,6,0.1212087392637555,0.8248341413116045,0.0023462772369384766,3.547244071960449
2,6,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.0017104148864746094,4.966733932495117
2,7,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.002252340316772461,1.7374835014343262
2,8,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.002058744430541992,2.790053606033325
2,9,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.0020780563354492188,2.5645532608032227
2,10,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443231,0.0024251937866210938,2.0588371753692627
2,11,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.002372264862060547,2.510472297668457
2,12,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.0023093223571777344,2.2872002124786377
2,13,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.0025200843811035156,1.9969453811645508
2,14,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.0022618770599365234,2.639202117919922
2,15,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.001772165298461914,2.0788414478302
2,16,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.0027420520782470703,2.297626495361328
2,17,Q,0.005,0.0001,0.01,0.0016308858027061653,14,7,7,5,0,5,6,0.12120873926375578,0.8248341413116045,0.002730131149291992,2.041485548019409
2,18,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.0020818710327148438,2.7024762630462646
2,19,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.0021827220916748047,2.67410945892334
2,20,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.0027272701263427734,2.160876512527466
2,21,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.0017566680908203125,1.3685569763183594
2,22,Q,0.005,0.0001,0.01,0.0016308858027061653,12,6,6,5,0,5,6,0.08995873926375791,0.8173314651086883,0.0024437904357910156,1.9328200817108154
2,23,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.002080202102661133,2.4494738578796387
2,24,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.0021834373474121094,1.7538385391235352
2,25,Q,0.005,0.0001,0.01,0.0016308858027061653,14,7,7,5,0,5,6,0.12120873926375578,0.8248341413116045,0.0029730796813964844,2.693204402923584
2,26,Q,0.005,0.0001,0.01,0.0016308858027061653,14,7,7,5,0,5,6,0.1212087392637555,0.8248341413116045,0.0017511844635009766,1.6994996070861816
2,27,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443231,0.0025582313537597656,1.9328224658966064
2,28,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.0022041797637939453,2.975893020629883
2,29,Q,0.005,0.0001,0.01,0.0016308858027061653,16,8,8,6,0,6,6,0.14330582617583293,0.8262149470443232,0.0024652481079101562,2.0286972522735596
5,0,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.002565145492553711,1.9540507793426514
5,1,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.002434968948364258,2.958649158477783
5,2,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.0028395652770996094,3.3525660037994385
5,3,Q,0.005,0.0001,0.01,0.0016308858027061653,95,19,76,15,0,15,9,0.04202093481592752,0.6118236108294132,0.0027463436126708984,1.91804838180542
5,4,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.002038240432739258,1.5597875118255615
5,5,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.0028641223907470703,2.290276050567627
5,6,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.002733469009399414,1.9975779056549072
5,7,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.0035321712493896484,2.8835105895996094
5,8,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.003041505813598633,2.93536639213562
5,9,Q,0.005,0.0001,0.01,0.0016308858027061653,90,18,72,12,0,12,9,0.03582645654395078,0.5876266114988818,0.0029592514038085938,2.6613850593566895
5,10,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.002460002899169922,2.87618350982666
5,11,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.002058267593383789,1.5739269256591797
5,12,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.002938508987426758,2.3000926971435547
5,13,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.004028797149658203,2.279951572418213
5,14,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.002870321273803711,2.808628559112549
5,15,Q,0.005,0.0001,0.01,0.0016308858027061653,90,18,72,14,0,14,9,0.03811468481592939,0.6083421419298252,0.002780437469482422,2.228935956954956
5,16,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.002020120620727539,1.5690574645996094
5,17,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.0028390884399414062,2.9634206295013428
5,18,Q,0.005,0.0001,0.01,0.0016308858027061653,86,18,68,14,0,14,9,0.03811468481592936,0.6188381373861271,0.0034554004669189453,2.800671339035034
5,19,Q,0.005,0.0001,0.01,0.0016308858027061653,95,19,76,15,0,15,9,0.0420209348159274,0.6118236108294128,0.0026590824127197266,2.776334047317505
5,20,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.0027832984924316406,1.8898627758026123
5,21,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.0026543140411376953,2.7936434745788574
5,22,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.002020597457885742,1.8590548038482666
5,23,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.0024580955505371094,2.073961019515991
5,24,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.0030694007873535156,2.208000421524048
5,25,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.0025551319122314453,2.9635026454925537
5,26,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.0024623870849609375,1.9399898052215576
5,27,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.0021975040435791016,1.6746137142181396
5,28,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.0027472972869873047,2.734936237335205
5,29,Q,0.005,0.0001,0.01,0.0016308858027061653,100,20,80,15,0,15,9,0.04478307067993555,0.6143816039540424,0.003390789031982422,2.9145472049713135
10,0,Q,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,11,0.022391535339945333,0.4650838863825082,0.003322124481201172,3.5921385288238525
10,1,Q,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,11,0.022391535339945333,0.4650838863825082,0.004137516021728516,3.3281548023223877
10,2,Q,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,11,0.022391535339945333,0.4650838863825082,0.0034427642822265625,3.0780556201934814
10,3,Q,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,11,0.022391535339945333,0.46508388638250825,0.003632068634033203,2.7044777870178223
10,4,Q,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,11,0.022391535339945333,0.4650838863825082,0.0027353763580322266,2.4191648960113525
10,5,Q,0.005,0.0001,0.01,0.0016308858027061653,390,39,351,39,0,39,11,0.021701001373944723,0.46372328905803617,0.0033998489379882812,2.7030117511749268
10,6,Q,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,11,0.022391535339945333,0.4650838863825082,0.003620624542236328,3.4547853469848633
10,7,Q,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,11,0.022391535339945333,0.4650838863825082,0.0035126209259033203,3.6481876373291016
10,8,Q,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,11,0.022391535339945333,0.4650838863825082,0.003680706024169922,3.8779802322387695
10,9,Q,0.005,0.0001,0.01,0.0016308858027061653,380,38,342,36,0,36,11,0.020152381805953443,0.45442974763506777,0.0034322738647460938,2.9539847373962402
10,10,Q,0.005,0.0001,0.01,0.0016308858027061653,380,38,342,38,0,38,11,0.02072443887394681,0.46220881715368956,0.002955198287963867,2.3086817264556885
10,11,Q,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,11,0.022391535339945333,0.4650838863825082,0.0033206939697265625,3.538445472717285
10,12,Q,0.005,0.0001,0.01,0.0016308858027061653,390,39,351,39,0,39,11,0.02170100137394468,0.46372328905803556,0.004963397979736328,3.762810230255127
10,13,Q,0.005,0.0001,0.01,0.0016308858027061653,380,38,342,38,0,38,11,0.02072443887394681,0.46220881715368956,0.0038423538208007812,3.159398078918457
10,14,Q,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,11,0.022391535339945333,0.46508388638250825,0.0036101341247558594,2.7359611988067627
