n_trk,rep,solver,sigma_res,sigma_scatt,hit_ineff,epsilon,n_seg,n_true_all,n_false_all,n_true_active,n_false_active,n_active,n_qubits,P_anc,cos_QC,t_classical,t_q
4,10,C,0.005,0.0001,0.01,0.0016308858027061653,64,16,48,16,0,16,,,,0.003201723098754883,0.0
4,11,C,0.005,0.0001,0.01,0.0016308858027061653,64,16,48,16,0,16,,,,0.002360820770263672,0.0
4,12,C,0.005,0.0001,0.01,0.0016308858027061653,64,16,48,16,0,16,,,,0.0022978782653808594,0.0
4,13,C,0.005,0.0001,0.01,0.0016308858027061653,64,16,48,16,0,16,,,,0.0024826526641845703,0.0
4,14,C,0.005,0.0001,0.01,0.0016308858027061653,60,15,45,15,0,15,,,,0.0027360916137695312,0.0
4,15,C,0.005,0.0001,0.01,0.0016308858027061653,56,14,42,12,0,12,,,,0.0022509098052978516,0.0
4,16,C,0.005,0.0001,0.01,0.0016308858027061653,64,16,48,16,0,16,,,,0.002460956573486328,0.0
4,17,C,0.005,0.0001,0.01,0.0016308858027061653,64,16,48,16,0,16,,,,0.0027081966400146484,0.0
4,18,C,0.005,0.0001,0.01,0.0016308858027061653,64,16,48,16,0,16,,,,0.0022890567779541016,0.0
4,19,C,0.005,0.0001,0.01,0.0016308858027061653,64,16,48,16,0,16,,,,0.002582073211669922,0.0
4,20,C,0.005,0.0001,0.01,0.0016308858027061653,64,16,48,16,0,16,,,,0.0024416446685791016,0.0
4,21,C,0.005,0.0001,0.01,0.0016308858027061653,56,14,42,12,0,12,,,,0.002950906753540039,0.0
4,22,C,0.005,0.0001,0.01,0.0016308858027061653,64,16,48,16,0,16,,,,0.002522706985473633,0.0
4,23,C,0.005,0.0001,0.01,0.0016308858027061653,64,16,48,16,0,16,,,,0.002285003662109375,0.0
4,24,C,0.005,0.0001,0.01,0.0016308858027061653,64,16,48,16,0,16,,,,0.0025763511657714844,0.0
4,25,C,0.005,0.0001,0.01,0.0016308858027061653,64,16,48,16,0,16,,,,0.002693653106689453,0.0
4,26,C,0.005,0.0001,0.01,0.0016308858027061653,60,15,45,15,0,15,,,,0.002348661422729492,0.0
4,27,C,0.005,0.0001,0.01,0.0016308858027061653,64,16,48,16,0,16,,,,0.0025589466094970703,0.0
4,28,C,0.005,0.0001,0.01,0.0016308858027061653,64,16,48,16,0,16,,,,0.0030922889709472656,0.0
4,29,C,0.005,0.0001,0.01,0.0016308858027061653,56,14,42,12,0,12,,,,0.002293825149536133,0.0
6,0,C,0.005,0.0001,0.01,0.0016308858027061653,121,20,101,16,0,16,,,,0.0029935836791992188,0.0
6,1,C,0.005,0.0001,0.01,0.0016308858027061653,144,24,120,24,0,24,,,,0.0031843185424804688,0.0
6,2,C,0.005,0.0001,0.01,0.0016308858027061653,144,24,120,24,0,24,,,,0.002520322799682617,0.0
6,3,C,0.005,0.0001,0.01,0.0016308858027061653,144,24,120,24,0,24,,,,0.0032291412353515625,0.0
6,4,C,0.005,0.0001,0.01,0.0016308858027061653,132,22,110,20,0,20,,,,0.002588510513305664,0.0
6,5,C,0.005,0.0001,0.01,0.0016308858027061653,144,24,120,24,0,24,,,,0.0028793811798095703,0.0
6,6,C,0.005,0.0001,0.01,0.0016308858027061653,144,24,120,24,0,24,,,,0.0030176639556884766,0.0
6,7,C,0.005,0.0001,0.01,0.0016308858027061653,144,24,120,24,0,24,,,,0.002778768539428711,0.0
6,8,C,0.005,0.0001,0.01,0.0016308858027061653,144,24,120,24,0,24,,,,0.002557516098022461,0.0
6,9,C,0.005,0.0001,0.01,0.0016308858027061653,144,24,120,24,0,24,,,,0.0032243728637695312,0.0
6,10,C,0.005,0.0001,0.01,0.0016308858027061653,132,22,110,20,0,20,,,,0.0025582313537597656,0.0
6,11,C,0.005,0.0001,0.01,0.0016308858027061653,144,24,120,24,0,24,,,,0.0029082298278808594,0.0
6,12,C,0.005,0.0001,0.01,0.0016308858027061653,138,23,115,23,0,23,,,,0.0025606155395507812,0.0
6,13,C,0.005,0.0001,0.01,0.0016308858027061653,144,24,120,24,0,24,,,,0.003070354461669922,0.0
6,14,C,0.005,0.0001,0.01,0.0016308858027061653,132,22,110,22,0,22,,,,0.0028591156005859375,0.0
6,15,C,0.005,0.0001,0.01,0.0016308858027061653,144,24,120,24,0,24,,,,0.002501249313354492,0.0
6,16,C,0.005,0.0001,0.01,0.0016308858027061653,132,22,110,20,0,20,,,,0.0027806758880615234,0.0
6,17,C,0.005,0.0001,0.01,0.0016308858027061653,144,24,120,24,0,24,,,,0.003325939178466797,0.0
6,18,C,0.005,0.0001,0.01,0.0016308858027061653,138,23,115,23,0,23,,,,0.0029249191284179688,0.0
6,19,C,0.005,0.0001,0.01,0.0016308858027061653,144,24,120,24,0,24,,,,0.0028963088989257812,0.0
6,20,C,0.005,0.0001,0.01,0.0016308858027061653,144,24,120,24,0,24,,,,0.002723217010498047,0.0
6,21,C,0.005,0.0001,0.01,0.0016308858027061653,144,24,120,24,0,24,,,,0.00321197509765625,0.0
6,22,C,0.005,0.0001,0.01,0.0016308858027061653,132,22,110,20,0,20,,,,0.002875089645385742,0.0
6,23,C,0.005,0.0001,0.01,0.0016308858027061653,144,24,120,24,0,24,,,,0.002788066864013672,0.0
6,24,C,0.005,0.0001,0.01,0.0016308858027061653,138,23,115,23,0,23,,,,0.003290414810180664,0.0
6,25,C,0.005,0.0001,0.01,0.0016308858027061653,132,22,110,20,0,20,,,,0.002770662307739258,0.0
6,26,C,0.005,0.0001,0.01,0.0016308858027061653,144,24,120,24,0,24,,,,0.0034716129302978516,0.0
6,27,C,0.005,0.0001,0.01,0.0016308858027061653,144,24,120,24,0,24,,,,0.002903461456298828,0.0
6,28,C,0.005,0.0001,0.01,0.0016308858027061653,144,24,120,24,0,24,,,,0.002711057662963867,0.0
6,29,C,0.005,0.0001,0.01,0.0016308858027061653,144,24,120,24,0,24,,,,0.0031239986419677734,0.0
8,0,C,0.005,0.0001,0.01,0.0016308858027061653,248,31,217,31,0,31,,,,0.0031604766845703125,0.0
8,1,C,0.005,0.0001,0.01,0.0016308858027061653,256,32,224,32,0,32,,,,0.003134489059448242,0.0
8,2,C,0.005,0.0001,0.01,0.0016308858027061653,240,30,210,28,0,28,,,,0.0029458999633789062,0.0
8,3,C,0.005,0.0001,0.01,0.0016308858027061653,256,32,224,32,0,32,,,,0.0035390853881835938,0.0
8,4,C,0.005,0.0001,0.01,0.0016308858027061653,240,30,210,28,0,28,,,,0.0029866695404052734,0.0
8,5,C,0.005,0.0001,0.01,0.0016308858027061653,240,30,210,28,0,28,,,,0.0031707286834716797,0.0
8,6,C,0.005,0.0001,0.01,0.0016308858027061653,256,32,224,32,0,32,,,,0.0028924942016601562,0.0
8,7,C,0.005,0.0001,0.01,0.0016308858027061653,256,32,224,32,0,32,,,,0.003564119338989258,0.0
8,8,C,0.005,0.0001,0.01,0.0016308858027061653,256,32,224,32,0,32,,,,0.0031206607818603516,0.0
8,9,C,0.005,0.0001,0.01,0.0016308858027061653,256,32,224,32,0,32,,,,0.002895355224609375,0.0
8,10,C,0.005,0.0001,0.01,0.0016308858027061653,240,30,210,28,0,28,,,,0.0028243064880371094,0.0
8,11,C,0.005,0.0001,0.01,0.0016308858027061653,256,32,224,32,0,32,,,,0.0030755996704101562,0.0
8,12,C,0.005,0.0001,0.01,0.0016308858027061653,256,32,224,32,0,32,,,,0.0035254955291748047,0.0
8,13,C,0.005,0.0001,0.01,0.0016308858027061653,256,32,224,32,0,32,,,,0.0031015872955322266,0.0
8,14,C,0.005,0.0001,0.01,0.0016308858027061653,224,28,196,24,0,24,,,,0.0030896663665771484,0.0
8,15,C,0.005,0.0001,0.01,0.0016308858027061653,240,30,210,28,0,28,,,,0.0031299591064453125,0.0
8,16,C,0.005,0.0001,0.01,0.0016308858027061653,256,32,224,32,0,32,,,,0.00351715087890625,0.0
8,17,C,0.005,0.0001,0.01,0.0016308858027061653,256,32,224,32,0,32,,,,0.002846240997314453,0.0
8,18,C,0.005,0.0001,0.01,0.0016308858027061653,256,32,224,32,0,32,,,,0.0032057762145996094,0.0
8,19,C,0.005,0.0001,0.01,0.0016308858027061653,256,32,224,32,0,32,,,,0.0030798912048339844,0.0
8,20,C,0.005,0.0001,0.01,0.0016308858027061653,240,30,210,28,0,28,,,,0.0027844905853271484,0.0
8,21,C,0.005,0.0001,0.01,0.0016308858027061653,256,32,224,32,0,32,,,,0.0034699440002441406,0.0
8,22,C,0.005,0.0001,0.01,0.0016308858027061653,256,32,224,32,0,32,,,,0.003093242645263672,0.0
8,23,C,0.005,0.0001,0.01,0.0016308858027061653,256,32,224,32,0,32,,,,0.0028989315032958984,0.0
8,24,C,0.005,0.0001,0.01,0.0016308858027061653,256,32,224,32,0,32,,,,0.003490447998046875,0.0
8,25,C,0.005,0.0001,0.01,0.0016308858027061653,256,32,224,32,0,32,,,,0.003640413284301758,0.0
8,26,C,0.005,0.0001,0.01,0.0016308858027061653,256,32,224,32,0,32,,,,0.003472566604614258,0.0
8,27,C,0.005,0.0001,0.01,0.0016308858027061653,248,31,217,31,0,31,,,,0.0031135082244873047,0.0
8,28,C,0.005,0.0001,0.01,0.0016308858027061653,256,32,224,32,0,32,,,,0.003013134002685547,0.0
8,29,C,0.005,0.0001,0.01,0.0016308858027061653,256,32,224,32,0,32,,,,0.0030770301818847656,0.0
10,0,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.0042171478271484375,0.0
10,1,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.0035424232482910156,0.0
10,2,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.003087282180786133,0.0
10,3,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.003317117691040039,0.0
10,4,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.0031147003173828125,0.0
10,5,C,0.005,0.0001,0.01,0.0016308858027061653,390,39,351,39,0,39,,,,0.0032949447631835938,0.0
10,6,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.004591464996337891,0.0
10,7,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.003495931625366211,0.0
10,8,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.004106760025024414,0.0
10,9,C,0.005,0.0001,0.01,0.0016308858027061653,380,38,342,36,0,36,,,,0.0030050277709960938,0.0
10,10,C,0.005,0.0001,0.01,0.0016308858027061653,380,38,342,36,0,36,,,,0.0042912960052490234,0.0
10,11,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.0033380985260009766,0.0
10,12,C,0.005,0.0001,0.01,0.0016308858027061653,390,39,351,39,0,39,,,,0.00336456298828125,0.0
10,13,C,0.005,0.0001,0.01,0.0016308858027061653,380,38,342,36,0,36,,,,0.003208637237548828,0.0
10,14,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.0030863285064697266,0.0
10,15,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.00440216064453125,0.0
10,16,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.003082752227783203,0.0
10,17,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.003118276596069336,0.0
10,18,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.003548860549926758,0.0
10,19,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.0030655860900878906,0.0
10,20,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.0034096240997314453,0.0
10,21,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.00397491455078125,0.0
10,22,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.0037004947662353516,0.0
10,23,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.0031998157501220703,0.0
10,24,C,0.005,0.0001,0.01,0.0016308858027061653,380,38,342,38,0,38,,,,0.0036687850952148438,0.0
10,25,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.0033905506134033203,0.0
10,26,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.0037462711334228516,0.0
10,27,C,0.005,0.0001,0.01,0.0016308858027061653,380,38,342,36,0,36,,,,0.0031533241271972656,0.0
10,28,C,0.005,0.0001,0.01,0.0016308858027061653,400,40,360,40,0,40,,,,0.0034422874450683594,0.0
10,29,C,0.005,0.0001,0.01,0.0016308858027061653,380,38,342,36,0,36,,,,0.003025054931640625,0.0
15,0,C,0.005,0.0001,0.01,0.0016308858027061653,900,60,840,60,0,60,,,,0.004273414611816406,0.0
15,1,C,0.005,0.0001,0.01,0.0016308858027061653,900,60,840,60,0,60,,,,0.005618572235107422,0.0
15,2,C,0.005,0.0001,0.01,0.0016308858027061653,870,58,812,58,0,58,,,,0.004197597503662109,0.0
15,3,C,0.005,0.0001,0.01,0.0016308858027061653,856,58,798,56,0,56,,,,0.0047419071197509766,0.0
15,4,C,0.005,0.0001,0.01,0.0016308858027061653,885,59,826,59,0,59,,,,0.004837751388549805,0.0
15,5,C,0.005,0.0001,0.01,0.0016308858027061653,870,58,812,56,0,56,,,,0.00565028190612793,0.0
15,6,C,0.005,0.0001,0.01,0.0016308858027061653,900,60,840,60,0,60,,,,0.004502534866333008,0.0
15,7,C,0.005,0.0001,0.01,0.0016308858027061653,855,57,798,57,0,57,,,,0.00471806526184082,0.0
15,8,C,0.005,0.0001,0.01,0.0016308858027061653,900,60,840,60,0,60,,,,0.0046100616455078125,0.0
15,9,C,0.005,0.0001,0.01,0.0016308858027061653,885,59,826,59,0,59,,,,0.00473785400390625,0.0
15,10,C,0.005,0.0001,0.01,0.0016308858027061653,870,58,812,56,0,56,,,,0.0054662227630615234,0.0
15,11,C,0.005,0.0001,0.01,0.0016308858027061653,870,58,812,56,0,56,,,,0.0045168399810791016,0.0
15,12,C,0.005,0.0001,0.01,0.0016308858027061653,870,58,812,56,0,56,,,,0.004720211029052734,0.0
15,13,C,0.005,0.0001,0.01,0.0016308858027061653,900,60,840,60,0,60,,,,0.004739284515380859,0.0
15,14,C,0.005,0.0001,0.01,0.0016308858027061653,900,60,840,60,0,60,,,,0.0057525634765625,0.0
15,15,C,0.005,0.0001,0.01,0.0016308858027061653,900,60,840,60,0,60,,,,0.004592180252075195,0.0
15,16,C,0.005,0.0001,0.01,0.0016308858027061653,870,58,812,58,0,58,,,,0.0046579837799072266,0.0
15,17,C,0.005,0.0001,0.01,0.0016308858027061653,812,54,758,50,0,50,,,,0.004091024398803711,0.0
15,18,C,0.005,0.0001,0.01,0.0016308858027061653,855,57,798,55,0,55,,,,0.004596710205078125,0.0
15,19,C,0.005,0.0001,0.01,0.0016308858027061653,870,58,812,56,0,56,,,,0.005442619323730469,0.0
15,20,C,0.005,0.0001,0.01,0.0016308858027061653,870,58,812,56,0,56,,,,0.004648447036743164,0.0
15,21,C,0.005,0.0001,0.01,0.0016308858027061653,885,59,826,59,0,59,,,,0.004842519760131836,0.0
15,22,C,0.005,0.0001,0.01,0.0016308858027061653,870,58,812,56,0,56,,,,0.0041277408599853516,0.0
15,23,C,0.005,0.0001,0.01,0.0016308858027061653,900,60,840,60,0,60,,,,0.0046062469482421875,0.0
15,24,C,0.005,0.0001,0.01,0.0016308858027061653,856,57,799,55,0,55,,,,0.005191802978515625,0.0
15,25,C,0.005,0.0001,0.01,0.0016308858027061653,856,57,799,55,0,55,,,,0.0044939517974853516,0.0
15,26,C,0.005,0.0001,0.01,0.0016308858027061653,870,58,812,56,0,56,,,,0.0041620731353759766,0.0
15,27,C,0.005,0.0001,0.01,0.0016308858027061653,900,60,840,60,0,60,,,,0.004567623138427734,0.0
15,28,C,0.005,0.0001,0.01,0.0016308858027061653,900,60,840,60,0,60,,,,0.0046460628509521484,0.0
15,29,C,0.005,0.0001,0.01,0.0016308858027061653,900,60,840,60,0,60,,,,0.004559040069580078,0.0
20,0,C,0.005,0.0001,0.01,0.0016308858027061653,1440,72,1368,67,0,67,,,,0.006991147994995117,0.0
20,1,C,0.005,0.0001,0.01,0.0016308858027061653,1521,76,1445,72,0,72,,,,0.005915164947509766,0.0
20,2,C,0.005,0.0001,0.01,0.0016308858027061653,1580,79,1501,79,0,79,,,,0.006021976470947266,0.0
20,3,C,0.005,0.0001,0.01,0.0016308858027061653,1541,77,1464,75,0,75,,,,0.00592041015625,0.0
20,4,C,0.005,0.0001,0.01,0.0016308858027061653,1560,78,1482,76,0,76,,,,0.006886959075927734,0.0
20,5,C,0.005,0.0001,0.01,0.0016308858027061653,1600,80,1520,80,0,80,,,,0.006002187728881836,0.0
20,6,C,0.005,0.0001,0.01,0.0016308858027061653,1560,78,1482,76,0,76,,,,0.005818367004394531,0.0
20,7,C,0.005,0.0001,0.01,0.0016308858027061653,1520,76,1444,74,0,74,,,,0.006009340286254883,0.0
20,8,C,0.005,0.0001,0.01,0.0016308858027061653,1521,77,1444,75,0,75,,,,0.006794929504394531,0.0
20,9,C,0.005,0.0001,0.01,0.0016308858027061653,1600,80,1520,80,0,80,,,,0.0059626102447509766,0.0
20,10,C,0.005,0.0001,0.01,0.0016308858027061653,1580,79,1501,79,0,79,,,,0.005633354187011719,0.0
20,11,C,0.005,0.0001,0.01,0.0016308858027061653,1600,80,1520,80,0,80,,,,0.005778312683105469,0.0
20,12,C,0.005,0.0001,0.01,0.0016308858027061653,1560,78,1482,76,0,76,,,,0.007689952850341797,0.0
20,13,C,0.005,0.0001,0.01,0.0016308858027061653,1580,79,1501,79,0,79,,,,0.005602836608886719,0.0
20,14,C,0.005,0.0001,0.01,0.0016308858027061653,1560,78,1482,76,0,76,,,,0.013564348220825195,0.0
20,15,C,0.005,0.0001,0.01,0.0016308858027061653,1600,80,1520,80,0,80,,,,0.005783796310424805,0.0
20,16,C,0.005,0.0001,0.01,0.0016308858027061653,1600,80,1520,80,0,80,,,,0.007313966751098633,0.0
20,17,C,0.005,0.0001,0.01,0.0016308858027061653,1600,80,1520,80,0,80,,,,0.005692005157470703,0.0
20,18,C,0.005,0.0001,0.01,0.0016308858027061653,1600,80,1520,80,0,80,,,,0.0062143802642822266,0.0
20,19,C,0.005,0.0001,0.01,0.0016308858027061653,1483,74,1409,70,0,70,,,,0.005476474761962891,0.0
20,20,C,0.005,0.0001,0.01,0.0016308858027061653,1521,76,1445,72,0,72,,,,0.005922079086303711,0.0
20,21,C,0.005,0.0001,0.01,0.0016308858027061653,1521,76,1445,72,0,72,,,,0.004797935485839844,0.0
20,22,C,0.005,0.0001,0.01,0.0016308858027061653,1520,76,1444,74,0,74,,,,0.006150007247924805,0.0
20,23,C,0.005,0.0001,0.01,0.0016308858027061653,1580,79,1501,79,0,79,,,,0.007172584533691406,0.0
20,24,C,0.005,0.0001,0.01,0.0016308858027061653,1560,78,1482,76,0,76,,,,0.005820512771606445,0.0
20,25,C,0.005,0.0001,0.01,0.0016308858027061653,1560,78,1482,76,0,76,,,,0.005590200424194336,0.0
20,26,C,0.005,0.0001,0.01,0.0016308858027061653,1560,78,1482,76,0,76,,,,0.005054950714111328,0.0
20,27,C,0.005,0.0001,0.01,0.0016308858027061653,1560,78,1482,76,0,76,,,,0.005835771560668945,0.0
20,28,C,0.005,0.0001,0.01,0.0016308858027061653,1600,80,1520,80,0,80,,,,0.00603032112121582,0.0
20,29,C,0.005,0.0001,0.01,0.0016308858027061653,1560,78,1482,76,0,76,,,,0.005917072296142578,0.0
30,0,C,0.005,0.0001,0.01,0.0016308858027061653,3511,117,3394,115,0,115,,,,0.06395196914672852,0.0
30,1,C,0.005,0.0001,0.01,0.0016308858027061653,3570,119,3451,119,0,119,,,,0.03937721252441406,0.0
30,2,C,0.005,0.0001,0.01,0.0016308858027061653,3600,120,3480,120,0,120,,,,0.07067680358886719,0.0
30,3,C,0.005,0.0001,0.01,0.0016308858027061653,3481,116,3365,114,0,114,,,,0.01013493537902832,0.0
30,4,C,0.005,0.0001,0.01,0.0016308858027061653,3570,119,3451,119,0,119,,,,0.07697510719299316,0.0
30,5,C,0.005,0.0001,0.01,0.0016308858027061653,3510,117,3393,115,0,115,,,,0.07496833801269531,0.0
30,6,C,0.005,0.0001,0.01,0.0016308858027061653,3540,118,3422,116,0,116,,,,0.07884907722473145,0.0
30,7,C,0.005,0.0001,0.01,0.0016308858027061653,3540,118,3422,116,0,116,,,,0.0381927490234375,0.0
30,8,C,0.005,0.0001,0.01,0.0016308858027061653,3540,118,3422,118,0,118,,,,0.1004326343536377,0.0
30,9,C,0.005,0.0001,0.01,0.0016308858027061653,3540,118,3422,118,0,118,,,,0.05668377876281738,0.0
30,10,C,0.005,0.0001,0.01,0.0016308858027061653,3600,120,3480,120,0,120,,,,0.05202603340148926,0.0
30,11,C,0.005,0.0001,0.01,0.0016308858027061653,3510,117,3393,115,0,115,,,,0.06315779685974121,0.0
30,12,C,0.005,0.0001,0.01,0.0016308858027061653,3540,118,3422,116,0,116,,,,0.038571834564208984,0.0
30,13,C,0.005,0.0001,0.01,0.0016308858027061653,3540,118,3422,116,0,116,,,,0.0760958194732666,0.0
30,14,C,0.005,0.0001,0.01,0.0016308858027061653,3540,118,3422,116,0,116,,,,0.05704045295715332,0.0
30,15,C,0.005,0.0001,0.01,0.0016308858027061653,3600,120,3480,120,0,120,,,,0.0571894645690918,0.0
30,16,C,0.005,0.0001,0.01,0.0016308858027061653,3540,118,3422,116,0,116,,,,0.009817123413085938,0.0
30,17,C,0.005,0.0001,0.01,0.0016308858027061653,3600,120,3480,120,0,120,,,,0.11655807495117188,0.0
30,18,C,0.005,0.0001,0.01,0.0016308858027061653,3570,119,3451,119,0,119,,,,0.03861832618713379,0.0
30,19,C,0.005,0.0001,0.01,0.0016308858027061653,3480,116,3364,112,0,112,,,,0.008954524993896484,0.0
40,0,C,0.005,0.0001,0.01,0.0016308858027061653,6280,157,6123,155,0,155,,,,0.059287071228027344,0.0
40,1,C,0.005,0.0001,0.01,0.0016308858027061653,6241,156,6085,152,0,152,,,,0.08847570419311523,0.0
40,2,C,0.005,0.0001,0.01,0.0016308858027061653,6281,157,6124,155,0,155,,,,0.07767844200134277,0.0
40,3,C,0.005,0.0001,0.01,0.0016308858027061653,6400,160,6240,160,0,160,,,,0.06282997131347656,0.0
40,4,C,0.005,0.0001,0.01,0.0016308858027061653,6241,156,6085,152,0,152,,,,0.04437756538391113,0.0
40,5,C,0.005,0.0001,0.01,0.0016308858027061653,6281,157,6124,155,0,155,,,,0.07628893852233887,0.0
40,6,C,0.005,0.0001,0.01,0.0016308858027061653,6320,158,6162,156,0,156,,,,0.06592822074890137,0.0
40,7,C,0.005,0.0001,0.01,0.0016308858027061653,6320,158,6162,156,0,156,,,,0.08730435371398926,0.0
