10,0,1000000,GPU,0.0,2.0
10,1,1000000,GPU,0.0,2.0
10,2,1000000,GPU,0.0,2.0
10,3,1000000,GPU,0.0,2.0
10,4,1000000,GPU,0.0,2.0
10,5,1000000,GPU,0.0,2.0
10,6,1000000,GPU,0.0,2.0
10,7,1000000,GPU,0.0,2.0
10,8,1000000,GPU,0.0,2.0
10,9,1000000,GPU,0.0,2.0
10,10,1000000,GPU,0.0,2.0
10,11,1000000,GPU,0.0,2.0
10,12,1000000,GPU,0.0,2.0
10,13,1000000,GPU,0.0,2.0
10,14,1000000,GPU,0.0,2.0
10,15,1000000,GPU,0.0,2.0
10,16,1000000,GPU,0.0,2.0
10,17,1000000,GPU,0.0,2.0
10,18,1000000,GPU,0.0,2.0
10,19,1000000,GPU,0.0,2.0
10,20,1000000,GPU,0.0,2.0
10,21,1000000,GPU,0.0,2.0
10,22,1000000,GPU,0.0,2.0
10,23,1000000,GPU,0.0,2.0
10,24,1000000,GPU,0.0,2.0
10,25,1000000,GPU,0.0,2.0
10,26,1000000,GPU,0.0,2.0
10,27,1000000,GPU,0.0,2.0
10,28,1000000,GPU,0.0,2.0
10,29,1000000,GPU,0.0,2.0
10,30,1000000,GPU,0.0,2.0
10,31,1000000,GPU,0.0,2.0
10,32,1000000,GPU,0.0,2.0
10,33,1000000,GPU,0.0,2.0
10,34,1000000,GPU,0.0,2.0
10,35,1000000,GPU,0.0,2.0
10,36,1000000,GPU,0.0,2.0
10,37,1000000,GPU,0.0,2.0
10,38,1000000,GPU,0.0,2.0
10,39,1000000,GPU,0.0,2.0
10,40,1000000,GPU,0.0,2.0
10,41,1000000,GPU,0.0,2.0
10,42,1000000,GPU,0.0,2.0
10,43,1000000,GPU,0.0,2.0
10,44,1000000,GPU,0.0,2.0
10,45,1000000,GPU,0.0,2.0
10,46,1000000,GPU,0.0,2.0
10,47,1000000,GPU,0.0,2.0
10,48,1000000,GPU,0.0,2.0
10,49,1000000,GPU,0.0,2.0
10,50,1000000,GPU,0.0,2.0
10,51,1000000,GPU,0.0,2.0
10,52,1000000,GPU,0.0,2.0
10,53,1000000,GPU,0.0,2.0
10,54,1000000,GPU,0.0,2.0
10,55,1000000,GPU,0.0,2.0
10,56,1000000,GPU,0.0,2.0
