solver,sigma_scatt,hit_ineff,n_trk,n_rep,n_valid,excluded_frac,eff,eff_sem,far,far_sem,pur,pur_sem,eff_wp,eff_wp_sem,far_wp,far_wp_sem,cos_QC
classical,0.0003,0.1,1000,20,20,0.0,85.17089681564785,0.21804054366241093,5.303564892446984,0.21507981976447924,94.69643510755301,0.2150798197644792,100.0,0.0,99.90001429654845,3.615603191643457e-05,
classical,0.0005,0.0,10,20,20,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,
classical,0.0005,0.0,20,20,20,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,
classical,0.0005,0.0,50,20,20,0.0,100.0,0.0,0.123885522880646,0.07073222798923834,99.87611447711934,0.07073222798923907,100.0,0.0,0.123885522880646,0.07073222798923834,
classical,0.0005,0.0,100,20,20,0.0,100.0,0.0,0.530640945073405,0.14392014737666356,99.4693590549266,0.1439201473766636,100.0,0.0,0.506254269952691,0.13739090410559396,
classical,0.0005,0.0,200,20,20,0.0,99.99375,0.006250000000000001,0.7230603306145185,0.12530253383891934,99.27693966938548,0.12530253383891982,99.98125,0.018750000000000003,0.5890060942942754,0.08630172766518679,
classical,0.0005,0.0,400,20,20,0.0,99.984375,0.012724141735093052,2.7102649408844046,0.26920720451452956,97.2897350591156,0.2692072045145297,99.978125,0.015225146918312824,1.68467853413314,0.17202788572667851,
classical,0.0005,0.0,700,20,20,0.0,100.0,0.0,10.957094965405183,0.4001332451604663,89.04290503459484,0.40013324516046656,100.0,0.0,5.561083832246927,0.20728574356058918,
classical,0.0005,0.0,1000,20,20,0.0,99.97999999999999,0.0088108784435698,24.289042908002422,0.5249194628992822,75.71095709199757,0.5249194628992823,99.9725,0.009917422203268977,12.167799861197404,0.3167553352233351,
classical,0.0005,0.01,10,20,20,0.0,99.20341394025604,0.4350713269867344,0.0,0.0,100.0,0.0,100.0,0.0,9.0,6.1942248145051675,
classical,0.0005,0.01,20,20,20,0.0,98.9506072874494,0.40105267273575984,0.183679614573923,0.1337538377488055,99.81632038542607,0.13375383774880545,100.0,0.0,4.933843980122904,4.74237373090723,
classical,0.0005,0.01,50,20,20,0.0,98.8194732146641,0.24920985355006864,0.1272404804772525,0.10262946620079966,99.87275951952275,0.10262946620079932,99.94935897435897,0.03485664660660729,29.949110537205435,10.222300555644747,
classical,0.0005,0.01,100,20,20,0.0,98.38540286623729,0.16455763102314316,0.10278484975884401,0.053704920392597125,99.89721515024117,0.053704920392597624,99.66753213308463,0.06448273526970498,22.99706655545372,8.727747525198948,
classical,0.0005,0.01,200,20,20,0.0,98.44738718653608,0.12521373649217227,1.059261843940522,0.17263553582155391,98.94073815605948,0.17263553582155436,99.52155264512182,0.05155984240752307,15.295194449202635,1.418776542907322,
classical,0.0005,0.01,400,20,20,0.0,98.51402666985798,0.0731309790758633,3.126284451355283,0.37577322791055323,96.87371554864471,0.37577322791055406,99.46435072780504,0.050064285707763355,44.017142544517775,2.2017664278975513,
classical,0.0005,0.01,700,20,20,0.0,98.51738070023715,0.08782092211037487,11.518565817167195,0.3874850969481896,88.48143418283279,0.3874850969481887,99.48599983210303,0.03572820487952496,69.40207946302016,3.006352074295139,
classical,0.0005,0.01,1000,20,20,0.0,98.56616943782514,0.050093517375054006,24.6024867841273,0.6427494786748691,75.39751321587269,0.6427494786748688,99.49109586169597,0.03925190432276806,81.17323495419949,2.743732147108543,
classical,0.0005,0.02,10,20,20,0.0,97.09941520467837,0.9811779479114643,0.0,0.0,100.0,0.0,100.0,0.0,18.00426541051541,8.260923877604245,
classical,0.0005,0.02,20,20,20,0.0,97.12994824977523,0.5591904889932396,0.0,0.0,100.0,0.0,100.0,0.0,38.124141495740254,10.654130427452994,
classical,0.0005,0.02,50,20,20,0.0,97.20033177162534,0.2747248798507808,0.026178010471204,0.026178010471204,99.9738219895288,0.026178010471203803,99.9473625886525,0.036229781065312376,59.031990601039254,10.94946630353713,
classical,0.0005,0.02,100,20,20,0.0,97.33187837410102,0.31064544162795726,0.41471664885096543,0.14459229345211333,99.58528335114903,0.14459229345211408,99.87028444254537,0.0550286678838981,51.33283868129912,10.939626327533594,
classical,0.0005,0.02,200,20,20,0.0,97.05456447358827,0.1833536454486009,0.9538014055551585,0.20326614722770675,99.04619859444483,0.20326614722770703,99.67583904541047,0.08500044371349888,62.91716591333177,9.281111250197936,
classical,0.0005,0.02,400,20,20,0.0,96.7941780026586,0.13992601313600442,2.762483475014549,0.214101817311144,97.23751652498545,0.21410181731114372,99.47564572431983,0.09231230408065741,64.48916794831817,5.941453948232526,
classical,0.0005,0.02,700,20,20,0.0,97.01828194392117,0.08275644708121843,10.695787360487618,0.4658209347302541,89.30421263951237,0.465820934730254,99.65458203747048,0.09793504438012712,88.78945465329504,3.1108505007703178,
classical,0.0005,0.02,1000,20,20,0.0,97.1897374667119,0.06951204606490255,24.143163421791765,0.5995133388158024,75.85683657820823,0.599513338815802,99.59904134585973,0.09481725633773316,91.94646430289319,1.8259626187769469,
classical,0.0005,0.05,10,20,20,0.0,94.194780080229,1.1753419764096629,0.0,0.0,100.0,0.0,100.0,0.0,40.51193298561721,10.274988041471268,
classical,0.0005,0.05,20,20,20,0.0,91.33320294515833,1.139207649944486,0.0,0.0,100.0,0.0,100.0,0.0,71.25491510955854,9.437947194564405,
classical,0.0005,0.05,50,20,20,0.0,92.08417757208682,0.5438603480678248,0.183374183323295,0.09054717265756129,99.81662581667669,0.09054717265756132,99.97222222222221,0.02777777777777857,93.15733382195084,4.844861383946516,
classical,0.0005,0.05,100,20,20,0.0,92.99850416512098,0.35395631117675663,0.408836635698085,0.14895759979182063,99.5911633643019,0.14895759979182097,99.97319034852546,0.02680965147453094,94.32979755957503,4.6700965075503955,
