solver,sigma_scatt,hit_ineff,n_trk,n_rep,n_valid,excluded_frac,eff,eff_sem,far,far_sem,pur,pur_sem,eff_wp,eff_wp_sem,far_wp,far_wp_sem,cos_QC
classical,0.0007,0.02,200,20,20,0.0,96.9068040708361,0.2048943488321652,2.5891829865219425,0.2475672747795837,97.41081701347805,0.24756727477958446,99.76033672263324,0.07644521195435026,64.72219710730232,7.983256353969772,
classical,0.0007,0.02,400,20,20,0.0,97.0810454808222,0.13534462013519613,9.284296859203142,0.6074243253776868,90.71570314079688,0.6074243253776863,99.63000670750048,0.08734411835384473,81.16608739006884,4.266938245317214,
classical,0.0007,0.02,700,20,20,0.0,97.09171813135887,0.10268194663748274,28.64697165379088,0.6063960330581477,71.35302834620911,0.6063960330581477,99.71204593424804,0.09107276959455864,94.0936870815176,1.802494239259051,
classical,0.0007,0.02,1000,20,20,0.0,97.26139559796164,0.06668010985905921,53.17733918217768,0.5812848621397264,46.822660817822324,0.5812848621397263,99.45914599284546,0.09448865644919027,94.08888984170001,0.980256914406642,
classical,0.0007,0.05,10,20,20,0.0,93.35901027077497,1.7699728581236371,0.0,0.0,100.0,0.0,100.0,0.0,22.513730720563593,8.946051823270249,
classical,0.0007,0.05,20,20,20,0.0,94.10457353447441,0.8654631783846304,0.0,0.0,100.0,0.0,100.0,0.0,52.248466360696014,10.84230760926162,
classical,0.0007,0.05,50,20,20,0.0,93.59302838996066,0.43743605336424846,0.22666114146560998,0.11179075363939092,99.77333885853439,0.11179075363939148,99.97267759562843,0.027322404371584955,83.90512770935597,7.697723419344681,
classical,0.0007,0.05,100,20,20,0.0,92.50155400934086,0.40887650851247864,0.8858034750103375,0.20337393174338936,99.11419652498965,0.2033739317433897,99.97237569060773,0.02762430939226519,94.4348154233528,4.565395161989158,
classical,0.0007,0.05,200,20,20,0.0,92.27949222142205,0.3300109057178728,1.761567259055769,0.23921844405257695,98.23843274094422,0.2392184440525767,100.0,0.0,99.5003983269403,0.00011343816520868772,
classical,0.0007,0.05,400,20,20,0.0,92.58494514764723,0.26693787908327715,9.125174142953375,0.3894284388096538,90.87482585704662,0.38942843880965405,100.0,0.0,99.74992256812388,9.13920555756699e-05,
classical,0.0007,0.05,700,20,20,0.0,93.07689889414878,0.20147640667762293,29.327301024010524,0.6587872642905591,70.67269897598949,0.6587872642905591,100.0,0.0,99.8571169377619,3.489208317686217e-05,
classical,0.0007,0.05,1000,20,20,0.0,93.23667466603696,0.15519521941331116,52.687066143002575,0.7486258935387777,47.31293385699742,0.7486258935387775,100.0,0.0,99.89995433222926,1.7645027566034533e-05,
classical,0.0007,0.1,10,20,20,0.0,88.54497051887944,1.9646282148102776,0.405405405405405,0.405405405405405,99.5945945945946,0.4054054054054049,100.0,0.0,63.01332531316139,9.463904030104123,
classical,0.0007,0.1,20,20,20,0.0,86.41826808693146,1.8025140238978103,0.0746268656716415,0.07462686567164148,99.92537313432835,0.07462686567164169,100.0,0.0,90.2410033139389,4.749550854918388,
classical,0.0007,0.1,50,20,20,0.0,86.4887142418067,0.7302480413755352,0.41763302022458093,0.23183794577197198,99.58236697977541,0.23183794577197223,100.0,0.0,93.25926960998444,4.733914984726351,
classical,0.0007,0.1,100,20,20,0.0,85.49419039458144,0.4919802392903641,0.5263739347570414,0.21287414163167015,99.47362606524297,0.21287414163167034,100.0,0.0,99.00212057859464,0.0009197285661523385,
classical,0.0007,0.1,200,20,20,0.0,85.1192691987485,0.3403435218192799,2.0458476590823738,0.22771854294249216,97.95415234091762,0.2277185429424921,100.0,0.0,99.50041869350645,0.0004254782479340087,
classical,0.0007,0.1,400,20,20,0.0,85.62008044469312,0.34040416461410444,8.812681557336552,0.6252708036619192,91.18731844266344,0.6252708036619196,100.0,0.0,99.74994499457698,0.00015804111756399764,
classical,0.0007,0.1,700,20,20,0.0,85.73960534329085,0.21469182033679524,29.236182854836954,0.75182478299791,70.76381714516303,0.7518247829979096,100.0,0.0,99.85718944273529,6.797512033835849e-05,
classical,0.0007,0.1,1000,20,20,0.0,86.2426703782972,0.12427239355955466,52.482830205755214,0.5940188194603329,47.517169794244786,0.5940188194603335,100.0,0.0,99.90004734676606,3.266037786675485e-05,
classical,0.001,0.0,10,20,20,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,
classical,0.001,0.0,20,20,20,0.0,99.9375,0.0625,0.29982363315696603,0.24280168778255118,99.70017636684302,0.24280168778255107,100.0,0.0,5.049823633156966,4.740415682512618,
classical,0.001,0.0,50,20,20,0.0,100.0,0.0,0.6868232283534689,0.20705036110564462,99.31317677164652,0.20705036110564465,100.0,0.0,0.6396923222617994,0.17810608360521624,
classical,0.001,0.0,100,20,20,0.0,100.0,0.0,1.8051041351962507,0.24126120040080204,98.19489586480374,0.24126120040080273,100.0,0.0,1.447185883346159,0.18154652766808355,
classical,0.001,0.0,200,20,20,0.0,100.0,0.0,5.30035622909357,0.4857999802512103,94.69964377090642,0.4857999802512105,100.0,0.0,3.1986014160846006,0.3135423214783408,
classical,0.001,0.0,400,20,20,0.0,99.978125,0.013808934702994975,24.77005541551919,0.9390805013419801,75.2299445844808,0.9390805013419798,99.96875,0.01726582035790883,13.663170980788118,0.6634957864092306,
classical,0.001,0.0,700,20,20,0.0,99.98392857142858,0.00985767406218185,61.16838600902778,0.7046741027706517,38.83161399097221,0.7046741027706521,99.98035714285714,0.010831129798756207,42.15140088005698,0.7966620997008719,
classical,0.001,0.0,1000,20,20,0.0,99.95750000000001,0.02084561041764431,80.15114811419105,0.20768448674599133,19.848851885808966,0.20768448674599174,99.98125,0.008085684230396382,65.83868349005293,0.348255544375379,
classical,0.001,0.01,10,20,20,0.0,97.8291449344081,0.8350579031331815,0.0,0.0,100.0,0.0,100.0,0.0,9.0,6.1942248145051675,
classical,0.001,0.01,20,20,20,0.0,98.23030226591871,0.4570493707219106,0.0649350649350645,0.06493506493506448,99.93506493506493,0.06493506493506515,100.0,0.0,14.690718952451698,7.742973087909951,
classical,0.001,0.01,50,20,20,0.0,97.83483878513283,0.2508096357187301,0.077243018419489,0.05588856261849691,99.9227569815805,0.05588856261849686,100.0,0.0,37.10158165419835,10.260644176406071,
classical,0.001,0.01,100,20,20,0.0,98.31606004322073,0.24502169990428285,1.4325865578211299,0.24387613794266774,98.56741344217888,0.24387613794266821,99.74572912914554,0.06652545599102568,34.83247378850968,8.624478166346652,
classical,0.001,0.01,200,20,20,0.0,98.85898430724266,0.11196557613605128,5.779042282075366,0.38850224710541154,94.22095771792463,0.38850224710541126,99.45933014844167,0.06406387201004846,35.21350882829628,6.531523707336434,
classical,0.001,0.01,400,20,20,0.0,98.50583108379934,0.0905078516708807,26.481460161925686,0.7764326082012526,73.5185398380743,0.7764326082012525,99.48024354072143,0.05476008137326898,75.46095223712436,3.2076422603637,
classical,0.001,0.01,700,20,20,0.0,98.63212846008086,0.06390353520538371,60.42399441866452,0.4674651611150224,39.57600558133547,0.4674651611150223,99.47693165273827,0.041812991349577215,89.35605169513425,1.652591411859171,
classical,0.001,0.01,1000,20,20,0.0,98.75595445297728,0.05336686752639195,80.88905758145378,0.2973611351134612,19.110942418546216,0.29736113511346157,99.51721665346196,0.03961493806133453,93.59668569122607,1.1488030413435757,
classical,0.001,0.02,10,20,20,0.0,95.54609762349699,1.1517630277222808,0.0,0.0,100.0,0.0,100.0,0.0,18.52920227920228,8.206923661132409,
classical,0.001,0.02,20,20,20,0.0,96.5498650709177,0.5918781825432076,0.263340263340263,0.1813129162852778,99.73665973665973,0.18131291628527743,100.0,0.0,24.63062872614838,9.326190277985994,
classical,0.001,0.02,50,20,20,0.0,97.41798396539073,0.3071965117914643,0.154377574066693,0.11244839375508461,99.84562242593331,0.11244839375508514,99.97354497354497,0.02645502645502588,64.47683466493945,10.486701393993332,
classical,0.001,0.02,100,20,20,0.0,96.57898944077637,0.3207186597524343,1.72070690543926,0.3349098251678032,98.27929309456073,0.33490982516780254,99.83157563302339,0.06340303326810935,68.6409844305276,9.545809075405366,
classical,0.001,0.02,200,20,20,0.0,96.88058507065516,0.22089396651912047,6.002995859901125,0.4161669927409511,93.99700414009888,0.41616699274095137,99.7795936804569,0.06661841708525942,75.64458960219056,6.0568664007952435,
classical,0.001,0.02,400,20,20,0.0,97.3261434293612,0.1181345976085582,25.001666237255296,0.8790624998490661,74.99833376274469,0.8790624998490659,99.48152161061479,0.08727118944905592,83.85767619932842,2.3905633591282154,
classical,0.001,0.02,700,20,20,0.0,97.43765570634339,0.09808775860161997,59.78572982616811,0.6298068151897034,40.21427017383189,0.6298068151897035,99.45391525575243,0.07867485315605499,93.11512625098612,0.8943986355650377,
classical,0.001,0.02,1000,20,20,0.0,97.37686719511699,0.08837872895559169,80.35629443017012,0.3293546438559126,19.64370556982988,0.3293546438559127,99.52427085361862,0.09426636305301209,97.10139859583349,0.5246307842465391,
classical,0.001,0.05,10,20,20,0.0,92.47649734978708,1.6927442863143844,0.0,0.0,100.0,0.0,100.0,0.0,45.0078621363762,10.325521392287405,
classical,0.001,0.05,20,20,20,0.0,92.65509537554931,0.9537077412280068,0.46329294369208796,0.28282519633206316,99.5367070563079,0.28282519633206293,100.0,0.0,66.83895652653656,9.870684035577925,
classical,0.001,0.05,50,20,20,0.0,92.59688963349642,0.7259334998833503,0.5465784155424855,0.14772712228047094,99.45342158445752,0.1477271222804712,99.97142857142858,0.02857142857142776,84.18305978446699,7.549192949217801,
classical,0.001,0.05,100,20,20,0.0,92.43820106104546,0.5394549039788966,1.8863406472486073,0.2916096027084529,98.11365935275138,0.2916096027084532,99.95821727019498,0.041782729805014185,94.93018540652754,4.070399658020629,
classical,0.001,0.05,200,20,20,0.0,92.19468650750137,0.4615247781998328,5.843746962232759,0.6059777721436207,94.15625303776723,0.605977772143621,100.0,0.0,99.4996938224385,0.0001931373373507113,
classical,0.001,0.05,400,20,20,0.0,92.97919381509377,0.18191462260380414,25.208861192441056,0.8381627962521326,74.79113880755895,0.8381627962521325,100.0,0.0,99.74989670599865,8.004165676689437e-05,
classical,0.001,0.05,700,20,20,0.0,93.11057024903471,0.18764651328106513,59.53896207847701,0.6203767610141221,40.46103792152299,0.6203767610141218,100.0,0.0,99.85715220398211,2.6595209606986318e-05,
classical,0.001,0.05,1000,20,20,0.0,93.44077474047853,0.12899511501721836,79.93310551693303,0.32536858404877494,20.066894483066967,0.3253685840487748,100.0,0.0,99.90000820286991,2.4440704667141342e-05,
classical,0.001,0.1,10,20,20,0.0,84.9741010634712,1.5398496123147827,0.0,0.0,100.0,0.0,100.0,0.0,85.49596590544576,4.499948136674703,
classical,0.001,0.1,20,20,20,0.0,85.871773632192,0.903796403365707,0.6369061972510245,0.462267052216121,99.36309380274898,0.46226705221612047,100.0,0.0,90.66597483341133,4.333312095199784,
classical,0.001,0.1,50,20,20,0.0,85.93359644528877,0.7491971144558153,0.852318442804345,0.32452984675388935,99.14768155719565,0.32452984675388946,100.0,0.0,97.99707615664047,0.0038150586012169856,
classical,0.001,0.1,100,20,20,0.0,84.73654055545576,0.6181718999490472,1.7213984339378103,0.2617592938490273,98.27860156606219,0.2617592938490268,100.0,0.0,98.9985134816753,0.0012776418967953651,
classical,0.001,0.1,200,20,20,0.0,85.38366538109554,0.30114369560351956,5.620579567436233,0.514450393750438,94.37942043256376,0.514450393750438,100.0,0.0,99.50009095887746,0.0004365565769101147,
classical,0.001,0.1,400,20,20,0.0,85.90785567395939,0.29979524293960785,24.78127030292041,0.7729692850399631,75.21872969707957,0.7729692850399631,100.0,0.0,99.74965081738162,0.00010701706471843989,
classical,0.001,0.1,700,20,20,0.0,86.24233889239662,0.23501752880817842,60.83622489457159,0.637212659467226,39.163775105428414,0.6372126594672255,100.0,0.0,99.85721751229451,8.27648421099759e-05,
classical,0.001,0.1,1000,20,20,0.0,86.85419565799765,0.12168968455024438,79.35059115891485,0.2610717392342974,20.64940884108514,0.26107173923429705,100.0,0.0,99.89994769740107,3.8108261398143435e-05,
qsvt,0.0001,0.0,10,3,3,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.9999978189006492
qsvt,0.0001,0.0,20,3,3,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.9999978189136399
qsvt,0.0001,0.0,50,3,3,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.9999978188631494
qsvt,0.0001,0.0,100,3,3,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.9999978189579107
qsvt,0.0001,0.0,200,3,3,0.0,99.66666666666667,0.3333333333333333,0.0,0.0,100.0,0.0,99.66666666666667,0.3333333333333333,0.0,0.0,0.9947649197630741
qsvt,0.0001,0.0,400,3,3,0.0,99.66666666666667,0.16666666666666669,0.0,0.0,100.0,0.0,99.66666666666667,0.16666666666666669,0.0,0.0,0.9989869950434697
qsvt,0.0001,0.0,700,3,3,0.0,99.71428571428572,0.0,0.0,0.0,100.0,0.0,99.71428571428572,0.0,0.0,0.0,0.9986618409089307
qsvt,0.0001,0.0,1000,3,3,0.0,99.60000000000001,0.20816659994661393,0.0,0.0,100.0,0.0,99.60000000000001,0.20816659994661393,0.0,0.0,0.9984947534097469
qsvt,0.0001,0.01,10,3,3,0.0,98.24561403508773,1.7543859649122784,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.9999978189089423
qsvt,0.0001,0.01,20,3,3,0.0,99.14529914529915,0.8547008547008518,0.0,0.0,100.0,0.0,100.0,0.0,31.666666666666668,31.666666666666668,0.999997818941261
qsvt,0.0001,0.01,50,3,3,0.0,96.03893182840551,0.6707760853969734,0.0,0.0,100.0,0.0,100.0,0.0,32.66708745353812,32.667087453538116,0.9977559422642602
qsvt,0.0001,0.01,100,3,3,0.0,96.65333447132792,1.095957006334351,0.0,0.0,100.0,0.0,99.83122362869199,0.16877637130801307,33.00014712118459,33.00014712118458,0.9985721006299162
qsvt,0.0001,0.01,200,3,3,0.0,96.81466642685702,0.26807512163871927,0.0,0.0,100.0,0.0,99.49096958207656,0.1457114561967447,0.8439748341674332,0.27294805147291723,0.9928192949644926
qsvt,0.0001,0.01,400,3,3,0.0,96.65231615136202,0.4001024929590823,0.0,0.0,100.0,0.0,99.46714191453253,0.05722005043867023,3.5116101513911633,0.3194142194414902,0.9981674325433563
qsvt,0.0001,0.01,700,3,3,0.0,96.22991132060115,0.17215801709782627,0.0,0.0,100.0,0.0,99.34091157939288,0.11849765711584273,9.990424340938251,0.25532491642583527,0.997506926902541
qsvt,0.0001,0.01,1000,3,3,0.0,96.4749014519058,0.17828684266602882,0.0,0.0,100.0,0.0,99.53988603520513,0.1180292894895597,18.12025746232898,1.02328366311766,0.9948395723061593
qsvt,0.0001,0.02,10,3,3,0.0,90.83820662768032,6.704632952015529,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.9937252761333056
qsvt,0.0001,0.02,20,3,3,0.0,98.29059829059831,0.8547008547008518,0.0,0.0,100.0,0.0,100.0,0.0,31.666666666666668,31.666666666666668,0.999997818953093
qsvt,0.0001,0.02,50,3,3,0.0,93.95676423980201,0.7442840753844213,0.0,0.0,100.0,0.0,100.0,0.0,32.66687385614144,32.666873856141436,0.9960211769855046
qsvt,0.0001,0.02,100,3,3,0.0,92.74143484157092,1.3467444641857484,0.0,0.0,100.0,0.0,100.0,0.0,99.0005093462784,0.00023598965885551085,0.9951002932629622
qsvt,0.0001,0.02,200,3,3,0.0,93.5919509188642,0.8100471863908486,0.0,0.0,100.0,0.0,99.4818226820039,0.25912060925566704,33.25253829780704,33.123589813596595,0.9950565637231809
qsvt,0.0001,0.02,400,3,3,0.0,94.09599448189745,0.6174848179473291,0.0,0.0,100.0,0.0,99.71806549555411,0.28193450444589513,68.00371777873585,31.746219791745837,0.99659688859183
qsvt,0.0001,0.02,700,3,3,0.0,94.0795359215557,0.11128548394451487,0.0,0.0,100.0,0.0,99.75152192818985,0.24847807181015943,69.88562093377783,29.971555816910833,0.9966985579187057
qsvt,0.0001,0.02,1000,3,3,0.0,92.93794163503186,0.1250754195459374,0.0,0.0,100.0,0.0,99.66858538287109,0.33141461712890913,72.45930612347034,27.44071818916152,0.9932720399070049
qsvt,0.0001,0.05,10,3,3,0.0,85.92592592592592,2.962962962962962,0.0,0.0,100.0,0.0,100.0,0.0,90.01873028650498,0.009367913901163835,0.9965338265832027
qsvt,0.0001,0.05,20,3,3,0.0,89.61631975330606,1.9450868765937248,0.0,0.0,100.0,0.0,100.0,0.0,95.00341763499658,0.003417634996580432,0.9953471338528056
qsvt,0.0001,0.05,50,3,3,0.0,80.32364283381038,2.9943314237185223,0.0,0.0,100.0,0.0,100.0,0.0,98.00326295396015,0.0070971118330674385,0.9889483617966711
qsvt,0.0001,0.05,100,3,3,0.0,84.33017910927673,1.3464639167444123,0.0,0.0,100.0,0.0,100.0,0.0,98.99902732346895,0.0012997095724568105,0.9920289983780352
qsvt,0.0001,0.05,200,3,3,0.0,82.36773250495321,2.292838162230887,0.0,0.0,100.0,0.0,100.0,0.0,99.49950309040463,0.0009238346955413244,0.9885074195058658
qsvt,0.0001,0.05,400,3,3,0.0,85.80623053379928,0.1880130201772546,0.0,0.0,100.0,0.0,100.0,0.0,99.7500288084894,0.0001108360938306894,0.9914877437370974
qsvt,0.0001,0.05,700,3,3,0.0,84.57513911334281,0.4477756385123788,0.0,0.0,100.0,0.0,100.0,0.0,99.85711348455679,5.539405740491476e-05,0.9906603464632503
qsvt,0.0001,0.05,1000,3,3,0.0,85.6808025524133,0.4640022446579582,0.0,0.0,100.0,0.0,100.0,0.0,99.90001204327375,2.9007598097804222e-05,0.9919550825442979
qsvt,0.0001,0.1,10,3,3,0.0,77.77777777777779,6.415002990995844,0.0,0.0,100.0,0.0,100.0,0.0,30.065359477124186,30.06535947712419,0.9890682109127459
qsvt,0.0001,0.1,20,3,3,0.0,75.35773366418528,6.9056455374785255,0.0,0.0,100.0,0.0,100.0,0.0,95.01456977360897,0.04925828623585186,0.988329122431782
qsvt,0.0001,0.1,50,3,3,0.0,70.47016656124816,3.590593499198731,0.0,0.0,100.0,0.0,100.0,0.0,98.00564498939652,0.001555752844807794,0.9819305626531346
qsvt,0.0001,0.1,100,3,3,0.0,72.64264849074976,2.1999844078309962,0.0,0.0,100.0,0.0,100.0,0.0,98.99825266580046,0.002097678325198751,0.9854928047604475
qsvt,0.0001,0.1,200,3,3,0.0,72.40536498580433,1.513921457895924,0.0,0.0,100.0,0.0,100.0,0.0,99.49871682389549,0.001503129696874343,0.9858187182941487
qsvt,0.0001,0.1,400,3,3,0.0,73.67056085182737,0.9812458052016928,0.0,0.0,100.0,0.0,100.0,0.0,99.74965894697357,0.00036722743655387126,0.9849561384583762
qsvt,0.0001,0.1,700,3,3,0.0,72.39158332972481,0.9200796674841735,0.0,0.0,100.0,0.0,100.0,0.0,99.85711292161774,0.0002482638550100319,0.9845232369655932
qsvt,0.0001,0.1,1000,3,3,0.0,72.66045944040273,0.4185089625637101,0.014318442153493332,0.014318442153493333,99.98568155784649,0.014318442153495427,100.0,0.0,99.8999056396284,0.00012119739705000472,0.9829599832498855
qsvt,0.0003,0.0,10,3,3,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.9999978189006492
qsvt,0.0003,0.0,20,3,3,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.9999978189136399
qsvt,0.0003,0.0,50,3,3,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.9999978188631494
qsvt,0.0003,0.0,100,3,3,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.9999978189307183
qsvt,0.0003,0.0,200,3,3,0.0,99.5,0.2886751345948129,0.0,0.0,100.0,0.0,99.5,0.2886751345948129,0.0,0.0,0.9984841705960994
qsvt,0.0003,0.0,400,3,3,0.0,99.0,0.5204164998665332,0.0,0.0,100.0,0.0,99.39583333333333,0.30689416380533824,0.18856125036638002,0.10872912327919504,0.993642146990036
qsvt,0.0003,0.0,700,3,3,0.0,97.47619047619048,0.46899322865695775,0.0,0.0,100.0,0.0,99.16666666666667,0.10378330817953689,1.8680777501564767,0.44291988879754907,0.9863923131005395
qsvt,0.0003,0.0,1000,3,3,0.0,96.89999999999999,0.4163331998932279,0.0086692674469,0.008669267446900001,99.9913307325531,0.008669267446900145,99.09166666666665,0.09166666666666856,4.560542930700643,0.5815690593595483,0.9649979732378879
qsvt,0.0003,0.01,10,3,3,0.0,95.68151147098517,2.270256928645168,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.9972410127445838
qsvt,0.0003,0.01,20,3,3,0.0,97.87947636048902,1.1184458223328488,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.9986342981765947
qsvt,0.0003,0.01,50,3,3,0.0,98.6463272177558,0.34357177214319756,0.0,0.0,100.0,0.0,100.0,0.0,32.666666666666664,32.66666666666667,0.9999978189060172
qsvt,0.0003,0.01,100,3,3,0.0,96.84608860181379,0.30592291142391487,0.0,0.0,100.0,0.0,99.74358974358974,0.25641025641025317,66.8396987993806,32.16040355587531,0.9978324019887864
qsvt,0.0003,0.01,200,3,3,0.0,97.20321810381328,0.41659530858712823,0.0,0.0,100.0,0.0,99.66093734623996,0.08557393063005757,3.78030303030303,1.919539110009918,0.9975688501024592
qsvt,0.0003,0.01,400,3,3,0.0,96.50667772846641,0.5814104687459483,0.0,0.0,100.0,0.0,99.49141521295779,0.1946774189970883,22.578038187901342,1.367170149055374,0.994047170857646
qsvt,0.0003,0.01,700,3,3,0.0,94.70333511972058,0.6888338102577481,0.013041210224306666,0.013041210224306665,99.9869587897757,0.013041210224306118,99.44101550906531,0.1643150730269648,48.20748185557604,0.4415547170577412,0.9818669650394561
qsvt,0.0003,0.01,1000,3,3,0.0,93.83519258675534,0.3565887976641445,0.06364364316747334,0.032824342953104706,99.93635635683252,0.03282434295310898,99.49007489790603,0.12899996260963925,65.41824305783307,0.66081211768258,0.9738542346603438
qsvt,0.0003,0.02,10,3,3,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.9999978189006492
qsvt,0.0003,0.02,20,3,3,0.0,93.37840916788286,0.8237595983230975,0.0,0.0,100.0,0.0,100.0,0.0,63.31506250534591,31.657536212493905,0.9970448032272242
qsvt,0.0003,0.02,50,3,3,0.0,94.26539941220425,1.0732177753728849,0.0,0.0,100.0,0.0,100.0,0.0,98.00070268558011,0.0006030457348689622,0.9971220497801839
qsvt,0.0003,0.02,100,3,3,0.0,92.83267189518898,1.8405481293551562,0.0,0.0,100.0,0.0,99.82683982683983,0.1731601731601747,33.853710531885646,32.5739484876709,0.9953224959403033
qsvt,0.0003,0.02,200,3,3,0.0,94.24520900367735,0.5918786170009288,0.0,0.0,100.0,0.0,99.74193548387098,0.2580645161290249,68.2916418929475,31.20824444795887,0.9966876784815534
qsvt,0.0003,0.02,400,3,3,0.0,93.81193209314453,0.25890226758700574,0.02302025782688667,0.02302025782688667,99.97697974217311,0.02302025782689062,99.7175141242938,0.28248587570621453,73.8333335690866,25.916666784584223,0.9929482577280971
qsvt,0.0003,0.02,700,3,3,0.0,91.1257207076021,0.5039597256933612,0.0,0.0,100.0,0.0,99.4292302454845,0.2687223110072366,65.92340693703424,16.97640853322848,0.9817413703637574
qsvt,0.0003,0.02,1000,3,3,0.0,91.16304288902882,0.12045373760518277,0.0,0.0,100.0,0.0,99.1848374331184,0.07071568879024888,65.57277014424079,0.04379829706761087,0.9732328197919978
qsvt,0.0003,0.05,10,3,3,0.0,72.72522522522523,5.262805601432961,0.0,0.0,100.0,0.0,100.0,0.0,30.0,30.000000000000004,0.9798204265930871
qsvt,0.0003,0.05,20,3,3,0.0,84.44882330549272,1.1936067599117068,0.0,0.0,100.0,0.0,100.0,0.0,63.319059504573524,31.659532986633735,0.9917544333362494
qsvt,0.0003,0.05,50,3,3,0.0,82.01087302210898,4.6984058047913875,0.0,0.0,100.0,0.0,100.0,0.0,65.32992467310315,32.6649623422829,0.9921081484546374
qsvt,0.0003,0.05,100,3,3,0.0,85.64260336318631,1.3837594567968932,0.0,0.0,100.0,0.0,100.0,0.0,99.00213772984834,0.0009751239117801489,0.9918894587338115
qsvt,0.0003,0.05,200,3,3,0.0,85.26422588650243,0.2727167400841356,0.0,0.0,100.0,0.0,100.0,0.0,99.49945382716494,0.0006716833166155967,0.9876465404351261
qsvt,0.0003,0.05,400,3,3,0.0,83.55719078535482,0.44705251212675806,0.027412280701753333,0.027412280701753337,99.97258771929825,0.027412280701758128,100.0,0.0,99.75005435287095,0.0001749831255462162,0.9858197355120341
qsvt,0.0003,0.05,700,3,3,0.0,83.5944903798269,0.41624636037912444,0.015873015873013336,0.015873015873013336,99.98412698412699,0.015873015873012264,100.0,0.0,99.85713121002907,4.4291177880748386e-05,0.9855880993523511
qsvt,0.0003,0.05,1000,3,3,0.0,81.87272553385701,0.824741406933067,0.14727649982618332,0.06365204105252054,99.85272350017381,0.06365204105251399,99.98158370379595,0.009208215558677749,99.90006869865003,3.195484638632661e-05,0.958138739735717
qsvt,0.0003,0.1,10,3,3,0.0,69.75524475524476,4.1604473772963955,0.0,0.0,100.0,0.0,100.0,0.0,90.00725417094846,0.09641390757656015,0.9833503196310048
qsvt,0.0003,0.1,20,3,3,0.0,67.84874608150471,3.109612629415113,0.0,0.0,100.0,0.0,100.0,0.0,94.91102218654396,0.041245808627842,0.9832392322816149
qsvt,0.0003,0.1,50,3,3,0.0,71.65481660989307,1.5445334326331295,0.0,0.0,100.0,0.0,100.0,0.0,97.98957953532977,0.007291997784947426,0.9852804539128158
qsvt,0.0003,0.1,100,3,3,0.0,71.02419856575274,1.6540814899593212,0.0,0.0,100.0,0.0,100.0,0.0,98.9978040815336,0.005466079665656106,0.982827065905064
qsvt,0.0003,0.1,200,3,3,0.0,71.70404208194905,1.446121401358807,0.0,0.0,100.0,0.0,100.0,0.0,99.50010929741984,0.0017517681536433154,0.9822980912626069
qsvt,0.0003,0.1,400,3,3,0.0,71.32283544999062,0.9012295472175458,0.0,0.0,100.0,0.0,100.0,0.0,99.75016309112067,9.333908761906278e-05,0.9698047048075176
qsvt,0.0003,0.1,700,3,3,0.0,71.8961569915433,0.26005432020487335,0.04120369804463,0.020602273972914652,99.95879630195537,0.02060227397291502,99.98526377836724,0.014736221632773551,99.85691818675264,0.00023105103866912175,0.9777555642000939
qsvt,0.0003,0.1,1000,3,3,0.0,70.67579555219329,0.8528848146492464,0.05935269722266667,0.04007848418835589,99.94064730277734,0.04007848418835869,99.98985595455468,0.01014404544532018,99.89995868011145,0.00015255093815663421,0.9495578592052007
qsvt,0.0005,0.0,10,3,3,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.9999978189006492
qsvt,0.0005,0.0,20,3,3,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.9999978189136399
qsvt,0.0005,0.0,50,3,3,0.0,99.33333333333333,0.6666666666666667,0.0,0.0,100.0,0.0,99.66666666666667,0.3333333333333333,0.0,0.0,0.9979916936042655
qsvt,0.0005,0.0,100,3,3,0.0,99.0,0.5773502691896258,0.0,0.0,100.0,0.0,99.33333333333333,0.3333333333333333,0.0,0.0,0.9969834571075643
qsvt,0.0005,0.0,200,3,3,0.0,98.16666666666667,0.44095855184409843,0.0,0.0,100.0,0.0,99.16666666666667,0.11023963796102462,0.6188118811881167,0.6188118811881168,0.9942174307949353
