event,n_tracks,sigma_scatt,sigma_res,phi_max,epsilon,wall_time_s,efficiency,ghost_rate,clone_fraction,mean_purity,hit_efficiency,n_candidates,n_reconstructible,sigma_scatt_mrad
0,100,0.0006,0.0,0.2,0.0025456727990847,66.56,1.0,0.0,0.0,1.0,1.0,100,100,0.6
1,100,0.0006,0.0,0.2,0.0025456727990847,68.1,1.0,0.0,0.0,1.0,1.0,100,100,0.6
2,100,0.0006,0.0,0.2,0.0025456727990847,63.94,1.0,0.0,0.0,1.0,1.0,100,100,0.6
3,100,0.0006,0.0,0.2,0.0025456727990847,63.98,1.0,0.0,0.0,1.0,1.0,100,100,0.6
4,100,0.0006,0.0,0.2,0.0025456727990847,67.07,1.0,0.0,0.0,1.0,1.0,100,100,0.6
5,100,0.0006,0.0,0.2,0.0025456727990847,63.82,1.0,0.0,0.0,1.0,1.0,100,100,0.6
6,100,0.0006,0.0,0.2,0.0025456727990847,69.14,1.0,0.0,0.0,1.0,1.0,100,100,0.6
7,100,0.0006,0.0,0.2,0.0025456727990847,66.89,0.98,0.0101010101010101,0.0,1.0,1.0,99,100,0.6
8,100,0.0006,0.0,0.2,0.0025456727990847,63.72,1.0,0.0,0.0,1.0,1.0,100,100,0.6
9,100,0.0006,0.0,0.2,0.0025456727990847,42.95,0.88,0.0,0.0,1.0,1.0,88,100,0.6
10,100,0.0006,0.0,0.2,0.0025456727990847,53.05,1.0,0.0,0.0,1.0,1.0,100,100,0.6
11,100,0.0006,0.0,0.2,0.0025456727990847,53.78,0.95,0.0,0.0,1.0,1.0,95,100,0.6
12,100,0.0006,0.0,0.2,0.0025456727990847,68.53,1.0,0.0,0.0,1.0,1.0,100,100,0.6
13,100,0.0006,0.0,0.2,0.0025456727990847,66.75,1.0,0.0,0.0,1.0,1.0,100,100,0.6
14,100,0.0006,0.0,0.2,0.0025456727990847,51.24,0.79,0.0,0.0,1.0,1.0,79,100,0.6
15,100,0.0006,0.0,0.2,0.0025456727990847,57.48,0.87,0.0,0.0,1.0,1.0,87,100,0.6
16,100,0.0006,0.0,0.2,0.0025456727990847,62.58,1.0,0.0,0.0,1.0,1.0,100,100,0.6
17,100,0.0006,0.0,0.2,0.0025456727990847,62.95,1.0,0.0,0.0,1.0,1.0,100,100,0.6
18,100,0.0006,0.0,0.2,0.0025456727990847,60.71,1.0,0.0,0.0,1.0,1.0,100,100,0.6
19,100,0.0006,0.0,0.2,0.0025456727990847,67.26,1.0,0.0,0.0,1.0,1.0,100,100,0.6
0,10,0.0008,0.0,0.2,0.0033941788403088,0.06,0.8,0.0,0.0,1.0,1.0,8,10,0.8
1,10,0.0008,0.0,0.2,0.0033941788403088,0.04,1.0,0.0,0.0,1.0,1.0,10,10,0.8
2,10,0.0008,0.0,0.2,0.0033941788403088,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.8
3,10,0.0008,0.0,0.2,0.0033941788403088,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.8
4,10,0.0008,0.0,0.2,0.0033941788403088,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.8
5,10,0.0008,0.0,0.2,0.0033941788403088,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.8
6,10,0.0008,0.0,0.2,0.0033941788403088,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.8
7,10,0.0008,0.0,0.2,0.0033941788403088,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.8
8,10,0.0008,0.0,0.2,0.0033941788403088,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.8
9,10,0.0008,0.0,0.2,0.0033941788403088,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.8
10,10,0.0008,0.0,0.2,0.0033941788403088,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.8
11,10,0.0008,0.0,0.2,0.0033941788403088,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.8
12,10,0.0008,0.0,0.2,0.0033941788403088,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.8
13,10,0.0008,0.0,0.2,0.0033941788403088,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.8
14,10,0.0008,0.0,0.2,0.0033941788403088,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.8
15,10,0.0008,0.0,0.2,0.0033941788403088,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.8
16,10,0.0008,0.0,0.2,0.0033941788403088,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.8
17,10,0.0008,0.0,0.2,0.0033941788403088,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.8
18,10,0.0008,0.0,0.2,0.0033941788403088,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.8
19,10,0.0008,0.0,0.2,0.0033941788403088,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.8
0,20,0.0008,0.0,0.2,0.0033941788403088,0.24,1.0,0.0,0.0,1.0,1.0,20,20,0.8
1,20,0.0008,0.0,0.2,0.0033941788403088,0.24,1.0,0.0,0.0,1.0,1.0,20,20,0.8
2,20,0.0008,0.0,0.2,0.0033941788403088,0.24,1.0,0.0,0.0,1.0,1.0,20,20,0.8
3,20,0.0008,0.0,0.2,0.0033941788403088,0.19,0.85,0.0,0.0,1.0,1.0,17,20,0.8
4,20,0.0008,0.0,0.2,0.0033941788403088,0.24,1.0,0.0,0.0,1.0,1.0,20,20,0.8
5,20,0.0008,0.0,0.2,0.0033941788403088,0.24,1.0,0.0,0.0,1.0,1.0,20,20,0.8
6,20,0.0008,0.0,0.2,0.0033941788403088,0.24,1.0,0.0,0.0,1.0,1.0,20,20,0.8
7,20,0.0008,0.0,0.2,0.0033941788403088,0.24,1.0,0.0,0.0,1.0,1.0,20,20,0.8
8,20,0.0008,0.0,0.2,0.0033941788403088,0.24,1.0,0.0,0.0,1.0,1.0,20,20,0.8
9,20,0.0008,0.0,0.2,0.0033941788403088,0.24,1.0,0.0,0.0,1.0,1.0,20,20,0.8
10,20,0.0008,0.0,0.2,0.0033941788403088,0.24,1.0,0.0,0.0,1.0,1.0,20,20,0.8
11,20,0.0008,0.0,0.2,0.0033941788403088,0.24,0.9,0.0526315789473684,0.0,1.0,1.0,19,20,0.8
12,20,0.0008,0.0,0.2,0.0033941788403088,0.24,1.0,0.0,0.0,1.0,1.0,20,20,0.8
13,20,0.0008,0.0,0.2,0.0033941788403088,0.19,0.85,0.0,0.0,1.0,1.0,17,20,0.8
14,20,0.0008,0.0,0.2,0.0033941788403088,0.24,1.0,0.0,0.0,1.0,1.0,20,20,0.8
15,20,0.0008,0.0,0.2,0.0033941788403088,0.19,0.8,0.0,0.0,1.0,1.0,16,20,0.8
16,20,0.0008,0.0,0.2,0.0033941788403088,0.19,0.8,0.0,0.0,1.0,1.0,16,20,0.8
17,20,0.0008,0.0,0.2,0.0033941788403088,0.24,1.0,0.0,0.0,1.0,1.0,20,20,0.8
18,20,0.0008,0.0,0.2,0.0033941788403088,0.24,1.0,0.0,0.0,1.0,1.0,20,20,0.8
19,20,0.0008,0.0,0.2,0.0033941788403088,0.24,1.0,0.0,0.0,1.0,1.0,20,20,0.8
0,50,0.0008,0.0,0.2,0.0033941788403088,5.21,1.0,0.0,0.0,1.0,1.0,50,50,0.8
1,50,0.0008,0.0,0.2,0.0033941788403088,5.11,1.0,0.0,0.0,1.0,1.0,50,50,0.8
2,50,0.0008,0.0,0.2,0.0033941788403088,5.33,0.92,0.0416666666666666,0.0,1.0,1.0,48,50,0.8
3,50,0.0008,0.0,0.2,0.0033941788403088,5.07,0.88,0.0638297872340425,0.0,1.0,1.0,47,50,0.8
4,50,0.0008,0.0,0.2,0.0033941788403088,5.33,1.0,0.0,0.0,1.0,1.0,50,50,0.8
5,50,0.0008,0.0,0.2,0.0033941788403088,6.01,1.0,0.0,0.0,1.0,1.0,50,50,0.8
6,50,0.0008,0.0,0.2,0.0033941788403088,5.37,1.0,0.0,0.0,1.0,1.0,50,50,0.8
7,50,0.0008,0.0,0.2,0.0033941788403088,5.22,0.86,0.0,0.0,1.0,1.0,43,50,0.8
8,50,0.0008,0.0,0.2,0.0033941788403088,6.02,1.0,0.0,0.0,1.0,1.0,50,50,0.8
9,50,0.0008,0.0,0.2,0.0033941788403088,4.82,1.0,0.0,0.0,1.0,1.0,50,50,0.8
10,50,0.0008,0.0,0.2,0.0033941788403088,5.0,0.96,0.0204081632653061,0.0,1.0,1.0,49,50,0.8
11,50,0.0008,0.0,0.2,0.0033941788403088,5.25,1.0,0.0,0.0,1.0,1.0,50,50,0.8
12,50,0.0008,0.0,0.2,0.0033941788403088,4.26,1.0,0.0,0.0,1.0,1.0,50,50,0.8
13,50,0.0008,0.0,0.2,0.0033941788403088,4.16,1.0,0.0,0.0,1.0,1.0,50,50,0.8
14,50,0.0008,0.0,0.2,0.0033941788403088,5.13,1.0,0.0,0.0,1.0,1.0,50,50,0.8
15,50,0.0008,0.0,0.2,0.0033941788403088,4.81,1.0,0.0,0.0,1.0,1.0,50,50,0.8
16,50,0.0008,0.0,0.2,0.0033941788403088,4.75,1.0,0.0,0.0,1.0,1.0,50,50,0.8
17,50,0.0008,0.0,0.2,0.0033941788403088,4.71,1.0,0.0,0.0,1.0,1.0,50,50,0.8
18,50,0.0008,0.0,0.2,0.0033941788403088,4.3,1.0,0.0,0.0,1.0,1.0,50,50,0.8
19,50,0.0008,0.0,0.2,0.0033941788403088,6.01,1.0,0.0,0.0,1.0,1.0,50,50,0.8
0,100,0.0008,0.0,0.2,0.0033941788403088,45.29,1.0,0.0,0.0,1.0,1.0,100,100,0.8
1,100,0.0008,0.0,0.2,0.0033941788403088,45.22,1.0,0.0,0.0,1.0,1.0,100,100,0.8
2,100,0.0008,0.0,0.2,0.0033941788403088,44.73,1.0,0.0,0.0,1.0,1.0,100,100,0.8
3,100,0.0008,0.0,0.2,0.0033941788403088,44.85,0.96,0.0103092783505154,0.0,1.0,1.0,97,100,0.8
4,100,0.0008,0.0,0.2,0.0033941788403088,43.52,1.0,0.0,0.0,1.0,1.0,100,100,0.8
5,100,0.0008,0.0,0.2,0.0033941788403088,42.38,1.0,0.0,0.0,1.0,1.0,100,100,0.8
6,100,0.0008,0.0,0.2,0.0033941788403088,43.45,0.99,0.0,0.0,1.0,1.0,99,100,0.8
7,100,0.0008,0.0,0.2,0.0033941788403088,42.34,0.98,0.0,0.0,1.0,1.0,98,100,0.8
8,100,0.0008,0.0,0.2,0.0033941788403088,33.23,0.76,0.0,0.0,1.0,1.0,76,100,0.8
9,100,0.0008,0.0,0.2,0.0033941788403088,45.6,0.96,0.0103092783505154,0.0,1.0,0.9979166666666668,97,100,0.8
10,100,0.0008,0.0,0.2,0.0033941788403088,45.77,0.92,0.0416666666666666,0.0,1.0,1.0,96,100,0.8
11,100,0.0008,0.0,0.2,0.0033941788403088,45.55,0.98,0.0,0.0,1.0,1.0,98,100,0.8
12,100,0.0008,0.0,0.2,0.0033941788403088,45.45,1.0,0.0,0.0,1.0,1.0,100,100,0.8
13,100,0.0008,0.0,0.2,0.0033941788403088,45.52,1.0,0.0,0.0,1.0,1.0,100,100,0.8
14,100,0.0008,0.0,0.2,0.0033941788403088,45.62,0.98,0.0101010101010101,0.0,1.0,1.0,99,100,0.8
15,100,0.0008,0.0,0.2,0.0033941788403088,45.66,1.0,0.0,0.0,1.0,1.0,100,100,0.8
16,100,0.0008,0.0,0.2,0.0033941788403088,45.53,0.98,0.0101010101010101,0.0,1.0,1.0,99,100,0.8
17,100,0.0008,0.0,0.2,0.0033941788403088,46.27,1.0,0.0,0.0,1.0,1.0,100,100,0.8
18,100,0.0008,0.0,0.2,0.0033941788403088,46.19,1.0,0.0,0.0,1.0,1.0,100,100,0.8
19,100,0.0008,0.0,0.2,0.0033941788403088,38.38,0.9,0.0,0.0,1.0,1.0,90,100,0.8
0,10,0.001,0.0,0.2,0.0042426937197964,0.07,1.0,0.0,0.0,1.0,1.0,10,10,1.0
1,10,0.001,0.0,0.2,0.0042426937197964,0.03,1.0,0.0,0.0,1.0,1.0,10,10,1.0
2,10,0.001,0.0,0.2,0.0042426937197964,0.03,1.0,0.0,0.0,1.0,1.0,10,10,1.0
3,10,0.001,0.0,0.2,0.0042426937197964,0.03,1.0,0.0,0.0,1.0,1.0,10,10,1.0
4,10,0.001,0.0,0.2,0.0042426937197964,0.03,1.0,0.0,0.0,1.0,1.0,10,10,1.0
5,10,0.001,0.0,0.2,0.0042426937197964,0.03,1.0,0.0,0.0,1.0,1.0,10,10,1.0
6,10,0.001,0.0,0.2,0.0042426937197964,0.03,1.0,0.0,0.0,1.0,1.0,10,10,1.0
7,10,0.001,0.0,0.2,0.0042426937197964,0.03,1.0,0.0,0.0,1.0,1.0,10,10,1.0
8,10,0.001,0.0,0.2,0.0042426937197964,0.02,0.8,0.0,0.0,1.0,1.0,8,10,1.0
9,10,0.001,0.0,0.2,0.0042426937197964,0.03,1.0,0.0,0.0,1.0,1.0,10,10,1.0
10,10,0.001,0.0,0.2,0.0042426937197964,0.03,1.0,0.0,0.0,1.0,1.0,10,10,1.0
11,10,0.001,0.0,0.2,0.0042426937197964,0.03,1.0,0.0,0.0,1.0,1.0,10,10,1.0
12,10,0.001,0.0,0.2,0.0042426937197964,0.03,1.0,0.0,0.0,1.0,1.0,10,10,1.0
13,10,0.001,0.0,0.2,0.0042426937197964,0.03,1.0,0.0,0.0,1.0,1.0,10,10,1.0
14,10,0.001,0.0,0.2,0.0042426937197964,0.03,1.0,0.0,0.0,1.0,1.0,10,10,1.0
15,10,0.001,0.0,0.2,0.0042426937197964,0.03,1.0,0.0,0.0,1.0,1.0,10,10,1.0
16,10,0.001,0.0,0.2,0.0042426937197964,0.03,1.0,0.0,0.0,1.0,1.0,10,10,1.0
17,10,0.001,0.0,0.2,0.0042426937197964,0.03,1.0,0.0,0.0,1.0,1.0,10,10,1.0
18,10,0.001,0.0,0.2,0.0042426937197964,0.03,1.0,0.0,0.0,1.0,1.0,10,10,1.0
19,10,0.001,0.0,0.2,0.0042426937197964,0.03,1.0,0.0,0.0,1.0,1.0,10,10,1.0
0,20,0.001,0.0,0.2,0.0042426937197964,0.35,1.0,0.0,0.0,1.0,1.0,20,20,1.0
1,20,0.001,0.0,0.2,0.0042426937197964,0.25,1.0,0.0,0.0,1.0,1.0,20,20,1.0
2,20,0.001,0.0,0.2,0.0042426937197964,0.25,1.0,0.0,0.0,1.0,1.0,20,20,1.0
3,20,0.001,0.0,0.2,0.0042426937197964,0.25,1.0,0.0,0.0,1.0,1.0,20,20,1.0
4,20,0.001,0.0,0.2,0.0042426937197964,0.25,1.0,0.0,0.0,1.0,1.0,20,20,1.0
5,20,0.001,0.0,0.2,0.0042426937197964,0.19,0.8,0.0,0.0,1.0,1.0,16,20,1.0
6,20,0.001,0.0,0.2,0.0042426937197964,0.2,0.85,0.0,0.0,1.0,1.0,17,20,1.0
7,20,0.001,0.0,0.2,0.0042426937197964,0.25,1.0,0.0,0.0,1.0,1.0,20,20,1.0
8,20,0.001,0.0,0.2,0.0042426937197964,0.25,1.0,0.0,0.0,1.0,1.0,20,20,1.0
9,20,0.001,0.0,0.2,0.0042426937197964,0.27,1.0,0.0,0.0,1.0,1.0,20,20,1.0
10,20,0.001,0.0,0.2,0.0042426937197964,0.25,1.0,0.0,0.0,1.0,1.0,20,20,1.0
11,20,0.001,0.0,0.2,0.0042426937197964,0.25,1.0,0.0,0.0,1.0,1.0,20,20,1.0
12,20,0.001,0.0,0.2,0.0042426937197964,0.25,1.0,0.0,0.0,1.0,1.0,20,20,1.0
13,20,0.001,0.0,0.2,0.0042426937197964,0.25,1.0,0.0,0.0,1.0,1.0,20,20,1.0
14,20,0.001,0.0,0.2,0.0042426937197964,0.25,1.0,0.0,0.0,1.0,1.0,20,20,1.0
15,20,0.001,0.0,0.2,0.0042426937197964,0.26,1.0,0.0,0.0,1.0,1.0,20,20,1.0
16,20,0.001,0.0,0.2,0.0042426937197964,0.25,1.0,0.0,0.0,1.0,1.0,20,20,1.0
17,20,0.001,0.0,0.2,0.0042426937197964,0.19,0.75,0.0,0.0,1.0,1.0,15,20,1.0
18,20,0.001,0.0,0.2,0.0042426937197964,0.25,1.0,0.0,0.0,1.0,1.0,20,20,1.0
19,20,0.001,0.0,0.2,0.0042426937197964,0.24,1.0,0.0,0.0,1.0,1.0,20,20,1.0
0,50,0.001,0.0,0.2,0.0042426937197964,5.98,0.0,1.0,0.0,0.0,0.0,2,50,1.0
1,50,0.001,0.0,0.2,0.0042426937197964,5.97,1.0,0.0,0.0,1.0,1.0,50,50,1.0
2,50,0.001,0.0,0.2,0.0042426937197964,6.0,1.0,0.0,0.0,1.0,1.0,50,50,1.0
3,50,0.001,0.0,0.2,0.0042426937197964,5.98,1.0,0.0,0.0,1.0,1.0,50,50,1.0
4,50,0.001,0.0,0.2,0.0042426937197964,6.04,0.96,0.0204081632653061,0.0,1.0,1.0,49,50,1.0
5,50,0.001,0.0,0.2,0.0042426937197964,5.37,0.94,0.0,0.0,1.0,1.0,47,50,1.0
6,50,0.001,0.0,0.2,0.0042426937197964,5.82,1.0,0.0,0.0,1.0,1.0,50,50,1.0
7,50,0.001,0.0,0.2,0.0042426937197964,5.88,1.0,0.0,0.0,1.0,1.0,50,50,1.0
8,50,0.001,0.0,0.2,0.0042426937197964,5.94,1.0,0.0,0.0,1.0,1.0,50,50,1.0
9,50,0.001,0.0,0.2,0.0042426937197964,5.87,1.0,0.0,0.0,1.0,1.0,50,50,1.0
10,50,0.001,0.0,0.2,0.0042426937197964,5.77,1.0,0.0,0.0,1.0,1.0,50,50,1.0
11,50,0.001,0.0,0.2,0.0042426937197964,5.94,1.0,0.0,0.0,1.0,1.0,50,50,1.0
12,50,0.001,0.0,0.2,0.0042426937197964,5.24,0.98,0.0,0.0,1.0,1.0,49,50,1.0
13,50,0.001,0.0,0.2,0.0042426937197964,5.14,0.98,0.0,0.0,1.0,1.0,49,50,1.0
14,50,0.001,0.0,0.2,0.0042426937197964,5.95,1.0,0.0,0.0,1.0,1.0,50,50,1.0
15,50,0.001,0.0,0.2,0.0042426937197964,6.07,1.0,0.0,0.0,1.0,1.0,50,50,1.0
16,50,0.001,0.0,0.2,0.0042426937197964,5.92,1.0,0.0,0.0,1.0,1.0,50,50,1.0
17,50,0.001,0.0,0.2,0.0042426937197964,6.08,1.0,0.0,0.0,1.0,1.0,50,50,1.0
18,50,0.001,0.0,0.2,0.0042426937197964,6.03,0.04,0.3333333333333333,0.0,1.0,1.0,3,50,1.0
19,50,0.001,0.0,0.2,0.0042426937197964,5.97,1.0,0.0,0.0,1.0,1.0,50,50,1.0
0,100,0.001,0.0,0.2,0.0042426937197964,63.52,1.0,0.0,0.0,1.0,1.0,100,100,1.0
1,100,0.001,0.0,0.2,0.0042426937197964,64.08,0.45,0.1818181818181818,0.0,1.0,1.0,55,100,1.0
2,100,0.001,0.0,0.2,0.0042426937197964,64.16,0.98,0.0101010101010101,0.0,1.0,1.0,99,100,1.0
3,100,0.001,0.0,0.2,0.0042426937197964,64.02,1.0,0.0,0.0,1.0,1.0,100,100,1.0
4,100,0.001,0.0,0.2,0.0042426937197964,64.25,1.0,0.0,0.0,1.0,1.0,100,100,1.0
5,100,0.001,0.0,0.2,0.0042426937197964,64.26,1.0,0.0,0.0,1.0,1.0,100,100,1.0
6,100,0.001,0.0,0.2,0.0042426937197964,64.2,0.94,0.0309278350515463,0.0,1.0,1.0,97,100,1.0
7,100,0.001,0.0,0.2,0.0042426937197964,64.03,0.82,0.0786516853932584,0.0,1.0,1.0,89,100,1.0
8,100,0.001,0.0,0.2,0.0042426937197964,64.04,1.0,0.0,0.0,1.0,1.0,100,100,1.0
9,100,0.001,0.0,0.2,0.0042426937197964,61.22,1.0,0.0,0.0,1.0,1.0,100,100,1.0
10,100,0.001,0.0,0.2,0.0042426937197964,58.24,0.98,0.0,0.0,1.0,1.0,98,100,1.0
11,100,0.001,0.0,0.2,0.0042426937197964,64.1,0.98,0.0101010101010101,0.0,1.0,1.0,99,100,1.0
12,100,0.001,0.0,0.2,0.0042426937197964,64.44,0.98,0.0101010101010101,0.0,1.0,1.0,99,100,1.0
13,100,0.001,0.0,0.2,0.0042426937197964,64.07,1.0,0.0,0.0,1.0,1.0,100,100,1.0
14,100,0.001,0.0,0.2,0.0042426937197964,59.07,1.0,0.0,0.0,1.0,1.0,100,100,1.0
15,100,0.001,0.0,0.2,0.0042426937197964,64.04,1.0,0.0,0.0,1.0,1.0,100,100,1.0
16,100,0.001,0.0,0.2,0.0042426937197964,57.18,0.96,0.0,0.0,1.0,1.0,96,100,1.0
17,100,0.001,0.0,0.2,0.0042426937197964,64.19,0.11,0.1538461538461538,0.0,1.0,1.0,13,100,1.0
18,100,0.001,0.0,0.2,0.0042426937197964,64.21,0.94,0.0208333333333333,0.0,1.0,1.0,96,100,1.0
19,100,0.001,0.0,0.2,0.0042426937197964,64.1,1.0,0.0,0.0,1.0,0.998,100,100,1.0
