event,n_tracks,sigma_scatt,sigma_res,phi_max,epsilon,wall_time_s,efficiency,ghost_rate,clone_fraction,mean_purity,hit_efficiency,n_candidates,n_reconstructible,sigma_res_um
5,100,0.0001,0.01,0.02,0.0031777035588293,64.89,0.2,0.0476190476190476,0.0,1.0,1.0,21,100,10.0
6,100,0.0001,0.01,0.02,0.0031777035588293,65.89,0.0,1.0,0.0,0.0,0.0,1,100,10.0
7,100,0.0001,0.01,0.02,0.0031777035588293,65.29,0.0,1.0,0.0,0.0,0.0,1,100,10.0
8,100,0.0001,0.01,0.02,0.0031777035588293,65.26,0.5,0.1071428571428571,0.0,1.0,1.0,56,100,10.0
9,100,0.0001,0.01,0.02,0.0031777035588293,64.92,0.0,1.0,0.0,0.0,0.0,1,100,10.0
10,100,0.0001,0.01,0.02,0.0031777035588293,64.81,0.41,0.0465116279069767,0.0,1.0,1.0,43,100,10.0
11,100,0.0001,0.01,0.02,0.0031777035588293,64.74,0.0,1.0,0.0,0.0,0.0,1,100,10.0
12,100,0.0001,0.01,0.02,0.0031777035588293,65.03,0.23,0.0416666666666666,0.0,1.0,1.0,24,100,10.0
13,100,0.0001,0.01,0.02,0.0031777035588293,65.62,0.0,1.0,0.0,0.0,0.0,1,100,10.0
14,100,0.0001,0.01,0.02,0.0031777035588293,66.28,0.01,0.5,0.0,1.0,1.0,2,100,10.0
15,100,0.0001,0.01,0.02,0.0031777035588293,65.21,0.21,0.0454545454545454,0.0,1.0,1.0,22,100,10.0
16,100,0.0001,0.01,0.02,0.0031777035588293,65.53,0.0,1.0,0.0,0.0,0.0,1,100,10.0
17,100,0.0001,0.01,0.02,0.0031777035588293,65.25,0.26,0.037037037037037,0.0,1.0,1.0,27,100,10.0
18,100,0.0001,0.01,0.02,0.0031777035588293,66.04,0.0,1.0,0.0,0.0,0.0,1,100,10.0
19,100,0.0001,0.01,0.02,0.0031777035588293,65.18,0.01,0.5,0.0,1.0,1.0,2,100,10.0
0,10,0.0001,0.015,0.02,0.004742833744163,0.07,0.8,0.0,0.0,1.0,1.0,8,10,15.0
1,10,0.0001,0.015,0.02,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
2,10,0.0001,0.015,0.02,0.004742833744163,0.04,0.0,1.0,0.0,0.0,0.0,2,10,15.0
3,10,0.0001,0.015,0.02,0.004742833744163,0.04,0.6,0.25,0.0,1.0,1.0,8,10,15.0
4,10,0.0001,0.015,0.02,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
5,10,0.0001,0.015,0.02,0.004742833744163,0.04,0.6,0.25,0.0,1.0,1.0,8,10,15.0
6,10,0.0001,0.015,0.02,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
7,10,0.0001,0.015,0.02,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
8,10,0.0001,0.015,0.02,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
9,10,0.0001,0.015,0.02,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
10,10,0.0001,0.015,0.02,0.004742833744163,0.04,0.6,0.25,0.0,1.0,1.0,8,10,15.0
11,10,0.0001,0.015,0.02,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
12,10,0.0001,0.015,0.02,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
13,10,0.0001,0.015,0.02,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
14,10,0.0001,0.015,0.02,0.004742833744163,0.04,0.8,0.1111111111111111,0.0,1.0,1.0,9,10,15.0
15,10,0.0001,0.015,0.02,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
16,10,0.0001,0.015,0.02,0.004742833744163,0.04,0.8,0.1111111111111111,0.0,1.0,1.0,9,10,15.0
17,10,0.0001,0.015,0.02,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
18,10,0.0001,0.015,0.02,0.004742833744163,0.04,0.8,0.1111111111111111,0.0,1.0,1.0,9,10,15.0
19,10,0.0001,0.015,0.02,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
0,20,0.0001,0.015,0.02,0.004742833744163,0.3,0.4,0.2,0.0,1.0,1.0,10,20,15.0
1,20,0.0001,0.015,0.02,0.004742833744163,0.21,0.0,1.0,0.0,0.0,0.0,1,20,15.0
2,20,0.0001,0.015,0.02,0.004742833744163,0.21,0.7,0.125,0.0,1.0,1.0,16,20,15.0
3,20,0.0001,0.015,0.02,0.004742833744163,0.21,0.8,0.1111111111111111,0.0,1.0,1.0,18,20,15.0
4,20,0.0001,0.015,0.02,0.004742833744163,0.21,0.9,0.0526315789473684,0.0,1.0,1.0,19,20,15.0
5,20,0.0001,0.015,0.02,0.004742833744163,0.31,1.0,0.0,0.0,1.0,1.0,20,20,15.0
6,20,0.0001,0.015,0.02,0.004742833744163,0.33,0.25,0.375,0.0,1.0,1.0,8,20,15.0
7,20,0.0001,0.015,0.02,0.004742833744163,0.33,1.0,0.0,0.0,1.0,1.0,20,20,15.0
8,20,0.0001,0.015,0.02,0.004742833744163,0.34,0.35,0.125,0.0,1.0,1.0,8,20,15.0
9,20,0.0001,0.015,0.02,0.004742833744163,0.33,0.75,0.0625,0.0,1.0,1.0,16,20,15.0
10,20,0.0001,0.015,0.02,0.004742833744163,0.33,0.9,0.0526315789473684,0.0,1.0,1.0,19,20,15.0
11,20,0.0001,0.015,0.02,0.004742833744163,0.33,0.7,0.0666666666666666,0.0,1.0,1.0,15,20,15.0
12,20,0.0001,0.015,0.02,0.004742833744163,0.33,1.0,0.0,0.0,1.0,1.0,20,20,15.0
13,20,0.0001,0.015,0.02,0.004742833744163,0.33,0.9,0.0526315789473684,0.0,1.0,1.0,19,20,15.0
14,20,0.0001,0.015,0.02,0.004742833744163,0.34,0.7,0.125,0.0,1.0,1.0,16,20,15.0
15,20,0.0001,0.015,0.02,0.004742833744163,0.33,0.8,0.0588235294117647,0.0,1.0,1.0,17,20,15.0
16,20,0.0001,0.015,0.02,0.004742833744163,0.36,0.4,0.2,0.0,1.0,1.0,10,20,15.0
17,20,0.0001,0.015,0.02,0.004742833744163,0.34,0.9,0.0526315789473684,0.0,1.0,1.0,19,20,15.0
18,20,0.0001,0.015,0.02,0.004742833744163,0.34,0.0,1.0,0.0,0.0,0.0,1,20,15.0
19,20,0.0001,0.015,0.02,0.004742833744163,0.34,0.7,0.1764705882352941,0.0,1.0,1.0,17,20,15.0
0,50,0.0001,0.015,0.02,0.004742833744163,5.74,0.0,1.0,0.0,0.0,0.0,1,50,15.0
1,50,0.0001,0.015,0.02,0.004742833744163,5.22,0.58,0.064516129032258,0.0,1.0,1.0,31,50,15.0
2,50,0.0001,0.015,0.02,0.004742833744163,5.71,0.5,0.074074074074074,0.0,1.0,1.0,27,50,15.0
3,50,0.0001,0.015,0.02,0.004742833744163,6.5,0.0,1.0,0.0,0.0,0.0,1,50,15.0
4,50,0.0001,0.015,0.02,0.004742833744163,5.29,0.92,0.0416666666666666,0.0,1.0,1.0,48,50,15.0
5,50,0.0001,0.015,0.02,0.004742833744163,5.79,0.8,0.0476190476190476,0.0,1.0,1.0,42,50,15.0
6,50,0.0001,0.015,0.02,0.004742833744163,5.36,0.52,0.1333333333333333,0.0,1.0,1.0,30,50,15.0
7,50,0.0001,0.015,0.02,0.004742833744163,5.08,0.0,1.0,0.0,0.0,0.0,1,50,15.0
8,50,0.0001,0.015,0.02,0.004742833744163,4.53,0.72,0.1219512195121951,0.0,1.0,1.0,41,50,15.0
9,50,0.0001,0.015,0.02,0.004742833744163,5.99,0.68,0.0555555555555555,0.0,1.0,0.9882352941176468,36,50,15.0
10,50,0.0001,0.015,0.02,0.004742833744163,5.69,0.12,0.1428571428571428,0.0,1.0,1.0,7,50,15.0
11,50,0.0001,0.015,0.02,0.004742833744163,5.63,0.7,0.054054054054054,0.0,1.0,1.0,37,50,15.0
12,50,0.0001,0.015,0.02,0.004742833744163,6.04,0.54,0.1,0.0,1.0,1.0,30,50,15.0
13,50,0.0001,0.015,0.02,0.004742833744163,5.12,0.0,1.0,0.0,0.0,0.0,1,50,15.0
14,50,0.0001,0.015,0.02,0.004742833744163,6.22,0.2,0.0909090909090909,0.0,1.0,1.0,11,50,15.0
15,50,0.0001,0.015,0.02,0.004742833744163,5.97,0.54,0.1,0.0,1.0,1.0,30,50,15.0
16,50,0.0001,0.015,0.02,0.004742833744163,6.49,0.18,0.1818181818181818,0.0,1.0,1.0,11,50,15.0
17,50,0.0001,0.015,0.02,0.004742833744163,6.36,0.42,0.0454545454545454,0.0,1.0,1.0,22,50,15.0
18,50,0.0001,0.015,0.02,0.004742833744163,5.69,0.0,1.0,0.0,0.0,0.0,1,50,15.0
19,50,0.0001,0.015,0.02,0.004742833744163,5.86,0.0,1.0,0.0,0.0,0.0,1,50,15.0
0,100,0.0001,0.015,0.02,0.004742833744163,54.58,0.0,1.0,0.0,0.0,0.0,1,100,15.0
1,100,0.0001,0.015,0.02,0.004742833744163,51.45,0.05,0.1666666666666666,0.0,1.0,1.0,6,100,15.0
2,100,0.0001,0.015,0.02,0.004742833744163,50.32,0.04,0.2,0.0,1.0,1.0,5,100,15.0
3,100,0.0001,0.015,0.02,0.004742833744163,54.72,0.0,1.0,0.0,0.0,0.0,1,100,15.0
4,100,0.0001,0.015,0.02,0.004742833744163,51.6,0.05,0.1666666666666666,0.0,1.0,1.0,6,100,15.0
5,100,0.0001,0.015,0.02,0.004742833744163,52.33,0.0,1.0,0.0,0.0,0.0,1,100,15.0
6,100,0.0001,0.015,0.02,0.004742833744163,51.69,0.36,0.0769230769230769,0.0,1.0,1.0,39,100,15.0
7,100,0.0001,0.015,0.02,0.004742833744163,50.82,0.16,0.0588235294117647,0.0,1.0,1.0,17,100,15.0
8,100,0.0001,0.015,0.02,0.004742833744163,51.51,0.03,0.25,0.0,1.0,1.0,4,100,15.0
9,100,0.0001,0.015,0.02,0.004742833744163,53.22,0.0,1.0,0.0,0.0,0.0,1,100,15.0
10,100,0.0001,0.015,0.02,0.004742833744163,55.04,0.0,1.0,0.0,0.0,0.0,1,100,15.0
11,100,0.0001,0.015,0.02,0.004742833744163,52.28,0.28,0.0344827586206896,0.0,1.0,1.0,29,100,15.0
12,100,0.0001,0.015,0.02,0.004742833744163,52.43,0.01,0.5,0.0,1.0,1.0,2,100,15.0
13,100,0.0001,0.015,0.02,0.004742833744163,59.15,0.0,1.0,0.0,0.0,0.0,1,100,15.0
14,100,0.0001,0.015,0.02,0.004742833744163,51.58,0.03,0.25,0.0,1.0,1.0,4,100,15.0
15,100,0.0001,0.015,0.02,0.004742833744163,52.46,0.0,1.0,0.0,0.0,0.0,1,100,15.0
16,100,0.0001,0.015,0.02,0.004742833744163,51.56,0.01,0.5,0.0,1.0,1.0,2,100,15.0
17,100,0.0001,0.015,0.02,0.004742833744163,52.5,0.0,1.0,0.0,0.0,0.0,1,100,15.0
18,100,0.0001,0.015,0.02,0.004742833744163,51.3,0.0,1.0,0.0,0.0,0.0,1,100,15.0
19,100,0.0001,0.015,0.02,0.004742833744163,51.08,0.19,0.0952380952380952,0.0,1.0,1.0,21,100,15.0
0,10,0.0001,0.02,0.02,0.0063126685373225,0.04,0.8,0.0,0.0,1.0,1.0,8,10,20.0
1,10,0.0001,0.02,0.02,0.0063126685373225,0.03,0.3,0.4,0.0,1.0,1.0,5,10,20.0
2,10,0.0001,0.02,0.02,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
3,10,0.0001,0.02,0.02,0.0063126685373225,0.03,0.5,0.1666666666666666,0.0,1.0,1.0,6,10,20.0
4,10,0.0001,0.02,0.02,0.0063126685373225,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10,20.0
5,10,0.0001,0.02,0.02,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
6,10,0.0001,0.02,0.02,0.0063126685373225,0.03,0.8,0.0,0.0,1.0,1.0,8,10,20.0
7,10,0.0001,0.02,0.02,0.0063126685373225,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10,20.0
8,10,0.0001,0.02,0.02,0.0063126685373225,0.03,0.6,0.1428571428571428,0.0,1.0,1.0,7,10,20.0
9,10,0.0001,0.02,0.02,0.0063126685373225,0.03,0.8,0.0,0.0,1.0,1.0,8,10,20.0
10,10,0.0001,0.02,0.02,0.0063126685373225,0.03,0.5,0.2857142857142857,0.0,1.0,1.0,7,10,20.0
11,10,0.0001,0.02,0.02,0.0063126685373225,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10,20.0
12,10,0.0001,0.02,0.02,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
13,10,0.0001,0.02,0.02,0.0063126685373225,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10,20.0
14,10,0.0001,0.02,0.02,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
15,10,0.0001,0.02,0.02,0.0063126685373225,0.03,0.2,0.3333333333333333,0.0,1.0,1.0,3,10,20.0
16,10,0.0001,0.02,0.02,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
17,10,0.0001,0.02,0.02,0.0063126685373225,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10,20.0
18,10,0.0001,0.02,0.02,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
19,10,0.0001,0.02,0.02,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
0,20,0.0001,0.02,0.02,0.0063126685373225,0.35,0.7,0.1764705882352941,0.0,1.0,1.0,17,20,20.0
1,20,0.0001,0.02,0.02,0.0063126685373225,0.35,0.05,0.8,0.0,1.0,1.0,5,20,20.0
2,20,0.0001,0.02,0.02,0.0063126685373225,0.34,0.9,0.0526315789473684,0.0,1.0,1.0,19,20,20.0
3,20,0.0001,0.02,0.02,0.0063126685373225,0.34,0.0,1.0,0.0,0.0,0.0,1,20,20.0
4,20,0.0001,0.02,0.02,0.0063126685373225,0.34,1.0,0.0,0.0,1.0,1.0,20,20,20.0
5,20,0.0001,0.02,0.02,0.0063126685373225,0.34,0.05,0.5,0.0,1.0,1.0,2,20,20.0
6,20,0.0001,0.02,0.02,0.0063126685373225,0.34,1.0,0.0,0.0,1.0,1.0,20,20,20.0
7,20,0.0001,0.02,0.02,0.0063126685373225,0.34,1.0,0.0,0.0,1.0,1.0,20,20,20.0
8,20,0.0001,0.02,0.02,0.0063126685373225,0.35,0.9,0.0526315789473684,0.0,1.0,1.0,19,20,20.0
9,20,0.0001,0.02,0.02,0.0063126685373225,0.34,0.55,0.1538461538461538,0.0,1.0,1.0,13,20,20.0
10,20,0.0001,0.02,0.02,0.0063126685373225,0.34,0.25,0.1666666666666666,0.0,1.0,1.0,6,20,20.0
11,20,0.0001,0.02,0.02,0.0063126685373225,0.34,1.0,0.0,0.0,1.0,1.0,20,20,20.0
12,20,0.0001,0.02,0.02,0.0063126685373225,0.34,1.0,0.0,0.0,1.0,1.0,20,20,20.0
13,20,0.0001,0.02,0.02,0.0063126685373225,0.36,0.3,0.3333333333333333,0.0,1.0,1.0,9,20,20.0
14,20,0.0001,0.02,0.02,0.0063126685373225,0.26,0.3,0.1428571428571428,0.0,0.9523809523809524,1.0,7,20,20.0
15,20,0.0001,0.02,0.02,0.0063126685373225,0.34,0.5,0.2307692307692307,0.0,1.0,1.0,13,20,20.0
16,20,0.0001,0.02,0.02,0.0063126685373225,0.37,0.15,0.25,0.0,1.0,1.0,4,20,20.0
17,20,0.0001,0.02,0.02,0.0063126685373225,0.33,0.8,0.0588235294117647,0.0,1.0,1.0,17,20,20.0
18,20,0.0001,0.02,0.02,0.0063126685373225,0.24,0.0,1.0,0.0,0.0,0.0,2,20,20.0
19,20,0.0001,0.02,0.02,0.0063126685373225,0.26,0.15,0.25,0.0,1.0,1.0,4,20,20.0
0,50,0.0001,0.02,0.02,0.0063126685373225,4.27,0.0,1.0,0.0,0.0,0.0,1,50,20.0
1,50,0.0001,0.02,0.02,0.0063126685373225,4.16,0.32,0.1111111111111111,0.0,1.0,1.0,18,50,20.0
2,50,0.0001,0.02,0.02,0.0063126685373225,4.2,0.34,0.0555555555555555,0.0,1.0,1.0,18,50,20.0
3,50,0.0001,0.02,0.02,0.0063126685373225,4.21,0.06,0.25,0.0,1.0,1.0,4,50,20.0
4,50,0.0001,0.02,0.02,0.0063126685373225,4.16,0.14,0.2222222222222222,0.0,1.0,1.0,9,50,20.0
5,50,0.0001,0.02,0.02,0.0063126685373225,4.15,0.46,0.1153846153846153,0.0,1.0,1.0,26,50,20.0
6,50,0.0001,0.02,0.02,0.0063126685373225,4.42,0.0,1.0,0.0,0.0,0.0,1,50,20.0
7,50,0.0001,0.02,0.02,0.0063126685373225,4.16,0.7,0.0277777777777777,0.0,1.0,1.0,36,50,20.0
8,50,0.0001,0.02,0.02,0.0063126685373225,4.2,0.02,0.5,0.0,1.0,1.0,2,50,20.0
9,50,0.0001,0.02,0.02,0.0063126685373225,4.16,0.48,0.04,0.0,1.0,1.0,25,50,20.0
10,50,0.0001,0.02,0.02,0.0063126685373225,4.16,0.22,0.0833333333333333,0.0,1.0,1.0,12,50,20.0
11,50,0.0001,0.02,0.02,0.0063126685373225,4.21,0.02,0.5,0.0,1.0,1.0,2,50,20.0
12,50,0.0001,0.02,0.02,0.0063126685373225,4.14,0.44,0.12,0.0,1.0,1.0,25,50,20.0
13,50,0.0001,0.02,0.02,0.0063126685373225,4.27,0.0,1.0,0.0,0.0,0.0,1,50,20.0
14,50,0.0001,0.02,0.02,0.0063126685373225,4.27,0.0,1.0,0.0,0.0,0.0,1,50,20.0
15,50,0.0001,0.02,0.02,0.0063126685373225,4.39,0.0,1.0,0.0,0.0,0.0,1,50,20.0
16,50,0.0001,0.02,0.02,0.0063126685373225,4.36,0.0,1.0,0.0,0.0,0.0,1,50,20.0
17,50,0.0001,0.02,0.02,0.0063126685373225,4.23,0.02,0.5,0.0,1.0,1.0,2,50,20.0
18,50,0.0001,0.02,0.02,0.0063126685373225,4.17,0.44,0.0434782608695652,0.0,1.0,1.0,23,50,20.0
19,50,0.0001,0.02,0.02,0.0063126685373225,4.15,0.52,0.1034482758620689,0.0,1.0,1.0,29,50,20.0
0,100,0.0001,0.02,0.02,0.0063126685373225,54.68,0.0,1.0,0.0,0.0,0.0,1,100,20.0
1,100,0.0001,0.02,0.02,0.0063126685373225,54.53,0.0,1.0,0.0,0.0,0.0,1,100,20.0
2,100,0.0001,0.02,0.02,0.0063126685373225,53.66,0.03,0.25,0.0,1.0,1.0,4,100,20.0
3,100,0.0001,0.02,0.02,0.0063126685373225,57.03,0.0,1.0,0.0,0.0,0.0,1,100,20.0
4,100,0.0001,0.02,0.02,0.0063126685373225,55.73,0.0,1.0,0.0,0.0,0.0,1,100,20.0
5,100,0.0001,0.02,0.02,0.0063126685373225,57.29,0.0,1.0,0.0,0.0,0.0,1,100,20.0
6,100,0.0001,0.02,0.02,0.0063126685373225,55.39,0.0,1.0,0.0,0.0,0.0,1,100,20.0
7,100,0.0001,0.02,0.02,0.0063126685373225,57.41,0.0,1.0,0.0,0.0,0.0,1,100,20.0
8,100,0.0001,0.02,0.02,0.0063126685373225,54.14,0.09,0.1,0.0,1.0,1.0,10,100,20.0
9,100,0.0001,0.02,0.02,0.0063126685373225,56.13,0.0,1.0,0.0,0.0,0.0,1,100,20.0
10,100,0.0001,0.02,0.02,0.0063126685373225,54.16,0.02,0.3333333333333333,0.0,1.0,1.0,3,100,20.0
11,100,0.0001,0.02,0.02,0.0063126685373225,54.94,0.0,1.0,0.0,0.0,0.0,1,100,20.0
12,100,0.0001,0.02,0.02,0.0063126685373225,54.31,0.02,0.3333333333333333,0.0,1.0,1.0,3,100,20.0
13,100,0.0001,0.02,0.02,0.0063126685373225,54.03,0.12,0.0769230769230769,0.0,1.0,1.0,13,100,20.0
14,100,0.0001,0.02,0.02,0.0063126685373225,54.61,0.0,1.0,0.0,0.0,0.0,1,100,20.0
15,100,0.0001,0.02,0.02,0.0063126685373225,57.93,0.0,1.0,0.0,0.0,0.0,1,100,20.0
16,100,0.0001,0.02,0.02,0.0063126685373225,54.25,0.05,0.1666666666666666,0.0,1.0,1.0,6,100,20.0
17,100,0.0001,0.02,0.02,0.0063126685373225,55.24,0.0,1.0,0.0,0.0,0.0,1,100,20.0
18,100,0.0001,0.02,0.02,0.0063126685373225,55.52,0.0,1.0,0.0,0.0,0.0,1,100,20.0
19,100,0.0001,0.02,0.02,0.0063126685373225,58.48,0.0,1.0,0.0,0.0,0.0,1,100,20.0
0,10,0.0001,0.03,0.02,0.0094570717326724,0.09,1.0,0.0,0.0,1.0,1.0,10,10,30.0
1,10,0.0001,0.03,0.02,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
2,10,0.0001,0.03,0.02,0.0094570717326724,0.07,1.0,0.0,0.0,1.0,1.0,10,10,30.0
3,10,0.0001,0.03,0.02,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
4,10,0.0001,0.03,0.02,0.0094570717326724,0.03,0.6,0.25,0.0,1.0,1.0,8,10,30.0
5,10,0.0001,0.03,0.02,0.0094570717326724,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10,30.0
6,10,0.0001,0.03,0.02,0.0094570717326724,0.03,0.7,0.125,0.0,1.0,1.0,8,10,30.0
7,10,0.0001,0.03,0.02,0.0094570717326724,0.03,0.6,0.25,0.0,1.0,1.0,8,10,30.0
8,10,0.0001,0.03,0.02,0.0094570717326724,0.03,0.4,0.2,0.0,1.0,1.0,5,10,30.0
9,10,0.0001,0.03,0.02,0.0094570717326724,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10,30.0
10,10,0.0001,0.03,0.02,0.0094570717326724,0.03,0.6,0.25,0.0,1.0,1.0,8,10,30.0
11,10,0.0001,0.03,0.02,0.0094570717326724,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10,30.0
12,10,0.0001,0.03,0.02,0.0094570717326724,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10,30.0
13,10,0.0001,0.03,0.02,0.0094570717326724,0.03,0.6,0.25,0.0,1.0,1.0,8,10,30.0
14,10,0.0001,0.03,0.02,0.0094570717326724,0.03,0.3,0.25,0.0,1.0,1.0,4,10,30.0
15,10,0.0001,0.03,0.02,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
16,10,0.0001,0.03,0.02,0.0094570717326724,0.03,1.0,0.0,0.0,1.0,1.0,10,10,30.0
17,10,0.0001,0.03,0.02,0.0094570717326724,0.03,0.0,1.0,0.0,0.0,0.0,1,10,30.0
18,10,0.0001,0.03,0.02,0.0094570717326724,0.03,0.2,0.3333333333333333,0.0,1.0,1.0,3,10,30.0
19,10,0.0001,0.03,0.02,0.0094570717326724,0.03,0.7,0.125,0.0,1.0,1.0,8,10,30.0
0,20,0.0001,0.03,0.02,0.0094570717326724,0.3,0.9,0.0526315789473684,0.0,1.0,1.0,19,20,30.0
1,20,0.0001,0.03,0.02,0.0094570717326724,0.31,0.05,0.6666666666666666,0.0,1.0,1.0,3,20,30.0
2,20,0.0001,0.03,0.02,0.0094570717326724,0.31,0.05,0.5,0.0,1.0,1.0,2,20,30.0
3,20,0.0001,0.03,0.02,0.0094570717326724,0.3,0.4,0.2,0.0,1.0,1.0,10,20,30.0
4,20,0.0001,0.03,0.02,0.0094570717326724,0.31,0.05,0.5,0.0,1.0,1.0,2,20,30.0
5,20,0.0001,0.03,0.02,0.0094570717326724,0.29,0.25,0.375,0.0,1.0,1.0,8,20,30.0
6,20,0.0001,0.03,0.02,0.0094570717326724,0.3,0.9,0.0,0.0,1.0,1.0,18,20,30.0
7,20,0.0001,0.03,0.02,0.0094570717326724,0.29,0.15,0.4,0.0,1.0,1.0,5,20,30.0
8,20,0.0001,0.03,0.02,0.0094570717326724,0.3,0.15,0.25,0.0,1.0,1.0,4,20,30.0
9,20,0.0001,0.03,0.02,0.0094570717326724,0.3,0.7,0.125,0.0,1.0,1.0,16,20,30.0
10,20,0.0001,0.03,0.02,0.0094570717326724,0.31,0.45,0.3076923076923077,0.0,1.0,1.0,13,20,30.0
11,20,0.0001,0.03,0.02,0.0094570717326724,0.3,0.5,0.0909090909090909,0.0,1.0,1.0,11,20,30.0
12,20,0.0001,0.03,0.02,0.0094570717326724,0.3,0.0,1.0,0.0,0.0,0.0,1,20,30.0
13,20,0.0001,0.03,0.02,0.0094570717326724,0.3,0.0,1.0,0.0,0.0,0.0,1,20,30.0
14,20,0.0001,0.03,0.02,0.0094570717326724,0.3,0.8,0.0588235294117647,0.0,1.0,1.0,17,20,30.0
15,20,0.0001,0.03,0.02,0.0094570717326724,0.3,0.35,0.2222222222222222,0.0,1.0,1.0,9,20,30.0
16,20,0.0001,0.03,0.02,0.0094570717326724,0.33,0.3,0.25,0.0,1.0,1.0,8,20,30.0
17,20,0.0001,0.03,0.02,0.0094570717326724,0.3,0.15,0.25,0.0,1.0,1.0,4,20,30.0
18,20,0.0001,0.03,0.02,0.0094570717326724,0.3,0.4,0.2,0.0,1.0,1.0,10,20,30.0
19,20,0.0001,0.03,0.02,0.0094570717326724,0.32,0.7,0.0666666666666666,0.0,1.0,1.0,15,20,30.0
0,50,0.0001,0.03,0.02,0.0094570717326724,7.73,0.0,1.0,0.0,0.0,0.0,1,50,30.0
1,50,0.0001,0.03,0.02,0.0094570717326724,5.92,0.02,0.5,0.0,1.0,1.0,2,50,30.0
2,50,0.0001,0.03,0.02,0.0094570717326724,6.31,0.0,1.0,0.0,0.0,0.0,1,50,30.0
3,50,0.0001,0.03,0.02,0.0094570717326724,5.93,0.0,1.0,0.0,0.0,0.0,1,50,30.0
4,50,0.0001,0.03,0.02,0.0094570717326724,5.92,0.0,1.0,0.0,0.0,0.0,1,50,30.0
5,50,0.0001,0.03,0.02,0.0094570717326724,6.05,0.0,1.0,0.0,0.0,0.0,1,50,30.0
6,50,0.0001,0.03,0.02,0.0094570717326724,5.82,0.04,0.3333333333333333,0.0,1.0,1.0,3,50,30.0
7,50,0.0001,0.03,0.02,0.0094570717326724,5.86,0.1,0.1666666666666666,0.0,1.0,1.0,6,50,30.0
8,50,0.0001,0.03,0.02,0.0094570717326724,6.47,0.0,1.0,0.0,0.0,0.0,1,50,30.0
9,50,0.0001,0.03,0.02,0.0094570717326724,5.95,0.0,1.0,0.0,0.0,0.0,1,50,30.0
10,50,0.0001,0.03,0.02,0.0094570717326724,7.19,0.0,1.0,0.0,0.0,0.0,1,50,30.0
11,50,0.0001,0.03,0.02,0.0094570717326724,6.32,0.0,1.0,0.0,0.0,0.0,1,50,30.0
12,50,0.0001,0.03,0.02,0.0094570717326724,5.92,0.02,0.5,0.0,1.0,1.0,2,50,30.0
13,50,0.0001,0.03,0.02,0.0094570717326724,5.96,0.0,1.0,0.0,0.0,0.0,1,50,30.0
14,50,0.0001,0.03,0.02,0.0094570717326724,6.33,0.0,1.0,0.0,0.0,0.0,1,50,30.0
15,50,0.0001,0.03,0.02,0.0094570717326724,6.16,0.0,1.0,0.0,0.0,0.0,1,50,30.0
16,50,0.0001,0.03,0.02,0.0094570717326724,5.96,0.02,0.5,0.0,1.0,1.0,2,50,30.0
17,50,0.0001,0.03,0.02,0.0094570717326724,6.04,0.0,1.0,0.0,0.0,0.0,1,50,30.0
18,50,0.0001,0.03,0.02,0.0094570717326724,5.96,0.02,0.5,0.0,1.0,1.0,2,50,30.0
