event,n_tracks,sigma_scatt,sigma_res,phi_max,epsilon,wall_time_s,efficiency,ghost_rate,clone_fraction,mean_purity,hit_efficiency,n_candidates,n_reconstructible,sigma_res_um
17,50,0.0001,0.005,0.2,0.0016308858027061,6.47,1.0,0.0,0.0,1.0,1.0,50,50,5.0
18,50,0.0001,0.005,0.2,0.0016308858027061,5.36,1.0,0.0,0.0,1.0,1.0,50,50,5.0
19,50,0.0001,0.005,0.2,0.0016308858027061,5.05,0.98,0.0,0.0,1.0,1.0,49,50,5.0
0,100,0.0001,0.005,0.2,0.0016308858027061,66.41,1.0,0.0,0.0,1.0,1.0,100,100,5.0
1,100,0.0001,0.005,0.2,0.0016308858027061,65.52,1.0,0.0,0.0,1.0,1.0,100,100,5.0
2,100,0.0001,0.005,0.2,0.0016308858027061,64.03,1.0,0.0,0.0,1.0,1.0,100,100,5.0
3,100,0.0001,0.005,0.2,0.0016308858027061,61.39,1.0,0.0,0.0,1.0,1.0,100,100,5.0
4,100,0.0001,0.005,0.2,0.0016308858027061,62.61,1.0,0.0,0.0,1.0,1.0,100,100,5.0
5,100,0.0001,0.005,0.2,0.0016308858027061,53.13,1.0,0.0,0.0,1.0,1.0,100,100,5.0
6,100,0.0001,0.005,0.2,0.0016308858027061,36.86,0.91,0.0,0.0,1.0,1.0,91,100,5.0
7,100,0.0001,0.005,0.2,0.0016308858027061,44.52,1.0,0.0,0.0,1.0,1.0,100,100,5.0
8,100,0.0001,0.005,0.2,0.0016308858027061,44.78,1.0,0.0,0.0,1.0,1.0,100,100,5.0
9,100,0.0001,0.005,0.2,0.0016308858027061,44.74,0.98,0.0,0.0,1.0,1.0,98,100,5.0
10,100,0.0001,0.005,0.2,0.0016308858027061,44.76,1.0,0.0,0.0,1.0,0.998,100,100,5.0
11,100,0.0001,0.005,0.2,0.0016308858027061,31.97,0.75,0.0,0.0,1.0,1.0,75,100,5.0
12,100,0.0001,0.005,0.2,0.0016308858027061,44.74,0.72,0.1325301204819277,0.0,1.0,1.0,83,100,5.0
13,100,0.0001,0.005,0.2,0.0016308858027061,44.32,1.0,0.0,0.0,1.0,1.0,100,100,5.0
14,100,0.0001,0.005,0.2,0.0016308858027061,45.22,1.0,0.0,0.0,1.0,1.0,100,100,5.0
15,100,0.0001,0.005,0.2,0.0016308858027061,41.44,0.98,0.0101010101010101,0.0,1.0,1.0,99,100,5.0
16,100,0.0001,0.005,0.2,0.0016308858027061,45.4,1.0,0.0,0.0,1.0,1.0,100,100,5.0
17,100,0.0001,0.005,0.2,0.0016308858027061,45.5,1.0,0.0,0.0,1.0,1.0,100,100,5.0
18,100,0.0001,0.005,0.2,0.0016308858027061,47.19,1.0,0.0,0.0,1.0,1.0,100,100,5.0
19,100,0.0001,0.005,0.2,0.0016308858027061,46.63,1.0,0.0,0.0,1.0,1.0,100,100,5.0
0,10,0.0001,0.01,0.2,0.0031777035588293,0.05,1.0,0.0,0.0,1.0,1.0,10,10,10.0
1,10,0.0001,0.01,0.2,0.0031777035588293,0.04,1.0,0.0,0.0,1.0,1.0,10,10,10.0
2,10,0.0001,0.01,0.2,0.0031777035588293,0.04,1.0,0.0,0.0,1.0,1.0,10,10,10.0
3,10,0.0001,0.01,0.2,0.0031777035588293,0.04,1.0,0.0,0.0,1.0,1.0,10,10,10.0
4,10,0.0001,0.01,0.2,0.0031777035588293,0.04,1.0,0.0,0.0,1.0,1.0,10,10,10.0
5,10,0.0001,0.01,0.2,0.0031777035588293,0.04,1.0,0.0,0.0,1.0,1.0,10,10,10.0
6,10,0.0001,0.01,0.2,0.0031777035588293,0.04,1.0,0.0,0.0,1.0,1.0,10,10,10.0
7,10,0.0001,0.01,0.2,0.0031777035588293,0.04,1.0,0.0,0.0,1.0,1.0,10,10,10.0
8,10,0.0001,0.01,0.2,0.0031777035588293,0.04,1.0,0.0,0.0,1.0,1.0,10,10,10.0
9,10,0.0001,0.01,0.2,0.0031777035588293,0.03,0.7,0.0,0.0,1.0,1.0,7,10,10.0
10,10,0.0001,0.01,0.2,0.0031777035588293,0.04,0.6,0.25,0.0,1.0,1.0,8,10,10.0
11,10,0.0001,0.01,0.2,0.0031777035588293,0.04,1.0,0.0,0.0,1.0,1.0,10,10,10.0
12,10,0.0001,0.01,0.2,0.0031777035588293,0.04,1.0,0.0,0.0,1.0,1.0,10,10,10.0
13,10,0.0001,0.01,0.2,0.0031777035588293,0.04,1.0,0.0,0.0,1.0,1.0,10,10,10.0
14,10,0.0001,0.01,0.2,0.0031777035588293,0.04,1.0,0.0,0.0,1.0,1.0,10,10,10.0
15,10,0.0001,0.01,0.2,0.0031777035588293,0.04,1.0,0.0,0.0,1.0,1.0,10,10,10.0
16,10,0.0001,0.01,0.2,0.0031777035588293,0.04,1.0,0.0,0.0,1.0,1.0,10,10,10.0
17,10,0.0001,0.01,0.2,0.0031777035588293,0.04,0.8,0.1111111111111111,0.0,1.0,1.0,9,10,10.0
18,10,0.0001,0.01,0.2,0.0031777035588293,0.04,1.0,0.0,0.0,1.0,1.0,10,10,10.0
19,10,0.0001,0.01,0.2,0.0031777035588293,0.03,0.8,0.0,0.0,1.0,1.0,8,10,10.0
0,20,0.0001,0.01,0.2,0.0031777035588293,0.32,1.0,0.0,0.0,1.0,1.0,20,20,10.0
1,20,0.0001,0.01,0.2,0.0031777035588293,0.31,1.0,0.0,0.0,1.0,1.0,20,20,10.0
2,20,0.0001,0.01,0.2,0.0031777035588293,0.31,1.0,0.0,0.0,1.0,1.0,20,20,10.0
3,20,0.0001,0.01,0.2,0.0031777035588293,0.3,1.0,0.0,0.0,1.0,1.0,20,20,10.0
4,20,0.0001,0.01,0.2,0.0031777035588293,0.31,1.0,0.0,0.0,1.0,1.0,20,20,10.0
5,20,0.0001,0.01,0.2,0.0031777035588293,0.29,1.0,0.0,0.0,1.0,1.0,20,20,10.0
6,20,0.0001,0.01,0.2,0.0031777035588293,0.3,1.0,0.0,0.0,1.0,1.0,20,20,10.0
7,20,0.0001,0.01,0.2,0.0031777035588293,0.31,1.0,0.0,0.0,1.0,1.0,20,20,10.0
8,20,0.0001,0.01,0.2,0.0031777035588293,0.31,0.9,0.0526315789473684,0.0,1.0,1.0,19,20,10.0
9,20,0.0001,0.01,0.2,0.0031777035588293,0.31,1.0,0.0,0.0,1.0,1.0,20,20,10.0
10,20,0.0001,0.01,0.2,0.0031777035588293,0.28,1.0,0.0,0.0,1.0,1.0,20,20,10.0
11,20,0.0001,0.01,0.2,0.0031777035588293,0.31,1.0,0.0,0.0,1.0,1.0,20,20,10.0
12,20,0.0001,0.01,0.2,0.0031777035588293,0.3,1.0,0.0,0.0,1.0,1.0,20,20,10.0
13,20,0.0001,0.01,0.2,0.0031777035588293,0.31,1.0,0.0,0.0,1.0,1.0,20,20,10.0
14,20,0.0001,0.01,0.2,0.0031777035588293,0.31,1.0,0.0,0.0,1.0,1.0,20,20,10.0
15,20,0.0001,0.01,0.2,0.0031777035588293,0.33,1.0,0.0,0.0,1.0,1.0,20,20,10.0
16,20,0.0001,0.01,0.2,0.0031777035588293,0.28,1.0,0.0,0.0,1.0,1.0,20,20,10.0
17,20,0.0001,0.01,0.2,0.0031777035588293,0.26,0.9,0.0,0.0,1.0,1.0,18,20,10.0
18,20,0.0001,0.01,0.2,0.0031777035588293,0.24,0.85,0.0,0.0,1.0,1.0,17,20,10.0
19,20,0.0001,0.01,0.2,0.0031777035588293,0.29,1.0,0.0,0.0,1.0,1.0,20,20,10.0
0,50,0.0001,0.01,0.2,0.0031777035588293,4.79,1.0,0.0,0.0,1.0,1.0,50,50,10.0
1,50,0.0001,0.01,0.2,0.0031777035588293,4.04,1.0,0.0,0.0,1.0,1.0,50,50,10.0
2,50,0.0001,0.01,0.2,0.0031777035588293,3.78,1.0,0.0,0.0,1.0,1.0,50,50,10.0
3,50,0.0001,0.01,0.2,0.0031777035588293,4.87,1.0,0.0,0.0,1.0,1.0,50,50,10.0
4,50,0.0001,0.01,0.2,0.0031777035588293,4.07,0.38,0.40625,0.0,1.0,1.0,32,50,10.0
5,50,0.0001,0.01,0.2,0.0031777035588293,3.4,0.92,0.0,0.0,1.0,1.0,46,50,10.0
6,50,0.0001,0.01,0.2,0.0031777035588293,4.0,1.0,0.0,0.0,1.0,1.0,50,50,10.0
7,50,0.0001,0.01,0.2,0.0031777035588293,4.05,1.0,0.0,0.0,1.0,1.0,50,50,10.0
8,50,0.0001,0.01,0.2,0.0031777035588293,3.89,1.0,0.0,0.0,1.0,1.0,50,50,10.0
9,50,0.0001,0.01,0.2,0.0031777035588293,3.24,0.86,0.0,0.0,1.0,1.0,43,50,10.0
10,50,0.0001,0.01,0.2,0.0031777035588293,4.05,1.0,0.0,0.0,1.0,1.0,50,50,10.0
11,50,0.0001,0.01,0.2,0.0031777035588293,4.96,0.02,0.8,0.0,1.0,1.0,5,50,10.0
12,50,0.0001,0.01,0.2,0.0031777035588293,4.22,1.0,0.0,0.0,1.0,1.0,50,50,10.0
13,50,0.0001,0.01,0.2,0.0031777035588293,4.24,1.0,0.0,0.0,1.0,1.0,50,50,10.0
14,50,0.0001,0.01,0.2,0.0031777035588293,4.11,1.0,0.0,0.0,1.0,1.0,50,50,10.0
15,50,0.0001,0.01,0.2,0.0031777035588293,4.17,1.0,0.0,0.0,1.0,1.0,50,50,10.0
16,50,0.0001,0.01,0.2,0.0031777035588293,3.87,1.0,0.0,0.0,1.0,1.0,50,50,10.0
17,50,0.0001,0.01,0.2,0.0031777035588293,4.14,1.0,0.0,0.0,1.0,1.0,50,50,10.0
18,50,0.0001,0.01,0.2,0.0031777035588293,3.84,1.0,0.0,0.0,1.0,1.0,50,50,10.0
19,50,0.0001,0.01,0.2,0.0031777035588293,4.14,1.0,0.0,0.0,1.0,1.0,50,50,10.0
0,100,0.0001,0.01,0.2,0.0031777035588293,64.11,0.76,0.0952380952380952,0.0,1.0,1.0,84,100,10.0
1,100,0.0001,0.01,0.2,0.0031777035588293,61.95,1.0,0.0,0.0,1.0,1.0,100,100,10.0
2,100,0.0001,0.01,0.2,0.0031777035588293,49.48,0.82,0.0,0.0,1.0,1.0,82,100,10.0
3,100,0.0001,0.01,0.2,0.0031777035588293,50.4,0.85,0.0,0.0,1.0,1.0,85,100,10.0
4,100,0.0001,0.01,0.2,0.0031777035588293,63.92,1.0,0.0,0.0,1.0,1.0,100,100,10.0
5,100,0.0001,0.01,0.2,0.0031777035588293,64.18,1.0,0.0,0.0,1.0,1.0,100,100,10.0
6,100,0.0001,0.01,0.2,0.0031777035588293,64.16,1.0,0.0,0.0,1.0,1.0,100,100,10.0
7,100,0.0001,0.01,0.2,0.0031777035588293,64.26,1.0,0.0,0.0,1.0,1.0,100,100,10.0
8,100,0.0001,0.01,0.2,0.0031777035588293,64.29,0.96,0.0204081632653061,0.0,1.0,1.0,98,100,10.0
9,100,0.0001,0.01,0.2,0.0031777035588293,65.35,1.0,0.0,0.0,1.0,1.0,100,100,10.0
10,100,0.0001,0.01,0.2,0.0031777035588293,66.21,1.0,0.0,0.0,1.0,1.0,100,100,10.0
11,100,0.0001,0.01,0.2,0.0031777035588293,61.47,1.0,0.0,0.0,1.0,1.0,100,100,10.0
12,100,0.0001,0.01,0.2,0.0031777035588293,64.15,1.0,0.0,0.0,1.0,1.0,100,100,10.0
13,100,0.0001,0.01,0.2,0.0031777035588293,66.62,0.98,0.0101010101010101,0.0,1.0,1.0,99,100,10.0
14,100,0.0001,0.01,0.2,0.0031777035588293,67.95,0.98,0.0,0.0,1.0,1.0,98,100,10.0
15,100,0.0001,0.01,0.2,0.0031777035588293,62.24,1.0,0.0,0.0,1.0,1.0,100,100,10.0
16,100,0.0001,0.01,0.2,0.0031777035588293,65.46,1.0,0.0,0.0,1.0,1.0,100,100,10.0
17,100,0.0001,0.01,0.2,0.0031777035588293,68.54,1.0,0.0,0.0,1.0,1.0,100,100,10.0
18,100,0.0001,0.01,0.2,0.0031777035588293,52.36,0.84,0.0,0.0,1.0,1.0,84,100,10.0
19,100,0.0001,0.01,0.2,0.0031777035588293,61.95,1.0,0.0,0.0,1.0,1.0,100,100,10.0
0,10,0.0001,0.015,0.2,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
1,10,0.0001,0.015,0.2,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
2,10,0.0001,0.015,0.2,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
3,10,0.0001,0.015,0.2,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
4,10,0.0001,0.015,0.2,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
5,10,0.0001,0.015,0.2,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
6,10,0.0001,0.015,0.2,0.004742833744163,0.04,0.0,0.0,0.0,0.0,0.0,0,10,15.0
7,10,0.0001,0.015,0.2,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
8,10,0.0001,0.015,0.2,0.004742833744163,0.04,0.9,0.0,0.0,1.0,1.0,9,10,15.0
9,10,0.0001,0.015,0.2,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
10,10,0.0001,0.015,0.2,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
11,10,0.0001,0.015,0.2,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
12,10,0.0001,0.015,0.2,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
13,10,0.0001,0.015,0.2,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
14,10,0.0001,0.015,0.2,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
15,10,0.0001,0.015,0.2,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
16,10,0.0001,0.015,0.2,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
17,10,0.0001,0.015,0.2,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
18,10,0.0001,0.015,0.2,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
19,10,0.0001,0.015,0.2,0.004742833744163,0.04,1.0,0.0,0.0,1.0,1.0,10,10,15.0
0,20,0.0001,0.015,0.2,0.004742833744163,0.36,1.0,0.0,0.0,1.0,1.0,20,20,15.0
1,20,0.0001,0.015,0.2,0.004742833744163,0.34,1.0,0.0,0.0,1.0,1.0,20,20,15.0
2,20,0.0001,0.015,0.2,0.004742833744163,0.32,1.0,0.0,0.0,1.0,1.0,20,20,15.0
3,20,0.0001,0.015,0.2,0.004742833744163,0.34,1.0,0.0,0.0,1.0,1.0,20,20,15.0
4,20,0.0001,0.015,0.2,0.004742833744163,0.34,1.0,0.0,0.0,1.0,1.0,20,20,15.0
5,20,0.0001,0.015,0.2,0.004742833744163,0.34,1.0,0.0,0.0,1.0,1.0,20,20,15.0
6,20,0.0001,0.015,0.2,0.004742833744163,0.3,0.9,0.0,0.0,1.0,1.0,18,20,15.0
7,20,0.0001,0.015,0.2,0.004742833744163,0.35,1.0,0.0,0.0,1.0,1.0,20,20,15.0
8,20,0.0001,0.015,0.2,0.004742833744163,0.31,1.0,0.0,0.0,1.0,1.0,20,20,15.0
9,20,0.0001,0.015,0.2,0.004742833744163,0.31,1.0,0.0,0.0,1.0,1.0,20,20,15.0
10,20,0.0001,0.015,0.2,0.004742833744163,0.33,1.0,0.0,0.0,1.0,1.0,20,20,15.0
11,20,0.0001,0.015,0.2,0.004742833744163,0.29,0.9,0.0,0.0,1.0,1.0,18,20,15.0
12,20,0.0001,0.015,0.2,0.004742833744163,0.35,1.0,0.0,0.0,1.0,1.0,20,20,15.0
13,20,0.0001,0.015,0.2,0.004742833744163,0.31,0.95,0.0,0.0,1.0,1.0,19,20,15.0
14,20,0.0001,0.015,0.2,0.004742833744163,0.32,1.0,0.0,0.0,1.0,1.0,20,20,15.0
15,20,0.0001,0.015,0.2,0.004742833744163,0.35,1.0,0.0,0.0,1.0,1.0,20,20,15.0
16,20,0.0001,0.015,0.2,0.004742833744163,0.34,0.9,0.0526315789473684,0.0,1.0,1.0,19,20,15.0
17,20,0.0001,0.015,0.2,0.004742833744163,0.34,1.0,0.0,0.0,1.0,1.0,20,20,15.0
18,20,0.0001,0.015,0.2,0.004742833744163,0.34,1.0,0.0,0.0,1.0,1.0,20,20,15.0
19,20,0.0001,0.015,0.2,0.004742833744163,0.34,1.0,0.0,0.0,1.0,1.0,20,20,15.0
0,50,0.0001,0.015,0.2,0.004742833744163,6.43,1.0,0.0,0.0,1.0,1.0,50,50,15.0
1,50,0.0001,0.015,0.2,0.004742833744163,5.73,1.0,0.0,0.0,1.0,1.0,50,50,15.0
2,50,0.0001,0.015,0.2,0.004742833744163,6.5,0.92,0.0416666666666666,0.0,1.0,1.0,48,50,15.0
3,50,0.0001,0.015,0.2,0.004742833744163,6.5,1.0,0.0,0.0,1.0,1.0,50,50,15.0
4,50,0.0001,0.015,0.2,0.004742833744163,5.7,1.0,0.0,0.0,1.0,1.0,50,50,15.0
5,50,0.0001,0.015,0.2,0.004742833744163,4.96,1.0,0.0,0.0,1.0,1.0,50,50,15.0
6,50,0.0001,0.015,0.2,0.004742833744163,4.27,1.0,0.0,0.0,1.0,1.0,50,50,15.0
7,50,0.0001,0.015,0.2,0.004742833744163,4.16,1.0,0.0,0.0,1.0,1.0,50,50,15.0
8,50,0.0001,0.015,0.2,0.004742833744163,3.67,0.88,0.0,0.0,1.0,1.0,44,50,15.0
9,50,0.0001,0.015,0.2,0.004742833744163,5.07,0.82,0.0,0.0,1.0,1.0,41,50,15.0
10,50,0.0001,0.015,0.2,0.004742833744163,4.31,1.0,0.0,0.0,1.0,1.0,50,50,15.0
11,50,0.0001,0.015,0.2,0.004742833744163,4.28,0.92,0.0416666666666666,0.0,1.0,1.0,48,50,15.0
12,50,0.0001,0.015,0.2,0.004742833744163,5.24,1.0,0.0,0.0,1.0,1.0,50,50,15.0
13,50,0.0001,0.015,0.2,0.004742833744163,5.06,1.0,0.0,0.0,1.0,1.0,50,50,15.0
14,50,0.0001,0.015,0.2,0.004742833744163,6.61,1.0,0.0,0.0,1.0,1.0,50,50,15.0
15,50,0.0001,0.015,0.2,0.004742833744163,6.15,0.96,0.0204081632653061,0.0,1.0,1.0,49,50,15.0
16,50,0.0001,0.015,0.2,0.004742833744163,4.9,1.0,0.0,0.0,1.0,1.0,50,50,15.0
17,50,0.0001,0.015,0.2,0.004742833744163,6.53,1.0,0.0,0.0,1.0,1.0,50,50,15.0
18,50,0.0001,0.015,0.2,0.004742833744163,5.86,0.96,0.0,0.0,1.0,1.0,48,50,15.0
19,50,0.0001,0.015,0.2,0.004742833744163,6.26,1.0,0.0,0.0,1.0,1.0,50,50,15.0
0,100,0.0001,0.015,0.2,0.004742833744163,51.37,1.0,0.0,0.0,1.0,1.0,100,100,15.0
1,100,0.0001,0.015,0.2,0.004742833744163,48.37,1.0,0.0,0.0,1.0,1.0,100,100,15.0
2,100,0.0001,0.015,0.2,0.004742833744163,44.99,0.94,0.0,0.0,1.0,1.0,94,100,15.0
3,100,0.0001,0.015,0.2,0.004742833744163,45.89,0.98,0.0101010101010101,0.0,1.0,1.0,99,100,15.0
4,100,0.0001,0.015,0.2,0.004742833744163,51.19,1.0,0.0,0.0,1.0,1.0,100,100,15.0
5,100,0.0001,0.015,0.2,0.004742833744163,52.56,0.77,0.0941176470588235,0.0,1.0,1.0,85,100,15.0
6,100,0.0001,0.015,0.2,0.004742833744163,52.16,1.0,0.0,0.0,1.0,1.0,100,100,15.0
7,100,0.0001,0.015,0.2,0.004742833744163,51.71,1.0,0.0,0.0,1.0,1.0,100,100,15.0
8,100,0.0001,0.015,0.2,0.004742833744163,51.24,0.96,0.0103092783505154,0.0,1.0,1.0,97,100,15.0
9,100,0.0001,0.015,0.2,0.004742833744163,52.04,0.96,0.0103092783505154,0.0,1.0,1.0,97,100,15.0
10,100,0.0001,0.015,0.2,0.004742833744163,50.07,0.98,0.0,0.0,1.0,1.0,98,100,15.0
11,100,0.0001,0.015,0.2,0.004742833744163,52.67,1.0,0.0,0.0,1.0,1.0,100,100,15.0
12,100,0.0001,0.015,0.2,0.004742833744163,49.91,0.98,0.0,0.0,1.0,1.0,98,100,15.0
13,100,0.0001,0.015,0.2,0.004742833744163,52.72,0.89,0.0326086956521739,0.0,1.0,1.0,92,100,15.0
14,100,0.0001,0.015,0.2,0.004742833744163,49.72,1.0,0.0,0.0,1.0,1.0,100,100,15.0
15,100,0.0001,0.015,0.2,0.004742833744163,51.98,0.96,0.0103092783505154,0.0,1.0,1.0,97,100,15.0
16,100,0.0001,0.015,0.2,0.004742833744163,50.32,1.0,0.0,0.0,1.0,1.0,100,100,15.0
17,100,0.0001,0.015,0.2,0.004742833744163,50.38,1.0,0.0,0.0,1.0,1.0,100,100,15.0
18,100,0.0001,0.015,0.2,0.004742833744163,52.55,1.0,0.0,0.0,1.0,1.0,100,100,15.0
19,100,0.0001,0.015,0.2,0.004742833744163,43.24,0.9,0.0,0.0,1.0,1.0,90,100,15.0
0,10,0.0001,0.02,0.2,0.0063126685373225,0.02,0.7,0.0,0.0,1.0,1.0,7,10,20.0
1,10,0.0001,0.02,0.2,0.0063126685373225,0.02,0.8,0.0,0.0,1.0,1.0,8,10,20.0
2,10,0.0001,0.02,0.2,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
3,10,0.0001,0.02,0.2,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
4,10,0.0001,0.02,0.2,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
5,10,0.0001,0.02,0.2,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
6,10,0.0001,0.02,0.2,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
7,10,0.0001,0.02,0.2,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
8,10,0.0001,0.02,0.2,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
9,10,0.0001,0.02,0.2,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
10,10,0.0001,0.02,0.2,0.0063126685373225,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10,20.0
11,10,0.0001,0.02,0.2,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
12,10,0.0001,0.02,0.2,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
13,10,0.0001,0.02,0.2,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
14,10,0.0001,0.02,0.2,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
15,10,0.0001,0.02,0.2,0.0063126685373225,0.03,0.9,0.0,0.0,1.0,1.0,9,10,20.0
16,10,0.0001,0.02,0.2,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
17,10,0.0001,0.02,0.2,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
18,10,0.0001,0.02,0.2,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
19,10,0.0001,0.02,0.2,0.0063126685373225,0.03,1.0,0.0,0.0,1.0,1.0,10,10,20.0
0,20,0.0001,0.02,0.2,0.0063126685373225,0.24,0.95,0.0,0.0,1.0,1.0,19,20,20.0
1,20,0.0001,0.02,0.2,0.0063126685373225,0.25,1.0,0.0,0.0,1.0,1.0,20,20,20.0
2,20,0.0001,0.02,0.2,0.0063126685373225,0.25,1.0,0.0,0.0,1.0,1.0,20,20,20.0
3,20,0.0001,0.02,0.2,0.0063126685373225,0.25,1.0,0.0,0.0,1.0,1.0,20,20,20.0
4,20,0.0001,0.02,0.2,0.0063126685373225,0.25,1.0,0.0,0.0,1.0,1.0,20,20,20.0
5,20,0.0001,0.02,0.2,0.0063126685373225,0.24,1.0,0.0,0.0,1.0,1.0,20,20,20.0
6,20,0.0001,0.02,0.2,0.0063126685373225,0.25,1.0,0.0,0.0,1.0,1.0,20,20,20.0
7,20,0.0001,0.02,0.2,0.0063126685373225,0.25,0.9,0.0526315789473684,0.0,1.0,1.0,19,20,20.0
8,20,0.0001,0.02,0.2,0.0063126685373225,0.25,1.0,0.0,0.0,1.0,1.0,20,20,20.0
9,20,0.0001,0.02,0.2,0.0063126685373225,0.24,1.0,0.0,0.0,1.0,1.0,20,20,20.0
10,20,0.0001,0.02,0.2,0.0063126685373225,0.24,1.0,0.0,0.0,1.0,1.0,20,20,20.0
11,20,0.0001,0.02,0.2,0.0063126685373225,0.18,0.75,0.0,0.0,1.0,1.0,15,20,20.0
12,20,0.0001,0.02,0.2,0.0063126685373225,0.23,1.0,0.0,0.0,1.0,1.0,20,20,20.0
13,20,0.0001,0.02,0.2,0.0063126685373225,0.25,1.0,0.0,0.0,1.0,1.0,20,20,20.0
14,20,0.0001,0.02,0.2,0.0063126685373225,0.25,1.0,0.0,0.0,1.0,1.0,20,20,20.0
15,20,0.0001,0.02,0.2,0.0063126685373225,0.26,1.0,0.0,0.0,1.0,1.0,20,20,20.0
16,20,0.0001,0.02,0.2,0.0063126685373225,0.24,1.0,0.0,0.0,1.0,1.0,20,20,20.0
17,20,0.0001,0.02,0.2,0.0063126685373225,0.25,1.0,0.0,0.0,1.0,1.0,20,20,20.0
18,20,0.0001,0.02,0.2,0.0063126685373225,0.25,1.0,0.0,0.0,1.0,1.0,20,20,20.0
19,20,0.0001,0.02,0.2,0.0063126685373225,0.25,1.0,0.0,0.0,1.0,1.0,20,20,20.0
0,50,0.0001,0.02,0.2,0.0063126685373225,4.78,1.0,0.0,0.0,1.0,1.0,50,50,20.0
1,50,0.0001,0.02,0.2,0.0063126685373225,4.8,1.0,0.0,0.0,1.0,1.0,50,50,20.0
2,50,0.0001,0.02,0.2,0.0063126685373225,4.62,0.86,0.0652173913043478,0.0,1.0,1.0,46,50,20.0
3,50,0.0001,0.02,0.2,0.0063126685373225,4.51,1.0,0.0,0.0,1.0,1.0,50,50,20.0
4,50,0.0001,0.02,0.2,0.0063126685373225,4.66,1.0,0.0,0.0,1.0,1.0,50,50,20.0
5,50,0.0001,0.02,0.2,0.0063126685373225,4.81,0.92,0.0416666666666666,0.0,1.0,1.0,48,50,20.0
6,50,0.0001,0.02,0.2,0.0063126685373225,4.78,0.96,0.0204081632653061,0.0,1.0,1.0,49,50,20.0
7,50,0.0001,0.02,0.2,0.0063126685373225,3.99,0.92,0.0,0.0,1.0,1.0,46,50,20.0
8,50,0.0001,0.02,0.2,0.0063126685373225,4.82,1.0,0.0,0.0,1.0,1.0,50,50,20.0
9,50,0.0001,0.02,0.2,0.0063126685373225,4.83,1.0,0.0,0.0,1.0,1.0,50,50,20.0
10,50,0.0001,0.02,0.2,0.0063126685373225,4.81,0.96,0.0204081632653061,0.0,1.0,1.0,49,50,20.0
11,50,0.0001,0.02,0.2,0.0063126685373225,4.78,1.0,0.0,0.0,1.0,1.0,50,50,20.0
12,50,0.0001,0.02,0.2,0.0063126685373225,4.77,1.0,0.0,0.0,1.0,1.0,50,50,20.0
13,50,0.0001,0.02,0.2,0.0063126685373225,4.83,1.0,0.0,0.0,1.0,1.0,50,50,20.0
14,50,0.0001,0.02,0.2,0.0063126685373225,4.58,1.0,0.0,0.0,1.0,1.0,50,50,20.0
15,50,0.0001,0.02,0.2,0.0063126685373225,4.81,0.92,0.0416666666666666,0.0,1.0,1.0,48,50,20.0
