shots,n_trk,rep,who,drop_rate,n_true_all,n_true_clean,n_false_all,n_active,n_true_active,n_false_active,eff_pct,fr_pct,cos,jaccard,t_classical,t_quantum,success_prob,n_seg
8192,2,0,C,0.01,8,8,8,8,8,0,100.0,0.0,0.8223490134752697,0.75,0.00020003318786621094,0.2675471305847168,0.142822265625,16
8192,2,0,Q,0.01,8,8,8,6,6,0,75.0,0.0,0.8223490134752697,0.75,0.00020003318786621094,0.2675471305847168,0.142822265625,16
8192,2,1,C,0.01,8,8,8,8,8,0,100.0,0.0,0.826400340149992,0.75,0.0001461505889892578,0.2567286491394043,0.1473388671875,16
8192,2,1,Q,0.01,8,8,8,6,6,0,75.0,0.0,0.826400340149992,0.75,0.0001461505889892578,0.2567286491394043,0.1473388671875,16
8192,2,2,C,0.01,6,8,6,4,4,0,50.0,0.0,0.7244606977482249,0.75,0.0005047321319580078,0.4956090450286865,0.0697021484375,12
8192,2,2,Q,0.01,6,8,6,3,3,0,37.5,0.0,0.7244606977482249,0.75,0.0005047321319580078,0.4956090450286865,0.0697021484375,12
8192,2,3,C,0.01,8,8,8,8,8,0,100.0,0.0,0.8230739267909063,0.75,0.0001842975616455078,0.3123781681060791,0.1431884765625,16
8192,2,3,Q,0.01,8,8,8,6,6,0,75.0,0.0,0.8230739267909063,0.75,0.0001842975616455078,0.3123781681060791,0.1431884765625,16
8192,2,4,C,0.01,8,8,8,8,8,0,100.0,0.0,0.8279107454514589,0.75,0.00019216537475585938,0.31071972846984863,0.145263671875,16
8192,2,4,Q,0.01,8,8,8,6,6,0,75.0,0.0,0.8279107454514589,0.75,0.00019216537475585938,0.31071972846984863,0.145263671875,16
8192,2,5,C,0.01,8,8,8,8,8,0,100.0,0.0,0.8191296933859599,0.75,0.0004036426544189453,0.4809911251068115,0.137451171875,16
8192,2,5,Q,0.01,8,8,8,6,6,0,75.0,0.0,0.8191296933859599,0.75,0.0004036426544189453,0.4809911251068115,0.137451171875,16
8192,2,6,C,0.01,8,8,8,8,8,0,100.0,0.0,0.8296539959096839,0.75,0.0003337860107421875,0.3949606418609619,0.143798828125,16
8192,2,6,Q,0.01,8,8,8,6,6,0,75.0,0.0,0.8296539959096839,0.75,0.0003337860107421875,0.3949606418609619,0.143798828125,16
8192,2,7,C,0.01,8,8,8,8,8,0,100.0,0.0,0.8235523727261277,0.75,0.0001506805419921875,0.2674849033355713,0.1455078125,16
8192,2,7,Q,0.01,8,8,8,6,6,0,75.0,0.0,0.8235523727261277,0.75,0.0001506805419921875,0.2674849033355713,0.1455078125,16
8192,2,8,C,0.01,8,8,8,8,8,0,100.0,0.0,0.8229958775566886,0.75,0.0003337860107421875,0.41526174545288086,0.142333984375,16
8192,2,8,Q,0.01,8,8,8,6,6,0,75.0,0.0,0.8229958775566886,0.75,0.0003337860107421875,0.41526174545288086,0.142333984375,16
8192,2,9,C,0.01,8,8,8,8,8,0,100.0,0.0,0.8224127331380536,0.75,0.00014901161193847656,0.30251026153564453,0.1419677734375,16
8192,2,9,Q,0.01,8,8,8,6,6,0,75.0,0.0,0.8224127331380536,0.75,0.00014901161193847656,0.30251026153564453,0.1419677734375,16
8192,2,10,C,0.01,8,8,8,8,8,0,100.0,0.0,0.8244069860064516,0.75,0.00020051002502441406,0.2801523208618164,0.1356201171875,16
8192,2,10,Q,0.01,8,8,8,6,6,0,75.0,0.0,0.8244069860064516,0.75,0.00020051002502441406,0.2801523208618164,0.1356201171875,16
8192,2,11,C,0.01,8,8,8,8,8,0,100.0,0.0,0.829482491953334,0.75,0.000263214111328125,0.24869871139526367,0.1451416015625,16
8192,2,11,Q,0.01,8,8,8,6,6,0,75.0,0.0,0.829482491953334,0.75,0.000263214111328125,0.24869871139526367,0.1451416015625,16
8192,2,12,C,0.01,8,8,8,8,8,0,100.0,0.0,0.8224041268297828,0.75,0.00020170211791992188,0.2927427291870117,0.140869140625,16
8192,2,12,Q,0.01,8,8,8,6,6,0,75.0,0.0,0.8224041268297828,0.75,0.00020170211791992188,0.2927427291870117,0.140869140625,16
8192,2,13,C,0.01,8,8,8,8,8,0,100.0,0.0,0.8263819505171469,0.75,0.00018358230590820312,0.23900580406188965,0.1470947265625,16
8192,2,13,Q,0.01,8,8,8,6,6,0,75.0,0.0,0.8263819505171469,0.75,0.00018358230590820312,0.23900580406188965,0.1470947265625,16
8192,2,14,C,0.01,8,8,8,8,8,0,100.0,0.0,0.8260261900210906,0.75,0.0004820823669433594,0.4969148635864258,0.147216796875,16
8192,2,14,Q,0.01,8,8,8,6,6,0,75.0,0.0,0.8260261900210906,0.75,0.0004820823669433594,0.4969148635864258,0.147216796875,16
8192,2,15,C,0.01,8,8,8,8,8,0,100.0,0.0,0.8265818575028726,0.75,0.0003402233123779297,0.36681032180786133,0.14453125,16
8192,2,15,Q,0.01,8,8,8,6,6,0,75.0,0.0,0.8265818575028726,0.75,0.0003402233123779297,0.36681032180786133,0.14453125,16
8192,2,16,C,0.01,8,8,8,8,8,0,100.0,0.0,0.8274893793567019,0.75,0.0003180503845214844,0.37751030921936035,0.1383056640625,16
8192,2,16,Q,0.01,8,8,8,6,6,0,75.0,0.0,0.8274893793567019,0.75,0.0003180503845214844,0.37751030921936035,0.1383056640625,16
8192,2,17,C,0.01,8,8,8,8,8,0,100.0,0.0,0.824479217561142,0.75,0.00016808509826660156,0.2675454616546631,0.1549072265625,16
8192,2,17,Q,0.01,8,8,8,6,6,0,75.0,0.0,0.824479217561142,0.75,0.00016808509826660156,0.2675454616546631,0.1549072265625,16
8192,2,18,C,0.01,8,8,8,8,8,0,100.0,0.0,0.8257478561745035,0.75,0.0002646446228027344,0.3248462677001953,0.14306640625,16
8192,2,18,Q,0.01,8,8,8,6,6,0,75.0,0.0,0.8257478561745035,0.75,0.0002646446228027344,0.3248462677001953,0.14306640625,16
8192,2,19,C,0.01,8,8,8,8,8,0,100.0,0.0,0.8237278595999891,0.75,0.00013780593872070312,0.28353285789489746,0.1407470703125,16
8192,2,19,Q,0.01,8,8,8,6,6,0,75.0,0.0,0.8237278595999891,0.75,0.00013780593872070312,0.28353285789489746,0.1407470703125,16
8192,2,20,C,0.01,8,8,8,8,8,0,100.0,0.0,0.8259217167489464,0.75,0.000164031982421875,0.27559518814086914,0.1431884765625,16
8192,2,20,Q,0.01,8,8,8,6,6,0,75.0,0.0,0.8259217167489464,0.75,0.000164031982421875,0.27559518814086914,0.1431884765625,16
