T,rep,beta,alpha,epsilon,n_seg,tau,A0_nnz,Bfork_nnz,Ball_nnz,A_nnz,lam_min,lam_max,eff_C,far_C,auc_C,max_abs_x,t_classical,eff_Q,far_Q,eff_Qwp,far_Qwp,auc_Q,cos_QC,P_anc
50,2,2.0,0.0,0.0031777035588293387,9800,0.35,10092,0,0,10092,2.3819660112501047,5.618033988749896,0.9795918367346939,0.0,1.0,0.4545454545454551,0.0008680820465087891,0.7346938775510204,0.0,1.0,0.0,1.0,0.22065867748434626,0.003394483867745946
50,2,0.0,0.1,0.0031777035588293387,9800,0.4181818181818181,10092,0,950600,960692,2.413008340528571,23.83484385514651,0.0,0.0,1.0,0.1056069115627306,0.03104877471923828,0.0,0.0,1.0,0.98,0.5002656206172598,0.0,0.2998578224930788
50,2,0.0,0.3,0.0031777035588293387,9800,0.5230769230769231,10092,0,950600,960692,2.414706189099738,63.432942519067154,0.0,0.0,1.0,0.06219611247703865,0.03517293930053711,0.0,0.0,1.0,0.98,0.5002656206172598,0.0,0.2987605361870571
50,2,0.0,1.0,0.0031777035588293387,9800,0.725,10092,0,950600,960692,2.4153460533026636,202.03232417547304,0.0,0.0,1.0,0.04433559501659147,0.03870511054992676,0.0,0.0,1.0,0.98,0.5002656206172598,0.0,0.3000723658688715
50,2,1.0,0.3,0.0031777035588293387,9800,0.5230769230769231,10092,0,950600,960692,2.414706189099728,63.43294251906712,0.0,0.0,1.0,0.06219611247703865,0.03505873680114746,0.0,0.0,1.0,0.98,0.5002656206172598,0.0,0.2987605361870571
100,0,0.0,0.0,0.0031777035588293387,39800,0.35,40440,0,0,40440,2.381966011250104,5.618033988749897,0.9949748743718593,0.0,0.9999961101890346,0.45454545454545464,0.0033957958221435547,0.7462311557788944,0.0,1.0,0.09954751131221719,0.9997208263539922,0.16351516854983014,0.00183463681585655
100,0,0.5,0.0,0.0031777035588293387,39800,0.35,40440,0,0,40440,2.3819660112501033,5.618033988749899,0.9949748743718593,0.0,0.9999961101890346,0.45454545454545464,0.003554821014404297,0.7462311557788944,0.0,1.0,0.09954751131221719,0.9997208263539922,0.16351516854983014,0.00183463681585655
100,0,1.0,0.0,0.0031777035588293387,39800,0.35,40440,0,0,40440,2.381966011250102,5.618033988749902,0.9949748743718593,0.0,0.9999961101890346,0.45454545454545464,0.0034813880920410156,0.7462311557788944,0.0,1.0,0.09954751131221719,0.9997208263539922,0.16351516854983014,0.00183463681585655
100,0,2.0,0.0,0.0031777035588293387,39800,0.35,40440,0,0,40440,2.3819660112501007,5.6180339887498985,0.9949748743718593,0.0,0.9999961101890346,0.45454545454545464,0.004854440689086914,0.7462311557788944,0.0,1.0,0.09954751131221719,0.9997208263539922,0.16351516854983014,0.00183463681585655
100,0,0.0,0.1,0.0031777035588293387,39800,0.4181818181818181,40440,0,7860600,7901040,2.3976416781689913,44.01097859716205,0.0,0.0,0.9999998724652143,0.05768870412672004,0.3171398639678955,0.0,0.0,1.0,0.99,0.5001944905482695,0.0,0.3030338155091987
100,0,0.0,0.3,0.0031777035588293387,39800,0.5230769230769231,40440,0,7860600,7901040,2.3980608790876405,124.01052118341663,0.0,0.0,0.9999999362326071,0.03216316540936831,0.3443026542663574,0.0,0.0,1.0,0.99,0.5001944905482695,0.0,0.30582397147840934
100,0,0.0,1.0,0.0031777035588293387,39800,0.725,40440,0,7860600,7901040,2.398212962050407,404.01036588590716,0.0,0.0,0.9999999362326071,0.022434906156528985,0.38278937339782715,0.0,0.0,1.0,0.99,0.5001944905482695,0.0,0.3012246387528575
100,0,1.0,0.3,0.0031777035588293387,39800,0.5230769230769231,40440,0,7860600,7901040,2.398060879087651,124.0105211834167,0.0,0.0,0.9999999362326071,0.03216316540936831,0.3208293914794922,0.0,0.0,1.0,0.99,0.5001944905482695,0.0,0.30582397147840934
100,1,0.0,0.0,0.0031777035588293387,39800,0.35,40438,0,0,40438,2.1522409349774256,5.847759065022576,1.0,0.005,0.9999745568102428,0.5670115395538149,0.005845785140991211,0.7462311557788944,0.003355704697986577,0.9949748743718593,0.09174311926605505,0.9997360667608893,0.16341430747144,0.0018400316124659445
100,1,0.5,0.0,0.0031777035588293387,39800,0.35,40438,532,0,40970,2.255355714094957,6.000000000000003,0.9949748743718593,0.0,0.9999999362326071,0.5405353993418484,0.021713733673095703,0.7437185929648241,0.006711409395973154,0.9949748743718593,0.5892116182572614,0.996352568894929,0.19079150052216723,0.0030239851146589
100,1,1.0,0.0,0.0031777035588293387,39800,0.35,40438,532,0,40970,2.3248691294333534,6.214319743377533,0.9949748743718593,0.0,0.9999948986085699,0.5199937025244797,0.00823831558227539,0.7437185929648241,0.006711409395973154,0.9949748743718593,0.5892116182572614,0.996352568894929,0.18442824733319846,0.0030239851146589
100,1,2.0,0.0,0.0031777035588293387,39800,0.35,40438,532,0,40970,1.9999999999999996,6.825955014888476,0.9949748743718593,0.0,0.9950422765061284,0.4902002530789616,0.006386995315551758,0.7437185929648241,0.006711409395973154,0.9949748743718593,0.5892116182572614,0.996352568894929,0.174834341354062,0.0030239851146589
100,1,0.0,0.1,0.0031777035588293387,39800,0.4181818181818181,40438,0,7860800,7901238,2.18628167867617,44.01525052578026,0.0,0.0,0.9999747481124214,0.0713745684216155,0.4106252193450928,0.0,0.0,1.0,0.99,0.49999910725649976,0.0,0.302816533268941
100,1,0.0,0.3,0.0031777035588293387,39800,0.5230769230769231,40438,0,7860800,7901238,2.1882905063999827,124.01478842743234,0.0,0.0,0.9999746843450286,0.039754599062756184,0.49135375022888184,0.0,0.0,1.0,0.99,0.49999910725649976,0.0,0.3062178723455272
100,1,0.0,1.0,0.0031777035588293387,39800,0.725,40438,0,7860800,7901238,2.1890496448888244,404.0146328325975,0.0,0.0,0.9999747481124214,0.02771915511142809,0.8233926296234131,0.0,0.0,1.0,0.99,0.49999910725649976,0.0,0.3013302666226118
100,1,1.0,0.3,0.0031777035588293387,39800,0.5230769230769231,40438,532,7860800,7901238,2.3503344640481405,124.02318564549368,0.0,0.0,0.9999747481124214,0.042644932903339254,0.477109432220459,0.0,0.0,1.0,0.99,0.49999910725649976,0.0,0.3062178723455272
100,2,0.0,0.0,0.0031777035588293387,38808,0.35,39442,0,0,39442,2.0,6.000000000000003,0.979381443298969,0.020618556701030927,0.999918293199955,0.5999968458848237,0.0076923370361328125,0.729381443298969,0.017361111111111112,0.9948453608247423,0.1187214611872146,0.9996166220342713,0.16535272929180833,0.0018261941147625085
100,2,0.5,0.0,0.0031777035588293387,38808,0.35,39442,848,0,40290,2.110894932224876,6.371787930604667,0.9690721649484536,0.002652519893899204,0.9999695444275694,0.552884683969204,0.007468223571777344,0.7268041237113402,0.0472972972972973,0.9922680412371134,0.6946867565424266,0.9941052367484718,0.2061812852994294,0.0037277827942859615
100,2,1.0,0.0,0.0031777035588293387,38808,0.35,39442,848,0,40290,1.9844577972321154,6.979880836415366,0.9690721649484536,0.002652519893899204,0.9949244513971996,0.520917908782092,0.007256507873535156,0.7268041237113402,0.0472972972972973,0.9922680412371134,0.6946867565424266,0.9941052367484718,0.1966831127884922,0.0037277827942859615
100,2,2.0,0.0,0.0031777035588293387,38808,0.35,39442,848,0,40290,-4.3471402506803924e-16,8.595683757517612,0.9690721649484536,0.002652519893899204,0.9898330712633562,0.4901971148527017,0.011694192886352539,0.7268041237113402,0.0472972972972973,0.9922680412371134,0.6946867565424266,0.9941052367484718,0.18254102663085398,0.0037277827942859615
100,2,0.0,0.1,0.0031777035588293387,38808,0.4181818181818181,39442,0,7569336,7608778,2.0453759349930842,43.81236386587256,0.0,0.0,0.9999283556137536,0.0760683628764068,0.46637511253356934,0.0,0.0,1.0,0.9900020614306329,0.5000720468827984,0.0,0.2951064509990724
100,2,0.0,0.3,0.0031777035588293387,38808,0.5230769230769231,39442,0,7569336,7608778,2.0482383868082583,123.41199568377199,0.0,0.0,0.9999282885309949,0.042377084737508175,1.5423610210418701,0.0,0.0,1.0,0.9900020614306329,0.5000720468827984,0.0,0.29785517336923417
100,2,0.0,1.0,0.0031777035588293387,38808,0.725,39442,0,7569336,7608778,2.0493254445577085,402.0118709928604,0.0,0.0,0.999928087282719,0.029545861201620737,0.5140323638916016,0.0,0.0,1.0,0.9900020614306329,0.5000720468827984,0.0,0.2934569564975544
100,2,1.0,0.3,0.0031777035588293387,38808,0.5230769230769231,39442,848,7569336,7608778,2.000000000000002,123.46451428128505,0.0,0.0,0.9999757160413659,0.04076760640784047,0.5495576858520508,0.0,0.0,1.0,0.9900020614306329,0.5000720468827984,0.0,0.29785517336923417
200,0,0.0,0.0,0.0031777035588293387,157012,0.35,158542,0,0,158542,1.9999999999999933,6.000000000000001,0.9847133757961783,0.02644836272040302,0.9987036501964172,0.5999920619630309,0.03345012664794922,0.7337579617834394,0.017064846416382253,0.9923566878980892,0.3069395017793594,0.9981825971916825,0.12852336479924084,0.001065687769540248
200,0,0.5,0.0,0.0031777035588293387,157012,0.35,158542,4096,0,162638,2.0663217121777704,6.4218368849839305,0.9745222929936306,0.014175257731958763,0.9988238655991308,0.5922105628014923,0.0407869815826416,0.729936305732484,0.07877813504823152,0.9910828025477707,0.8494290690923166,0.9914439461539694,0.1892331664117854,0.0033624299240540955
200,0,1.0,0.0,0.0031777035588293387,157012,0.35,158542,4096,0,162638,1.9999999999999836,7.02663839463813,0.9745222929936306,0.014175257731958763,0.9963321214895572,0.5861853969995795,0.04168963432312012,0.729936305732484,0.07877813504823152,0.9910828025477707,0.8494290690923166,0.9914439461539694,0.17751778705058197,0.0033624299240540955
200,0,2.0,0.0,0.0031777035588293387,157012,0.35,158542,4096,0,162638,3.8841769565219916e-16,8.614265676707141,0.9745222929936306,0.014175257731958763,0.9926219070657392,0.5774467570377558,0.056654930114746094,0.729936305732484,0.07877813504823152,0.9910828025477707,0.8494290690923166,0.9914439461539694,0.1599014912288707,0.0033624299240540955
200,0,0.0,0.1,0.0031777035588293387,157012,0.4181818181818181,158542,0,61902130,62060672,2.0191689460468822,83.4004962022165,0.0,0.0,0.9999467376374872,0.03991823502105165,3.8355512619018555,0.0,0.0,1.0,0.9950003821363972,0.5004015184665757,0.0,0.2996081956205384
200,0,0.0,0.3,0.0031777035588293387,157012,0.5230769230769231,158542,0,61902130,62060672,2.0197953803336928,242.20016533164585,0.0,0.0,0.999947438887208,0.021586869605930953,4.4365575313568115,0.0,0.0,1.0,0.9950003821363972,0.5004015184665757,0.0,0.29988664464094134
200,0,0.0,1.0,0.0031777035588293387,157012,0.725,158542,0,61902130,62060672,2.0200243181692517,798.0000495971341,0.0,0.0,0.9999476182766714,0.014887189096104658,4.305992364883423,0.0,0.0,1.0,0.9950003821363972,0.5004015184665757,0.0,0.29839870620575165
200,0,1.0,0.3,0.0031777035588293387,157012,0.5230769230769231,158542,4096,61902130,62060672,1.9999999999999527,242.21575397190108,0.0,0.0,0.9998437110069991,0.025906189053780077,4.484614133834839,0.0,0.0,1.0,0.9950003821363972,0.5004015184665757,0.0,0.29988664464094134
200,1,0.0,0.0,0.0031777035588293387,155432,0.35,156940,0,0,156940,1.7738053819471304,6.226194618052869,0.9742599742599742,0.01303780964797914,0.9932830358034845,0.6775729032447185,0.053763628005981445,0.7245817245817245,0.01054481546572935,1.0,0.9950010293890575,0.9927419468591755,0.1283633474745873,0.0010445912344836004
200,1,0.5,0.0,0.0031777035588293387,155432,0.35,156940,4424,0,161364,1.9602456251798537,6.665944068416419,0.9626769626769627,0.0026666666666666666,0.9938540248197226,0.6056258942156921,0.03922104835510254,0.7181467181467182,0.09562398703403566,1.0,0.9950010293890575,0.9855167230486489,0.19354147298269084,0.0035271947259061295
200,1,1.0,0.0,0.0031777035588293387,155432,0.35,156940,4424,0,161364,1.6176297836412545,7.268805694399724,0.9626769626769627,0.0013351134846461949,0.9925870540011693,0.5608937548779642,0.036547183990478516,0.7181467181467182,0.09562398703403566,1.0,0.9950010293890575,0.9855167230486489,0.1811076090230085,0.0035271947259061295
200,1,2.0,0.0,0.0031777035588293387,155432,0.35,156940,4424,0,161364,-0.10344870125172972,8.806761057401898,0.9613899613899614,0.0026702269692923898,0.9850182831075787,1.0573913524965373,0.07802414894104004,0.7181467181467182,0.09562398703403566,1.0,0.9950010293890575,0.9855167230486489,0.1623217497496031,0.0035271947259061295
200,1,0.0,0.1,0.0031777035588293387,155432,0.4181818181818181,156940,0,60970718,61127658,1.808833146614281,83.20019003651495,0.0,0.0,0.9946292380678595,0.045249392602176766,4.853709936141968,0.0,0.0,1.0,0.9950010293890575,0.5002972739547696,0.0,0.296642553092276
200,1,0.0,0.3,0.0031777035588293387,155432,0.5230769230769231,156940,0,60970718,61127658,1.810104164863032,241.60006329062855,0.0,0.0,0.9948801223897406,0.02447260240082644,7.001729965209961,0.0,0.0,1.0,0.9950010293890575,0.5002972739547696,0.0,0.29651443955789364
200,1,0.0,1.0,0.0031777035588293387,155432,0.725,156940,0,60970718,61127658,1.8105707519437044,796.0000189853159,0.0,0.0,0.9949459058766873,0.016874503457203135,5.753749132156372,0.0,0.0,1.0,0.9950010293890575,0.5002972739547696,0.0,0.29522687357251
200,1,1.0,0.3,0.0031777035588293387,155432,0.5230769230769231,156940,4424,60970718,61127658,1.6281902424744705,241.6646408044317,0.0,0.0,0.9958538012141194,0.026231580712049226,5.381777763366699,0.0,0.0,1.0,0.9950010293890575,0.5002972739547696,0.0,0.29651443955789364
200,2,0.0,0.0,0.0031777035588293387,158602,0.35,160146,0,0,160146,1.9999999999999996,6.000000000000002,0.9924337957124842,0.028395061728395062,0.9999423777064709,0.5999948401670234,0.03515911102294922,0.7377049180327869,0.021739130434782608,0.9936948297604036,0.30141843971631205,0.9994203569646346,0.12839450884237127,0.0010763616626633266
200,2,0.5,0.0,0.0031777035588293387,158602,0.35,160146,3978,0,164124,2.0663217121777726,6.371787930604656,0.9823455233291298,0.011421319796954314,0.9999658389537045,0.5922082135867738,0.02680683135986328,0.7364438839848676,0.07301587301587302,0.9924337957124842,0.8441892694515938,0.9930439159947668,0.18701067582144226,0.0033075133348828413
200,2,1.0,0.0,0.0031777035588293387,158602,0.35,160146,3978,0,164124,1.9844577972321145,6.979880836415374,0.9823455233291298,0.011421319796954314,0.9974944650514797,0.5862062088260837,0.040819406509399414,0.7364438839848676,0.07301587301587302,0.9924337957124842,0.8441892694515938,0.9930439159947668,0.17557949044023397,0.0033075133348828413
200,2,2.0,0.0,0.0031777035588293387,158602,0.35,160146,3978,0,164124,-8.254246908698091e-16,8.595683757517616,0.9823455233291298,0.011421319796954314,0.9937920788676355,0.5774411899754497,0.08316349983215332,0.7364438839848676,0.07301587301587302,0.9924337957124842,0.8441892694515938,0.9930439159947668,0.15839396985940576,0.0033075133348828413
200,2,0.0,0.1,0.0031777035588293387,158602,0.4181818181818181,160146,0,62846990,63007136,2.0235553044636805,84.00040448475627,0.0,0.0,0.9999507281844542,0.03974917360577277,4.006659030914307,0.0,0.0,1.0,0.9950000630509073,0.5000894460050782,0.0,0.30286831048824026
200,2,0.0,0.3,0.0031777035588293387,158602,0.5230769230769231,160146,0,62846990,63007136,2.024313297806522,244.0001347928023,0.0,0.0,0.9999507681388943,0.021493276815617444,4.319424867630005,0.0,0.0,1.0,0.9950000630509073,0.5000894460050782,0.0,0.30299837912313576
200,2,0.0,1.0,0.0031777035588293387,158602,0.725,160146,0,62846990,63007136,2.024590133105073,804.0000404366317,0.0,0.0,0.9999507761297823,0.014822285745658904,3.9545209407806396,0.0,0.0,1.0,0.9950000630509073,0.5000894460050782,0.0,0.3015071584431082
200,2,1.0,0.3,0.0031777035588293387,158602,0.5230769230769231,160146,3978,62846990,63007136,1.9963342342760977,244.021989691681,0.0,0.0,0.999965687126832,0.02279777912291678,4.2477498054504395,0.0,0.0,1.0,0.9950000630509073,0.5000894460050782,0.0,0.30299837912313576
