noise,T,rep,config,solver,auc_all,auc_bulk_vs_true,eff_wp,far_wp,bulk_admitted,bulk_q99,true_med,p_anc,mass_on_false
heavy,200,0,base,1bqf_emu,0.9956681834897475,0.9975547618928111,0.9949238578680203,0.6495306213679034,0.00894389333673567,1.1959441397923374e-19,0.00135133748129925,0.002050106197269508,0.4620804067347295
heavy,200,0,base,classical,0.9961742407530692,0.9986231626287393,0.9949238578680203,0.6496872207327972,0.008950272718573571,0.249999999899858,0.4415583295393972,,0.9839843287769834
heavy,200,0,fork,1bqf_emu,0.9883452591054297,0.9889666081458229,0.9923857868020305,0.959370291473996,0.1174890753086026,0.0007474285788380661,0.000944954164780635,0.012616405487240029,0.9171368743312802
heavy,200,0,fork,classical,0.9941464187385294,0.9957327764381256,0.9911167512690355,0.6395939086294417,0.008548371662785876,0.2500000002425059,0.39051544065655,,0.985988424631993
heavy,200,0,occ,1bqf_emu,0.6339711832207285,0.6340419925238179,0.9911167512690355,0.9933926108916168,0.7486651143504195,0.001474396952649682,0.0012136755139604204,0.23383868187765994,0.9949876019021453
heavy,200,0,occ,classical,0.9986695523432468,0.9988727357039915,0.9911167512690355,0.2103134479271992,0.0010015629485502855,0.00912391611241916,0.015886913299551858,,0.9843293015317234
heavy,200,0,both,1bqf_emu,0.5989511725305359,0.5990094552477458,0.9911167512690355,0.9935691053563341,0.7693598290325667,0.0014425744689407793,0.0011087119685884556,0.21374781060859527,0.994985065013209
heavy,200,0,both,classical,0.9983242396347195,0.9984517045983523,0.9911167512690355,0.23581213307240703,0.0012120825492009824,0.01052805656235625,0.016125890053486226,,0.9857949399323179
