noise,T,rep,config,beta,alpha,n_seg,epsilon,valid,tau_att,p_anc,emu_cos_dense,solver,cls,n,frac_wp,frac_e1,med,q99,mx,auc,tau_wp,eff_wp,far_wp,pur_wp,tau_e1,far_e1,gap
heavy,100,0,base,0.0,0.0,39006,0.006312668537322595,True,0.35,,,classical,C-true,13,1.0,1.0,0.39175331436423755,0.42457621734686773,0.42457621734686773,0.5005917159763313,0.24999999895230235,,,,0.24999999995130234,,
heavy,100,0,base,0.0,0.0,39006,0.006312668537322595,True,0.35,,,classical,cohit-true,38597,1.0,1.0,0.24999999995230235,0.24999999995230235,0.5384580094534244,0.9929771345321776,0.24999999895230235,,,,0.24999999995130234,,
heavy,100,0,base,0.0,0.0,39006,0.006312668537322595,True,0.35,,,classical,cohit-false,6,1.0,1.0,0.24999999995230235,0.24999999995230235,0.24999999995230235,1.0,0.24999999895230235,,,,0.24999999995130234,,
heavy,100,0,base,0.0,0.0,39006,0.006312668537322595,True,0.35,,,classical,TRUE-coupled,390,1.0,1.0,0.3958773131089731,0.6000059512509234,0.6983134098822062,,0.24999999895230235,,,,0.24999999995130234,,
heavy,100,0,base,0.0,0.0,39006,0.006312668537322595,True,0.35,0.002587906559778783,,1bqf_emu,ALL,39006,0.015254063477413732,1.0,2.391888279584674e-19,0.001525007049879806,0.00447842909440841,,1e-06,0.9897435897435898,0.35126050420168065,0.6487394957983194,-9.99999760811172e-13,0.9900015382248885,-0.003651315062640801
heavy,100,0,base,0.0,0.0,39006,0.006312668537322595,True,0.35,0.002587906559778783,,1bqf_emu,C-true,13,1.0,1.0,0.0018006502558114558,0.0021049527517283512,0.0021049527517283512,0.5005917159763313,1e-06,,,,-9.99999760811172e-13,,
heavy,100,0,base,0.0,0.0,39006,0.006312668537322595,True,0.35,0.002587906559778783,,1bqf_emu,cohit-true,38597,0.005078114879394771,1.0,2.391888279584674e-19,2.391888279584674e-19,0.0036513150626408014,0.9927816895560503,1e-06,,,,-9.99999760811172e-13,,
heavy,100,0,base,0.0,0.0,39006,0.006312668537322595,True,0.35,0.002587906559778783,,1bqf_emu,cohit-false,6,0.0,1.0,2.391888279584674e-19,2.391888279584674e-19,2.391888279584674e-19,1.0,1e-06,,,,-9.99999760811172e-13,,
heavy,100,0,base,0.0,0.0,39006,0.006312668537322595,True,0.35,0.002587906559778783,,1bqf_emu,TRUE-coupled,390,0.9897435897435898,1.0,0.0018006502558114558,0.003900793440257608,0.00447842909440841,,1e-06,,,,-9.99999760811172e-13,,
heavy,100,0,fork,1.0,0.0,39006,0.006312668537322595,True,0.35,,,classical,ALL,39006,0.9546480028713531,0.9547505511972517,0.2499999992700898,0.3333335008237706,0.6432330884992667,,0.2499999982700898,0.9948717948717949,0.9895802561967935,0.010419743803206488,0.2385744206530044,0.9895276711151688,-0.2539592460177189
heavy,100,0,fork,1.0,0.0,39006,0.006312668537322595,True,0.35,,,classical,C-true,13,0.8461538461538461,1.0,0.30400052882282896,0.3917549954113296,0.3917549954113296,0.8704142011834319,0.2499999982700898,,,,0.2385744206530044,,
heavy,100,0,fork,1.0,0.0,39006,0.006312668537322595,True,0.35,,,classical,cohit-true,38597,0.9542710573360624,0.9542710573360624,0.2499999992700898,0.2499999992700898,0.4925336666717233,0.9891915340836241,0.2499999982700898,,,,0.2385744206530044,,
heavy,100,0,fork,1.0,0.0,39006,0.006312668537322595,True,0.35,,,classical,cohit-false,6,1.0,1.0,0.2499999992700898,0.2499999992700898,0.2499999992700898,0.9931623931623932,0.2499999982700898,,,,0.2385744206530044,,
heavy,100,0,fork,1.0,0.0,39006,0.006312668537322595,True,0.35,,,classical,TRUE-coupled,390,0.9948717948717949,1.0,0.3802548512512594,0.5260809263945491,0.6432330884992667,,0.2499999982700898,,,,0.2385744206530044,,
heavy,100,0,fork,1.0,0.0,39006,0.006312668537322595,True,0.35,0.007023582520550095,,1bqf_emu,ALL,39006,0.06050351228016203,1.0,2.391888279584674e-19,0.0016463619845546794,0.0041265187162983115,,1e-06,0.9897435897435898,0.8364406779661017,0.1635593220338983,-9.99999760811172e-13,0.9900015382248885,-0.0038900810784837283
heavy,100,0,fork,1.0,0.0,39006,0.006312668537322595,True,0.35,0.007023582520550095,,1bqf_emu,C-true,13,1.0,1.0,0.0018006502558114558,0.001907536829155772,0.001907536829155772,0.7140039447731755,1e-06,,,,-9.99999760811172e-13,,
heavy,100,0,fork,1.0,0.0,39006,0.006312668537322595,True,0.35,0.007023582520550095,,1bqf_emu,cohit-true,38597,0.05080705754333238,1.0,2.391888279584674e-19,0.0014948571576761322,0.0038900810784837287,0.9893832588290706,1e-06,,,,-9.99999760811172e-13,,
heavy,100,0,fork,1.0,0.0,39006,0.006312668537322595,True,0.35,0.007023582520550095,,1bqf_emu,cohit-false,6,0.0,1.0,2.391888279584674e-19,2.391888279584674e-19,2.391888279584674e-19,1.0,1e-06,,,,-9.99999760811172e-13,,
heavy,100,0,fork,1.0,0.0,39006,0.006312668537322595,True,0.35,0.007023582520550095,,1bqf_emu,TRUE-coupled,390,0.9897435897435898,1.0,0.0018507250775142725,0.0037614440799735452,0.0041265187162983115,,1e-06,,,,-9.99999760811172e-13,,
heavy,100,0,occ,0.0,0.3,39006,0.006312668537322595,True,0.5230769230769231,,,classical,ALL,39006,0.02855970876275445,0.8445623750192278,0.017840837561136063,0.02575503658281484,0.048823855209909235,,0.01799926246300057,0.9923076923076923,0.6526032315978456,0.3473967684021544,0.017719872382847824,0.9881613696384665,-0.01928102893462708
heavy,100,0,occ,0.0,0.3,39006,0.006312668537322595,True,0.5230769230769231,,,classical,C-true,13,1.0,1.0,0.02762034034932891,0.02934175525996452,0.029341755259964547,0.5035502958579882,0.01799926246300057,,,,0.017719872382847824,,
heavy,100,0,occ,0.0,0.3,39006,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-true,38597,0.018369303313729046,0.8429152524807627,0.01784060147632209,0.018059064382641755,0.0370009013184749,0.9970839370404103,0.01799926246300057,,,,0.017719872382847824,,
heavy,100,0,occ,0.0,0.3,39006,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-false,6,0.8333333333333334,1.0,0.01819748989939017,0.018253959645763086,0.01825395964576309,0.9901709401709402,0.01799926246300057,,,,0.017719872382847824,,
heavy,100,0,occ,0.0,0.3,39006,0.006312668537322595,True,0.5230769230769231,,,classical,TRUE-coupled,390,0.9923076923076923,1.0,0.027792993987688704,0.04190512611277453,0.048823855209909235,,0.01799926246300057,,,,0.017719872382847824,,
heavy,100,0,occ,0.0,0.3,39006,0.006312668537322595,True,0.5230769230769231,0.34471980053918616,,1bqf_emu,ALL,39006,0.9998974516741014,1.0,0.003203430744582381,0.0035494473792161544,0.003549792469114808,,0.002147348725766828,0.9923076923076923,0.9900774319265678,0.009922568073432132,0.0021297119903546796,0.9900015382248885,-0.0014200804777601285
heavy,100,0,occ,0.0,0.3,39006,0.006312668537322595,True,0.5230769230769231,0.34471980053918616,,1bqf_emu,C-true,13,1.0,1.0,0.0035442601475564016,0.003548420822995869,0.0035484208229958755,0.09092702169625247,0.002147348725766828,,,,0.0021297119903546796,,
heavy,100,0,occ,0.0,0.3,39006,0.006312668537322595,True,0.5230769230769231,0.34471980053918616,,1bqf_emu,cohit-true,38597,0.9999740912506153,1.0,0.003203433201618273,0.0035494476482342487,0.003549792469114808,0.3765394945668024,0.002147348725766828,,,,0.0021297119903546796,,
heavy,100,0,occ,0.0,0.3,39006,0.006312668537322595,True,0.5230769230769231,0.34471980053918616,,1bqf_emu,cohit-false,6,1.0,1.0,0.002200823728916619,0.0027426263496508506,0.0027426363725483525,0.6709401709401709,0.002147348725766828,,,,0.0021297119903546796,,
heavy,100,0,occ,0.0,0.3,39006,0.006312668537322595,True,0.5230769230769231,0.34471980053918616,,1bqf_emu,TRUE-coupled,390,0.9923076923076923,1.0,0.0031937276212873774,0.0035459690532626737,0.003549282137581602,,0.002147348725766828,,,,0.0021297119903546796,,
heavy,100,0,both,1.0,0.3,39006,0.006312668537322595,True,0.5230769230769231,,,classical,ALL,39006,0.15320719889247808,0.8622519612367328,0.017830840206358195,0.025302535475441496,0.048428087121484394,,0.017981623082325413,0.9923076923076923,0.9352409638554217,0.06475903614457831,0.017692016589976486,0.9884042458299884,-0.01891572862761121
heavy,100,0,both,1.0,0.3,39006,0.006312668537322595,True,0.5230769230769231,,,classical,C-true,13,1.0,1.0,0.026314808113457638,0.03049966444845725,0.030743030965816785,0.7242603550295857,0.017981623082325413,,,,0.017692016589976486,,
heavy,100,0,both,1.0,0.3,39006,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-true,38597,0.14433764282198097,0.8607922895561831,0.017828015284571674,0.019266463378018683,0.036607745218587694,0.9960847229391416,0.017981623082325413,,,,0.017692016589976486,,
heavy,100,0,both,1.0,0.3,39006,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-false,6,0.8333333333333334,1.0,0.0182373956510922,0.018337977227132003,0.018340806375532356,0.9905982905982906,0.017981623082325413,,,,0.017692016589976486,,
heavy,100,0,both,1.0,0.3,39006,0.006312668537322595,True,0.5230769230769231,,,classical,TRUE-coupled,390,0.9923076923076923,1.0,0.028545299680364906,0.043281863977849,0.048428087121484394,,0.017981623082325413,,,,0.017692016589976486,,
heavy,100,0,both,1.0,0.3,39006,0.006312668537322595,True,0.5230769230769231,0.3520704506793398,,1bqf_emu,ALL,39006,0.9998974516741014,1.0,0.0032088125561412217,0.0036391953578910194,0.0037005495919044396,,0.0021638786634956245,0.9923076923076923,0.9900774319265678,0.009922568073432132,0.0021290679567202175,0.9900015382248885,-0.001571481634184222
heavy,100,0,both,1.0,0.3,39006,0.006312668537322595,True,0.5230769230769231,0.3520704506793398,,1bqf_emu,C-true,13,1.0,1.0,0.0036174997349195316,0.003659741104004735,0.0036597509168636907,0.08915187376725839,0.0021638786634956245,,,,0.0021290679567202175,,
heavy,100,0,both,1.0,0.3,39006,0.006312668537322595,True,0.5230769230769231,0.3520704506793398,,1bqf_emu,cohit-true,38597,0.9999740912506153,1.0,0.0032114713196010466,0.0036391951006292176,0.0037005495919044396,0.38102715569098966,0.0021638786634956245,,,,0.0021290679567202175,,
heavy,100,0,both,1.0,0.3,39006,0.006312668537322595,True,0.5230769230769231,0.3520704506793398,,1bqf_emu,cohit-false,6,1.0,1.0,0.002217838073865202,0.002783871452026602,0.002783885400121344,0.6709401709401709,0.0021638786634956245,,,,0.0021290679567202175,,
heavy,100,0,both,1.0,0.3,39006,0.006312668537322595,True,0.5230769230769231,0.3520704506793398,,1bqf_emu,TRUE-coupled,390,0.9923076923076923,1.0,0.00320208695375589,0.0036190647082724845,0.0036597509168671033,,0.0021638786634956245,,,,0.0021290679567202175,,
heavy,100,1,base,0.0,0.0,38909,0.006312668537322595,True,0.35,,,classical,ALL,38909,1.0,1.0,0.2500000000053162,0.35714274926787437,0.5670104558236924,,0.2499999990053162,1.0,0.9900023130895166,0.009997686910483436,0.2500000000043162,0.9900023130895166,-0.1785712874988274
heavy,100,1,base,0.0,0.0,38909,0.006312668537322595,True,0.35,,,classical,C-true,9,1.0,1.0,0.3917528011901646,0.3917528011901646,0.3917528011901646,0.4987146529562982,0.2499999990053162,,,,0.2500000000043162,,
heavy,100,1,base,0.0,0.0,38909,0.006312668537322595,True,0.35,,,classical,cohit-true,38502,1.0,1.0,0.2500000000053162,0.2500000000053162,0.4285712875041436,0.9929953226480807,0.2499999990053162,,,,0.2500000000043162,,
heavy,100,1,base,0.0,0.0,38909,0.006312668537322595,True,0.35,,,classical,cohit-false,9,1.0,1.0,0.2500000000053162,0.2500000000053162,0.2500000000053162,1.0,0.2499999990053162,,,,0.2500000000043162,,
heavy,100,1,base,0.0,0.0,38909,0.006312668537322595,True,0.35,,,classical,TRUE-coupled,389,1.0,1.0,0.3917528011901646,0.5670104558236924,0.5670104558236924,,0.2499999990053162,,,,0.2500000000043162,,
heavy,100,1,base,0.0,0.0,38909,0.006312668537322595,True,0.35,0.002685051990343322,,1bqf_emu,ALL,38909,0.017142563417204246,1.0,2.3918882795846747e-19,0.0014948571576761322,0.0037614440799735452,,1e-06,0.9897172236503856,0.42278860569715143,0.5772113943028486,-9.99999760811172e-13,0.9900023130895166,-0.0027026749625984996
heavy,100,1,base,0.0,0.0,38909,0.006312668537322595,True,0.35,0.002685051990343322,,1bqf_emu,C-true,9,1.0,1.0,0.0018006502558114556,0.0018006502558114556,0.0018006502558114556,0.4987146529562982,1e-06,,,,-9.99999760811172e-13,,
heavy,100,1,base,0.0,0.0,38909,0.006312668537322595,True,0.35,0.002685051990343322,,1bqf_emu,cohit-true,38502,0.007090540751129811,1.0,2.3918882795846747e-19,2.3918882795846747e-19,0.0027026749625985,0.9927709828181062,1e-06,,,,-9.99999760811172e-13,,
heavy,100,1,base,0.0,0.0,38909,0.006312668537322595,True,0.35,0.002685051990343322,,1bqf_emu,cohit-false,9,0.0,1.0,2.3918882795846747e-19,2.3918882795846747e-19,2.3918882795846747e-19,1.0,1e-06,,,,-9.99999760811172e-13,,
heavy,100,1,base,0.0,0.0,38909,0.006312668537322595,True,0.35,0.002685051990343322,,1bqf_emu,TRUE-coupled,389,0.9897172236503856,1.0,0.0018006502558114556,0.0037614440799735452,0.0037614440799735452,,1e-06,,,,-9.99999760811172e-13,,
heavy,100,1,fork,1.0,0.0,38909,0.006312668537322595,True,0.35,,,classical,ALL,38909,0.9749415302372202,0.9749415302372202,0.24999999955157934,0.33333342521899406,0.5670143361790089,,0.24999999855157934,1.0,0.9897453471819476,0.010254652818052407,0.24999999955057933,0.9897453471819476,-0.17856438914474318
heavy,100,1,fork,1.0,0.0,38909,0.006312668537322595,True,0.35,,,classical,C-true,9,1.0,1.0,0.3040012419587275,0.391755756269231,0.391755756269231,0.8180519851471009,0.24999999855157934,,,,0.24999999955057933,,
heavy,100,1,fork,1.0,0.0,38909,0.006312668537322595,True,0.35,,,classical,cohit-true,38502,0.9747026128512805,0.9747026128512805,0.24999999955157934,0.24999999955157934,0.4285643886963225,0.9930895987909152,0.24999999855157934,,,,0.24999999955057933,,
heavy,100,1,fork,1.0,0.0,38909,0.006312668537322595,True,0.35,,,classical,cohit-false,9,0.8888888888888888,0.8888888888888888,0.24999999955157934,0.24999999955157934,0.24999999955157934,1.0,0.24999999855157934,,,,0.24999999955057933,,
heavy,100,1,fork,1.0,0.0,38909,0.006312668537322595,True,0.35,,,classical,TRUE-coupled,389,1.0,1.0,0.3711356646976271,0.5241293164792975,0.5670143361790089,,0.24999999855157934,,,,0.24999999955057933,,
heavy,100,1,fork,1.0,0.0,38909,0.006312668537322595,True,0.35,0.004831334525828679,,1bqf_emu,ALL,38909,0.04220103317998407,1.0,2.3918882795846747e-19,0.0014948571576761322,0.0037614440799735452,,1e-06,0.9897172236503856,0.7655298416565165,0.23447015834348356,-9.99999760811172e-13,0.9900023130895166,-0.0027026749625984996
heavy,100,1,fork,1.0,0.0,38909,0.006312668537322595,True,0.35,0.004831334525828679,,1bqf_emu,C-true,9,1.0,1.0,0.0014985086568744693,0.00200345981373499,0.0020210954274674712,0.7403598971722365,1e-06,,,,-9.99999760811172e-13,,
heavy,100,1,fork,1.0,0.0,38909,0.006312668537322595,True,0.35,0.004831334525828679,,1bqf_emu,cohit-true,38502,0.03238792789984936,1.0,2.3918882795846747e-19,0.0014948571576761313,0.0027026749625985,0.992230163585132,1e-06,,,,-9.99999760811172e-13,,
heavy,100,1,fork,1.0,0.0,38909,0.006312668537322595,True,0.35,0.004831334525828679,,1bqf_emu,cohit-false,9,0.1111111111111111,1.0,2.3918882795846747e-19,0.0013752685850620407,0.0014948571576761313,0.9962867752070836,1e-06,,,,-9.99999760811172e-13,,
heavy,100,1,fork,1.0,0.0,38909,0.006312668537322595,True,0.35,0.004831334525828679,,1bqf_emu,TRUE-coupled,389,0.9897172236503856,1.0,0.001646361984554679,0.0033882445734253045,0.0037614440799735452,,1e-06,,,,-9.99999760811172e-13,,
heavy,100,1,occ,0.0,0.3,38909,0.006312668537322595,True,0.5230769230769231,,,classical,ALL,38909,0.022025752396617748,0.466524454496389,0.017807999121702174,0.025559366345722975,0.040518303499323706,,0.018156631852227285,0.9922879177377892,0.5495915985997666,0.45040840140023336,0.017824339775965797,0.9785698545614808,-0.012719034247266652
heavy,100,1,occ,0.0,0.3,38909,0.006312668537322595,True,0.5230769230769231,,,classical,C-true,9,1.0,1.0,0.027892316573746672,0.02795406547996056,0.02795508398215969,0.5004284490145673,0.018156631852227285,,,,0.017824339775965797,,
heavy,100,1,occ,0.0,0.3,38909,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-true,38502,0.011843540595293751,0.46088514882343773,0.017807875603021484,0.01818965603495744,0.030543374024232448,0.9974009963626235,0.018156631852227285,,,,0.017824339775965797,,
heavy,100,1,occ,0.0,0.3,38909,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-false,9,0.6666666666666666,1.0,0.01815875044431113,0.01833033807572516,0.01833033807572516,0.9911453870322765,0.018156631852227285,,,,0.017824339775965797,,
heavy,100,1,occ,0.0,0.3,38909,0.006312668537322595,True,0.5230769230769231,,,classical,TRUE-coupled,389,0.9922879177377892,1.0,0.027837542378187894,0.0403837757119679,0.040518303499323706,,0.018156631852227285,,,,0.017824339775965797,,
heavy,100,1,occ,0.0,0.3,38909,0.006312668537322595,True,0.5230769230769231,0.31350358098207737,,1bqf_emu,ALL,38909,0.9999228970161145,1.0,0.0031964068380030135,0.003785319964128758,0.003785534071420777,,0.0015041552757169866,0.9922879177377892,0.9900786511077982,0.009921348892201717,0.0015039421029619821,0.9900023130895166,-0.002281591967458795
heavy,100,1,occ,0.0,0.3,38909,0.006312668537322595,True,0.5230769230769231,0.31350358098207737,,1bqf_emu,C-true,9,1.0,1.0,0.0021858649173987633,0.002186049274492854,0.0021860622656135536,0.5227077977720651,0.0015041552757169866,,,,0.0015039421029619821,,
heavy,100,1,occ,0.0,0.3,38909,0.006312668537322595,True,0.5230769230769231,0.31350358098207737,,1bqf_emu,cohit-true,38502,1.0,1.0,0.0031964362588034648,0.003785322520396659,0.003785534071420777,0.37582990714334075,0.0015041552757169866,,,,0.0015039421029619821,,
heavy,100,1,occ,0.0,0.3,38909,0.006312668537322595,True,0.5230769230769231,0.31350358098207737,,1bqf_emu,cohit-false,9,1.0,1.0,0.0015771772281558368,0.0022006977379596805,0.002200748089802434,0.6740931162524992,0.0015041552757169866,,,,0.0015039421029619821,,
heavy,100,1,occ,0.0,0.3,38909,0.006312668537322595,True,0.5230769230769231,0.31350358098207737,,1bqf_emu,TRUE-coupled,389,0.9922879177377892,1.0,0.0031670481316466914,0.003778538137703348,0.0037850964069267258,,0.0015041552757169866,,,,0.0015039421029619821,,
heavy,100,1,both,1.0,0.3,38909,0.006312668537322595,True,0.5230769230769231,,,classical,ALL,38909,0.029736050785165388,0.4557814387416793,0.017803073747571015,0.025205865082199724,0.041848054547055646,,0.018296559336126665,0.9922879177377892,0.6663785652549697,0.33362143474503025,0.017816610486587222,0.9780647344084809,-0.012805672278358719
heavy,100,1,both,1.0,0.3,38909,0.006312668537322595,True,0.5230769230769231,,,classical,C-true,9,1.0,1.0,0.026205269425055563,0.030533197397555868,0.03062228276594594,0.6869465866895172,0.018296559336126665,,,,0.017816610486587222,,
heavy,100,1,both,1.0,0.3,38909,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-true,38502,0.019739234325489585,0.4500545426211625,0.017802898140249837,0.020068042082256057,0.03000681033886756,0.9976157883962626,0.018296559336126665,,,,0.017816610486587222,,
heavy,100,1,both,1.0,0.3,38909,0.006312668537322595,True,0.5230769230769231,,,classical,cohit-false,9,0.2222222222222222,0.8888888888888888,0.018107821972862828,0.018429448623091104,0.018429545294267182,0.9937160811196801,0.018296559336126665,,,,0.017816610486587222,,
heavy,100,1,both,1.0,0.3,38909,0.006312668537322595,True,0.5230769230769231,,,classical,TRUE-coupled,389,0.9922879177377892,1.0,0.027531203410778218,0.040766622906541046,0.041848054547055646,,0.018296559336126665,,,,0.017816610486587222,,
heavy,100,1,both,1.0,0.3,38909,0.006312668537322595,True,0.5230769230769231,0.31768287722445687,,1bqf_emu,ALL,38909,0.9999228970161145,1.0,0.0031972170037848414,0.003785979208124927,0.003817779273201042,,0.0015134828098608594,0.9922879177377892,0.9900786511077982,0.009921348892201717,0.0015121267420507296,0.9900023130895166,-0.0023056525301503126
heavy,100,1,both,1.0,0.3,38909,0.006312668537322595,True,0.5230769230769231,0.31768287722445687,,1bqf_emu,C-true,9,1.0,1.0,0.0022761678276431068,0.002283839115562396,0.0022842656865428375,0.5944015995429878,0.0015134828098608594,,,,0.0015121267420507296,,
heavy,100,1,both,1.0,0.3,38909,0.006312668537322595,True,0.5230769230769231,0.31768287722445687,,1bqf_emu,cohit-true,38502,1.0,1.0,0.0031972307610039583,0.003785980070576786,0.003817779273201042,0.37611807699636746,0.0015134828098608594,,,,0.0015121267420507296,,
heavy,100,1,both,1.0,0.3,38909,0.006312668537322595,True,0.5230769230769231,0.31768287722445687,,1bqf_emu,cohit-false,9,1.0,1.0,0.0015928385667603742,0.0022952951507441283,0.002296400985164183,0.6740931162524992,0.0015134828098608594,,,,0.0015121267420507296,,
heavy,100,1,both,1.0,0.3,38909,0.006312668537322595,True,0.5230769230769231,0.31768287722445687,,1bqf_emu,TRUE-coupled,389,0.9922879177377892,1.0,0.003167782116581981,0.0037793320404477418,0.0037857605600414893,,0.0015134828098608594,,,,0.0015121267420507296,,
heavy,100,2,base,0.0,0.0,38810,0.006312668537322595,True,0.35,,,classical,ALL,38810,0.01489306879670188,1.0,0.24999999979594184,0.33333344006273413,0.5670103659789921,,0.3333334390627341,0.9948586118251928,0.3304498269896194,0.6695501730103807,0.24999999979494184,0.9899768101004895,-0.14174747526625336
heavy,100,2,base,0.0,0.0,38810,0.006312668537322595,True,0.35,,,classical,C-true,3,1.0,1.0,0.3917474750621952,0.3917474750621952,0.3917474750621952,0.49271636675235647,0.3333334390627341,,,,0.24999999979494184,,
heavy,100,2,base,0.0,0.0,38810,0.006312668537322595,True,0.35,,,classical,fork-true,1,0.0,1.0,0.24999999979594184,0.24999999979594184,0.24999999979594184,1.0,0.3333334390627341,,,,0.24999999979494184,,
heavy,100,2,base,0.0,0.0,38810,0.006312668537322595,True,0.35,,,classical,cohit-true,38408,0.004894813580504062,1.0,0.24999999979594184,0.24999999979594184,0.33333344006273413,0.9974117030031768,0.3333334390627341,,,,0.24999999979494184,,
heavy,100,2,base,0.0,0.0,38810,0.006312668537322595,True,0.35,,,classical,cohit-false,9,0.0,1.0,0.24999999979594184,0.24999999979594184,0.24999999979594184,1.0,0.3333334390627341,,,,0.24999999979494184,,
heavy,100,2,base,0.0,0.0,38810,0.006312668537322595,True,0.35,,,classical,TRUE-coupled,389,0.9948586118251928,1.0,0.37113033600024103,0.4845343142298884,0.5670103659789921,,0.3333334390627341,,,,0.24999999979494184,,
heavy,100,2,base,0.0,0.0,38810,0.006312668537322595,True,0.35,0.002416306279402379,,1bqf_emu,ALL,38810,0.01489306879670188,1.0,2.391888279584674e-19,0.0014948571576761322,0.0037614440799735452,,0.001414344412451724,0.9948586118251928,0.3304498269896194,0.6695501730103807,-9.99999760811172e-13,0.9899768101004895,-0.0018982843119004576
heavy,100,2,base,0.0,0.0,38810,0.006312668537322595,True,0.35,0.002416306279402379,,1bqf_emu,C-true,3,1.0,1.0,0.0018006502558114558,0.0018963316307786778,0.0018982843119004578,0.4944301628106255,0.001414344412451724,,,,-9.99999760811172e-13,,
heavy,100,2,base,0.0,0.0,38810,0.006312668537322595,True,0.35,0.002416306279402379,,1bqf_emu,fork-true,1,0.0,1.0,2.391888279584674e-19,2.391888279584674e-19,2.391888279584674e-19,1.0,0.001414344412451724,,,,-9.99999760811172e-13,,
heavy,100,2,base,0.0,0.0,38810,0.006312668537322595,True,0.35,0.002416306279402379,,1bqf_emu,cohit-true,38408,0.004894813580504062,1.0,2.391888279584674e-19,2.391888279584674e-19,0.0014948571576761322,0.998253496888234,0.001414344412451724,,,,-9.99999760811172e-13,,
heavy,100,2,base,0.0,0.0,38810,0.006312668537322595,True,0.35,0.002416306279402379,,1bqf_emu,cohit-false,9,0.0,1.0,2.391888279584674e-19,2.391888279584674e-19,2.391888279584674e-19,1.0,0.001414344412451724,,,,-9.99999760811172e-13,,
heavy,100,2,base,0.0,0.0,38810,0.006312668537322595,True,0.35,0.002416306279402379,,1bqf_emu,TRUE-coupled,389,0.9948586118251928,1.0,0.0016463619845546794,0.0029874853749215927,0.0037614440799735452,,0.001414344412451724,,,,-9.99999760811172e-13,,
heavy,100,2,fork,1.0,0.0,38810,0.006312668537322595,True,0.35,,,classical,ALL,38810,0.01484153568667869,0.9877093532594692,0.24999999993154448,0.33333335461849317,0.5670105487258603,,0.31795031151952946,0.9922879177377892,0.3298611111111111,0.6701388888888888,0.24999999993054448,0.9898520856703101,-0.14175053476372695
heavy,100,2,fork,1.0,0.0,38810,0.006312668537322595,True,0.35,,,classical,C-true,3,0.6666666666666666,1.0,0.38461699407568983,0.3916078638828798,0.39175053469527144,0.6580976863753213,0.31795031151952946,,,,0.24999999993054448,,
heavy,100,2,fork,1.0,0.0,38810,0.006312668537322595,True,0.35,,,classical,fork-true,1,0.0,0.0,0.17051213296456008,0.17051213296456008,0.17051213296456008,1.0,0.31795031151952946,,,,0.24999999993054448,,
heavy,100,2,fork,1.0,0.0,38810,0.006312668537322595,True,0.35,,,classical,cohit-true,38408,0.004894813580504062,0.987606748594043,0.24999999993154448,0.24999999993154448,0.33333335461849317,0.9980077923997196,0.31795031151952946,,,,0.24999999993054448,,
heavy,100,2,fork,1.0,0.0,38810,0.006312668537322595,True,0.35,,,classical,cohit-false,9,0.0,1.0,0.24999999993154448,0.24999999993154448,0.24999999993154448,1.0,0.31795031151952946,,,,0.24999999993054448,,
heavy,100,2,fork,1.0,0.0,38810,0.006312668537322595,True,0.35,,,classical,TRUE-coupled,389,0.9922879177377892,1.0,0.36363641931756735,0.4735052233333039,0.5670105487258603,,0.31795031151952946,,,,0.24999999993054448,,
heavy,100,2,fork,1.0,0.0,38810,0.006312668537322595,True,0.35,0.0034766142820389493,,1bqf_emu,ALL,38810,0.02713218242720948,1.0,2.391888279584674e-19,0.0014948571576761322,0.0037614440799735452,,0.001453744133960786,0.9922879177377892,0.6334283000949668,0.36657169990503324,-9.99999760811172e-13,0.9899768101004895,-0.0018982843119004576
heavy,100,2,fork,1.0,0.0,38810,0.006312668537322595,True,0.35,0.0034766142820389493,,1bqf_emu,C-true,3,1.0,1.0,0.0018006502558114558,0.0018963316307786778,0.0018982843119004578,0.6520994001713796,0.001453744133960786,,,,-9.99999760811172e-13,,
heavy,100,2,fork,1.0,0.0,38810,0.006312668537322595,True,0.35,0.0034766142820389493,,1bqf_emu,fork-true,1,0.0,1.0,0.0011042319118146802,0.0011042319118146802,0.0011042319118146802,0.9948586118251928,0.001453744133960786,,,,-9.99999760811172e-13,,
heavy,100,2,fork,1.0,0.0,38810,0.006312668537322595,True,0.35,0.0034766142820389493,,1bqf_emu,cohit-true,38408,0.017288064986461155,1.0,2.391888279584674e-19,0.0014948571576761315,0.0014948571576761322,0.9981555765213866,0.001453744133960786,,,,-9.99999760811172e-13,,
heavy,100,2,fork,1.0,0.0,38810,0.006312668537322595,True,0.35,0.0034766142820389493,,1bqf_emu,cohit-false,9,0.0,1.0,2.391888279584674e-19,2.391888279584674e-19,2.391888279584674e-19,1.0,0.001453744133960786,,,,-9.99999760811172e-13,,
heavy,100,2,fork,1.0,0.0,38810,0.006312668537322595,True,0.35,0.0034766142820389493,,1bqf_emu,TRUE-coupled,389,0.9922879177377892,1.0,0.0016463619845546794,0.003010558961757817,0.0037614440799735452,,0.001453744133960786,,,,-9.99999760811172e-13,,
